TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),
AACIU,,9.93,,Unexpected error:<class 'TypeError'>,,,1986.0001,, - ,,$,None,1937,,,$0.20 ,7000,,,9.9,9.76,,Not Found!,,-9.93
AADR,,63.4,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,63.26,52.85,,Not Found!,,-63.4
AAME,Atlantic American Corporation,4.34,undefined,0.746,N/A,undefined,0.6439122,, 115.91 Mil ,120841328,($5.60),25857000,9532000,-82112488,0.467,$262.10 ,38470000,2.284210526,2.278947368,4.33,1.9,0.069,5.03,5.241,-3.873
AACG,ATA Creativity Global,2.27,-15.2224,-0.284,25,-6.705903084,0.33527696,-0.3, 63.99 Mil ,25132896,$0.00 ,None,91364512,18451752,2.9,$50.87 ,39872320,2.141509434,2.150943396,2.28,1.06,None,-4.92,-0.499,0.63
AADI,"Aadi Bioscience, Inc.",26.87,undefined,-0.358,N/A,undefined,None,, 542.19 Mil ,538121984,$,None,11674604,-530509780,0.561,$0.00 ,9411781,28.16561845,26.84486373,25.61,0.954,None,Not Found!,-243.058,-26.309
AAL,"American Airlines Group, Inc.",20.17,1822.5064,-9.845,-124.2,90.35728309,None,-0.05, 43.34 Bil ,43341479936,"($2,548)",-2783249920,17949999104,4955517952,27.724,"$80,131 ",48297000960,1.897460019,1.870178739,19.88,10.63,0.16860001,-7.35,-5.658,7.554
AAOI,"Applied Optoelectronics, Inc.",6.9,-64.7064,-1.881,13,-9.37773913,0.6591593,0.75, 295.03 Mil ,295027904,($49.50),-36835500,44013000,-140277112,1.622,$195.90 ,154751008,1.079812207,1.059467919,6.77,6.39,0.19790001,-21.55,-13.303,-5.278
AATC,Autoscope Technologies Corporat,7.1,24.624,0.54,20,3.468169014,1.7931393,23.7, 28.64 Mil ,28635584,$2.09 ,1379500,8427000,-28606612,1.57,$1.00 ,29000,2.057971014,1.999130435,6.897,3.45,0.0125,10.34,14.225,-5.53
AAWW,Atlas Air Worldwide Holdings,83.2,471.1432,15.917,10,5.662778846,0.9490655,1.74, 4.32 Bil ,4324691968,$346 ,152069504,750161024,-1619722112,25.845,"$3,642 ",2704971008,1.656710474,1.621863799,81.45,50.22,0.1604,4.08,4.96,-57.355
AAON,"AAON, Inc.",69.86,46.904,1.43,12,0.671399943,9.423575,21.11, 3.50 Bil ,3503906560,$61.50 ,40959500,111427000,-3503904072,2.126,$120.50 ,0,1.241514128,1.224098098,68.88,56.27,0.0421,29.71,29.725,-67.734
AAXJ,,85.42,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,85.32,78.25,,Not Found!,,-85.42
AAPL,Apple Inc.,143.29,231.780608,5.108,19.86,1.61756304,36.81092,7.49, 2.42 Til ,2.43596E+12,"$94,768 ",80625876992,61696000000,-2.30047E+12,3.732,"$265,560 ",1.35491E+11,1.335165859,1.328363772,142.56,107.32,0.0061,21.16,21.958,-139.558
ABCB,Ameris Bancorp,53.13,160.776,6.09,8,3.026086957,1.2941321,, 3.98 Bil ,902776640,$706 ,None,3324837888,-360223232,47.834,"$19,050 ",556177984,2.168571429,2.149795918,52.67,24.5,0.038,Not Found!,None,-5.296
ABCL,AbCellera Biologics Inc.,15.78,-92.20992,0.74,-86.38,-5.843467681,4.3989697,16.46, 3.52 Bil ,3526004736,$,174090608,792571008,-3491109504,2.844,$175.00 ,34897000,1.087525844,1.050310131,15.24,14.51,0.0783,20.78,10.948,-12.936
ABGI,ABG Acquisition Corp. I,9.72,undefined,-0.099,,undefined,37.528957,N/A , 187.95 Mil ,187208880,$,None,703509,-187209371,0.036,$0.00 ,0,1.01144641,1.010405827,9.71,9.61,0.0004,Not Found!,None,-9.684
ABIO,"ARCA biopharma, Inc.",2.75,undefined,-1.52,N/A,undefined,0.63794726,N/A ,"-23,711,000.00",-23623512,($13.98),-8454625,63197000,24145628,4.386,$4.13 ,522000,1.026119403,1,2.68,2.68,0.027,1.48,1.472,1.636
ABCM,Abcam plc,20.77,undefined,0.098,N/A,undefined,7.33072,37.83, 4.50 Bil ,4543534080,$17.80 ,15400000,219900000,-4444984736,0.972,$266.20 ,110500000,1.211785298,1.196032672,20.5,17.14,None,71.1,74.484,-19.798
ABEO,Abeona Therapeutics Inc.,0.9505,undefined,-0.577,N/A,undefined,1.1398796,-6.03, 26.41 Mil ,26411878,($38.19),-15419375,77559000,-18211864,0.766,$46.59 ,8200000,1.131547619,1.119047619,0.94,0.84,0.0372,-0.6,-0.578,-0.1845
ABOS,"Acumen Pharmaceuticals, Inc.",14.8,-14082.41856,-216.786,32.1,-951.5147676,None,-3.39, 530.12 Mil ,704619712,$0.00 ,None,68812000,-475483936,1.7,$179.02 ,0,1.10365399,1,13.41,13.41,0.0048,-65.73,None,-13.1
ABSI,Absci Corporation,10.76,-169.89536,-4.406,15.6,-15.7895316,None,1.4, 1.16 Bil ,1160896000,$0.00 ,None,99450000,-828898672,1.074,$219.96 ,170620000,1.074925075,1,10.01,10.01,0.028499998,-21.45,-35.634,-9.686
ABNB,"Airbnb, Inc.",169.6,-1873.79712,-10.764,100.3,-11.04833208,31.005108,4.36, 101.87 Bil ,1.00303E+11,"$1,451 ",None,7427938816,-99422512640,11.991,"$12,092 ",2443749120,1.395884774,1.394897119,169.48,121.5,0.0436,-24.14,-35.381,-157.609
ABMD,"ABIOMED, Inc.",340.3,100.269536,3.382,10.03,0.294650414,11.700215,63.25, 14.92 Bil ,14781665280,$247.70 ,180856000,523031008,-14775995936,11.526,$150.90 ,5658000,1.401969266,1.373336629,333.35,242.73,0.0211,51.44,50.998,-328.774
ABST,Absolute Software Corporation,11.2,undefined,0.07,N/A,undefined,20.655432,1.38, 412.19 Mil ,417469152,$44.00 ,53798376,140526000,-405601296,2.838,$206.20 ,11868000,1.196581197,1.177350427,11.02,9.36,None,37.11,48.673,-8.362
ABTX,"Allegiance Bancshares, Inc.",39,undefined,3.579,N/A,undefined,1.0001793,, 326.64 Mil ,337529024,$75.60 ,None,711284992,-78102912,35.186,"$5,719.50 ",259428000,1.584399756,1.573430835,38.73,24.615,0.0151,Not Found!,None,-3.814
ABVC,"ABVC Biopharma, Inc.",2.15,undefined,-0.447,N/A,undefined,36.000004,-4.22, 62.92 Mil ,56909552,($5.66),-3867207,924841,-56707419,0.038,$8.43 ,6497289,1.102564103,1.082102564,2.1101,1.95,0.0152,-6.15,-6.05,-2.112
ACAH,Atlantic Coastal Acquisition Co,9.74,undefined,None,,undefined,84.05173,, 420.19 Mil ,420186336,$,None,282415,-420186321,0.007,$28.60 ,0,1.013527575,1.014568158,9.75,9.61,None,-217.6,None,-9.733
ACAHU,,9.91,,Unexpected error:<class 'TypeError'>,,,85.344826,N/A , - ,,$,None,282415,,,$28.60 ,0,,,9.885,9.8,,-217.6,,-9.91
ACAHW,,,,Key Error,,,,N/A , - ,,$,,,,,$28.60 ,,,,,,,-217.6,,0
ABUS,Arbutus Biopharma Corporation,4.1,undefined,-0.945,N/A,undefined,None,-5.41, 471.03 Mil ,471034272,($59.81),-34567752,78379000,-312316136,0.79,$34.55 ,2832000,1.687242798,1.619341564,3.935,2.43,0.0461,-7.1,-7.487,-3.31
ACAD,ACADIA Pharmaceuticals Inc.,17.06,-87.9576,-1.641,25,-5.155779601,4.8137617,6.54, 2.23 Bil ,2229427712,($140.60),-63019752,556918016,-2162768128,3.467,$159.60 ,66655000,1.088010204,1.07557398,16.865,15.68,0.0708,-8.57,-10.751,-13.593
ACBAU,,11.57,,Unexpected error:<class 'TypeError'>,,,12.711864,N/A , - ,,$,None,812369,,,$3.43 ,327839,,,10.41,10.02,,-175.6,,-11.57
ACBA,Ace Global Business Acquisition,10.1,undefined,-0.095,,undefined,12.312349,, 60.33 Mil ,61084648,$,None,812369,-60756811,0.134,$3.43 ,327839,1.041237113,1.048453608,10.17,9.7,None,-175.6,None,-9.966
ACBAW,,,,Key Error,,,,N/A , - ,,$,,,,,$3.43 ,,,,,,,-175.6,,0
ACBI,"Atlantic Capital Bancshares, In",27.59,89.1672,2.103,18,3.231866618,1.5861236,, 4.98 Mil ,11337552,$115.60 ,None,644316032,84562304,31.735,"$3,427.30 ",95901000,2.23039612,2.218270008,27.44,12.37,0.0298,Not Found!,None,4.145
ACCD,"Accolade, Inc.",39.93,-32.26048,-2.653,-0.9,-0.80792587,3.457851,3, 2.40 Bil ,2432329984,($47.10),128288624,384003008,-2164569408,5.788,$454.40 ,279848992,1.214785519,1.156069364,38,32.87,0.0499,-35.66,-25.829,-34.142
ACB,Aurora Cannabis Inc.,7.38,undefined,-3.268,N/A,undefined,0.70081645,-0.92, 1.40 Bil ,1402787584,($203.50),-186061744,425208000,-1003273152,2.146,$464.00 ,399550016,1.989218329,1.932614555,7.17,3.71,None,-3.28,-7.254,-5.234
ACEV,ACE Convergence Acquisition Cor,9.92,undefined,None,,undefined,57.06897,N/A , 285.29 Mil ,285575392,$0.00 ,None,2093,-285485427,0,$46.12 ,90000,1.033333333,1.033333333,9.92,9.6,0.0219,-87.63,None,-9.92
ACET,"Adicet Bio, Inc.",7.6,-162.31168,-2.698,29.1,-21.3568,1.0277506,2.98, 46.49 Mil ,46492480,($52.49),-20192250,208726000,-25951744,6.555,$40.44 ,20541000,1.216,1.161392,7.2587,6.25,0.030299999,-0.85,-1.02,-1.045
ACEVW,,,,Key Error,,,,N/A , - ,,($1.49),,,,,$46.12 ,,,,,,,-87.63,,0
ACEVU,,10.16,,Unexpected error:<class 'TypeError'>,,,58.62069,N/A , - ,,$0.00 ,None,2093,,,$46.12 ,90000,,,10.2,9.92,,-87.63,,-10.16
ACER,Acer Therapeutics Inc.,2.63,undefined,-1.289,N/A,undefined,4.732965,-4.25, 31.38 Mil ,14890627,$0.90 ,11509127,22128332,-14648880,1.546,$32.21 ,241632,1.153508772,1.100877193,2.51,2.28,0.0184,-1.81,-0.867,-1.084
ACGL,Arch Capital Group Ltd.,40.71,459.399936,4.971,49.26,11.28469506,1.2734793,, 19.73 Bil ,17004085248,"$3,132 ",1417049088,4592785920,-11625011712,11.645,"$31,577 ",3189523968,1.42591944,1.418914186,40.51,28.55,0.0138,7.74,6.344,-29.065
ACGLN,,25.58,,Unexpected error:<class 'TypeError'>,,,0.79829586,Not Found!,,,Not Found!,1417049088,4592785920,,,Not Found!,3189523968,,,25.5216,24.98,,,,-25.58
ACHL,Achilles Therapeutics plc,7.99,-95.5656,-5.105,3.2,-11.96065081,0.9951122,N/A , 37.98 Mil ,37978704,$0.00 ,-46949000,299316992,-23074816,7.372,$29.52 ,14904000,1.466055046,1.393577982,7.595,5.45,None,-1.3,-0.775,-0.618
ACGLO,Arch Capital Group Ltd. - Depos,25.77,undefined,4.971,,undefined,0.8014057,Not Found!,,11016914944,Not Found!,1417049088,4592785920,-10433418752,11.645,Not Found!,3189523968,1.012971698,1.009433962,25.68,25.44,None,,4.11,-14.125
ACHV,"Achieve Life Sciences, Inc.",8.3,-198.0016,-5.266,15,-23.85561446,1.941231,N/A , 37.41 Mil ,37379152,($22.35),-12166625,42001000,-37303128,4.444,$4.71 ,76000,1.25188537,1.25188537,8.3,6.63,0.052600004,-1.36,-1.359,-3.856
ACHC,"Acadia Healthcare Company, Inc.",60.14,-194.6056,-7.847,7,-3.235876289,2.1929593,1.98, 6.63 Bil ,6733327360,$345 ,45544376,185546000,-5037314800,2.065,"$2,207 ",1637619968,2.1509299,2.073319027,57.97,27.96,0.0471,16.17,13.681,-58.075
ACKIT,,10.03,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,($0.30),None,677130,,,$0.69 ,0,,,10.03,9.84,,Not Found!,,-10.03
ACKIU,,10.22,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,($0.30),None,363621,,,$0.69 ,0,,,10.23,10.08,,Not Found!,,-10.22
ACIU,AC Immune SA,6.49,undefined,-1.111,N/A,undefined,2.47791,10.54, 256.91 Mil ,272578816,($77.93),-42910752,199135008,-269474912,2.739,$24.02 ,2697000,1.468325792,1.443438914,6.38,4.42,0.0357,-3.25,-3.76,-3.751
ACIW,"ACI Worldwide, Inc.",30.82,24.272,0.74,12,0.787540558,3.0053828,2.17, 4.64 Bil ,4575429632,$274 ,308867360,146212992,-3395929472,1.245,"$1,997 ",1179486976,1.078753938,1.054952748,30.14,28.57,0.0251,14.19,18.876,-29.575
ACKIW,,,,Key Error,,,,N/A , - ,,($0.30),,,,,$0.69 ,,,,,,,Not Found!,,0
ACLS,"Axcelis Technologies, Inc.",47.46,73.4616,1.611,20,1.547863464,3.2582874,7.44, 1.42 Bil ,1354926080,$52.20 ,12416000,219731008,-1365512256,6.545,$166.50 ,55400000,2.188105118,2.160212079,46.855,21.69,0.0325,16.74,17.472,-40.915
ACNB,ACNB Corporation,28.6,undefined,3.115,N/A,undefined,0.95906633,,"-287,355,000.00",-264835504,$33.39 ,None,592865984,345795168,67.979,"$2,442.15 ",88019000,1.388349515,1.367961165,28.18,20.6,0.0038,Not Found!,None,39.379
ACQR,Independence Holdings Corp.,9.77,undefined,None,,undefined,None,, 605.13 Mil ,605753728,$,None,1556501,-604072171,0.025,$38.63 ,0,1.014537902,1.010903427,9.735,9.63,None,-1531.98,None,-9.745
ACQRU,,9.98,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,1556501,,,$38.63 ,0,,,9.8418,9.82,,-1531.98,,-9.98
ACMR,"ACM Research, Inc.",114.67,48.2904,1.059,20,0.421124967,14.5065365,8.25, 2.14 Bil ,1949443328,($43.90),-14555000,105799000,-2042674344,5.573,$189.40 ,47881000,1.88477975,1.828731098,111.26,60.84,0.0709,77.16,77.627,-109.097
ACOR,"Acorda Therapeutics, Inc.",4.15,-897.54,-14.959,29,-216.2746988,0.18731922,-2.55, 186.75 Mil ,182632128,($37.40),-743250,116773000,71385448,12.307,$301.00 ,252911008,1.26911315,1.22324159,4,3.27,0.1538,-2.73,-4.311,8.157
ACQRW,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
ACRS,"Aclaris Therapeutics, Inc.",18.36,-190.3384,-1.435,74.4,-10.36701525,8.3256035,9.63, 878.53 Mil ,812741824,($45.77),-26753750,128295000,-933440360,2.462,$54.23 ,14047000,6.039473684,5.848684211,17.78,3.04,0.050100002,-18.23,-17.866,-15.898
ACT,,,,Key Error,,,,, 3.69 Bil ,,$,,,,,"$1,770.90 ",,,,,,,Not Found!,,0
ACTD,ArcLight Clean Transition Corp.,9.74,undefined,None,,undefined,None,, 376.01 Mil ,375731680,$,None,1164577,-334601055,0.03,$37.22 ,0,1.013527575,1.013527575,9.74,9.61,None,-954.35,None,-9.71
ACST,"Acasti Pharma, Inc.",1.8,undefined,0.027,N/A,undefined,10.424242,3.2, 17.87 Mil ,52349780,($13.59),-12237361,27918000,-310966736,0.156,$7.00 ,105000,1.323529412,1.264705882,1.72,1.36,0.0149,-0.99,-4.317,-1.644
ACTDU,,9.94,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,1164577,,,$37.22 ,0,,,9.93,9.73,,-954.35,,-9.94
ACTDW,,,,Key Error,,,,, - ,,$,,,,,$37.22 ,,,,,,,-954.35,,0
ACRX,"AcelRx Pharmaceuticals, Inc.",1,undefined,-0.357,N/A,undefined,None,-8.13, 85.66 Mil ,117386136,($35.81),-19224876,67345000,-50881560,0.565,$115.58 ,20369000,1.333333333,1.213333333,0.91,0.75,0.1338,-2.69,-3.618,-0.435
ACTG,Acacia Research Corporation,6.03,-33.8352,-0.742,20,-5.611144279,2.4766753,0.02,"-79,859,000.00",26265240,($29.77),-17891250,475737984,187945696,9.654,$467.93 ,117056000,1.970588235,1.885620915,5.77,3.06,0.0517,8.21,-1.642,3.624
ACVA,ACV Auctions Inc.,18.29,undefined,None,0.8,undefined,None,4.94, 2.28 Bil ,3083766016,$0.00 ,None,659688000,-2270200768,4.269,$397.00 ,8470000,1.13250774,1.120743034,18.1,16.15,0.0718,-100.45,-116.747,-14.021
ACWI,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
ACWX,,55.68,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,55.63,44.73,,Not Found!,,-55.68
ACXP,,4.47,,Unexpected error:<class 'TypeError'>,,,None,N/A , 38.83 Mil ,,$0.00 ,None,17095596,,,$1.92 ,0,,,4.07,3.71,,-7,,-4.47
ADAG,Adagene Inc.,13.6,undefined,None,N/A,undefined,None,-0.5, 378.97 Mil ,707409536,$,-12611279,75151000,-503637096,1.727,$173.65 ,7980965,1.224122412,1.197119712,13.3,11.11,None,-9.17,-16.726,-11.873
ADERW,,,,Key Error,,,,N/A , - ,,$,,,,,$0.28 ,,,,,,,Not Found!,,0
ADERU,,10.15,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,886918,,,$0.28 ,0,,,10.15,9.86,,Not Found!,,-10.15
ADER,26 Capital Acquisition Corp.,9.78,undefined,None,,undefined,None,, 335.95 Mil ,332206848,$,None,886918,-334956858,0.026,$0.28 ,0,1.021943574,1.018808777,9.75,9.57,None,Not Found!,None,-9.754
ADAP,Adaptimmune Therapeutics plc,5.16,-14.1208,-0.929,1,-2.736589147,2.574158,1.58, 536.45 Mil ,305018048,($128.64),-79465248,317944000,-478200576,2.045,$111.85 ,22742000,1.53115727,1.495548961,5.04,3.37,None,-3.78,-2.273,-3.115
ADBE,Adobe Inc.,578.96,497.887776,11.538,18.47,0.859969214,19.906137,16.65, 272.99 Bil ,3.01444E+11,"$6,594 ",5496374784,5768000000,-2.69971E+11,12.107,"$11,730 ",4693000192,1.375920909,1.367745615,575.52,420.78,0.0101,43.2,52.617,-566.853
ADES,"Advanced Emissions Solutions, I",6.37,-24.1488,-0.258,50,-3.791020408,1.1620626,4.24, 84.71 Mil ,98799408,$41.47 ,19081500,41335000,-77643832,2.258,$42.21 ,13083000,1.568965517,1.54679803,6.28,4.06,0.0323,1.35,12.76,-4.112
ADGI,,,,Key Error,,,,, 3.10 Bil ,,$,,,,,$542.62 ,,,,,,,-41.07,,0
ADI,"Analog Devices, Inc.",166.98,163.5776,4.19,15.9,0.979623907,5.111401,6.94, 94.29 Bil ,67948748800,"$2,224 ",2059701120,1480701056,-60710906752,4.021,"$9,377 ",5330696192,1.443964026,1.441369768,166.68,115.64,0.0233,32.45,23.206,-162.959
ADMA,ADMA Biologics Inc,1.14,undefined,-0.775,N/A,undefined,1.2253829,-1.36, 210.29 Mil ,258670608,($135.09),-90639216,61965708,-81607092,0.483,$121.22 ,100150160,1.027027027,1,1.11,1.11,0.1169,-3.75,-5.03,-0.657
ADILW,,,,Key Error,,,,N/A , - ,,($10.93),,,,,$3.23 ,,,,,,,-4.41,,0
ADIL,"Adial Pharmaceuticals, Inc",3.87,undefined,-0.973,N/A,undefined,11.384616,N/A , 70.72 Mil ,62859284,($10.93),-4758694,5209845,-62143107,0.257,$3.23 ,273287,2.41875,2.3125,3.7,1.6,0.084300004,-4.41,-3.928,-3.613
ADN,"Advent Technologies Holdings, I",8.46,undefined,None,N/A,undefined,None,12.28, 450.19 Mil ,242954720,$0.00 ,-11100541,116109056,-286594464,2.517,$23.71 ,182140,1.289634146,1.285060976,8.43,6.56,0.097799994,-12167.16,-24.107,-5.943
ADMS,"Adamas Pharmaceuticals, Inc.",4.51,231.91936,-1.772,-90.3,51.42336142,35.19084,-3.73, 254.10 Mil ,276247904,($51.42),-28954876,91370000,-117961344,2.004,$154.68 ,137359008,1.523648649,1.516891892,4.49,2.96,0.060399998,-6.18,-7.546,-2.506
ADOC,Edoc Acquisition Corp.,10.14,undefined,None,,undefined,None,N/A , 119.74 Mil ,117902424,$,None,727773,-118846747,0.062,$0.07 ,0,1.029441624,1.028426396,10.13,9.85,0.0003,Not Found!,None,-10.078
ADNWW,,,,Key Error,,,,N/A , - ,,$0.00 ,,,,,$23.71 ,,,,,,,-12167.16,,0
ADMP,Adamis Pharmaceuticals Corporat,1.03,undefined,-0.637,N/A,undefined,27.837837,-12.08, 153.36 Mil ,157822432,($21.85),-8622978,6855355,-146497221,0.046,$27.37 ,6858474,2.710526316,2.631578947,1,0.38,0.074,-3.36,-4.687,-0.984
ADOCR,,0.36,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,None,727773,,,Not Found!,0,,,0.36,0.36,,,,-0.36
ADOCW,,,,Key Error,,,,N/A , - ,,$,,,,,$0.08 ,,,,,,,Not Found!,,0
ADSK,"Autodesk, Inc.",283.02,327.469632,5.836,26.57,1.157054738,54.38487,6.37, 62.49 Bil ,63579176960,"$1,469 ",1336724992,923200000,-60447225344,4.196,"$6,093 ",2091200000,1.213012172,1.194625407,278.73,233.32,0.0098,80.34,84.2,-278.824
ADRE,,49.17,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,49.24,46.71,,Not Found!,,-49.17
ADPT,Adaptive Biotechnologies Corpor,33.61,-23.67488,-1.156,4.3,-0.704399881,6.30615,7.51, 4.11 Bil ,3806496768,($233.90),-110202128,598412992,-3991160128,4.251,$340.10 ,108607000,1.130317807,1.098368926,32.66,29.735,0.0436,-25.36,-23.459,-29.359
ADP,"Automatic Data Processing, Inc.",207.57,174.76784,5.755,10.48,0.841970612,15.47864,2.38, 87.93 Bil ,88952340480,"$2,587 ",3625112576,2575200000,-85149593856,6.087,"$43,102 ",3446400000,1.435576458,1.424303202,205.94,144.59,0.01,22.36,23.008,-201.483
ADV,Advantage Solutions Inc.,8.65,undefined,None,14.46,undefined,None,0.93, 4.65 Bil ,5670949376,$315 ,None,163651008,-2600494912,0.514,"$3,259 ",2042893952,1.096324461,1.081115336,8.53,7.89,0.059899997,15.9,14.015,-8.136
ADVM,"Adverum Biotechnologies, Inc.",2.06,undefined,-1.35,N/A,undefined,0.48630783,-0.72,"-32,158,000.00",1205078,($114.56),-83843128,363843008,162097328,3.708,$147.01 ,129546000,1.03,1.02,2.04,2,0.1342,0.24,-0.009,1.648
ADTX,"Aditxt, Inc.",1.61,undefined,None,N/A,undefined,None,N/A , 37.33 Mil ,28565762,($16.59),-7826623,14045036,-13120924,0.966,$9.94 ,5663328,1.066225166,1.052980132,1.59,1.51,0.0435,-1.96,None,-0.644
ADTN,"ADTRAN, Inc.",19.02,4.752,0.275,2.3,0.249842271,2.4758298,6.66, 841.23 Mil ,930542016,($5.50),-669250,72745000,-844353560,1.498,$175.90 ,0,1.78424015,1.761726079,18.78,10.66,0.0374,27.62,36.709,-17.522
ADVWW,,,,Key Error,,,,N/A , - ,,$314.78 ,,,,,"$3,258.70 ",,,,,,,15.9,,0
ADUS,Addus HomeCare Corporation,74.72,78.584,2.09,15,1.051713062,2.2328885,3.69, 1.29 Bil ,1437337472,$51.40 ,75994376,125547000,-1069275400,7.972,$345.10 ,239932000,1.020346852,1.012609586,74.1534,73.23,0.020399999,19.31,21.627,-66.748
AEAC,Authentic Equity Acquisition Co,9.72,undefined,None,,undefined,None,, 291.70 Mil ,290140480,$,None,859527,-222700473,0.029,$0.42 ,0,1.021759697,1.021759697,9.72,9.513,0.0007,Not Found!,None,-9.691
AEACW,,,,Key Error,,,,N/A , - ,,$,,,,,$0.42 ,,,,,,,Not Found!,,0
AEACU,,10.02,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,859527,,,$0.05 ,0,,,10.02,9.7,,Not Found!,,-10.02
ADXN,Addex Therapeutics Ltd,8.95,undefined,None,,undefined,None,-16.21, 32.38 Mil ,38855264,($12.15),-6300243,18146520,-49962328,3.191,$5.63 ,420161,1.007882883,1.007882883,8.95,8.88,None,-2.43,-3.033,-5.759
ADXS,"Advaxis, Inc.",0.47,undefined,-0.327,N/A,undefined,1.5391974,-5.35, 24.52 Mil ,13698962,($15.57),-5608875,48110000,-20691144,0.33,$6.75 ,0,1.78030303,1.704545455,0.45,0.264,0.0308,-1.26,-0.712,-0.14
AEHAU,,,,Key Error,,,,, - ,,$,,,,,$0.07 ,,,,,,,Not Found!,,0
AEI,Alset EHome International Inc.,2.06,undefined,None,N/A,undefined,None,1.35,"-3,291,000.00",-6734032,($9.32),-7010131,72658872,20807424,8.468,$12.27 ,16463782,1.248484848,1.193939394,1.97,1.65,0.031600002,0.04,4.093,6.408
AEHL,Antelope Enterprise Holdings Li,2.64,undefined,None,N/A,undefined,None,-4.12, 17.25 Mil ,95972360,($0.84),-23868624,13482000,2026790,4.419,$17.37 ,101156000,1.483146067,1.438764045,2.561,1.78,0.1148,-0.75,1.727,1.779
AEP,American Electric Power Company,84.14,106.24336,4.57,6.03,1.262697409,1.9895737,0.83, 78.33 Bil ,81211023360,"($2,751)",-2157274880,534400000,-41234707456,1.068,"$62,728 ",37056901120,1.12486631,1.116042781,83.48,74.8,0.0146,12.05,13.825,-83.072
AEIS,"Advanced Energy Industries, Inc",88.41,119.1696,4.026,10,1.347919919,3.9700408,4.51, 3.31 Bil ,4245181184,$185 ,159677376,512764000,-2847055520,13.348,$900 ,427496000,1.334893553,1.317076853,87.23,66.23,0.0373,12.66,16.221,-75.062
AEPPL,,,,Key Error,,,,N/A , - ,,"($2,750.60)",,,,,"$62,728.30 ",,,,,,,12.05,,0
AEHR,Aehr Test Systems,16.66,-10.716,-0.235,20,-0.643217287,43.783783,30.54, 470.98 Mil ,125633696,($2.93),None,4582000,-454157296,0.194,$10.22 ,4823000,14.48695652,15.24347826,17.53,1.15,0.058000002,-453.3,-32.52,-16.466
AEPPZ,,50.65,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,"($2,750.60)",-2157274880,534400000,,,"$62,728.30 ",37056901120,,,50.57,44.71,,12.05,,-50.65
AEMD,"Aethlon Medical, Inc.",3.74,undefined,-0.706,N/A,undefined,3.784067,22.93, 30.39 Mil ,27636210,($7.81),-4594824,25171680,-25935812,1.636,$1.13 ,16835,2.833333333,2.712121212,3.58,1.32,0.021300001,-3.56,-3.238,-2.104
AEY,"ADDvantage Technologies Group, ",2.29,undefined,-1.513,N/A,undefined,1.9895288,2.56, 35.85 Mil ,36597612,($8.51),-4275220,3598000,-24597848,0.288,$19.38 ,10919000,1.272222222,1.255555556,2.26,1.8,0.0149,-5.56,-5.327,-2.002
AEYE,"AudioEye, Inc.",10.77,undefined,-0.856,N/A,undefined,4.912777,5.12, 94.06 Mil ,99841504,($2.87),1258375,24751000,-88867640,2.183,$9.87 ,684000,1.195338513,1.156492786,10.42,9.01,0.044299997,-13.03,-10.607,-8.587
AEZS,Aeterna Zentaris Inc.,0.6111,undefined,-0.129,N/A,undefined,1.1433963,-2.64, 4.68 Mil ,4653584,($4.47),-3793875,69868000,-3551328,0.576,$23.01 ,118000,2.107241379,2.034827586,0.5901,0.29,0.033299997,-0.67,-0.72,-0.0351
AFAQ,AF Acquisition Corp.,9.74,undefined,None,,undefined,None,, 271.66 Mil ,271374976,$,None,1065040,-271654960,0.038,$18.51 ,0,1.015641293,1.013555787,9.72,9.59,None,-1090.98,None,-9.702
