TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),
EPM,Evolution Petroleum Corporation,6.22,undefined,-0.633,N/A,undefined,4.019548,5.89, 219.34 Mil ,163302656,($14.04),-31733108,5276510,-215202834,0.157,$22.11 ,4020745,2.976076555,3.019138756,6.31,2.09,0.0078,-13.58,-10.177,-6.063
EPI,,37.96,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,37.865,23.45,,Not Found!,,-37.96
EPP,,49.74,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,49.74,39.96,,Not Found!,,-49.74
EPOL,,22.7,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,22.875,13.72,,Not Found!,,-22.7
EPR,EPR Properties,52.45,-62.8432,-2.534,7,-1.198154433,1.4777081,0.74, 6.68 Bil ,6583710208,$148.70 ,236369744,509836000,-3383359520,6.816,"$3,488.90 ",3304541952,2.543646945,2.522308438,52.01,20.62,0.0435,25.78,23.615,-45.634
EPR$C,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
EPRF,,23.92,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,23.85,23.38,,Not Found!,,-23.92
EPRE,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EPR$E,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
EPRT,Essential Properties Realty Tru,28.37,24.469696,0.433,26.82,0.862520127,1.8526357,1.98, 4.21 Bil ,4264603136,$132.20 ,112362752,126465000,-3164625944,1.07,"$1,106.10 ",1053142976,1.753399258,1.73053152,28,16.18,0.0361,27.37,27.004,-27.3
EPR$G,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
EPS,,46.99,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,46.89,34.24,,Not Found!,,-46.99
EPWR,Empowerment & Inclusion Capital,9.75,undefined,None,,undefined,None,N/A , 337.37 Mil ,336338048,$,None,36951,-337373033,0.001,$0.00 ,0,1.026315789,1.024210526,9.73,9.5,None,Not Found!,None,-9.749
EPU,,27.99,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,27.82,23.88,,Not Found!,,-27.99
EPV,,12.2619,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,12.15,10.95,,Not Found!,,-12.2619
EQC,Equity,26.54,0.728,0.07,-2,0.027430294,1.0386245,79.82,"-66,688,999.98",448981376,$13.19 ,75917128,2971052032,-255003904,24.368,$24.43 ,0,1.04488189,1.039566929,26.405,25.4,0.040799998,-11.25,-163.266,-2.172
EQAL,,45.76,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,45.58,31.85,,Not Found!,,-45.76
EQC$D,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
EQD-U,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
EQD,Equity Distribution Acquisition,9.83,undefined,None,,undefined,None,N/A , 507.52 Mil ,505452096,$,None,895410,-506772110,0.017,$0.04 ,750000,1.05472103,1.052575107,9.81,9.32,0.0017,Not Found!,None,-9.813
EQD-W,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
EQH,"Equitable Holdings, Inc.",31.06,-524.91264,-17.087,10.7,-16.89995621,1.4860172,, 13.53 Bil ,13251920896,($239),-12727000064,6799000064,-6764405248,16.489,"$272,678 ",4665999872,1.684381779,1.686008677,31.09,18.44,0.017,-3.54,-28.499,-14.571
EQH$A,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
EQHA,EQ Health Acquisition Corp.,9.73,undefined,None,,undefined,None,, 267.33 Mil ,266449520,$,None,25000,-267274040,0.001,$0.19 ,0,1.016718913,1.015673981,9.72,9.57,None,Not Found!,None,-9.729
EQNR,Equinor ASA,25.72,-20.88944,-0.913,5.8,-0.812186625,2.3912451,1.71, 95.31 Bil ,79241928704,"$9,477 ",9037119488,25063999488,-60430301184,7.719,"$90,218 ",35484000256,2.123864575,2.149463254,26.03,12.11,None,4.7,4.742,-18.001
EQH$C,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
EQL,,101.9014,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,101.854,74.87,,Not Found!,,-101.9014
EQOP,,35.1057,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,35.2103,24.173,,Not Found!,,-35.1057
EQR,Equity Residential,83.63,41.41728,1.773,6.1,0.49524429,3.0018144,2.23, 39.54 Bil ,40792768512,"$1,060 ",712326272,39492000,-30901941856,0.105,"$9,822 ",8565070848,1.840854061,1.81785164,82.585,45.43,0.0255,21.24,28.113,-83.525
EQS,"Equus Total Return, Inc.",2.28,undefined,-0.357,N/A,undefined,0.85680294,, 5.03 Mil ,1121747,$48.62 ,23913500,25509000,-3690098,1.887,$0.76 ,0,2.257425743,2.099009901,2.12,1.01,0.0003,Not Found!,None,-0.393
EQWL,,81.7903,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,81.72,57.72,,Not Found!,,-81.7903
ERC,109188,13.6102,undefined,-0.041,,undefined,1.1172448,, 519.56 Mil ,500685120,$41.21 ,25817928,386910,-380209762,0.014,$155.04 ,139000000,1.26371402,1.252553389,13.49,10.77,None,Not Found!,None,-13.5962
EQX,Equinox Gold Corp.,7.33,undefined,-0.181,,undefined,2.0392916,1.94, 2.23 Bil ,2356492800,($20.10),-73143624,513905984,-1688802752,1.71,"$1,359.20 ",599004992,1.242372881,1.239830508,7.315,5.9,None,3.4,7.204,-5.62
EQT,EQT Corporation,21.3,-68.2992,-3.162,5,-3.206535211,0.6313689,0.23, 13.06 Bil ,12214872064,$34 ,869492224,330769984,-5497067456,0.875,"$10,683 ",5496317952,1.73594132,1.695599022,20.805,12.27,0.0743,-39.72,-2689.316,-20.425
ERF,Enerplus Corporation,8.8,-664.808256,-3.233,120.02,-75.54639273,3.463622,-1.13, 3.22 Bil ,2647952640,$115 ,116557128,189016000,-2108896576,0.736,"$1,701 ",1019177984,5.176470588,5.241176471,8.91,1.7,0.0252,-12.33,12.037,-8.064
ERH,,13.83,,Unexpected error:<class 'TypeError'>,,,1.2127151,, 157.07 Mil ,,$5.39 ,3391891,None,,,$26.60 ,25000000,,,13.9024,11.89,,Not Found!,,-13.83
ERJ,Embraer S.A.,17.61,-61.672192,-3.064,4.08,-3.502111982,0.21621233,1.11, 5.26 Bil ,14951391232,($780),-548044352,13739654144,10403863808,74.811,"$7,456 ",25296058368,4.446969697,4.414141414,17.48,3.96,None,14.34,-20.041,57.201
ERO,Ero Copper Corp.,18.18,undefined,None,,undefined,None,Not Found!,Not Found!,1900401152,Not Found!,37734124,84574000,-1539184080,0.959,Not Found!,162052992,1.38863428,1.374885426,18,13.092,None,Not Found!,7.708,-17.221
ERM,,25.1782,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,25.2221,17.22,,Not Found!,,-25.1782
ERSX,,23.2492,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,23.0547,19.089,,Not Found!,,-23.2492
ERTH,,63.47,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,62.88,58,,Not Found!,,-63.47
ERUS,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
ERX,,28.92,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,29.5,7.48,,Not Found!,,-28.92
ERY,,12.18,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,11.3687,11.3687,,Not Found!,,-12.18
ESBA,"Empire State Realty OP, L.P. Se",10.27,undefined,0.393,,undefined,1.6070496,1.09, 4.58 Bil ,5077387264,$126.90 ,168561744,567102016,-2391473600,1.985,"$2,390.30 ",2172802048,1.978805395,2.016088632,10.4635,5.19,None,17.8,22.509,-8.285
ES,Eversource Energy (D/B/A),86.09,87.533952,3.604,6.68,1.016772587,2.0608532,0.99, 48.31 Bil ,48426614784,"($1,481)",-2333305088,217396992,-29118034176,0.633,"$32,923 ",19172237312,1.123303758,1.112865344,85.29,76.64,0.0138,13.98,15.241,-85.457
ESCR,,22.12,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,21.845,21.438,,Not Found!,,-22.12
ESG,,107.347,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,106.97,78.54,,Not Found!,,-107.347
ESE,ESCO Technologies Inc.,77.95,39.5176,1.051,15,0.506960872,2.0667818,4.67, 2.05 Bil ,2385459712,$88.00 ,95026376,45653000,-2011057400,1.753,$403.80 ,70767000,1.036707009,1.028687325,77.347,75.19,0.02,24.19,17.799,-76.197
ESGA,,55.6171,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,55.484,40.77,,Not Found!,,-55.6171
ESEB,,21.1501,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,21.01,20.19,,Not Found!,,-21.1501
ESGB,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
ESGC,Eros STX Global Corporation A,0.8469,undefined,None,-27.8,undefined,None,-2.37, - ,574709504,$0.00 ,None,81807000,-220087336,0.395,$707.10 ,384039008,1.6938,1.5882,0.7941,0.5,0.0346,Not Found!,-6.356,-0.4519
ESGN,,27.5467,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,27.3831,21.162,,Not Found!,,-27.5467
ESGV,,81.69,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,81.29,59.85,,Not Found!,,-81.69
ESGY,,41.3849,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,41.2273,30.59,,Not Found!,,-41.3849
ESGS,,35.8368,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,36.5943,25.044,,Not Found!,,-35.8368
ESGG,,142.423,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,142.2223,105.79,,Not Found!,,-142.423
ESHY,,21.1081,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,21.02,19.97,,Not Found!,,-21.1081
ESM-U,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
ESI,Element Solutions Inc.,23.02,20.03456,0.602,12.3,0.870311034,2.413902,2.03, 6.87 Bil ,6603724288,$219 ,202324992,318400000,-5353314304,1.286,"$2,176 ",1551600000,2.064573991,2.042152466,22.77,11.15,0.0176,15.68,13.841,-21.734
ESM,ESM Acquisition Corporation,9.76,undefined,None,,undefined,None,, 376.48 Mil ,371879744,$,None,1436835,-376484029,0.037,$27.12 ,0,1.015608741,1.012486993,9.73,9.61,None,-1595.27,None,-9.723
ESML,,39.91,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,39.6497,26.99,,Not Found!,,-39.91
ESMT,,34.3,,Unexpected error:<class 'TypeError'>,,,None,, 5.47 Bil ,,$,None,31761000,,,$151.76 ,112266000,,,33.09,30.92,,Not Found!,,-34.3
ESM-W,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
ESNT,Essent Group Ltd.,45.4,148.43328,3.88,15.41,3.269455507,1.3362244,, 5.32 Bil ,4780574208,$719.70 ,1318224384,514460000,-4666070176,4.599,"$1,437.00 ",322316000,1.194108364,1.193845345,45.39,38.02,0.0164,7.99,7.189,-40.801
ESS,"Essex Property Trust, Inc.",329.27,169.98272,6.478,7.9,0.516241139,3.5234149,2.12, 27.22 Bil ,27101825024,$706 ,482902112,48155000,-21181134472,0.74,"$6,610 ",6202510848,1.767418143,1.752012882,326.4,186.3,0.0167,23.45,28.096,-328.53
ESP,Espey Mfg. & Electronics Corp.,14.665,undefined,-0.044,N/A,undefined,1.2166762,5.32, 29.70 Mil ,25140946,$0.55 ,3242433,11497392,-28096136,4.762,$7.65 ,0,1.068877551,1.062995627,14.5843,13.72,0.0003,319.34,66.631,-9.903
ESTC,Elastic N.V.,152.3,-24.87808,-1.376,2.8,-0.163349179,30.537191,8.2, 13.89 Bil ,13863715840,$9.10 ,130125248,403224000,-13527375424,4.407,"$1,064.20 ",28177000,1.562371769,1.539187526,150.04,97.48,0.108500004,-123.43,-123.517,-147.893
ESRT,"Empire State Realty Trust, Inc.",10.4,-3.69152,-0.224,1.8,-0.354953846,1.6996566,0.85, 3.46 Bil ,4028200192,$191.60 ,211440624,540604032,-2433273728,3.117,"$2,390.30 ",2171006976,2.003853565,1.990366089,10.33,5.19,0.1094,13.43,16.723,-7.283
ESTE,"Earthstone Energy, Inc.",11.27,-17.0328,-0.453,15,-1.51133984,1.0082703,1.17, 1.22 Bil ,1239476096,($69.20),-50049876,478000,-899686672,0.009,$410.00 ,243848000,4.676348548,4.742738589,11.43,2.41,0.026400002,25.06,22.778,-11.261
ESUS,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
ET$D,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
ET,Energy Transfer LP,9.64,3.31008,1.293,-6.9,0.343369295,1.2536259,1.06, 73.75 Bil ,86385147904,"$7,695 ",4392750080,282000000,-26601524608,0.104,"$60,967 ",47146999808,1.935742972,1.941767068,9.67,4.98,0.0273,6.52,6.867,-9.536
ET$E,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
ET$C,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
ETB,Eaton Vance Tax-Managed Buy-Wri,15.95,undefined,0.627,N/A,undefined,1.0974022,, 439.56 Mil ,449837568,$0.00 ,None,1359249,-427125999,0.05,$7.20 ,0,1.226923077,1.225769231,15.935,13,None,Not Found!,None,-15.9
ETG,Eaton Vance Tax-Advantaged Glob,21.28,undefined,-0.094,N/A,undefined,1.3179061,, 2.00 Bil ,2078352256,$88.40 ,54546008,10080,-1625184160,0,$378.70 ,370000544,1.496483826,1.496483826,21.28,14.22,None,Not Found!,None,-21.28
ETD,,,,Key Error,9.2,,,3.94, 628.21 Mil ,,$117.90 ,,,,,$331.80 ,,,,,,,6.73,,0
ETHO,,60.5138,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,60.235,43.96,,Not Found!,,-60.5138
ETJ,,10.87,,Unexpected error:<class 'TypeError'>,N/A,,None,, 696.64 Mil ,,$0.00 ,None,None,,,$6.30 ,None,,,10.86,9.35,,Not Found!,,-10.87
ETI$,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
ETO,,30.56,,Unexpected error:<class 'TypeError'>,N/A,,1.3687313,, 583.63 Mil ,,$26.50 ,6581272,None,,,$106.80 ,103000000,,,30.48,19.65,,Not Found!,,-30.56
ETV,Eaton Vance Corporation Eaton V,16.27,undefined,1.154,N/A,undefined,1.1256129,, 1.60 Bil ,1478401280,$0.00 ,None,2858445,-1506671411,0.031,$36.30 ,0,1.224228743,1.224981189,16.28,13.29,None,Not Found!,None,-16.239
ETR,Entergy Corporation,103.46,157.46744,7.969,3.85,1.522012759,1.8791887,0.83, 45.45 Bil ,45175226368,"($3,839)",-3933946624,686881024,-20016436992,3.418,"$45,026 ",25363535872,1.20610865,1.196549312,102.64,85.78,0.026199998,10.71,11.779,-100.042
ETRN,Equitrans Midstream Corporation,10.7,-26.6696,0.901,-27,-2.492485981,1.4561144,0.6, 12.19 Bil ,11958812672,$837 ,200683376,231911008,-4439067552,0.536,"$8,480 ",7221669888,1.717495987,1.723916533,10.74,6.23,0.028900001,10.08,10.379,-10.164
ETN,"Eaton Corporation, PLC",153.92,150.732,3.555,18,0.979287942,4.080895,2.75, 73.17 Bil ,79147294720,"$2,302 ",1635624960,540000000,-60653658368,1.355,"$21,354 ",12536999936,1.516154452,1.504826635,152.77,101.52,0.0092,22.59,24.234,-152.565
ETW,Eaton Vance Corporation Eaton V,10.81,undefined,0.703,N/A,undefined,1.0587093,, 1.17 Bil ,1203493504,$0.00 ,None,4656199,-1168026937,0.043,$17.10 ,0,1.341191067,1.341315136,10.811,8.06,None,Not Found!,None,-10.767
ETX,,21.94,,Unexpected error:<class 'TypeError'>,N/A,,None,, 228.27 Mil ,,$18.44 ,None,None,,,$126.22 ,None,,,21.85,20.26,,Not Found!,,-21.94
ETY,,14.13,,Unexpected error:<class 'TypeError'>,N/A,,1.2200379,, 2.15 Bil ,,$0.00 ,None,None,,,$22.60 ,0,,,14.12,10.29,,Not Found!,,-14.13
EUDG,,32.2874,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,32.2,25.915,,Not Found!,,-32.2874
ETWO,"E2open Parent Holdings, Inc.",11.52,undefined,None,N/A,undefined,None,1.33, 4.17 Bil ,3536379648,$25.65 ,16694250,194716992,-2022436800,0.831,"$1,511.56 ",518620000,1.394673123,1.37409201,11.35,8.26,0.1349,-63.33,62.271,-10.689
EUDV,,51.6796,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,51.5994,41.03,,Not Found!,,-51.6796
EUCG,,26.55,,Key Error,,,None,Not Found!,,,Not Found!,,,,,Not Found!,,,,26.56,24.83,,,,-26.55
EUFX,,44.2598,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,44.2122,40.56,,Not Found!,,-44.2598
EUM,,12.56,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,12.52,11.35,,Not Found!,,-12.56
EUO,,25.08,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,24.96,22.09,,Not Found!,,-25.08
EURN,Euronav NV,10.35,-6.1416,0.853,-13,-0.593391304,0.92014045,0.95, 3.46 Bil ,2890384640,$57.90 ,298675136,149696992,-1911452192,0.742,"$1,665.90 ",1442791936,1.436502429,1.415683553,10.2,7.205,0.0162,16.85,5.725,-9.608
EURL,,33.92,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,33.92,14.19,,Not Found!,,-33.92
EURZ,,26.5334,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,26.4914,19.723,,Not Found!,,-26.5334
EUSB,,49.4234,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,49.32,48.85,,Not Found!,,-49.4234
EUSA,,85.56,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,85.2501,60.28,,Not Found!,,-85.56
EVBN,"Evans Bancorp, Inc.",39.45,undefined,2.949,N/A,undefined,1.2598782,, 148.95 Mil ,148278384,$10.12 ,None,141682000,-70554416,26.173,"$1,984.51 ",82579000,1.75802139,1.737522282,38.99,22.44,0.0045,Not Found!,None,-13.277
EUSC,,35.5757,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,35.5117,25.38,,Not Found!,,-35.5757
EVA,"Enviva Partners, LP",55.36,-49.0544,-0.713,34.5,-0.886098266,5.301262,2.31, 3.34 Bil ,2834083840,$63 ,5989875,3388000,-2250481824,0.085,"$1,032 ",1017153984,1.389209536,1.383688833,55.14,39.85,0.0096,23.26,18.348,-55.275
EVC,Entravision Communications Corp,7.32,-5.55984,0.429,-16.6,-0.759540984,2.2060606,1.13, 690.14 Mil ,691759744,$82.20 ,51216876,181871008,-438010848,2.131,$491.10 ,250583008,4.280701754,4.228070175,7.23,1.71,0.028499998,7.6,7.735,-5.189
EVF,Eaton Vance Senior Income Trust,7.059,undefined,0.13,N/A,undefined,1.0555967,, 260.97 Mil ,397911136,$3.55 ,-32326856,5862147,-263748029,0.155,$109.96 ,103000000,1.22339688,1.228769497,7.09,5.77,None,Not Found!,None,-6.904
EVG,Eaton Vance Short Diversified I,13.49,undefined,-0.383,N/A,undefined,1.0306785,, 268.64 Mil ,274734112,$50.79 ,29020740,1773023,-242118369,0.099,$52.36 ,26000000,1.185413005,1.182776801,13.46,11.38,None,Not Found!,None,-13.391
EVI,"EVI Industries, Inc.",29.04,undefined,0.117,N/A,undefined,3.5714285,4.81, 369.59 Mil ,377251936,$10.90 ,12041875,2919000,-352568808,0.238,$71.10 ,30813000,1.214046823,1.209598662,28.9336,23.92,0.6507,47.13,53.77,-28.802
EVH,"Evolent Health, Inc",32.55,-192.5,-3.125,30,-5.913978495,4.710025,2.76, 3.13 Bil ,1864039296,($129.30),112304000,236032000,-2729174272,2.764,$679.20 ,296568992,3.44809322,3.439618644,32.47,9.44,0.097200006,187.31,245.883,-29.786
EVM,29200,11.87,undefined,0.546,,undefined,0.9394012,, 510.19 Mil ,519489440,$206.41 ,14089344,1279222,-295903018,0.051,$222.43 ,221086544,1.059821429,1.058580357,11.8561,11.2,None,Not Found!,None,-11.819
EVN,Eaton Vance Municipal Income Tr,13.8223,undefined,0.897,N/A,undefined,0.9713274,, 823.11 Mil ,840957440,$59.43 ,26606692,21519884,-522714100,0.543,$302.01 ,300393600,1.1102249,1.102008032,13.72,12.45,None,Not Found!,None,-13.2793
EVR,Evercore Inc.,144.57,77.328,10.74,-4,0.534882756,5.1542654,, 6.36 Bil ,5960226304,$934 ,None,442187008,-5557397248,11.15,"$1,522 ",718060992,1.949696561,1.945920432,144.29,74.15,0.033800002,Not Found!,None,-133.42
EVNT,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EVRG,"Evergy, Inc.",62.72,73.84,3.25,5.7,1.177295918,1.5984019,0.84, 25.17 Bil ,26233772032,($360),-294712512,58400000,-14158508800,0.255,"$19,032 ",11009200128,1.208943716,1.194487278,61.97,51.88,0.012300001,11.41,11.85,-62.465
EVT,,28.21,,Unexpected error:<class 'TypeError'>,N/A,,1.3414576,, 2.52 Bil ,,$123.10 ,42109548,None,,,$457.40 ,449873824,,,28.12,18.37,,Not Found!,,-28.21
EVTC,"Evertec, Inc.",48.1,56.73888,1.62,13.39,1.179602495,9.589733,4.98, 3.71 Bil ,3597498624,$148.80 ,118367752,199891008,-3224262336,2.821,$672.70 ,515878016,1.466910643,1.445562672,47.4,32.79,0.0269,13.66,15.344,-45.279
EVRI,Everi Holdings Inc.,24.78,-25.3992,-0.557,20,-1.024987893,122.049995,1.44, 3.00 Bil ,2928460800,$142.60 ,94171504,346294016,-1804763904,3.844,"$1,508.00 ",1150446976,3.040490798,2.981595092,24.3,8.15,0.0399,10.95,10.695,-20.936
EVX,,147.4985,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,147.4985,97,,Not Found!,,-147.4985
EVV,316100,13.24,undefined,3.012,,undefined,0.98039216,, 2.29 Bil ,2297177344,$194.20 ,151613072,46638576,-1498116496,0.402,$742.80 ,570281600,1.138435082,1.137601032,13.2303,11.63,None,Not Found!,None,-12.838
EW,Edwards Lifesciences Corporatio,110.89,53.118224,1.349,16.11,0.47901726,14.512814,18.81, 66.90 Bil ,71672127488,"$1,050 ",566762496,1561200000,-66029390464,2.505,"$2,529 ",684200000,1.563592781,1.531584884,108.62,70.92,0.0097,51.94,42.874,-108.385
EWA,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWD,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWC,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWG,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWCO,,39.0489,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,38.7547,25.5,,Not Found!,,-39.0489
EWGS,,79.34,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,79.32,56.94,,Not Found!,,-79.34
EWH,iShares MSCI Hong Kong Index Fu,24.24,undefined,None,,undefined,1.1529155,Not Found!,Not Found!,1530177920,Not Found!,None,1370066,-2151002414,0.023,Not Found!,0,1.131652661,1.131886088,24.245,21.42,None,Not Found!,None,-24.217
EWI,iShares Inc iShares MSCI Italy ,32.08,undefined,None,N/A,undefined,1.4292035,Not Found!,Not Found!,267056784,Not Found!,None,985722,-275179270,0.119,Not Found!,0,1.421985816,1.427748227,32.21,22.56,None,Not Found!,None,-31.961
EWJ,,,,Key Error,N/A,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWK,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWL,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWM,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWP,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWN,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWO,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWMC,,92.1181,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,91.7944,60.8,,Not Found!,,-92.1181
EWQ,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWT,,,,Key Error,N/A,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWS,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWRE,,37.4143,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,37.09,24.49,,Not Found!,,-37.4143
EWU,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
EWSC,,82.9527,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,82.7759,48.65,,Not Found!,,-82.9527
EWUS,,46.005,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,46.0064,32.99,,Not Found!,,-46.005
EWW,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
