TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW
GDEVW,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCMG,GCM Grosvenor Inc.,9.35,undefined,0.21,N/A,undefined,None,2.53 ,656369536,5432500,120073000,-1617911000,2.727,391452000,1.1078199052132702,1.099526066350711,9.28,8.44,0.15359999,0.029069456335616438,186880000,USD,United States,strong_buy,-26.293,undefined,undefined
GCBC,"Greene County Bancorp, Inc.",47.96,undefined,3.075,N/A,undefined,2.6920326,,358524832,None,67890000,-348926544,7.974,91412000,1.9184,1.8966919999999998,47.4173,25,0.0031,undefined,8513410,USD,United States,none,None,undefined,undefined
GDEV,Nexters Inc.,6.38,-1970.2232000000004,-65.959,15.60,-308.81241379310353,None,-1.14 ,1512479360,None,108272000,-1145544832,0.551,1401000,1.0290322580645161,1.0290322580645161,6.38,6.2,None,undefined,196523008,USD,Cyprus,buy,-54.3,undefined,undefined
GDEN,"Golden Entertainment, Inc.",52.16,117.52647887323945,4.035,15.00,2.2531916961894067,4.9329276,1.80 ,2496755200,183335008,219284000,-1287305824,7.547,1238214016,1.898107714701601,1.8427947598253276,50.64,27.48,0.0403,6.309560548857923,29056700,USD,United States,buy,9.943,183.77705936673502,3.5233331933806564
GDNR,,9.9,,None,,,None,N/A ,,None,None,,,None,,,9.9,9.77,,,,,,,,,
GDNRU,,10.085,,None,,,776.9231,N/A ,,None,None,,,None,,,10.01,10.01,,,,,,,,,
GBT,"Global Blood Therapeutics, Inc.",36.05,-251.01132394366198,-4.451,37.00,-6.962866128811706,7.26817,0.01 ,1734057728,-137882880,386073984,-1856622464,5.991,229952000,1.4648516863063794,1.4124339699309223,34.76,24.61,0.11359999,-2.139533526882488,64445300,USD,United States,buy,-6.688,-120.65763720616175,-3.3469524883817408
GDNRW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GCTK,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GDSTU,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GDS,GDS Holdings Limited,35.41,-12.38834253521127,-1.102,0.57,-0.3498543500483274,0.2529976,0.61 ,30044674048,-6752163840,10103623680,3301502976,54.06,31623303168,1.7856782652546646,1.6858295511850732,33.43,19.83,None,-36.12753394899892,186898000,USD,China,buy,10.353,-406.13454220750674,-11.46948721286379
GECC,Great Elm Capital Corp.,14.75,undefined,0.097,N/A,undefined,3.9851153,,216423968,81243128,20609000,-375577432,0.766,151742000,1.0869565217391304,1.0759027266028003,14.6,13.57,0.024500001,3.0195508015030272,26905700,USD,United States,hold,None,undefined,undefined
GDYN,"Grid Dynamics Holdings, Inc.",15.98,undefined,-0.161,N/A,undefined,3.7759924,23.29 ,2280274944,23753500,199296992,-843428320,3.054,0,1.757975797579758,1.6952695269526954,15.41,9.09,0.0355,0.3640277141355271,65251900,USD,United States,buy,775.604,undefined,undefined
GECCN,,,,,,,,,,,,,,,,,,,,,,,,,,,
GECCO,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEXU,,10.105,,None,,,None,N/A ,,None,36334,,,124316,,,10.115,10.02,,,,,,,,,
GEEX,,10.01,,None,,,None,,,None,36334,,,124316,,,10.02,9.8,,,,,,,,,
GECCM,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDRX,"GoodRx Holdings, Inc.",19.02,-34.16630985915493,-0.7,30.88,-1.7963359547400068,8.723505,5.75 ,10667310080,189796624,912022976,-6475253312,2.286,701856000,1.4151785714285714,1.36546875,18.3519,13.44,0.19450001,2.3519371483803813,80698000,USD,United States,buy,-40.032,114.79573340117336,6.035527518463374
GEEXW,,0.3779,,None,,,None,,,None,36334,,,124316,,,0.25,0.1655,,,,,,,,,
GENQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENQU,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENQW,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENY,,47.64,,None,,,None,Not Found!,,,,,,,,,47.35,43.97,,,,,,,,,
GENC,Gencor Industries Inc.,10.1,undefined,0.39,N/A,undefined,0.9007272,8.23 ,53632384,-8760875,118208000,-32473152,8.065,785000,1.0079840319361277,1.002994011976048,10.05,10.02,0.0033000002,-0.7100265017667845,12338800,USD,United States,strong_buy,16.292,undefined,undefined
GEG,"Great Elm Group, Inc.",1.78,-6.676225352112676,-0.189,20.00,-3.7506884000633014,1.0028986,-28.30 ,70953968,18560500,72340000,25849016,2.776,77367000,1.072289156626506,1.0000602409638555,1.6601,1.66,0.0015,0.6906643744371758,26873400,USD,United States,hold,22.881,24.396989451949818,13.70617384941001
GENE,Genetic Technologies Ltd,1.92,undefined,-0.6,N/A,undefined,1.5416666,6.89 ,9745997,-5243518,20904138,-10103158,1.359,204038,1.1294117647058823,1.0764705882352943,1.83,1.7,None,-0.34100189896467403,15376800,USD,Australia,none,-1.168,undefined,undefined
GERN,Geron Corporation,1.64,-5.5551549295774665,-0.332,5.00,-3.3872895912057723,3.3403807,-5.17 ,259846320,-44074248,176120000,-332559424,0.547,39969000,1.6565656565656566,1.5656565656565657,1.55,0.99,0.0608,-0.13689823262437797,321948992,USD,United States,buy,-2.45,-2.2906352163064936,-1.3967287904307888
GEOS,Geospace Technologies Corporati,5.54,-59.32687323943663,-1.052,37.00,-10.708821884374842,0.52439916,4.08 ,73649576,5250125,23562000,-51212592,1.824,1234000,1.1146881287726358,1.1267605633802817,5.6,4.97,0.0054,0.4044250752983045,12981700,USD,United States,none,126.546,22.807295795695936,4.116840396335006
GET,Getnet Adquirencia e Servicos p,1.5,undefined,0.066,,undefined,0.41228554,0.24 ,2133396608,None,1428541952,37833984,1.531,2325773056,1.3157894736842106,1.2543859649122808,1.43,1.14,None,undefined,933361024,USD,Brazil,none,2.601,undefined,undefined
GFGDR,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFGD,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFGDU,,10,,None,,,2500,N/A ,,None,None,,,76527,,,9.95,9.9,,,,,,,,,
GFAIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GFAI,"Guardforce AI Co., Limited",1.2,undefined,-0.178,,undefined,None,N/A ,38020008,None,7725129,-17717033,0.439,25469884,3.9735099337748343,3.8079470198675494,1.15,0.302,0.0083,undefined,21201800,USD,Thailand,none,80.004,undefined,undefined
GFGDW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GEVO,"Gevo, Inc.",4.58,-14.36630985915493,-0.346,25.00,-3.1367488775447443,1.5087109,3.51 ,729758272,-94248128,301436992,-572629824,1.545,90882000,1.6415770609318996,1.5340501792114696,4.28,2.79,0.16059999,-0.4668915267526381,201863008,USD,United States,buy,-17.891,-19.38586226572926,-4.232721018718179
GFGF,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,
GGAAU,,10.01,,None,,,None,N/A ,,None,None,,,None,,,10.05,9.92,,,,,,,,,
GGAAW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GGAA,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGE,,,,,,,,0.44 ,,,,,,,,,,,,,,,,,,,
GGGV,G3 VRM Acquisition Corp.,10.08,undefined,None,,undefined,1.3414474,,139294352,None,985264,-140550896,0.071,0,1.0338461538461539,1.04,10.14,9.75,None,undefined,11301700,USD,United States,none,None,undefined,undefined
GGAL,Grupo Financiero Galicia S.A.,10.31,-33.62839436619718,1.14,-32.30,-3.2617259327058368,0.00570157,,-276334903296,None,493487095808,490465261056,3346.374,215808737280,1.4603399433427764,1.4546883852691217,10.2701,7.06,None,undefined,147468992,USD,Argentina,hold,None,undefined,undefined
GGMCW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GGGVU,,10.35,,None,,,1.3599418,N/A ,,None,985264,,,0,,,10.2162,9.84,,,,,,,,,
GGMC,Glenfarne Merger Corp.,9.79,undefined,None,,undefined,None,N/A ,338884704,None,915247,-339233777,0.026,0,1.0414893617021275,1.0361702127659573,9.74,9.4,None,undefined,28109300,USD,United States,none,None,undefined,undefined
GFS,GlobalFoundries Inc.,56.19,undefined,-1.639,N/A,undefined,4.210243,1.45 ,30801160192,1185654016,2939000064,-26179568384,5.63,2012999936,1.2890571231933927,1.2447809130534524,54.26,43.59,0.1775,2.2293182243185217,531846016,USD,United States,buy,19.757,undefined,undefined
GGGVR,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGPIU,,12.71,,None,,,None,N/A ,,None,488171,,,2000000,,,12.5137,9.92,,,,,,,,,
GGPIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GGMCU,,9.85,,None,,,None,N/A ,,None,915247,,,0,,,9.85,8.88,,,,,,,,,
GGR,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,
GGPI,"Gores Guggenheim, Inc.",11.91,undefined,None,,undefined,None,N/A ,1174511872,None,488171,-1220511893,0.005,2000000,1.2278350515463918,1.2082474226804125,11.72,9.7,None,undefined,80000000,USD,United States,none,None,undefined,undefined
GGROW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GHACU,,9.9,,-0.17,,,None,N/A ,,None,824306,,,0,,,9.87,9.83,,,,,,,,,
GHAC,Gaming & Hospitality Acquisitio,9.78,undefined,-0.17,,undefined,None,N/A ,250506320,None,824306,-251537422,0.032,0,1.0166320166320166,1.0176715176715176,9.79,9.62,None,undefined,20777500,USD,United States,none,None,undefined,undefined
GHACW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GHIXU,,9.92,,None,,,None,N/A ,,None,None,,,None,,,9.92,9.9,,,,,,,,,
GHIXW,,0.75,,None,,,None,N/A ,,None,None,,,None,,,0.7301,0.7301,,,,,,,,,
GHIX,,9.71,,None,,,None,,,None,None,,,None,,,9.71,9.639,,,,,,,,,
GHRS,GH Research PLC,18.87,undefined,-0.143,N/A,undefined,3.4849596,N/A ,652509056,None,280744992,-707650208,5.397,0,1.524232633279483,1.505654281098546,18.64,12.38,0.089099996,undefined,52020800,USD,Ireland,strong_buy,None,undefined,undefined
GH,"Guardant Health, Inc.",73.75,-105.88990422535213,-4.049,12.60,-1.4357953115301982,10.564389,2.35 ,8970934272,-103514248,1485970944,-6011159040,14.618,1359239040,1.5735011734585023,1.5398975890761681,72.175,46.87,0.0494,-1.0182797670575274,101656000,USD,United States,buy,-24.021,-26.630167203836866,-0.36108701293338125
GIACW,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIAC,Gesher I Acquisition Corp.,9.87,undefined,-0.009,,undefined,2467.4998,,142388112,None,446883,-143408365,0.031,0,1.0175257731958762,1.0175257731958762,9.87,9.7,0.0005,undefined,14575000,USD,Israel,none,None,undefined,undefined
GIACU,,9.88,,-0.009,,,2487.4998,,,None,446883,,,0,,,9.95,9.81,,,,,,,,,
GHSI,"Guardion Health Sciences, Inc.",0.2254,undefined,-0.64,,undefined,0.14533333,-0.41 ,5383637,-7129248,10558662,5233576,0.432,313909,1.391358024691358,1.265432098765432,0.205,0.162,0.0188,-0.2918593359806771,24427000,USD,United States,none,-0.504,undefined,undefined
GIGE,,21.15,,None,,,None,Not Found!,,,,,,,,,20.48,17.22,,,,,,,,,
GIGM,GigaMedia Limited,1.82,-5.755323943661973,-0.251,10.00,-3.162265903110974,0.37915593,3.31 ,-21439320,None,42851768,23290480,3.877,1518425,1.1097560975609757,1.0670731707317074,1.75,1.64,0.0111,undefined,11052200,USD,Taiwan,none,6.131,undefined,undefined
GIFI,"Gulf Island Fabrication, Inc.",3.73,-101.88788732394367,-2.05,31.60,-27.315787486311976,0.5218973,1.93 ,-7558398,-10552750,71667000,13658412,4.608,1590000,1.047752808988764,1.0393820224719101,3.7002,3.56,0.0061000003,-0.6785505308033102,15551900,USD,United States,none,0.341,-33.72491708589748,-9.041532730803613
GIIX,"Gores Holdings VIII, Inc.",9.98,undefined,None,,undefined,None,N/A ,428053216,None,665528,-427565736,0.015,1350000,1.1238738738738738,1.1159909909909909,9.91,8.88,None,undefined,34500000,USD,United States,none,None,undefined,undefined
GIII,"G-III Apparel Group, LTD.",27.1,410.88513802816914,3.369,89.90,15.161813211371554,0.8895134,3.10 ,1830785664,127877752,279564000,-1042470560,5.756,710334016,1.2044444444444444,1.1942222222222223,26.87,22.5,0.0979,2.6329359976116207,48568500,USD,United States,hold,6.02,321.11435761293734,11.84923828830027
GIIXW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GIIXU,,10.04,,None,,,None,N/A ,,None,665528,,,1350000,,,10.06,8.975,,,,,,,,,
GIPR,Generation Income Properties In,6.8,undefined,-1.347,N/A,undefined,1.0133647,0.50 ,38053640,912664,14194639,-710741,6.571,26765780,1.182608695652174,1.1756521739130434,6.76,5.75,None,0.4224905101379502,2160200,USD,United States,buy,25.386,undefined,undefined
GILT,Gilat Satellite Networks Ltd.,8.45,23.434028169014088,1.022,10.00,2.7732577714809574,2.0197287,0.49 ,410079232,8051250,63774000,-399282032,1.128,4129000,1.2841945288753798,1.2386018237082068,8.15,6.58,0.0061000003,0.14240120129043213,56539200,USD,Israel,none,88.954,3.2651993760679368,0.386414127345318
GIPRW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GIWWU,,10.08,,None,,,None,N/A ,,None,1162910,,,0,,,10.1,9.88,,,,,,,,,
GIWWW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GIW,"GigInternational1, Inc.",10,undefined,None,,undefined,None,,267781216,None,1162910,-269947938,0.043,0,1.040582726326743,1.0416233090530698,10.01,9.61,None,undefined,27084000,USD,United States,none,None,undefined,undefined
GLAD,Gladstone Capital Corporation,11.9,42.433352112676054,2.536,5.00,3.56582790862824,1.2862221,,626137664,18405250,671000,-408923528,0.02,237111008,1.1995967741935485,1.1995967741935485,11.9,9.92,0.0062,0.5365273842422547,34304400,USD,United States,hold,None,8.977387781405614,0.7544023345719003
GLAQ,Globis Acquisition Corp.,10.2304,undefined,None,,undefined,None,N/A ,153909072,None,8413,-154248739,0.001,700000,1.0333737373737373,1.0343434343434343,10.24,9.9,0.0025,undefined,15050800,USD,United States,none,None,undefined,undefined
GILD,"Gilead Sciences, Inc.",60.99,71.12888788732396,5.844,1.32,1.1662385290592547,3.6415713,2.25 ,111657033728,8185874944,6608999936,-71538878976,5.269,27686000640,1.0664451827242525,1.070641720580521,61.23,57.19,0.0177,6.525833268366313,1254380032,USD,United States,buy,7.48,79.42766305903429,1.3023063298743118
GLAQU,,10.2,,None,,,None,N/A ,,None,8413,,,700000,,,10.66,10.2,,,,,,,,,
GLAQW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GLBLW,,0.63,,None,,,None,N/A ,,None,715774,,,0,,,0.625,0.625,,,,,,,,,
GLBL,Cartesian Growth Corporation,9.83,undefined,None,,undefined,None,N/A ,426221728,None,715774,-421477986,0.017,0,1.0250260688216892,1.0198123044838372,9.78,9.59,None,undefined,34500000,USD,United States,none,None,undefined,undefined
GLBLU,,10.05,,None,,,None,N/A ,,None,715774,,,0,,,10,9.76,,,,,,,,,
GLBS,Globus Maritime Limited,2.07,undefined,0.185,N/A,undefined,0.30962092,0.13 ,14919625,-54549624,63434000,21250332,3.083,33495000,1.3184713375796178,1.2993630573248407,2.04,1.57,0.0337,-2.6509483219454353,20577400,USD,Greece,buy,1.667,undefined,undefined
GLBZ,Glen Burnie Bancorp,12.5,undefined,0.881,N/A,undefined,1.0273892,,29351246,None,31464000,-4494604,11.025,20547000,1.179245283018868,1.179245283018868,12.5,10.6,0.001,undefined,2853880,USD,United States,none,None,undefined,undefined
GLDI,,8.52,,None,,,None,Not Found!,,,,,,,,,8.49,8.176,,,,,,,,,
GLEE,Gladstone Acquisition Corp.,10.06,undefined,None,,undefined,None,N/A ,131632104,None,1089377,-133230655,0.082,0,1.0265306122448978,1.023469387755102,10.03,9.8,None,undefined,10702300,USD,United States,none,None,undefined,undefined
GLBE,Global-E Online Ltd.,31.91,undefined,-0.732,N/A,undefined,6.627027,19.56 ,7577095168,None,492499008,-3971397568,3.359,3513000,1.3175061932287366,1.2436003303055327,30.12,24.22,0.0584,undefined,145640992,USD,Israel,buy,-200.59,undefined,undefined
GLEEU,,10.223,,None,,,None,N/A ,,None,1089377,,,0,,,10.223,9.99,,,,,,,,,
GLEEW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GLHA,Glass Houses Acquisition Corp.,9.75,undefined,None,,undefined,None,,265629888,None,1142358,-268110058,0.041,0,1.015625,1.0177083333333334,9.77,9.6,None,undefined,22047300,USD,United States,none,None,undefined,undefined
GLG,"TD Holdings, Inc.",0.2725,undefined,-0.023,,undefined,0.1774947,2.24 ,37176444,-16960768,4291390,-30362650,0.031,4146995,1.6029411764705883,1.4705882352941175,0.25,0.17,0.00090000004,-0.12274934502873189,138174000,USD,China,none,-9.766,undefined,undefined
GLHAU,,9.95,,None,,,None,,,None,1142358,,,0,,,9.9,9.85,,,,,,,,,
GLHAW,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLLI,,9.92,,None,,,991,,,None,None,,,None,,,9.91,9.77,,,,,,,,,
GLDD,Great Lakes Dredge & Dock Corpo,14.33,-2.9560563380281697,0.53,-13.00,-0.20628446183029794,2.467988,2.27 ,1170993792,-63182124,173838000,-751074512,2.644,373246016,1.0823262839879153,1.0604229607250755,14.04,13.24,0.013200001,-0.961142196496619,65736500,USD,United States,buy,10.26,5.360736757924806,0.37409188820131234
GLLIW,,0.1149,,None,,,9.35,N/A ,,None,None,,,None,,,0.091,0.091,,,,,,,,,
GLLIU,,10.15,,None,,,1017,N/A ,,None,None,,,None,,,10.17,9.72,,,,,,,,,
GLLIR,,0.159899,,None,,,17.94,,,None,None,,,None,,,0.1711,0.1711,,,,,,,,,
GLMD,Galmed Pharmaceuticals Ltd.,1.75,-52.5620281690141,-1.488,20.00,-30.035444668008058,1.1584554,N/A ,10041863,-20934876,41905000,-1740988,1.671,274000,1.4705882352941178,1.403361344537815,1.67,1.19,0.014199999,-0.8345941420592492,25083900,USD,Israel,buy,-0.281,-29.481156454712636,-16.84637511697865
GLPI,"Gaming and Leisure Properties, ",46.1,38.095757746478874,2.505,3.77,0.8263721853899972,3.8303149,1.26 ,17199691776,493507488,423224000,-11027358016,1.776,5948477952,1.1026070318105716,1.092083233676154,45.66,41.81,0.0126,2.005712116407993,246051008,USD,United States,buy,16.07,30.502643870601336,0.6616625568460159
GLRE,"Greenlight Reinsurance, Ltd.",6.85,23.342309859154934,1.018,10.00,3.4076364757890416,0.51160693,,331588352,-1445500,37380000,-193100368,1.104,99905000,1.0378787878787878,1.0257575757575756,6.77,6.6,0.0198,-0.0523927407692001,27589700,USD,Cayman Islands,hold,5.935,-1.2013434080599688,-0.17537859971678377
GLPG,Galapagos NV,71.59,-34.97620732394367,-3.064,0.71,-0.48856275071858735,1.7550447,1.91 ,-583074752,-93415128,4874165248,258585088,74.381,26390000,1.5425554837319546,1.5029088558500325,69.75,46.41,None,-1.4250386025289576,65552700,USD,Belgium,hold,3.579,-16.267116712361545,-0.22722610298032608
GLSPW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GLSPT,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GLSPU,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GLNG,Golar LNG Limited,24.56,60.26760563380282,3.89,4.00,2.4538927375326884,1.5503876,0.45 ,3560462592,12562625,624923008,-2037362816,5.774,2311580928,2.652267818574514,2.6144708423326137,24.21,9.26,0.025,0.11608091625624867,108223000,USD,Bermuda,buy,12.906,1.7984367307306135,0.07322625125124649
GLTO,"Galecto, Inc.",2.55,-125.99269859154933,-1.812,47.60,-49.40890140845072,0.5184175,N/A ,-17588336,-24107124,102144000,34947608,4.043,939000,1.526946107784431,1.4970059880239521,2.5,1.67,0.0023999999,-0.9542916181744768,25261800,USD,United States,strong_buy,None,-66.3541811352642,-26.021247504025176
GLSI,"Greenwich LifeSciences, Inc.",19.45,undefined,-0.266,N/A,undefined,8.9822,N/A ,225162592,-1927165,28905992,-229362520,2.203,0,1.253221649484536,1.2493556701030928,19.39,15.52,0.044699997,-0.14684952070347623,13123400,USD,United States,buy,-66.834,undefined,undefined
GMBLW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GMBLZ,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GMBLP,,7.4899,,-1.382,,,2.2063208,,,-944048,1040051,,,39051352,,,7.1734,4.76,,,,,,,,,
GLUE,"Monte Rosa Therapeutics, Inc.",13.05,undefined,-5.113,N/A,undefined,1.6249213,N/A ,304976448,None,367033984,-233357184,7.892,0,1.3289205702647657,1.2688391038696538,12.46,9.82,0.1467,undefined,46505900,USD,United States,buy,-5.093,undefined,undefined
GMBL,Esports Entertainment Group Inc,0.7746,undefined,-1.382,N/A,undefined,0.21884318,-2.25 ,73593248,-944048,1040051,-15394577,0.046,39051352,1.291,1.2166666666666668,0.73,0.6,0.1071,-0.042162881579241196,22390500,USD,Malta,buy,-3.045,undefined,undefined
GMFI,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFIU,,10,,None,,,1001.00006,N/A ,,None,25000,,,59560,,,10.01,9.86,,,,,,,,,
GMFIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GMGI,"Golden Matrix Group, Inc.",6.2,undefined,0.021,,undefined,9.131097,22.34 ,129523024,1350942,13879617,-149518591,0.584,298660,1.3333333333333333,1.2860215053763442,5.98,4.65,None,0.049524057407848675,27278500,USD,United States,none,None,undefined,undefined
GMTX,"Gemini Therapeutics, Inc.",1.51,undefined,-2.85,N/A,undefined,0.42240587,N/A ,-17532794,-32437750,150068992,90573468,3.481,6647000,1.3017241379310345,1.1724137931034484,1.36,1.16,0.0806,-0.7523943060861417,43112700,USD,United States,strong_buy,0.288,undefined,undefined
GMAB,Genmab A/S,38.57,29.088400000000004,0.6611,27.00,0.7541716359865182,1.1280761,41.64 ,25269661696,633625024,18742999040,-5406533632,14.332,437000000,1.282247340425532,1.2194148936170213,36.68,30.08,None,0.9685597381117901,654193024,USD,Denmark,hold,7.397,42.61662847691877,1.1049164759377437
GLYC,"GlycoMimetics, Inc.",1.08,undefined,-1.22,N/A,undefined,0.56806,-4.12 ,-22160972,-31573316,101924288,47081056,1.97,2154972,1.08,1.04,1.04,1,0.0162,-0.6102432792347731,51738900,USD,United States,buy,0.361,undefined,undefined
GMVDW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GMVD,G Medical Innovations Holdings ,1.28,undefined,-0.916,,undefined,5.1394424,-15.50 ,22446442,17375,13380000,-3989462,0.994,2932000,1.0847457627118644,1.0593220338983051,1.25,1.18,None,0.0012904112234212422,13464700,USD,Israel,none,-2.631,undefined,undefined
GMDA,Gamida Cell Ltd.,3.96,undefined,-1.79,N/A,undefined,4.774194,N/A ,110067976,-51967376,120836000,-98569568,2.038,75541000,1.8857142857142857,1.7166666666666666,3.605,2.1,0.0255,-0.8763647156434868,59298800,USD,Israel,buy,-1.298,undefined,undefined
GNACW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
GNAC,Group Nine Acquisition Corp.,9.81,undefined,None,,undefined,None,N/A ,281790432,None,69053,-281959811,0.002,1115737,1.01975051975052,1.0197193347193347,9.8097,9.62,0.00029999999,undefined,23000000,USD,United States,none,None,undefined,undefined
GNACU,,9.9112,,None,,,None,N/A ,,None,69053,,,1115737,,,9.91,9.82,,,,,,,,,
GNMA,,46.98,,None,,,None,Not Found!,,,,,,,,,46.71,46.71,,,,,,,,,
GNOM,,15.25,,None,,,None,Not Found!,,,,,,,,,14.98,13.25,,,,,,,,,
GNFT,GENFIT S.A.,3.92,undefined,-1.081,,undefined,5.539972,-2.96 ,186303200,-49696248,104379000,-92041080,2.285,70931000,1.302325581395349,1.212624584717608,3.65,3.01,None,-0.9993896224555872,49726600,USD,France,none,-3.553,undefined,undefined
GNLN,"Greenlane Holdings, Inc.",0.4562,undefined,-1.271,N/A,undefined,0.20594966,0.23 ,108775464,-57375376,13215000,-22995376,0.164,20522000,1.1404999999999998,1.075,0.43,0.4,0.0458,-0.7130254220386903,80467504,USD,United States,strong_buy,-2.821,undefined,undefined
GNCA,"Genocea Biosciences, Inc.",1.3,undefined,-0.75,N/A,undefined,0.6051437,-11.08 ,27963844,-30576250,48908000,25929840,0.851,18852000,3.3333333333333335,1.0,0.39,0.39,0.028800001,-0.5322662911216564,57445400,USD,United States,strong_buy,-0.564,undefined,undefined
GNPX,"Genprex, Inc.",2.07,undefined,-0.425,N/A,undefined,2.1798942,N/A ,91365384,-12224685,42020528,-56465184,0.879,0,1.7692307692307692,1.7435897435897438,2.04,1.17,0.0478,-0.2557005434168748,47808600,USD,United States,buy,-4.777,undefined,undefined
GNOG,"Golden Nugget Online Gaming, In",6.3,undefined,-1.481,N/A,undefined,None,-0.23 ,999985024,-11679500,134371008,-145517120,2.885,134595008,1.1496350364963503,1.0885036496350364,5.965,5.48,0.0677,-0.2507923487880714,46570400,USD,United States,buy,-80.84,undefined,undefined
GNSS,Genasys Inc.,2.52,0.5825352112676058,0.02,15.00,0.23116476637603403,1.4293598,2.63 ,131426032,7225000,18853000,-75635896,0.517,6904000,1.05,1.0541666666666667,2.53,2.4,0.0092,0.19804178476078746,36482200,USD,United States,strong_buy,46.066,5.768315646271951,2.2890141453460124
GNTA,Genenta Science S.p.A.,6.79,undefined,-0.55,,undefined,8.706339,,152646096,None,10553906,-111394366,0.704,0,1.3287671232876712,1.1981409001956946,6.1225,5.11,None,undefined,18120100,USD,Italy,none,-21.345,undefined,undefined
GNTX,Gentex Corporation,27.47,52.164912676056346,1.732,15.80,1.8989775273409664,3.4398496,22.66 ,8282448896,278459040,276901664,-6215572704,1.171,2053937,1.0151515151515151,1.007760532150776,27.27,27.06,0.0162,1.1773170979198377,236520000,USD,United States,buy,14.119,35.458801157630724,1.2908191174965682
GNTY,"Guaranty Bancshares, Inc.",34.57,undefined,3.318,N/A,undefined,1.3941585,,144911728,None,408875008,-6040064,33.828,96899000,1.0922590837282782,1.0789889415481833,34.15,31.65,0.0078,undefined,12089600,USD,United States,buy,None,undefined,undefined
GOBI,Gobi Acquisition Corp.,9.7,undefined,None,,undefined,None,N/A ,312528448,None,222905,-311285447,0.007,1000000,1.0093652445369408,1.0078043704474506,9.685,9.61,0.0001,undefined,25853400,USD,Hong Kong,none,None,undefined,undefined
GNUS,"Genius Brands International, In",0.9001,undefined,-0.365,N/A,undefined,1.4985663,1.04 ,146375856,-3815434,130224488,-123352312,0.433,2629681,1.1985352862849534,1.0989347536617844,0.8253,0.751,0.2045,-0.01258185220942136,303248992,USD,United States,buy,-4.325,undefined,undefined
GOCO,"GoHealth, Inc.",1.13,1.4348957746478874,0.017,59.60,1.2698192695999004,0.24677123,-0.10 ,1496558720,71860248,85221000,-257936568,0.743,443486016,1.1518858307849134,1.09072375127421,1.07,0.981,0.079,0.6261021485702337,114774000,USD,United States,buy,8.486,52.84654867537601,46.766857234846036
