TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE)
GXII,GX Acquisition Corp. II,9.71,undefined,None,,undefined,None,, 364.54 Mil ,373534848,$,None,1127641,-31334535,$25.27,0,1.0125130344108448,1.013555787278415,9.72,9.59,None, -959.31 ,None
GXIIU,,9.85,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,1127641,,$25.27,0,,,9.85,9.72,, -959.31 ,
GXIIW,,,,Key Error,,,,N/A , - ,,$,,,,$25.27,,,,,,, -959.31 ,
GYRO,"Gyrodyne , LLC",13,undefined,-2.531,N/A,undefined,0.37930337,1.08 , 19.28 Mil ,43521056,$-2.39,None,8012484,-11410624,$21.34,17936960,1.1304347826086956,1.1391304347826086,13.1,11.5,0.0002,Not Found!,-14.126
HAAC,Health Assurance Acquisition Co,9.75,undefined,None,,undefined,None,N/A , 535.06 Mil ,550366656,$,None,3088358,-533829146,$0.04,0,1.0082730093071355,1.0062047569803516,9.73,9.67,None,Not Found!,None
HA,"Hawaiian Holdings, Inc.",20.45,514.2470008163264,-9.096,-39.98,25.146552607155325,1.7160751,0.42 , 1.58 Bil ,1558628608,$73.9,68957128,2181579008,1131326080,"$4,605.7",2710408960,1.683127572016461,1.6674897119341565,20.26,12.15,0.0684, -4.15 ,-6.991
HAACU,,10.01,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,3088358,,$0.04,0,,,10,9.87,,Not Found!,
HAFC,Hanmi Financial Corporation,18.11,54.612979591836734,1.843,8.00,3.0156255986657503,0.9830491,, 148.24 Mil ,208994720,$162.9,None,698374976,121850752,"$5,975.9",320239008,2.421122994652406,2.402406417112299,17.97,7.48,0.0212,Not Found!,None
HAACW,,,,Key Error,,,,N/A , - ,,$,,,,$95.39,,,,,,,Not Found!,
HALL,"Hallmark Financial Services, In",3.72,-114.34217142857143,-5.053,4.10,-30.737142857142857,0.39486256,," -153,824,000.00 ",-97675928,$-35.3,-23506500,281848992,214360008,"$1,327.8",105100000,1.4474708171206228,1.4124513618677044,3.63,2.57,0.0082, 5.24 ,4.329
HAIN,"The Hain Celestial Group, Inc.",39.03,14.329632653061225,0.395,11.70,0.36714405977610104,2.5914614,5.01 , 4.06 Bil ,4281690880,$125,163239248,53023000,-3839060456,$683,350888992,1.2779960707269156,1.2711198428290766,38.82,30.54,0.068, 24.29 ,18.005
HAPP,Happiness Biotech Group Limited,1.06,undefined,0.797,N/A,undefined,0.375,3.67 ," 188,000.00 ",3398441,$-0.93,-14104881,36558752,8586750,$15.11,2237000,1.029126213592233,1.029126213592233,1.06,1.03,0.0306, 0.07 ,1.412
HALO,"Halozyme Therapeutics, Inc.",42.05,55.61061224489795,1.126,19.00,1.3224878060617824,89.067795,5.71 , 6.10 Bil ,6443081728,$149.5,44935248,764305984,-5221601728,$906.1,878233984,1.6706396503774332,1.6507747318235992,41.55,25.17,0.052800003, 24.82 ,32.251
HAS,"Hasbro, Inc.",98.74,139.55937959183674,2.966,17.70,1.4134026695547575,4.595486,2.72 , 16.91 Bil ,17181163520,"$1,170",1105914752,1145100032,-12272003328,"$7,212",4770299904,1.312159468438538,1.2827906976744186,96.53,75.25,0.0325, 11.43 ,14.542
HAYN,"Haynes International, Inc.",36.88,-104.9777142857143,-2.051,20.00,-2.8464673070963746,1.5572968,2.40 , 391.18 Mil ,408013248,$50.3,53118376,74164000,-389861760,$268.6,8979000,2.4120340091563115,2.3708306082406803,36.25,15.29,0.0292, -1730.88 ,621.971
HARP,"Harpoon Therapeutics, Inc.",8.7,undefined,-3.708,N/A,undefined,2.772497,-0.99 , 127.78 Mil ,124185120,$-113.87,-10216750,171016992,-113566272,$105.25,12935000,1.0583941605839415,1.0231143552311435,8.41,8.22,0.092, -2.48 ,-2.411
HBAN,Huntington Bancshares Incorpora,15.05,13.023461224489793,1.142,-2.15,0.8653462607634413,1.3932899,, 18.50 Bil ,14692574208,"$1,432",None,9713999872,-12367896576,"$154,641",7600000000,1.7664319248826292,1.7417840375586855,14.84,8.52,0.048699997,Not Found!,None
HBANM,,26.29,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,None,9713999872,,Not Found!,7600000000,,,26.1,10,,,
HBANN,Huntington Bancshares Incorpora,25.39,undefined,1.142,,undefined,2.364399,Not Found!,,27224805376,Not Found!,None,9713999872,-17939808256,Not Found!,7600000000,1.0047487138899882,1.002770083102493,25.34,25.27,None,,None
HBCP,"Home Bancorp, Inc.",37,undefined,3.996,N/A,undefined,1.0000265,," -34,300,000.00 ",84562904,$65.7,None,284580000,-44034336,"$2,426.9",33665000,1.6292382210479963,1.6301188903566712,37.02,22.71,0.013200001,Not Found!,None
HBIO,"Harvard Bioscience, Inc.",7.87,-6.7113469387755105,-0.202,10.00,-0.8527759769727459,3.9362795,2.23 , 358.18 Mil ,326671008,$4.8,7937125,5815000,-300028104,$75.3,52789000,2.8722627737226274,2.791970802919708,7.65,2.74,0.0208, 48.42 ,30.999
HBANP,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
HBMD,"Howard Bancorp, Inc.",18.96,undefined,-0.762,N/A,undefined,1.2110127,, 516.21 Mil ,504544928,$31.48,None,80439000,-273984904,"$2,296.28",278643008,2.1793103448275866,2.157471264367816,18.77,8.7,0.0173,Not Found!,None
HBNC,"Horizon Bancorp, Inc.",16.92,undefined,1.753,N/A,undefined,1.092694,, 996.58 Mil ,1046560576,$94.6,None,334356992,-418932288,"$5,398.9",582332992,1.7961783439490449,1.7823779193205944,16.79,9.42,0.0068,Not Found!,None
HBP,"Huttig Building Products, Inc.",5.71,24.68938775510204,0.611,14.00,4.323885771471461,2.8677642,4.07 , 278.46 Mil ,297269280,$30.2,34162500,4400000,-143559456,$241.4,149600000,2.8128078817733995,2.6256157635467985,5.33,2.03,0.0153, 7.43 ,11.478
HCAQ,HealthCor Catalio Acquisition C,9.9,undefined,None,,undefined,None,, 267.30 Mil ,250560352,$,None,868003,-267180669,$0.03,0,1.0443037974683544,1.0432489451476794,9.89,9.48,0.00029999999,Not Found!,None
HBT,"HBT Financial, Inc.",15.14,undefined,3.478,N/A,undefined,0.74137217,," -76,350,000.00 ",34767328,$66.4,None,556297024,163363872,"$3,580.5",135484000,1.3751135331516804,1.2979109900090826,14.29,11.01,0.0109,Not Found!,None
HCAR,Healthcare Services Acquisition,9.69,undefined,None,,undefined,None,N/A , 402.44 Mil ,401201664,$,None,88350,-402319650,$0.05,124000,1.009375,1.009375,9.69,9.6,0.001,Not Found!,None
GXTG,,52.36,,Key Error,,,None,,,,,,,,,,,,51.91,32.43,,,
HCARW,,,,Key Error,,,,N/A , - ,,$,,,,$39.39,,,,,,,Not Found!,
HCARU,,9.95,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,88350,,$0.05,124000,,,9.95,9.86,,Not Found!,
HCAT,"Health Catalyst, Inc",55.06,undefined,-28.305,N/A,undefined,9.777503,3.75 , 2.75 Bil ,2526235136,USD-35.7,19672250,262756000,-2202355040,USD287.1,199642000,1.7394875683189588,1.7293779420592046,54.74,31.653,0.13430001, -30.86 ,-40.559
HCCC,Healthcare Capital Corp.,9.85,undefined,None,,undefined,68.13793,, 338.51 Mil ,331221568,$,None,1184683,-338440309,$0.14,0,1.0287206266318538,1.0279686684073108,9.8428,9.575,0.0001,Not Found!,None
HCCCU,,10.11,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,1184683,,$0.02,0,,,10.17,9.75,,Not Found!,
HCCCW,,,,Key Error,,,,N/A , - ,,$,,,,$0.14,,,,,,,Not Found!,
HCCI,"Heritage-Crystal Clean, Inc.",28.37,28.318938775510208,0.671,15.00,0.9982001683295808,2.2745035,4.17 , 687.91 Mil ,693723840,$46.9,26865250,67272000,-608820160,$165.8,78674000,2.2515873015873016,2.1841269841269844,27.52,12.6,0.0225, 9.79 ,9.677
HCDI,"Harbor Custom Development, Inc.",2.54,undefined,None,,undefined,None,0.57 , 97.71 Mil ,100291152,$-55.87,226762,12785600,-25184156,$49.91,43842300,1.0283400809716599,1.0161943319838056,2.51,2.47,0.103599995, -85.63 ,-57.254
HCDIP,,23.51,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,226762,12785600,,Not Found!,43842300,,,23.35,23,,,
HCDIW,,,,Key Error,,,,N/A , - ,,$-55.87,,,,$49.91,,,,,,, -85.63 ,
HCIC,Hennessy Capital Investment Cor,9.93,undefined,None,,undefined,None,, 428.31 Mil ,431758496,$,None,2079000,-427435336,$0.23,0,1.034375,1.034375,9.93,9.6,None,Not Found!,None
HCICU,,10.24,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,2079000,,$0.23,0,,,10.21,9.83,,Not Found!,
HCICW,,,,Key Error,,,,N/A , - ,,$,,,,$0.23,,,,,,,Not Found!,
HCII,Hudson Executive Investment Cor,9.78,undefined,None,,undefined,None,, 305.65 Mil ,305985568,$,None,889437,-304735555,$0.00,0,1.0124223602484472,1.0113871635610765,9.77,9.66,None,Not Found!,None
HCIIU,,9.98,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,None,,$0.00,None,,,9.97,9.61,,Not Found!,
HCIIW,,,,Key Error,,,,N/A , - ,,$,,,,$0.00,,,,,,,Not Found!,
HCKT,"The Hackett Group, Inc.",19.23,7.892163265306123,0.187,15.00,0.41040890615216447,3.91635,7.05 , 505.14 Mil ,528091776,$40.7,39687124,52453000,-506194296,$64.4,4862000,1.7402714932126697,1.6760180995475111,18.52,11.05,0.015800001, 15.01 ,13.187
HCNE,,,,Key Error,,,,, 383.54 Mil ,,$,,,,$35.07,,,,,,, -1674.83 ,
HCNEU,,9.99,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,None,,$35.07,119651,,,9.83,9.8,, -1674.83 ,
HCNEW,,,,Key Error,,,,, - ,,$,,,,$35.07,,,,,,, -1674.83 ,
HCSG,"Healthcare Services Group, Inc.",25.95,43.339999999999996,1.379,9.00,1.670134874759152,3.829368,6.91 , 1.65 Bil ,1729376256,$149,103160496,250430000,-1637668688,$330,17794000,1.264003896736483,1.2284461763273258,25.22,20.53,0.1141, 12.14 ,15.242
HDSN,"Hudson Technologies, Inc.",3.58,-8.435428571428572,-0.122,30.00,-2.356264964086193,3.7246532,1.51 , 251.11 Mil ,183724960,$-0.6,None,2775000,-148639000,$139.5,97588000,3.5445544554455446,3.3366336633663365,3.37,1.01,0.0147, 10.92 ,14.072
HCM,HUTCHMED (China) Limited,37.54,69.23804081632655,-1.065,-44.70,1.8443804159916501,13.085714,18.66 , 5.72 Bil ,6322885120,$-129.8,-86117872,950448000,-4846346368,$259.2,36692000,1.5859738065061257,1.5986480777355303,37.84,23.67,None, -23.01 ,-24.74
HEES,"H&E Equipment Services, Inc.",34.02,17.36688979591837,0.227,34.10,0.5104905877694994,5.2043924,1.38 , 2.44 Bil ,2410381824,$-105,116430000,202487008,-1030101408,"$1,775",1418446976,1.8973786949247073,1.8443948689347462,33.07,17.93,0.02, 7.19 ,16.132
HCWB,,,,Key Error,,,,N/A , 156.73 Mil ,,$0.00,,,,$4.17,,,,,,, -26.84 ,
HELE,Helen of Troy Limited,230.86,298.6971428571428,10.08,8.00,1.2938453732008264,4.607826,5.11 , 6.15 Bil ,5798889984,$62,144708624,45120000,-5675958784,"$1,146",399468000,1.2695078361286776,1.259609568325543,229.06,181.85,0.1325, 18.8 ,17.647
HEPA,"Hepion Pharmaceuticals, Inc.",1.58,undefined,-10.333,N/A,undefined,0.3784813,N/A , 13.27 Mil ,12505170,$-20.99,-9334891,110091000,-11107072,$9.03,452871,1.1617647058823528,1.1323529411764706,1.54,1.36,0.026199998, -0.53 ,-0.521
HEAR,Turtle Beach Corporation,30.75,104.28000000000002,2.37,16.00,3.3912195121951223,4.1178036,6.26 , 477.26 Mil ,407591392,$25.0,16422000,56197000,-433259064,$89.1,5608000,1.8911439114391142,1.8419434194341942,29.95,16.26,0.12149999, 7.46 ,6.535
HEPS,,,,Key Error,-31.50,,,3.26 , 2.12 Bil ,,$0.0,,,,$382.5,,,,,,, -59.89 ,
HERA,FTAC Hera Acquisition Corp.,9.76,undefined,None,,undefined,None,, 1.06 Bil ,1060449728,$,None,1776929,-1061541087,$59.57,0,1.0113989637305698,1.0113989637305698,9.76,9.65,None, -4387.5 ,None
HERAU,,9.96,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,1776929,,$59.57,0,,,9.95,9.85,, -4387.5 ,
HERAW,,,,Key Error,,,,, - ,,$,,,,$59.57,,,,,,, -4387.5 ,
HEXO,HEXO Corp.,2.04,undefined,-1.46,,undefined,0.47696984,1.40 , 549.62 Mil ,345937056,$-31.04,-29632376,81038000,-224894704,$100.90,59176000,1.0355329949238579,1.0,1.97,1.97,None, -5.13 ,-4.796
HFBL,"Home Federal Bancorp, Inc. of L",18.5,undefined,1.502,N/A,undefined,1.1698976,," -34,107,000.00 ",-33398950,$-6.36,None,100971000,37326096,$511.12,3353000,1.6629213483146068,1.6629213483146068,18.5,11.125,0.00029999999,Not Found!,None
HFFG,HF Foods Group Inc.,5.75,undefined,-6.584,,undefined,1.1201913,1.21 , 426.35 Mil ,416526400,$23.9,30893274,13425792,-278327520,$242.2,148414720,1.144278606965174,1.0965174129353232,5.51,5.025,0.0618, 15.89 ,13.747
HFWA,Heritage Financial Corporation,23.58,46.153306122448974,1.658,7.00,1.9573072995101348,1.0568646,," -369,452,000.00 ",25829734,$54.4,None,923816000,49110592,"$6,249.7",57463000,1.3559516963772282,1.3481886141460608,23.445,17.39,0.048600003,Not Found!,None
HGBL,Heritage Global Inc.,2.02,undefined,0.316,N/A,undefined,2.5028837,-3.10 , 64.21 Mil ,74194192,$5.65,985750,15852000,-61557328,$11.81,865000,1.364864864864865,1.364864864864865,2.02,1.48,0.0001, 9.99 ,20.73
HGEN,"Humanigen, Inc.",6.66,-129.624,-3.437,12.50,-19.46306306306306,21.54574,-7.42 , 309.84 Mil ,883981312,$-151.02,-53717248,92892000,-310649664,$78.04,24444000,1.1044776119402986,1.0598673300165837,6.391,6.03,0.1983, -1.56 ,None
HGSH,"China HGS Real Estate, Inc.",1.64,undefined,0.194,N/A,undefined,0.20863648,0.45 , 161.09 Mil ,162807552,$0.15,-109466800,555576,-36392184,$197.28,116060624,1.9294117647058824,1.8823529411764708,1.6,0.85,0.0069, 11.74 ,69.513
HHR,HeadHunter Group PLC,53.94,10.072731428571428,0.607,0.74,0.18673955188304464,0.59999543,7.81 , 2.68 Bil ,5695549440,USD72.7,3006438400,4833839104,2192680960,USD240.2,8414027776,2.5088372093023255,2.4223255813953486,52.08,21.5,None, 34.26 ,1.49
HIBB,"Hibbett, Inc.",80.47,122.93420408163264,4.36,7.20,1.5277023000078618,3.2671723,6.79 , 1.23 Bil ,1269026816,$91,68721376,176970000,-1079543152,$400,254308992,2.25975849480483,2.1670878966582423,77.17,35.61,0.2701, 4.94 ,4.457
HIFS,Hingham Institution for Savings,337.6,undefined,29.703,N/A,undefined,2.3397746,, 801.74 Mil ,925363584,$46.7,None,7734000,-713208656,"$2,645.9",285600000,1.8677731673582296,1.8334716459197786,331.4,180.75,0.0099,Not Found!,None
HIHO,Highway Holdings Limited,4,undefined,0.164,N/A,undefined,1.5233321,2.83 , 10.01 Mil ,9541750,$0.00,None,7487000,-8201689,$5.49,2100000,1.5151515151515151,1.4848484848484849,3.92,2.64,0.00029999999, -106.44 ,11.265
HIII,Hudson Executive Investment Cor,9.7,undefined,None,,undefined,None,, 729.68 Mil ,729592320,$,None,916136,-729583832,$0.00,8483,1.0104166666666667,1.009375,9.69,9.6,None,Not Found!,None
HIIIU,,9.82,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,None,,$0.00,None,,,9.825,9.73,,Not Found!,
HIIIW,,,,Key Error,,,,N/A , - ,,$,,,,$0.00,,,,,,,Not Found!,
HERD,,34.55,,Key Error,,,None,,,,,,,,,,,,34.42,22.93,,,
HERO,,29.62,,Key Error,,,None,,,,,,,,,,,,29.2361,26.041,,,
HEWG,,33.08,,Key Error,,,None,,,,,,,,,,,,32.67,24.97,,,
HITI,High Tide Inc.,6.58,undefined,None,,undefined,None,3.11 , 381.33 Mil ,380733600,$-9.4,13343125,30538000,-295185104,$69.7,55316000,2.1933333333333334,2.0866666666666664,6.26,3,None, 1703.38 ,33.319
HJLI,"Hancock Jaffe Laboratories, Inc",8.59,undefined,-4.466,N/A,undefined,1.8654798,N/A , 48.95 Mil ,24473332,$-11.92,-7563417,41039184,-39244632,$1.48,723547,1.721442885771543,1.723446893787575,8.6,4.99,0.0723, -4.5 ,-2.192
HIMX,"Himax Technologies, Inc.",11.16,106.94408326530612,0.639,84.69,9.582803159973666,3.4363055,4.81 , 1.77 Bil ,2425587456,$241,286974880,270411008,-1608009216,$541,159500000,3.4024390243902443,3.1920731707317076,10.47,3.28,None, 6.03 ,8.362
HJLIW,,,,Key Error,,,,N/A , - ,,$-11.92,,,,$1.48,,,,,,, -4.5 ,
HLAH,Hamilton Lane Alliance Holdings,9.75,undefined,None,,undefined,None,N/A , 316.81 Mil ,298068864,$,None,311132,-316277220,$0.10,300000,1.0209424083769634,1.0157068062827224,9.7,9.55,0.0046,Not Found!,None
HIVE,,,,Key Error,,,,47.26 , 1.05 Bil ,,$0.24,,,,$13.31,,,,,,, 26.03 ,
HLAHU,,9.91,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,311132,,$0.10,300000,,,9.88,9.85,,Not Found!,
HLAHW,,,,Key Error,,,,N/A , - ,,$,,,,$0.10,,,,,,,Not Found!,
HLBZW,,,,Key Error,,,,, - ,,$,,,,$4.26,,,,,,, -1545.43 ,
HLBZ,,,,Key Error,N/A,,,, 772.72 Mil ,,$,,,,$4.26,,,,,,, -1545.43 ,
HLG,Hailiang Education Group Inc.,36.95,undefined,2.836,N/A,undefined,0.36706752,6.93 , 626.54 Mil ,-462413280,$0.0,None,1528749056,670338368,$106.3,34885000,1.1546875,1.040625,33.3,32,None, 5.64 ,-0.622
HLIO,"Helios Technologies, Inc.",84.4,44.13469387755102,1.966,4.00,0.5229229132411258,4.954686,3.74 , 3.20 Bil ,2895069952,$95.7,48488500,25924000,-2758466144,$682.0,474416000,2.3841807909604524,2.342937853107345,82.94,35.4,0.0149, 20.31 ,21.02
HLMN,,,,Key Error,N/A,,,, 2.30 Bil ,,$,,,,$92.45,,,,,,, -4766.89 ,
HLIT,Harmonic Inc.,9.03,-6.864538775510205,-0.137,19.40,-0.7601925554274868,3.491446,-2.13 , 987.11 Mil ,890891328,$37.6,42586876,100777000,-806984216,$383.9,184991008,1.7365384615384614,1.6951923076923074,8.815,5.2,0.1401, 35.35 ,15.671
HLMNW,,,,Key Error,,,,, - ,,$,,,,$92.45,,,,,,, -4766.89 ,
HLNE,Hamilton Lane Incorporated,85.13,118.4246530612245,2.806,15.00,1.391103642208675,13.450169,4.85 , 4.85 Bil ,3810264576,$149.9,122458624,87025000,-4593403032,$799.9,238456000,1.4273977196512406,1.4213615023474178,84.77,59.64,0.038599998, 19.37 ,23.835
HLXA,Helix Acquisition Corp.,9.94,undefined,None,,undefined,None,N/A , 150.01 Mil ,152505840,$,None,1170066,-150119678,$0.08,0,1.0132517838939856,1.0071355759429155,9.88,9.81,0,Not Found!,None
HMCO,,9.75,,Unexpected error:<class 'TypeError'>,,,None,, 97.50 Mil ,,$,None,None,,$0.00,None,,,9.71,9.55,,Not Found!,
HMCOU,,10.2127,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,None,,$0.08,None,,,10.22,10.02,,Not Found!,
HMCOW,,,,Key Error,,,,N/A , - ,,$,,,,$0.08,,,,,,,Not Found!,
HMHC,Houghton Mifflin Harcourt Compa,14.06,-35.7854693877551,-1.476,5.00,-2.5451969692571192,36.289474,-1.98 , 2.08 Bil ,2008874752,$168,145502880,170900992,-1586082944,"$1,587",779536000,9.18954248366013,8.905228758169935,13.625,1.53,0.0523, 14.96 ,112.928
HMNF,"HMN Financial, Inc.",23,undefined,2.66,N/A,undefined,1.0140209,, 8.09 Mil ,-15441211,$18.72,None,115391000,4837928,$873.07,3034000,1.7611026033690658,1.741960183767228,22.75,13.06,0.0025,Not Found!,None
HMST,"HomeStreet, Inc.",36.85,126.32310204081632,4.538,7.00,3.4280353335363993,1.1498523,, 872.67 Mil ,925454080,$172.0,None,101058000,-705306736,"$6,459.2",177050000,1.522727272727273,1.5078760330578513,36.4906,24.2,0.024300002,Not Found!,None
HMTV,"Hemisphere Media Group, Inc.",11.5,undefined,-0.031,N/A,undefined,1.9325259,1.54 , 626.94 Mil ,539104704,$49.8,217114880,194388000,-253842880,$361.0,254260992,1.505235602094241,1.462041884816754,11.17,7.64,0.0097, 6.89 ,9.568
HMPT,Home Point Capital Inc.,3.97,undefined,None,2.00,undefined,None,, 3.84 Bil ,7844682240,$,None,219284992,-325806720,"$6,451.1",7182363136,1.017948717948718,1.005128205128205,3.92,3.9,0.0734,Not Found!,7.186
HNNA,"Hennessy Advisors, Inc.",9.93,undefined,0.938,N/A,undefined,0.9138262,4.20 , 60.72 Mil ,62190920,$9.58,7627000,14048000,-59592896,$17.62,1094000,1.2796391752577319,1.231958762886598,9.56,7.76,0.0286, 5.75 ,5.888
HNRG,Hallador Energy Company,2.48,undefined,-0.116,N/A,undefined,0.38493446,1.08 , 203.27 Mil ,223991936,$26.8,21078124,3863000,-67158232,$196.0,143650000,4.065573770491803,3.721311475409836,2.27,0.61,0.0211, 5.16 ,4.984
HNST,"The Honest Company, Inc.",10.61,undefined,None,N/A,undefined,None,5.31 , 910.59 Mil ,1714686080,$0.0,None,51441000,-916378776,$97.3,38206000,1.1723756906077347,1.1624309392265193,10.52,9.05,0.0748, -42.31 ,-125.16
HOFT,Hooker Furniture Corporation,27.43,130.19779591836735,2.843,17.00,4.7465474268453285,1.1764178,5.47 , 303.93 Mil ,316837408,USD-9.3,-15025875,37411000,-275795688,USD97.6,27743000,1.098078462770216,1.0464371497197757,26.14,24.98,0.028199999, 5.75 ,6.246
HOFV,Hall of Fame Resort & Entertain,2.85,undefined,None,N/A,undefined,None,-0.54 , 336.11 Mil ,477190208,$-80.02,-96340672,50320436,-241963372,$179.28,102431784,2.614678899082569,2.605504587155963,2.84,1.09,0.0767, -3 ,-22.216
HOFVW,,,,Key Error,,,,N/A , - ,,$-80.02,,,,$179.28,,,,,,, -3 ,
HOLI,Hollysys Automation Technologie,20.82,48.76327836734694,1.116,15.83,2.3421363288831385,1.1719232,3.68 , 664.56 Mil ,583065920,$93.1,74761000,639628032,-633460608,$447.3,22313000,1.9885386819484239,1.9818529130850047,20.75,10.47,0.0049, 6.91 ,4.941
HOMB,"Home BancShares, Inc.",22.63,44.828816326530614,1.849,5.00,1.9809463688259221,1.3915596,, 1.49 Bil ,2565608960,$361.5,None,2478547968,-1195780352,"$14,931.0",975846976,1.5693481276005548,1.5416088765603329,22.23,14.42,0.0324,Not Found!,None
HLAL,,39.22,,Key Error,,,None,,,,,,,,,,,,38.75,28.594,,,
HON,Honeywell International Inc.,219.65,249.04783020408166,6.532,12.73,1.1338394272892405,8.437211,3.92 , 159.88 Bil ,163364618240,"$5,099",4590499840,12318000128,-139435555840,"$45,743",22357000192,1.4003825310806504,1.3866764424609501,217.5002,156.85,0.0097, 19.73 ,19.588
HOLX,"Hologic, Inc.",77.15,164.78125714285713,7.282,4.10,2.1358555689288026,5.2417283,4.32 , 21.99 Bil ,18865893376,"$2,128",1380875008,816400000,-19074965888,"$4,714",2798500096,1.28369384359401,1.274875207986689,76.62,60.1,0.0383, 7.22 ,6.522
HONE,"HarborOne Bancorp, Inc.",13.1,undefined,1.098,N/A,undefined,1.0045283,, 439.98 Mil ,458781952,$109.4,None,447347008,-300344896,"$3,911.0",175616000,1.7259552042160737,1.7338603425559949,13.16,7.59,0.0128999995,Not Found!,None
HOOD,,,,Key Error,79.54,,,1.03 , 34.92 Bil ,,$0,,,,"$20,073",,,,,,, 179.3 ,
HOOK,HOOKIPA Pharma Inc.,6.54,-43.25702857142858,-1.811,4.80,-6.614224552206204,1.434653,1.20 , 108.60 Mil ,155569808,$-62.88,-32807000,127716000,-73017376,$40.22,10186000,1.0881863560732115,1.0515806988352747,6.32,6.01,0.111499995, -1.99 ,-2.796
HOPE,"Hope Bancorp, Inc.",13.41,30.84759183673469,1.041,8.00,2.300342418846733,0.8227695,, 1.39 Bil ,2157947904,$203.5,None,420487008,-1274199072,"$15,376.8",790433984,1.9075391180654337,1.9018492176386912,13.37,7.03,0.032899998,Not Found!,None
HOTH,"Hoth Therapeutics, Inc.",1.26,undefined,-0.677,N/A,undefined,1.4368483,N/A , 12.18 Mil ,17601934,$-7.74,-4423139,20354022,-9246886,$1.45,0,1.105263157894737,1.087719298245614,1.24,1.14,0.0082, -1.17 ,-1.805
HOVNP,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
HNDL,,25.71,,Key Error,,,None,,,,,,,,,,,,25.46,24.16,,,
HOWL,"Werewolf Therapeutics, Inc.",17.28,undefined,None,N/A,undefined,None,N/A , 308.31 Mil ,563808896,$0.00,None,84602000,-406698480,$8.86,2382000,1.5387355298308103,1.4877827248441673,16.7078,11.23,0.044099998, -16.84 ,-21.856
HPKEW,,,,Key Error,,,,N/A , - ,,$0.00,,,,$110.68,,,,,,, 22.79 ,
HPK,"HighPeak Energy, Inc.",9.25,undefined,None,N/A,undefined,None,4.40 , 825.42 Mil ,1036120128,$0.00,-99845872,9638000,-816104272,$110.68,374000,2.202380952380952,2.119047619047619,8.9,4.2,0.0513, 22.79 ,86.545
HQY,"HealthEquity, Inc.",61.83,2.1875902040816326,0.057,12.87,0.03538072463337591,2.889751,3.10 , 5.65 Bil ,7179077120,$98.8,132370496,736772992,-4605145216,"$1,286.0",1057913024,1.34941073766914,1.3481012658227849,61.77,45.82,0.0591, 40.03 ,38.725
HQI,"HireQuest, Inc.",19.8,undefined,-0.116,N/A,undefined,9.448307,7.34 , 278.93 Mil ,263609856,$10.72,-310592,2204648,-275843768,$27.82,3243084,2.9774436090225564,2.969924812030075,19.75,6.65,0.0224, 24.97 ,32.543
HROWL,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
HRMY,"Harmony Biosciences Holdings, I",37.1,undefined,None,N/A,undefined,None,5.30 , 2.13 Bil ,1826778880,$-50.7,-71282376,141168992,-1952218912,$233.1,194912992,1.4786767636508569,1.4360302909525708,36.03,25.09,0.0356, 30.38 ,33.729
HROW,"Harrow Health, Inc.",9.19,15.784326530612246,0.374,15.00,1.7175545735160225,8.73849,2.64 , 246.83 Mil ,235780416,$8.98,2375000,32117000,-220148072,$84.12,20772000,1.9763440860215051,1.9279569892473116,8.965,4.65,0.086899996, 14.29 ,37.125
HRZN,Horizon Technology Finance Corp,16.71,17.432081632653063,0.719,5.00,1.0432125453412964,1.5117854,, 534.06 Mil ,531906592,$-34.19,16281375,26737000,-302363032,$229.85,220202000,1.5149592021758842,1.5113327289211245,16.67,11.03,0.0217,Not Found!,None
