TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA
AACG,ATA Creativity Global,1.86,-16.30254416961131,-0.313,25.00,-8.764808693339413,0.3133202,-0.64 ,31858516,None,75232600,15302724,2.412,45096760,1.86,1.83,1.83,1,None,undefined,31376900,USD,China,strong_buy,-0.602
AACI,Armada Acquisition Corp. I,9.86,undefined,-0.085,,undefined,223.86365,,203538080,None,657590,-203330986,0.032,0,1.0556745182012848,1.0546038543897216,9.85,9.34,0.0001,undefined,20709500,USD,United States,none,None
AACIU,,10,,-0.085,,,228.66364,N/A ,,None,657590,,,0,,,10.0501,9.76,,,,,,,
AACIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",23.26,undefined,-8.896,N/A,undefined,3.3914487,,325233120,None,161375008,-350736928,7.723,613000,24.381551362683442,24.10901467505241,23,0.954,None,undefined,20894000,USD,United States,buy,-25.655
AADR,,63.8,,None,,,None,Not Found!,,,,,,,,,63.74,58.48,,,,,,,
AAL,"American Airlines Group, Inc.",19.34,778.5891731448763,-5.184,-105.10,40.257971724140454,None,0.18 ,44641214464,-1145750016,14535999488,2563466240,22.45,46655000576,1.2876165113182423,1.2250332889480693,18.4,15.02,0.16290002,-1.7694598793406136,647513984,USD,United States,hold,-9.388
AAME,Atlantic American Corporation,2.64,undefined,0.614,N/A,undefined,0.39609727,,79656728,31535250,14327000,-41102792,0.703,38295000,1.1838565022421526,1.1973094170403586,2.67,2.23,0.0229,1.5474689134680497,20378600,USD,United States,none,4.13
AAOI,"Applied Optoelectronics, Inc.",4.2,-68.22565371024734,-2.041,13.00,-16.244203264344605,0.4231007,0.34 ,222678336,-15275375,43534000,-68659136,1.595,154019008,1.0396039603960396,1.0,4.04,4.04,0.16610001,-0.559586740226247,27297600,USD,United States,hold,-7.246
AAON,"AAON, Inc.",72.11,42.39081272084806,1.33,12.00,0.5878631635119687,9.358302,22.44 ,3644694016,30429124,101813000,-3644691960,1.942,0,1.2176629517055049,1.188449848024316,70.38,59.22,0.033299997,0.5803983367666132,52428000,USD,United States,hold,32.301
AAPL,Apple Inc.,172.19,210.90428268551238,5.61,15.68,1.2248346749841013,45.05858,8.04 ,2898900549632,73295003648,62639001600,-2764355710976,3.818,136521998336,1.4817141381980898,1.4722485156182774,171.09,116.21,0.0058,4.487156304818299,16334399488,USD,United States,buy,24.111
AATC,Autoscope Technologies Corporat,6.26,23.79498233215548,0.537,20.00,3.80111538852324,1.6393015,29.61 ,25292806,1562000,8502000,-25289264,1.583,111000,1.541871921182266,1.536945812807882,6.24,4.06,0.0027,0.29075503237023054,5372220,USD,United States,none,12.308
AAWW,Atlas Air Worldwide Holdings,86.56,486.64544169611315,16.919,10.00,5.622059169317389,0.9092618,1.77 ,4233676800,196027008,773910976,-1612505664,26.661,2621171968,1.6969221721231131,1.6059596157616154,81.92,51.01,0.2232,6.7529620404915205,29028300,USD,United States,buy,4.482
AAXJ,,84.48,,None,,,None,Not Found!,,,,,,,,,84.01,79.8,,,,,,,
ABCB,Ameris Bancorp,55.14,143.14770318021203,5.58,8.00,2.596077315564237,1.3218694,,603620800,None,3777502976,-71234560,54.449,555707008,1.5065573770491802,1.4754098360655736,54,36.6,0.0417,undefined,69635200,USD,United States,buy,None
ABCM,Abcam plc,18.45,undefined,0.099,N/A,undefined,6.357805,33.38 ,4063990016,15400000,219900000,-4026216352,0.972,110500000,1.0764294049008167,1.0379229871645272,17.79,17.14,None,0.06728299051047693,228884000,USD,United States,buy,66.623
ABCL,AbCellera Biologics Inc.,10.86,18.523533568904593,0.644,10.00,1.7056660744847694,2.9637275,11.48 ,2336252672,167605184,753478976,-2076410048,2.676,31759000,1.094758064516129,1.0,9.92,9.92,0.1024,0.5952290415966714,281580992,USD,Canada,buy,7.826
ABGI,ABG Acquisition Corp. I,9.75,undefined,-0.099,,undefined,None,N/A ,187874704,None,617654,-187681866,0.032,0,1.0145681581685744,1.012486992715921,9.73,9.61,0.00029999999,undefined,15566300,USD,United States,none,None
ABIO,"ARCA biopharma, Inc.",2.04,undefined,-1.485,N/A,undefined,0.5142566,N/A ,-28697512,-10266125,58313000,29204598,4.047,507000,1.0299909118448956,1.0,1.9806,1.9806,0.022,-0.712425659780293,14410100,USD,United States,none,1.529
ABEO,Abeona Therapeutics Inc.,0.2705,undefined,-0.567,N/A,undefined,0.348659,-7.47 ,-33264204,-27067876,66998000,26971284,0.657,6165000,1.0607843137254902,1.0,0.255,0.255,0.0098,-0.18461495859989907,146618000,USD,United States,buy,0.612
ABNB,"Airbnb, Inc.",166,-1333.9879575971731,-7.886,100.30,-8.036072033717911,23.061455,6.14 ,97199013888,2307960832,7920702976,-96276744704,12.649,2430998016,1.2797779662323645,1.2354483077634724,160.25,129.71,0.0326,6.654559176988905,346824000,USD,United States,buy,-37.612
ABMD,"ABIOMED, Inc.",306.79,96.11257385159013,3.257,10.48,0.3132845720251316,9.898134,59.00 ,13315470336,170232128,650558976,-13054198272,14.299,7854000,1.17422589658208,1.1314157767826387,295.605,261.27,0.027999999,3.7415710313753503,45497500,USD,United States,buy,46.206
ABOS,"Acumen Pharmaceuticals, Inc.",5.4,-587.8076607773852,-9.312,32.10,-108.85327051433059,0.9330559,86.76 ,18575744,None,199964000,-17766224,4.941,0,1.0619469026548674,1.0058997050147493,5.115,5.085,0.0349,undefined,40470300,USD,United States,buy,None
ABSI,Absci Corporation,7.19,-75.94866431095407,-2.684,9.70,-10.563096566196672,1.5839695,5.63 ,394296960,None,279262016,-335545536,3.016,21715000,1.1748366013071896,1.0163398692810457,6.22,6.12,0.0428,undefined,92591504,USD,United States,hold,-8.135
ABST,Absolute Software Corporation,8.46,undefined,-0.137,N/A,undefined,22.889519,0.14 ,677423616,47355712,55869000,-346681432,1.123,280480000,1.0509316770186337,1.0012422360248447,8.06,8.05,None,0.9505247227050658,49820600,USD,Canada,buy,155.837
ABTX,"Allegiance Bancshares, Inc.",43.97,undefined,3.729,N/A,undefined,1.1392694,,236966848,None,903761024,-7515968,44.636,259760000,1.3550077041602464,1.3476117103235745,43.73,32.45,0.0185,undefined,20247500,USD,United States,hold,None
ABUS,Arbutus Biopharma Corporation,3.5,undefined,-0.917,N/A,undefined,None,-2.30 ,546865280,-36304124,121403000,-326337352,0.897,2741000,1.4403292181069958,1.390946502057613,3.38,2.43,0.069299996,-0.2683846716326532,135268992,USD,United States,buy,-8.361
ACABU,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,
ABVC,"ABVC Biopharma, Inc.",3.41,undefined,-0.418,N/A,undefined,10.578778,6.11 ,98972688,-6283795,3826929,-90297999,0.135,3501351,1.7487179487179487,1.6671794871794872,3.251,1.95,0.0081,-0.2196409222143771,28609400,USD,United States,none,-9.805
ACAH,Atlantic Coastal Acquisition Co,9.8202,undefined,None,,undefined,None,,424353024,None,212592,-424999888,0.005,0,1.0218730489073882,1.0218522372528618,9.82,9.61,None,undefined,34500000,USD,United States,none,None
