TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),
BAX,Baxter International Inc.,79.89,69.77006107,2.07,11.57,0.873326587,4.7400975,4.49, 43.34 Bil ,43860385792,"$1,354 ",1135624960,3182000128,-36895303680,6.328,"$11,147 ",6560000000,1.092587527,1.089715536,79.68,73.12,0.0165,18.17,16.354,-73.562
BB,BlackBerry Limited,10.26,44.33251908,-1.97,-21.9,4.320908293,3.887218,1.6, 5.98 Bil ,7687929856,$21.00 ,69625000,739000000,-5115704640,1.307,"$1,314.00 ",843000000,2.310810811,2.277027027,10.11,4.44,0.0941,-1252.17,75.372,-8.953
BBAR,Banco BBVA Argentina S.A.,3.77,undefined,None,31.93,undefined,None,,"-1,049,691,000.00",-1.61348E+11,"$1,389 ",None,1.75554E+11,1.74764E+11,859.562,"$7,722 ",10727999488,1.660792952,1.656387665,3.76,2.27,None,Not Found!,None,855.792
BBAX,,56.15,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,56.22,44.74,,Not Found!,,-56.15
BBC,,45.801,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,45.2351,38.516,,Not Found!,,-45.801
BBD,Banco Bradesco Sa,3.68,6.547267176,0.386,1.6,1.779148689,0.26345935,, 54.63 Bil ,1.3051E+11,"$26,856 ",None,4.06315E+11,3.64513E+11,41.846,"$283,503 ",4.91951E+11,1.069767442,1.076482558,3.7031,3.44,None,Not Found!,None,38.166
BBCA,,66.91,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,67.0862,45.54,,Not Found!,,-66.91
BBDC,"Barings BDC, Inc.",11.09,3.808854962,0.168,5,0.343449501,1.0100092,, 1.75 Bil ,1722610816,($477.10),-148500288,30703634,-694305070,0.47,"$1,062.20 ",1042675392,1.496626181,1.495276653,11.08,7.41,0.0049,Not Found!,None,-10.62
BBDO,Banco Bradesco Sa,3.26,undefined,0.393,,undefined,0.2260224,, 49.78 Bil ,1.1944E+11,"$26,856 ",None,4.06315E+11,3.66321E+11,41.846,"$283,503 ",4.91951E+11,1.055016181,1.0602589,3.2762,3.09,None,Not Found!,None,38.586
BBEU,,58.86,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,59.05,42.94,,Not Found!,,-58.86
BBL,BHP Group PlcSponsored,55.15,16.16412214,2.75,-5,0.293093783,2.846806,3.59, 143.37 Bil ,1.70165E+11,"$20,114 ",8365373952,9457000448,-1.27995E+11,3.74,"$53,322 ",23360000000,1.455913411,1.44720169,54.82,37.88,None,4.46,7.365,-51.41
BBJP,,57.2,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,57.68,48.318,,Not Found!,,-57.2
BBIN,,59.87,,Key Error,,,None,Not Found!,,,Not Found!,,,,,Not Found!,,,,60.14,46.14,,,,-59.87
BBN,,25.62,,Unexpected error:<class 'TypeError'>,,,None,, 2.21 Bil ,,$44.10 ,None,None,,,$712.70 ,None,,,25.44,23.63,,Not Found!,,-25.62
BBMC,,91.5878,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,91.6647,64.058,,Not Found!,,-91.5878
BBP,,50.8304,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,50.475,47.714,,Not Found!,,-50.8304
BBRE,,101.3728,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,101.18,68.77,,Not Found!,,-101.3728
BBSA,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
BBU,Brookfield Business Partners L.,47.31,33.35196641,1.794,2.57,0.704966527,3.2005587,1.1, 23.73 Bil ,38307180544,"$1,771 ",1859874944,3528000000,-264913664,23.791,"$42,329 ",25731999744,1.628571429,1.636144578,47.53,29.05,None,5.16,9.708,-23.519
BBSC,,66.8502,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,66.63,52.65,,Not Found!,,-66.8502
BBVA,Banco Bilbao Vizcaya Argentaria,6.53,18.58832061,0.705,7.2,2.846603463,0.9861846,, 47.56 Bil ,-51228712960,$0 ,None,1.56E+11,1.11312E+11,23.424,"$720,754 ",57417998336,2.436567164,2.481343284,6.65,2.68,None,Not Found!,None,16.894
BBUS,,81.26,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,81.56,59.09,,Not Found!,,-81.26
BBWI,,65.71,,Unexpected error:<class 'TypeError'>,10,,None,3.18, 24.06 Bil ,,"$2,044 ",1078875008,1988000000,,,"$11,580 ",8894000128,,,64.74,25.666937,,7.12,,-65.71
BC$A,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BC,Brunswick Corporation,99.93,235.2941985,5.962,15,2.354590198,4.762989,4.98, 8.13 Bil ,7934982144,$721 ,622324992,591000000,-7228380736,7.626,"$2,369 ",945000000,1.652554986,1.657185381,100.21,60.47,0.0336,8.35,8.071,-92.304
BC$B,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BBY,"Best Buy Co., Inc.",112.66,252.1233588,8.53,9.1,2.237913712,6.843722,4.97, 27.47 Bil ,26074662912,"$1,307 ",831374976,4405000192,-24058750976,17.909,"$14,244 ",4100000000,1.174397999,1.178984676,113.1,95.93,0.042600002,6.85,6.259,-94.751
BBW,"Build-A-Bear Workshop, Inc.",15.93,36.78954198,0.569,30,2.309450219,3.0575256,2.88, 316.38 Mil ,383406048,$26.60 ,26882750,45931000,-202603176,2.996,$179.10 ,126285000,5.455479452,5.297945205,15.47,2.92,0.0585,6.61,14.881,-12.934
BCAT,,19.64,,Unexpected error:<class 'TypeError'>,,,None,, 2.18 Bil ,,$,None,None,,,$0.00 ,None,,,19.45,19.3,,Not Found!,,-19.64
BCC,"Boise Cascade, L.L.C.",59.09,-3.728244275,4.44,-9,-0.063094335,2.7060776,5.76, 2.20 Bil ,2083469696,$385 ,379548992,653766976,-1656101568,16.622,"$1,432 ",537857984,1.601355014,1.591327913,58.72,36.9,0.0341,2.35,2.203,-42.468
BCD,,34.23,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,34.235,23.02,,Not Found!,,-34.23
BC$C,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BCE,"BCE, Inc.",51.54,41.69782595,2.209,2.74,0.809038144,2.5787995,1.31, 70.54 Bil ,76220030976,"$2,695 ",3570374912,1752000000,-44727118336,1.934,"$33,848 ",27726000128,1.291405663,1.28589326,51.32,39.91,None,9.28,9.214,-49.606
BCH,,16.43,,Unexpected error:<class 'TypeError'>,14.8,,1.647,, 16.00 Bil ,,"($3,832)",None,None,,,"$59,002 ",None,,,16.33,15.05,,Not Found!,,-16.43
BCI,,29.09,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,29.11,19.91,,Not Found!,,-29.09
BCM,,39.8798,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,40.0953,26.53,,Not Found!,,-39.8798
BCEI,"Bonanza Creek Energy, Inc.",51.85,46.53,1.179,15,0.897396336,1.0665153,2.16, 1.80 Bil ,1583632256,$100.50 ,208806368,24403000,-1628381512,0.791,$531.10 ,227856000,3.26511335,3.310768262,52.575,15.88,0.1192,26.11,12.525,-51.059
BCIM,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
BCSF,"Bain Capital Specialty Finance,",14.95,59.47464885,2.557,5.35,3.978237382,0.87707955,, 2.24 Bil ,2237722112,$314.80 ,15691375,31576000,-931693504,0.489,"$1,351.00 ",1306029056,1.676008969,1.667040359,14.87,8.92,0.0075,Not Found!,None,-14.461
BCO,Brinks Company (The),62.04,29.23984733,0.757,14.5,0.471306372,17.761879,1.48, 5.54 Bil ,5696204288,$325 ,403524992,661600000,-2428504064,13.287,"$5,276 ",3139099904,1.483855537,1.481942119,61.96,41.81,0.098900005,10.47,10.574,-48.753
BCV,12944,30.02,undefined,11.52,N/A,undefined,0.9163846,, 195.72 Mil ,195716048,$0.00 ,None,38248,-165716168,0.007,$2.24 ,0,1.223807583,1.220953934,29.95,24.53,0.0011,Not Found!,None,-30.013
BCS,Barclays PLC,10.84,19.10473282,1.44,-0.6,1.762429227,0.7056503,,"-106,992,430,000.00",57862692864,$0 ,None,6.25297E+11,5.78596E+11,146.544,"$1,834,806 ",6.34775E+11,2.072657744,2.10709369,11.0201,5.23,None,Not Found!,None,135.704
BCX,,9.38,,Unexpected error:<class 'TypeError'>,,,None,, 839.89 Mil ,,$54.60 ,None,None,,,$6.70 ,None,,,9.42,5.55,,Not Found!,,-9.38
BCV$A,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BDCZ,,19.8409,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,19.8622,13.09,,Not Found!,,-19.8409
BDCX,,39.3996,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,39.4699,22.322,,Not Found!,,-39.3996
BDEC,,33.89,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,33.862,27.355,,Not Found!,,-33.89
BDJ,Blackrock Enhanced Equity Divid,10.15,undefined,-0.101,N/A,undefined,1.0930481,, 1.90 Bil ,1867260160,$123.50 ,10328723,214318,-1900736466,0.001,$21.10 ,0,1.452074392,1.445579399,10.1046,6.99,0.0004,Not Found!,None,-10.149
BDC,Belden Inc,61.69,-10.74872977,-0.343,10.16,-0.174237798,3.2294,1.96, 3.87 Bil ,3617936896,$129 ,265806256,423291008,-2287432832,9.437,"$2,396 ",1593058944,2.046781685,2.008958195,60.55,30.14,0.0327,13.13,11.73,-52.253
BDRY,,37.28,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,35.15,6.1,,Not Found!,,-37.28
BDL,"Flanigan's Enterprises, Inc.",27.17,undefined,1.721,N/A,undefined,1.1839411,2.77, 65.82 Mil ,72396256,$4.20 ,3663000,31953000,-18555812,17.192,$63.80 ,47266000,1.646666667,1.635151515,26.98,16.5,0.0047,2.78,6.66,-9.978
BDN,Brandywine Realty Trust,14.08,40.4010687,1.782,5,2.869394084,1.3552302,0.64, 4.27 Bil ,4260223744,$71.10 ,None,47730000,-2356256176,0.279,"$2,138.50 ",1911451008,1.646783626,1.644444444,14.06,8.55,0.09819999,7.95,21.19,-13.801
BDR,"Blonder Tongue Laboratories, In",1.04,undefined,-0.56,N/A,undefined,8.031496,-1.43, 17.45 Mil ,20122146,($1.16),1131250,344000,-11855710,0.028,$8.42 ,5411000,1.195402299,1.149425287,1,0.87,0.0717,-12.5,-5.114,-1.012
BDXB,,52.63,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,4432000000,3176999936,,,Not Found!,17732999168,,,52.29,50.73,,,,-52.63
BDX,"Becton, Dickinson and Company",242.68,175.3000305,5.612,10.1,0.722350546,2.825244,2.3, 83.82 Bil ,89709928448,"$4,198 ",4432000000,3176999936,-66956669952,11.062,"$30,197 ",17732999168,1.07309308,1.062215344,240.22,226.15,0.013200001,17.34,15.208,-231.618
BECO,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
BEDU,Bright Scholar Education Holdin,2.91,3.395523664,0.083,15.86,1.16684662,0.11534501,0.89, 642.05 Mil ,2625637888,$66.20 ,146479376,3261410048,2927476448,27.332,"$1,111.30 ",4999169024,1.222689076,1.158865546,2.7581,2.38,None,11.47,6.359,24.422
BEKE,KE Holdings Inc,20.89,undefined,None,3.18,undefined,None,4.08, 18.60 Bil ,20329304064,"$1,176 ",5709890048,49084391424,22860773376,41.216,"$5,931 ",7852758016,1.378877888,1.383828383,20.965,15.15,None,29.08,2.94,20.326
BE,Bloom Energy Corporation,21.83,-39.83175573,-0.708,25,-1.824633794,603.71423,-0.93, 4.65 Bil ,5574997504,($146.70),-139206880,180719008,-3461881440,1.048,"$1,434.40 ",1065259008,1.764753436,1.702506063,21.06,12.37,0.1204,-342.44,1429.853,-20.782
BEDZ,,26.4051,,Key Error,,,None,Not Found!,,,Not Found!,,,,,Not Found!,,,,26.44,21.61,,,,-26.4051
BEN,"Franklin Resources, Inc.",30.14,50.07959084,1.558,10.64,1.661565721,1.4603684,2.3, 17.95 Bil ,17434449920,"$1,005 ",-495075008,3856199936,-11331189504,7.669,"$11,698 ",4028499968,1.677239844,1.670005565,30.01,17.97,0.059,7.82,7.937,-22.471
BEP$A,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BERY,"Berry Global Group, Inc.",61.69,173.3634595,5.118,11.67,2.810236011,3.2360284,1.62, 18.30 Bil ,19098540032,$779 ,774249984,843000000,-7725847872,6.249,"$14,624 ",11025999872,1.350481611,1.360770578,62.16,45.68,0.0318,8.84,8.34,-55.441
BEP,Brookfield Renewable Partners L,38.22,-87.90696183,-0.847,53.3,-2.300025166,2.2004395,0.32, 29.22 Bil ,50060709888,$252 ,725000000,626000000,-9852436352,1.322,"$29,390 ",19406000128,1.106222865,1.091094067,37.6973,34.55,0.0034,13.36,21.578,-36.898
BEPC,Brookfield Renewable Corporatio,39.97,undefined,-6.105,N/A,undefined,9.301462,-0.12, 19.39 Bil ,36924342272,($222),7052749824,396000000,-6507219200,1.094,"$27,361 ",12933999616,1.07793959,1.067152104,39.57,37.08,None,-35.73,19.172,-38.876
BEPH,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BERZ,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
BEST,BEST Inc.,1.91,-61.82083969,-0.759,40,-32.36693178,0.6510852,-0.23, 1.98 Bil ,8697684992,($64),-2084259456,909172992,152182976,2.34,"$2,754 ",8922178560,2.053763441,2.043010753,1.9,0.93,None,-7.46,-4.728,0.43
BETZ,,30.31,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,30.28,19.25,,Not Found!,,-30.31
BF-B,Brown Forman Inc,69.55,53.32598473,1.88,8.39,0.766728752,12.487383,Not Found!,,34895314944,Not Found!,593374976,1150000000,-31306710144,2.402,Not Found!,2628000000,1.049811321,1.037886792,68.76,66.25,None,,31.926,-67.148
BFAM,Bright Horizons Family Solution,161.34,5.332396947,0.056,48.2,0.033050681,7.5905848,3.06, 11.33 Bil ,10524217344,$208 ,52341500,442124000,-9555761440,7.244,"$2,470 ",1844236032,1.231509045,1.236546828,162,131.01,0.0231,70.44,155.108,-154.096
BFEB,,31.3014,,Key Error,,,None,Not Found!,,,Not Found!,,,,,Not Found!,,,,31.39,24.9,,,,-31.3014
BF-A,Brown Forman Inc,65.3,undefined,1.88,,undefined,11.806057,Not Found!,,33238810624,Not Found!,593374976,1150000000,-31525395584,2.402,Not Found!,2628000000,1.052207541,1.042217209,64.68,62.06,0.002,,30.411,-62.898
BFK,BlackRock Municipal Income Trus,15.15,undefined,0.268,N/A,undefined,1.0770541,, 682.13 Mil ,1104721792,$26.30 ,26153696,39546,-680686342,0.001,$413.70 ,409950496,1.122222222,1.120740741,15.13,13.5,0.001,Not Found!,None,-15.149
BFLY,"Butterfly Network, Inc.",11.22,undefined,None,N/A,undefined,None,6.75, 2.17 Bil ,2161524992,$0.00 ,None,545291008,-1490077184,2.851,$184.91 ,0,1.219565217,1.156521739,10.64,9.2,None,-1031.14,-11.988,-8.369
BFOR,,60.9655,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,61.1171,41.97,,Not Found!,,-60.9655
BFS,"Saul Centers, Inc.",46.73,30.22867176,1.118,7.6,0.646879344,4.213184,0.55, 2.41 Bil ,2457606144,$103.30 ,89508304,14857000,-1063557976,0.63,"$1,207.50 ",1133089152,1.939809049,1.904109589,45.87,24.09,0.012300001,15.71,16.583,-46.1
BFTR,,51.3,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,51.09,35.22,,Not Found!,,-51.3
BFS$D,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BFS$E,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BFZ,BlackRock California Municipal ,14.52,undefined,0.815,,undefined,0.8937376,, 454.83 Mil ,780822720,$18.13 ,9759957,430802,-454023854,0.014,$317.14 ,314575840,1.125581395,1.123255814,14.49,12.9,0.0001,Not Found!,None,-14.506
BG,Bunge Limited Bunge Limited,85.87,113.984687,14.441,-3.8,1.327409887,2.0337293,3.62, 19.96 Bil ,19145388032,"($3,841)",-1570875008,901000000,-11208579264,6.358,"$17,754 ",7997000192,1.590185185,1.584814815,85.58,54,0.0234,6.26,7.821,-79.512
BGB,,14.09,,Unexpected error:<class 'TypeError'>,,,None,, 934.91 Mil ,,$26.50 ,None,None,,,$489.40 ,None,,,13.95,11.6,,Not Found!,,-14.09
BGH,,17.32,,Unexpected error:<class 'TypeError'>,8,,None,, 484.15 Mil ,,($23.30),None,None,,,$165.20 ,None,,,17.33,12.75,,Not Found!,,-17.32
BGIO,,4.65,,Unexpected error:<class 'TypeError'>,,,None,, 103.33 Mil ,,$52.25 ,None,None,,,$1.39 ,None,,,4.6445,4.6445,,Not Found!,,-4.65
BGI,Birks Group Inc.,3.52,undefined,-0.262,N/A,undefined,None,0.11, 185.58 Mil ,199699744,($3.40),-163250,1807000,-67476240,0.099,$161.60 ,152420000,5.333333333,5.227272727,3.45,0.66,0.0228,93.26,161.439,-3.421
BGLD,,18.975,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,18.72,18.49,,Not Found!,,-18.975
BGR,BlackRock Energy and Resources ,10.22,undefined,-3.871,N/A,undefined,1.257954,, 299.24 Mil ,259006464,$19.44 ,6239716,58926,-299176434,0.002,$4.97 ,0,1.892592593,1.898148148,10.25,5.4,0.0012,Not Found!,None,-10.218
BGSF,,12.42,,Unexpected error:<class 'TypeError'>,20,,1.8419453,3.67, 175.02 Mil ,,$7.50 ,7074008,None,,,$71.20 ,45891504,,,12.12,7.41,,10.5,,-12.42
BGSX,Build Acquisition Corp.,9.72,undefined,None,,undefined,48.600002,, 242.07 Mil ,242216496,$,None,783506,-242216494,0.031,$16.70 ,0,1.0125,1.009375,9.69,9.6,None,-1071.12,None,-9.689
BGT,BlackRock Floating Rate Income ,13.52,undefined,1.834,N/A,undefined,0.97279406,, 425.33 Mil ,425327232,$9.08 ,None,1503138,-294324958,0.067,$167.35 ,131002672,1.234703196,1.205479452,13.2,10.95,0.0037,Not Found!,None,-13.453
BGX,,15.35,,Unexpected error:<class 'TypeError'>,,,None,, 291.75 Mil ,,$4.54 ,None,None,,,$153.65 ,None,,,15.16,12.27,,Not Found!,,-15.35
BGY,,6.22,,Unexpected error:<class 'TypeError'>,N/A,,0.9108187,, 649.96 Mil ,,$40.70 ,13648587,None,,,$11.00 ,551587,,,6.2058,4.94,,Not Found!,,-6.22
BGS,"B&G Foods, Inc. B&G Foods, Inc.",29.46,22.71877863,1.691,-0.5,0.771173748,2.2190557,1.63, 4.19 Bil ,4194799616,$65 ,-8705500,40322000,-1827317936,0.622,"$2,920 ",2367511040,1.166270784,1.139350752,28.78,25.26,0.3312,12.27,12.002,-28.838
BH,Biglari Holdings Inc.,167.28,undefined,325.559,N/A,undefined,0.16923623,2.87, 516.27 Mil ,101903040,$168.60 ,2069375,124306000,-394794128,200.302,$320.40 ,122384000,2.065185185,2.065308642,167.29,81,None,2.82,1.599,33.022
BH-A,Biglari Holdings Inc.,832.21,undefined,325.559,,undefined,0.8418415,Not Found!,,514540864,Not Found!,2069375,124306000,-393931984,200.302,Not Found!,122384000,1.9511629,1.940002813,827.45,426.52,0.0092,,8.074,-631.908
BHB,"Bar Harbor Bankshares, Inc.",28.52,undefined,2.372,N/A,undefined,1.0253638,, 592.71 Mil ,735309952,$29.40 ,None,60124000,-366272256,4.013,"$3,224.10 ",369036992,1.412580485,1.409608717,28.46,20.19,0.0091,Not Found!,None,-24.507
BHG,"Bright Health Group, Inc.",7.84,156.0703511,-2.038,-54.1,19.90693254,2.2875435,2.6, 3.89 Bil ,3204907264,$0 ,None,1789656064,-3163896832,2.84,"$1,450 ",0,1.159763314,1.134615385,7.67,6.76,0.0173,-55.63,-11.378,-5
BHE,"Benchmark Electronics, Inc.",26.39,27.88760305,0.79,12.52,1.056748884,0.95745856,2.71, 786.19 Mil ,792807040,$106 ,125801248,369300992,-557256896,10.379,$852 ,235550000,1.341637011,1.322318251,26.01,19.67,0.028199999,8.58,8.14,-16.011
BHIL,,7,,Unexpected error:<class 'TypeError'>,,,None,, 1.25 Bil ,,$,None,42626000,,,$0.00 ,67415000,,,6.8,5.5,,Not Found!,,-7
BHC,Bausch Health Companies Inc.,28.43,-104.2477557,-3.609,8.7,-3.66682222,None,0.04, 32.95 Bil ,33095460864,"$1,190 ",1975874944,642000000,-9594941312,1.789,"$30,653 ",23438999552,1.768034826,1.771144279,28.48,16.08,0.0429,20.06,10.168,-26.641
BHK,Blackrock Core Bond Trust Black,16.1,undefined,None,N/A,undefined,0.9632107,, 1.32 Bil ,1184015488,($152.24),-57561480,1582153,-853030199,0.029,$487.40 ,304837056,1.075484302,1.058116232,15.84,14.97,0.0017,Not Found!,None,-16.071
BHP,BHP Group Limited,57.65,16.16412214,2.75,-5,0.280383732,2.9708498,3.69, 146.96 Bil ,2.03566E+11,"$20,628 ",8365373952,9457000448,-1.35881E+11,3.74,"$53,322 ",23360000000,1.229211087,1.22196162,57.31,46.9,None,4.8,8.811,-53.91
BHLB,"Berkshire Hills Bancorp, Inc.",27.01,-309.009313,-9.946,10,-11.44055213,1.1582962,, 1.54 Bil ,-195633696,$109.90 ,None,1835533952,451511424,38.15,"$11,097.90 ",386537984,2.493998153,2.493998153,27.01,10.83,0.053200003,Not Found!,None,11.14
BHR$B,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BHR$D,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BHR,Braemar Hotels & Resorts Inc.,4.83,-123.945313,-3.101,15.3,-25.66155548,0.71721315,0.08, 1.33 Bil ,1417538688,$4.50 ,2353750,157676992,-89208048,2.671,"$1,409.90 ",1204972032,2.225806452,2.246543779,4.875,2.17,0.0558,49.87,80.033,-2.159
BHV,BlackRock Virginia Municipal Bo,18.07,undefined,0.082,N/A,undefined,1.1733767,, 29.08 Mil ,45376292,$1.44 ,565904,14062,-29075204,0.009,$16.56 ,16421260,1.159820282,1.158536585,18.05,15.58,0.0007,Not Found!,None,-18.061
BIDS,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
BIBL,,43.9,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,44.1,32.251,,Not Found!,,-43.9
BHVN,Biohaven Pharmaceutical Holding,134.79,undefined,-14.281,N/A,undefined,None,-2.01, 8.72 Bil ,8194789888,($831.70),-429029120,366107008,-8328416896,5.598,"$1,302.50 ",469728992,2.154227265,2.123541633,132.87,62.57,0.0746,-11.66,-11.378,-129.192
BIGZ,,17.92,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,None,None,,,Not Found!,None,,,17.73,17.21,,,,-17.92
BIGY,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,,0
BIF,,13.38,,Unexpected error:<class 'TypeError'>,N/A,,1.0128678,, 1.54 Bil ,,$0.00 ,None,None,,,$227.10 ,222882912,,,13.44,9.41,,Not Found!,,-13.38
BIG,"Big Lots, Inc.",46.37,207.7512733,17.622,-1.48,4.480294873,1.2789737,3.66, 2.93 Bil ,2957344000,($70),-143365632,293321984,-1316029184,9.01,"$2,669 ",1711078016,1.11039272,1.104166667,46.11,41.76,0.2432,6,6.057,-37.36
BIL,,91.44,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,91.44,91.44,,Not Found!,,-91.44
BILL,"Bill.com Holdings, Inc.",300.64,-109.980687,-1.701,30,-0.36582187,54.39096,5.44, 30.53 Bil ,28083347456,($16.60),-108747624,1167229056,-26482091904,12.315,"$3,439.60 ",1086784000,3.370781478,3.259558246,290.72,89.19,0.089499995,-300,-311.653,-288.325
BILS,,100.03,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,100.03,100.02,,Not Found!,,-100.03
BIO,"Bio-Rad Laboratories, Inc.",720.11,6001.186198,135.872,17.8,8.333707626,2.0240762,6.17, 20.62 Bil ,20569348096,$587 ,530659744,1161398016,-20443535616,39.009,"$3,523 ",212036992,1.419719254,1.406135405,713.22,507.22,0.023599999,3.84,28.91,-681.101
BIP$B,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BIO-B,"Bio-Rad Laboratories, Inc.",759.905,undefined,135.872,,undefined,2.0707028,Not Found!,,21025761280,Not Found!,530659744,1161398016,-22261467392,39.009,Not Found!,212036992,1.475543689,1.397864078,719.9,515,0,,29.552,-720.896
BIT,,18.78,,Unexpected error:<class 'TypeError'>,,,None,, 699.69 Mil ,,($4.40),None,None,,,$475.10 ,None,,,18.6,15.6,,Not Found!,,-18.78
BIPC,Brookfield Infrastructure Partn,59.81,undefined,None,,undefined,None,0.05, 6.87 Bil ,7889423360,$313 ,1811374976,370000000,-2322079360,7.982,"$10,324 ",4565000192,1.139021139,1.138640259,59.79,52.51,None,10.69,6.409,-51.828
BIPH,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BIP$A,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,,0
BITQ,,24.08,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,24.59,18.15,,Not Found!,,-24.08
BIP,Brookfield Infrastructure Partn,57.06,44.4930687,0.532,41.3,0.779759353,4.1125107,0.64, 37.21 Bil ,57845837824,$927 ,2060000000,2396000000,-14604748032,8.105,"$38,827 ",26301999104,1.349255143,1.354457319,57.28,42.29,None,6.05,12.792,-48.955
BITE,Bite Acquisition Corp.,9.69,undefined,None,,undefined,49.897434,Not Found!,Not Found!,247136896,Not Found!,None,243627,-249233557,0.01,Not Found!,0,1.014659686,1.014659686,9.69,9.55,None,Not Found!,None,-9.68
BJ,"BJ's Wholesale Club Holdings, I",58.27,41.3190229,2.929,-0.1,0.709095983,19.14703,4.14, 10.87 Bil ,9623231488,$411 ,301848992,62954000,-7848306160,0.459,"$4,859 ",3161359872,1.61546992,1.59828112,57.65,36.07,0.1381,13.87,12.056,-57.811
