TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE)
ACEV,ACE Convergence Acquisition Cor,9.94,undefined,-0.15,,undefined,None,N/A , 285.78 Mil ,285780864,$0.00,None,15842,-285471678,0.001,$23.79,309210,1.0142857142857142,1.0122448979591836,9.92,9.8,0.016900001,  -49.43,None
ACER,,,,Key Error,N/A,,,-6.13 , 21.51 Mil ,,$-2.63,,,,,$30.39,,,,,,,  -1.22,
ACGL,Arch Capital Group Ltd.,42.29,486.7143243243244,4.961,49.25,11.508969598588896,1.297445,, 19.00 Bil ,15486185472,"$3,135",968958400,4323366912,-11990795264,11.244,"$31,396",2724148992,1.3541466538584694,1.3435798911303234,41.96,31.23,0.0069999998,  8.12,6.496
ABUS,,,,Key Error,N/A,,,-0.37 , 603.68 Mil ,,$-63.69,,,,,$35.46,,,,,,,  -9,
ACHL,Achilles Therapeutics plc,4.89,-57.32367567567568,-2.884,3.20,-11.722633062510365,0.61618316,N/A ," -80,474,000.00 ",-80601848,$0.00,None,281875008,93880800,6.942,$24.89,13279000,1.101351351351351,1.0,4.44,4.44,None,  1.4,1.445
ACB,,,,Key Error,N/A,,,-1.09 , 1.17 Bil ,,$-130.1,,,,,$422.5,,,,,,,  -3.41,
ACKIT,,10.11,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$-0.39,None,677130,,,$0.82,0,,,10.09,9.84,,Not Found!,
ACGLO,Arch Capital Group Ltd. - Depos,25.64,undefined,4.961,,undefined,0.78706545,Not Found!,,9095700480,Not Found!,968958400,4323366912,-10621204480,11.244,Not Found!,2724148992,1.0078616352201257,1.0043238993710693,25.55,25.44,None,,3.815
ACKIW,,,,Key Error,,,,N/A , - ,,$-0.39,,,,,$0.82,,,,,,,Not Found!,
ACAD,,,,Key Error,25.00,,,8.61 , 2.55 Bil ,,$-133.1,,,,,$150.7,,,,,,,  -13.45,
ACHC,"Acadia Healthcare Company, Inc.",57.24,-193.28418532818537,-7.495,6.68,-3.376732797487515,2.0544038,2.14 , 6.40 Bil ,6486925312,$259,47268500,196312992,-4857168480,2.183,"$2,160",1567682048,1.3720038350910835,1.3250239693192714,55.28,41.72,0.0405,  13.9,13.066
ACIU,AC Immune SA,5.02,undefined,-1.073,N/A,undefined,1.6904845,6.73 , 150.17 Mil ,243492480,$-76.86,-42910752,199135008,-153230592,2.739,$26.20,2697000,1.0502092050209204,1.0,4.78,4.78,0.0379,  -2,-3.359
ACKIU,,10.38,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$-0.39,None,363621,,,$0.82,0,,,10.38,8.14,,Not Found!,
ACGLN,,25.56,,Unexpected error:<class 'TypeError'>,,,0.78307337,Not Found!,,,Not Found!,968958400,4323366912,,,Not Found!,2724148992,,,25.42,24.98,,,
ACQRW,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,
ACHV,"Achieve Life Sciences, Inc.",7.1,-179.77227799227802,-4.503,15.00,-25.320039153841975,1.8986652,N/A , 32.67 Mil ,32670188,$-26.70,-15321500,33312000,-32579172,3.524,$3.10,91000,1.083969465648855,1.0534351145038168,6.9,6.55,0.0468,  -1.07,-1.073
ACTDW,,,,Key Error,,,,, - ,,$,,,,,$28.75,,,,,,,  -338.88,
ACIW,"ACI Worldwide, Inc.",29.82,28.000308880308886,0.804,12.00,0.9389774943094864,2.932242,2.15 , 4.48 Bil ,4777502720,$248,308867360,146212992,-3365940608,1.245,"$1,989",1179486976,1.0503698485382176,1.0285311729482212,29.2,28.39,0.0223,  14.41,19.71
ACNB,ACNB Corporation,28.84,undefined,3.115,N/A,undefined,0.97462785,," -427,161,000.00 ",-264835504,$40.21,None,592865984,341786256,67.979,"$2,522.95",88019000,1.1986699916874481,1.1928512053200333,28.7,24.06,0.0038,Not Found!,None
ACT,,21.36,,Unexpected error:<class 'TypeError'>,,,None,, 3.74 Bil ,,$0.0,312278496,447822016,,,"$1,789.9",759702976,,,20.8,19.25,,  11.87,
ACQR,Independence Holdings Corp.,9.78,undefined,None,,undefined,None,, 605.24 Mil ,603269824,$,None,1556501,-605931819,0.025,$37.47,0,1.0155763239875388,1.0124610591900312,9.75,9.63,None,  1369.32,None
ACLS,"Axcelis Technologies, Inc.",63.99,77.99976833976835,1.611,20.00,1.218936839190004,4.2790055,8.10 , 1.84 Bil ,1354926080,$98.5,12416000,219731008,-1862118720,6.545,$199.3,55400000,2.305115273775216,2.2082132564841497,61.3,27.76,0.0325,  17.51,17.472
ACMR,"ACM Research, Inc.",81.57,51.273590733590744,1.059,20.00,0.6285839246486545,10.0858755,5.34 , 1.49 Bil ,1949443328,$-50.3,-14555000,105799000,-1387957544,5.573,$227.0,47881000,1.3407297830374751,1.2531229454306376,76.24,60.84,0.0709,  48.68,77.627
ACWI,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,
ACQRU,,9.98,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,1556501,,,$37.47,0,,,9.92,9.82,,  1369.32,
ACST,"Acasti Pharma, Inc.",1.29,undefined,0.027,N/A,undefined,7.0909085,4.07 , 1.41 Mil ,-13636665,$-15.48,-9350500,57722000,-172798416,2.216,$5.59,66000,1.1217391304347828,1.0,1.15,1.15,0.0231,  -0.09,1.493
ACWX,,55.1,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,54.4,51.38,,Not Found!,
ACTDU,,10.37,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,1164577,,,$28.75,0,,,10.355,9.73,,  -338.88,
ADALU,,10.1,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,4869,,,$0.73,85000,,,10.0801,10.05,,Not Found!,
ACTD,ArcLight Clean Transition Corp.,10.1,undefined,None,,undefined,None,, 387.68 Mil ,379232256,$,None,1164577,-344587935,0.03,$28.75,0,1.0509885535900105,1.0354422476586889,9.9506,9.61,None,  -338.88,None
ACOR,"Acorda Therapeutics, Inc.",2.61,-952.9864864864866,-14.959,29.00,-365.1289220254738,0.11294247,-3.18 , 180.37 Mil ,186502544,$-43.6,10166875,45714000,18347976,4.111,$301.6,187075008,1.074074074074074,1.0,2.43,2.43,0.0521,  -1.64,-4.482
ACXP,,4.22,,Unexpected error:<class 'TypeError'>,,,None,N/A , 39.83 Mil ,,$-4.47,None,17095596,,,$0.71,0,,,4.15,3.71,,  -3.53,
ACRS,"Aclaris Therapeutics, Inc.",12.69,-202.09675675675683,-1.435,74.40,-15.925670351202273,5.797774,6.60 , 568.13 Mil ,812741824,$-43.92,-26753750,128295000,-611074984,2.462,$46.91,14047000,3.657060518731988,3.5273775216138326,12.24,3.47,0.050100002,  -9.48,-17.866
ACVA,ACV Auctions Inc.,21.97,undefined,None,0.80,undefined,None,5.31 , 2.73 Bil ,2536968960,$65.5,None,664323968,-2647253888,4.286,$404.2,2204000,1.3603715170278639,1.2712074303405574,20.53,16.15,0.0525,  -49.97,-80.716
ACTG,Acacia Research Corporation,4.98,-35.92540540540541,-0.742,20.00,-7.213936828394659,2.0441053,0.51 ," -206,488,000.00 ",26265240,$-45.86,-17891250,475737984,238210784,9.654,$500.29,117056000,1.4310344827586208,1.339080459770115,4.66,3.48,0.0517,  -4.8,-1.642
ADGI,,,,Key Error,,,,N/A , 4.43 Bil ,,$-111.52,,,,,$53.06,,,,,,,  -30.82,
ADERW,,,,Key Error,,,,N/A , - ,,$,,,,,$0.00,,,,,,,Not Found!,
ADERU,,10.1301,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,679925,,,$0.00,0,,,10.17,9.86,,Not Found!,
ADAP,Adaptimmune Therapeutics plc,3.73,-14.993127413127414,-0.929,1.00,-4.0196052045918,1.7998995,-0.36 , 345.06 Mil ,305018048,$-158.39,-79465248,317944000,-238735232,2.045,$112.55,22742000,1.1068249258160237,1.0474777448071215,3.53,3.37,None,  -2.3,-2.273
ADER,26 Capital Acquisition Corp.,9.85,undefined,None,,undefined,None,, 337.32 Mil ,337226336,$,None,679925,-336538827,0.02,$0.00,0,1.0292580982236155,1.0250783699059562,9.81,9.57,None,Not Found!,None
ADBE,Adobe Inc.,671.88,528.6453220077221,11.538,18.47,0.7868150890154821,21.275063,17.61 , 291.87 Bil ,301443776512,"$6,594",5496374784,5768000000,-288933367296,12.107,"$11,730",4693000192,1.596748894909454,1.436142402205428,604.3,420.78,0.0101,  46.19,52.617
ADOCR,,0.36,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,None,727773,,,Not Found!,0,,,0.36,0.36,,,
ACRX,"AcelRx Pharmaceuticals, Inc.",0.6126,undefined,-0.357,N/A,undefined,None,-9.57 , 40.54 Mil ,117386136,$-31.76,-19224876,67345000,-1377432,0.565,$115.28,20369000,1.0747368421052632,1.0,0.57,0.57,0.1338,  -1.28,-3.618
ADOCW,,,,Key Error,,,,N/A , - ,,$,,,,,$0.08,,,,,,,Not Found!,
ADES,"Advanced Emissions Solutions, I",6.36,-25.64061776061776,-0.258,50.00,-4.031543673053107,1.189687,4.85 , 67.04 Mil ,98799408,$37.03,19081500,41335000,-80472176,2.258,$40.75,13083000,1.3826086956521741,1.3721739130434785,6.312,4.6,0.0323,  0.79,12.76
ADNWW,,,,Key Error,,,,N/A , - ,,$-31.42,,,,,$37.83,,,,,,,  -32.33,
ADAG,Adagene Inc.,8,undefined,None,N/A,undefined,None,-1.33 , 137.99 Mil ,707409536,$,-12611279,75151000,-262983080,1.727,$173.65,7980965,1.0856289862939341,1.0349708237209934,7.6267,7.369,None,  -3.34,-16.726
ADI,"Analog Devices, Inc.",180.63,173.68277992277996,4.19,15.90,0.9615389465912637,5.480312,4.36 , 101.95 Bil ,67948748800,"$2,391",2059701120,1480701056,-65199532928,4.021,"$14,330",5330696192,1.2949315363108465,1.2811671087533156,178.71,139.49,0.0233,  39.39,23.206
ADILW,,,,Key Error,,,,N/A , - ,,$-12.26,,,,,$3.25,,,,,,,  -2.9,
ADRE,,47.3,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,45.33,45.33,,Not Found!,
ADOC,Edoc Acquisition Corp.,10.22,undefined,None,,undefined,None,N/A , 120.45 Mil ,117902424,$,None,727773,-119554979,0.062,$0.07,0,1.0375634517766499,1.0345177664974619,10.19,9.85,0.00029999999,Not Found!,None
ADN,"Advent Technologies Holdings, I",7.22,undefined,None,N/A,undefined,None,4.11 , 364.08 Mil ,334750912,$0.00,-11274415,116109056,-209098272,2.517,$37.83,182140,1.100609756097561,1.0548780487804879,6.92,6.56,0.1074,  -32.33,-33.216
ADVWW,,,,Key Error,,,,N/A , - ,,$314.78,,,,,"$3,258.70",,,,,,,  14.52,
AEACW,,,,Key Error,,,,N/A , - ,,$,,,,,$0.42,,,,,,,Not Found!,
ADIL,"Adial Pharmaceuticals, Inc",2.68,undefined,-0.973,N/A,undefined,8.215385,N/A , 48.54 Mil ,62859284,$-12.26,-4758694,5209845,-43393503,0.257,$3.25,273287,1.675,1.5881875,2.5411,1.6,0.084300004,  -2.9,-3.928
AEAEU,,,,Key Error,,,,, - ,,$,,,,,$0.39,,,,,,,Not Found!,
AEHA,,,,Key Error,,,,, 132.16 Mil ,,$,,,,,$3.16,,,,,,,  -1536.72,
ADXN,Addex Therapeutics Ltd,6.87,undefined,None,,undefined,None,-21.75 , 23.61 Mil ,27084014,$-12.10,-6300243,18146520,-34239080,3.191,$5.11,420161,1.0327720986169573,1.0,6.652,6.652,None,  -1.72,-2.114
AEHAU,,,,Key Error,,,,, - ,,$,,,,,$3.16,,,,,,,  -1536.72,
ADMA,ADMA Biologics Inc,1.36,undefined,-0.775,N/A,undefined,1.4113785,-1.05 , 319.97 Mil ,258670608,$-124.56,-90639216,61965708,-103399380,0.483,$135.86,100150160,1.3465346534653466,1.2574257425742574,1.27,1.01,0.1169,  -5.68,-5.03
ADMP,Adamis Pharmaceuticals Corporat,0.7307,undefined,-0.637,N/A,undefined,18.427027,-5.26 , 73.55 Mil ,157822432,$-37.74,-8622978,6855355,-94655117,0.046,$10.61,6858474,1.55468085106383,1.4074468085106384,0.6615,0.47,0.074,  -1.42,-4.687
ADSK,"Autodesk, Inc.",257.66,347.69941621621626,5.836,26.57,1.3494505014989375,50.50107,5.14 , 58.20 Bil ,69707268096,"$1,384",1408024960,924899968,-56062862720,4.207,"$7,251",2084999936,1.0514588859416447,1.0328504386859825,253.1,245.05,0.0119,  71.88,91.539
ADV,Advantage Solutions Inc.,7.41,undefined,None,14.46,undefined,None,0.86 , 4.24 Bil ,5670949376,$315,None,163651008,-2208801344,0.514,"$3,259",2042893952,1.0677233429394812,1.057636887608069,7.34,6.94,0.059899997,  14.52,14.015
AEACU,,10.08,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,736538,,,$0.05,0,,,10.1,9.7,,Not Found!,
AEHAW,,,,Key Error,,,,, - ,,$,,,,,$3.16,,,,,,,  -1536.72,
ADVM,"Adverum Biotechnologies, Inc.",1.84,undefined,-1.35,N/A,undefined,0.4154863,-1.22 ," -37,592,000.00 ",-13513802,$-116.44,-83843128,363843008,191477760,3.708,$144.58,129546000,1.0887573964497042,1.0207100591715976,1.725,1.69,0.0877,  0.26,0.102
AEAC,Authentic Equity Acquisition Co,9.79,undefined,None,,undefined,None,, 293.63 Mil ,291763456,$,None,736538,-224309270,0.025,$0.42,0,1.0291180489855987,1.025964469673079,9.76,9.513,0.00029999999,Not Found!,None
ADP,"Automatic Data Processing, Inc.",232.43,185.56430888030891,5.755,10.48,0.7983664280872044,17.260305,2.02 , 98.65 Bil ,88093491200,"$2,218",3625112576,2575200000,-95247134976,6.087,"$54,637",3446400000,1.458979348440148,1.42966543217626,227.76,159.31,0.0091,  24.25,22.786
ADTN,"ADTRAN, Inc.",20.08,5.045559845559847,0.275,2.30,0.2512729006752912,2.6247714,6.35 , 895.57 Mil ,964612352,$12.8,23449000,78113000,-894156632,1.605,$194.2,0,1.4477289113193943,1.363013698630137,18.905,13.87,0.0465,  59.49,108.116
ADPT,Adaptive Biotechnologies Corpor,26.23,-25.13742084942085,-1.156,4.30,-0.9583462008929031,4.8891463,5.30 , 3.28 Bil ,3806496768,$-240.6,-110202128,598412992,-2959874368,4.251,$341.1,108607000,1.072363041700736,1.000408830744072,24.47,24.46,0.0436,  -18.19,-23.459
AEHL,Antelope Enterprise Holdings Li,1.95,undefined,None,N/A,undefined,None,-4.28 , 11.88 Mil ,95972360,$-0.84,-23868624,13482000,6080172,4.419,$17.37,101156000,1.21875,1.0,1.6,1.6,0.1148,  -0.52,1.727
AERC,,16.75,,Unexpected error:<class 'TypeError'>,,,None,, 199.25 Mil ,,$,None,None,,,$0.87,None,,,14.4,14,,Not Found!,
AEI,Alset EHome International Inc.,1.09,undefined,None,N/A,undefined,None,1.74 ," -83,182,000.00 ",27206600,$-3.96,33564000,89779984,61497374,2.236,$9.23,6967972,1.1122448979591837,1.0512244897959184,1.0302,0.98,0.015,  1.01,-6.514
ADTX,"Aditxt, Inc.",0.815,undefined,None,N/A,undefined,None,N/A , 20.91 Mil ,28565762,$-17.63,-7826623,14045036,1731336,0.966,$6.61,5663328,1.0529715762273901,1.0116279069767442,0.783,0.774,0.0435,  -0.85,None
AEPPL,,,,Key Error,,,,N/A , - ,,"$-1,823.70",,,,,"$63,809.90",,,,,,,  11.63,
ADXS,"Advaxis, Inc.",0.3442,undefined,-0.327,N/A,undefined,0.95987654,-7.78 ," -2,816,000.00 ",25537854,$-15.57,-4016375,45257000,2351132,0.311,$6.75,0,1.170748299319728,1.0551020408163265,0.3102,0.294,0.0235,  0.14,-1.421
ADUS,Addus HomeCare Corporation,88.75,83.43861003861004,2.09,15.00,0.9401533525477187,2.5167177,3.84 , 1.46 Bil ,1391796480,$46.2,72096376,139400000,-1207299904,8.844,$366.9,238647008,1.214754995893786,1.1467287161237338,83.78,73.06,0.0279,  20.22,15.354
AFACU,,,,Key Error,,,,, - ,,$,,,,,$0.58,,,,,,,Not Found!,
AEP,American Electric Power Company,81.31,112.8066563706564,4.57,6.03,1.387365101102649,1.9600562,0.84 , 77.19 Bil ,79129976832,"$-1,824",-2157274880,534400000,-40615015424,1.068,"$63,810",37056901120,1.0870320855614974,1.083288770053476,81.03,74.8,0.014199999,  11.63,13.471
AEMD,"Aethlon Medical, Inc.",2.36,undefined,-0.706,N/A,undefined,2.222222,12.79 , 7.49 Mil ,27943936,$-8.50,-4594824,25171680,-4841582,1.636,$0.97,16835,1.6275862068965516,1.4344827586206899,2.08,1.45,0.033099998,  -0.86,-3.274
AFAQW,,,,Key Error,,,,, - ,,$,,,,,$14.69,,,,,,,  -547.44,
AEPPZ,,49.6,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,"$-1,823.70",-2157274880,534400000,,,"$63,809.90",37056901120,,,49.5162,44.71,,  11.63,
AEHR,Aehr Test Systems,15.61,-11.377992277992279,-0.235,20.00,-0.7288912413832338,34.72973,22.05 , 404.54 Mil ,575304896,$-1.71,-165750,6530000,-357346544,0.246,$9.77,1563000,8.04639175257732,7.59278350515464,14.73,1.94,0.0648,  -418.78,-214.107
AESE,"Allied Esports Entertainment, I",1.9,undefined,-0.758,N/A,undefined,0.88919926,7.23 , 71.40 Mil ,59781632,$-8.49,-29515484,7689991,-67066449,0.196,$5.48,4328225,1.8627450980392155,1.7647058823529411,1.8,1.02,0.02,  -2.86,-4.363
AFAQ,AF Acquisition Corp.,9.74,undefined,None,,undefined,None,, 272.08 Mil ,271934976,$,None,1065040,-271934960,0.038,$14.69,0,1.0156412930135559,1.013555787278415,9.72,9.59,None,  -547.44,None
AFAQU,,9.95,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,1065040,,,$14.69,0,,,9.95,9.75,,  -547.44,
AEIS,"Advanced Energy Industries, Inc",87.06,126.53142857142859,4.026,10.00,1.4533819041055431,3.924648,4.11 , 3.22 Bil ,4245181184,$139,159677376,512764000,-2808640160,13.348,$990,427496000,1.0654754619997553,1.0421613021661975,85.155,81.71,0.0373,  14.32,16.221
AEYE,"AudioEye, Inc.",7.55,undefined,-0.856,N/A,undefined,3.5502121,2.28 , 64.15 Mil ,90998992,$-5.11,1258375,24751000,-57355368,2.183,$9.83,684000,1.0486111111111112,1.0069444444444444,7.25,7.2,0.0442,  -6,-9.667
AEY,"ADDvantage Technologies Group, ",1.84,undefined,-1.513,N/A,undefined,1.5270506,2.36 , 29.22 Mil ,36597612,$-8.51,-4275220,3598000,-18043550,0.288,$19.38,10919000,1.0697674418604652,1.005813953488372,1.73,1.72,0.0149,  -4.53,-5.327
AGBAR,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,
