TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE)
CB,Chubb Limited,175.8,748.7737015873017,12.316,26.32,4.25923607273778,1.3467658,, 93.17 Bil ,94507081728,"$11,315",10395750400,6312999936,-73250825216,"$137,112",19504001024,1.5535524920466597,1.5579710144927539,176.3,113.16,0.0076, 9.23 ,12.172
CBAH,"CBRE Acquisition Holdings, Inc.",9.96,undefined,None,,undefined,None,N/A , 421.22 Mil ,412624800,$,None,279819,-421499925,$0.07,0,1.0686695278969958,1.0686695278969958,9.96,9.32,0.0002,Not Found!,None
CBD,Companhia Brasileira de Distrib,4.98,-81.89325396825399,1.825,-34.20,-16.444428507681522,0.09455088,0.98 , 3.79 Bil ,18787581952,"$82,429",1789250048,3891000064,2559348992,"$6,386",17354999808,1.3036649214659688,1.2905759162303665,4.93,3.82,None, 0.04 ,5.223
CBH,,10.26,,Unexpected error:<class 'TypeError'>,,,None,, 256.88 Mil ,,$10.13,None,None,,$74.06,None,,,10.26,8.78,,Not Found!,
CBLS,,25.426,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,25.7211,20.274,,Not Found!,
CBO,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
CBOE,"Cboe Global Markets, Inc.",123.88,87.48492063492064,4.555,2.50,0.7062069796167311,4.413398,3.50 , 14.28 Bil ,14079536128,"$1,641",444787488,569600000,-12658397184,"$3,654",1446000000,1.5957748293185625,1.585920391601185,123.115,77.63,0.0298, 16.5 ,16.159
CBON,,24.12,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,24.21,22.73,,Not Found!,
CBRE,CBRE Group Inc,93.73,84.81261904761907,2.491,11.00,0.90486097351562,4.3645554,4.16 , 34.51 Bil ,33234790400,"$1,825",1522415616,2142819968,-30029902208,"$10,738",4368210944,2.1711836923789667,2.1862404447533006,94.38,43.17,0.0225, 16.15 ,14.874
CBSE,,28.6788,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,29.085,20.32,,Not Found!,
CBTG,,25.9477,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,26.4159,22.79,,Not Found!,
CBT,Cabot Corporation,48.11,-223.0181380952381,-2.551,41.57,-4.635587987845315,3.3903513,2.85 , 3.82 Bil ,4016034816,$103,70750000,173000000,-2576297408,"$2,131",1156000000,1.3517842090474852,1.3534700758640066,48.17,35.59,0.022, 8.25 ,6.738
CBU,"Community Bank System, Inc.",65.53,94.84095238095239,3.292,8.00,1.447290590278535,1.7935615,, 1.43 Bil ,1993224448,$156.8,None,2206458880,-1352354048,"$12,740.2",201120000,1.234784247220652,1.234784247220652,65.53,53.07,0.044699997,Not Found!,None
CBX,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
CCCS,,,,Key Error,N/A,,,, 8.22 Bil ,,$,,,,$0.0,,,,,,,Not Found!,
CBZ,"CBIZ, Inc.",31.72,68.44095238095238,1.668,15.00,2.1576592806101003,2.314236,2.51 , 2.05 Bil ,2052733696,$148,90225504,6778000,-1684859120,$944,333368992,1.4418181818181817,1.4395454545454547,31.67,22,0.0167, 15.72 ,18.78
CCAC,CITIC Capital Acquisition Corp.,9.97,undefined,None,,undefined,None,N/A , 343.62 Mil ,341981280,$-1.20,None,603712,-344052576,$35.86,0,1.031023784901758,1.0299896587383661,9.96,9.67,0.010199999, -83.59 ,None
CC,Chemours Company (The),27.01,80.83428571428571,1.286,27.50,2.9927540064526363,5.2871323,1.84 , 7.61 Bil ,8243500544,$720,593750016,1139000064,-3356686080,"$6,579",4233999872,1.3830005120327702,1.3894009216589862,27.135,19.53,0.0517, 10.14 ,10.501
CCJ,Cameco Corporation,21.08,-2.554793650793651,-0.08,9.79,-0.12119514472455652,1.6793222,3.34 , 7.77 Bil ,7846712832,$252,-112274752,1043572992,-7310906624,"$2,049",1016768000,2.339622641509434,2.3312985571587124,21.005,9.01,None, 40.67 ,26.086
CCI,Crown Castle International Corp,187.78,107.909126984127,2.095,21.00,0.5746571891795026,9.075768,1.51 , 104.74 Bil ,109257760768,"$1,645",1028499968,339000000,-80679339328,"$30,260",26385999872,1.284844338008895,1.2805336982552171,187.15,146.15,0.0117999995, 30.7 ,32.411
CCF,Chase Corporation,104.42,undefined,4.1,N/A,undefined,3.0687518,13.63 , 889.83 Mil ,1006097536,$54.0,45455752,102947000,-879683464,$54.9,9185000,1.1127450980392157,1.1082693947144076,104,93.84,0.0159, 12.17 ,13.671
CCK,"Crown Holdings, Inc.",104.04,169.7730222222222,5.222,10.12,1.6318052885642271,5.88176,2.20 , 21.38 Bil ,21272893440,"$1,009",614374976,588000000,-13584489728,"$13,971",8245000192,1.4014008620689657,1.3946659482758623,103.54,74.24,0.022, 10.77 ,11.173
CCM,Concord Medical Services Holdin,2.98,-102.50952380952381,-2.06,20.00,-34.39916906359859,None,-0.79 , 407.84 Mil ,4836255232,$0.00,None,566515968,435839832,$797.88,2377288960,1.773809523809524,1.7142857142857142,2.88,1.68,None, -7.92 ,-15.505
CCO,"Clear Channel Outdoor Holdings,",2.59,-22.741190476190475,-1.371,1.00,-8.780382423239566,None,-1.42 , 8.15 Bil ,8019885056,$-453,-224886256,563993024,-683714496,"$8,609",7411055104,2.9770114942528734,3.0114942528735633,2.62,0.87,0.060500003, 323.17 ,50.096
CCL,Carnival Corporation,22.96,2434.74,-13.02,-115.60,106.04268292682926,1.3489116,0.36 , 52.42 Bil ,50576695296,"$-11,468.0",-7959875072,9271000064,-18837650432,"$37,187.0",32241999872,1.8959537572254337,1.9132947976878616,23.17,12.11,0.0999, -9.65 ,-13.278
CCS,"Century Communities, Inc.",62.78,256.0749714285715,8.352,9.06,4.0789259545806225,1.5771903,4.16 , 2.84 Bil ,2860643328,$302,301676128,419416000,-1747203136,"$1,406",1095389056,1.6486344537815127,1.6551995798319328,63.03,38.08,0.086899996, 5.88 ,5.903
CCOR,,29.492252,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,29.51,26.34,,Not Found!,
CCRV,,25.9347,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,26.34,19.426,,Not Found!,
CCU,,17.55,,Unexpected error:<class 'TypeError'>,14.90,,1.7521033,3.11 , 3.46 Bil ,,$0,None,None,,"$1,513",None,,,17.58,10.72,, 11.17 ,
CCV,Churchill Capital Corp V,9.79,undefined,None,,undefined,None,N/A , 615.73 Mil ,606634176,$,None,240814,-612884242,$0.05,0,1.0618221258134488,1.0585683297180042,9.76,9.22,None,Not Found!,None
CCVI,Churchill Capital Corp VI,9.79,undefined,None,,undefined,None,, 672.78 Mil ,110436144,$,None,2263852,-675316116,$0.06,0,1.0092783505154639,1.0072164948453608,9.77,9.7,None,Not Found!,None
CCV-W,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CCV-U,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CCZ,,,,Key Error,N/A,,,N/A , - ,,"$13,883.00",,,,"$180,488.00",,,,,,, 9.86 ,
CDE,"Coeur Mining, Inc.",6.16,-13.186380952380953,0.164,-54.55,-2.140646258503401,2.1122,-0.35 , 1.89 Bil ,2051917184,$2.4,96841624,124075000,-1491587464,$839.6,448779008,1.035294117647059,1.0478991596638656,6.235,5.95,0.026500002, 6.59 ,6.944
CDOR,"Condor Hospitality Trust, Inc.",5.46,-64.625,-1.575,15.00,-11.836080586080586,1.0171084,-0.60 , 298.35 Mil ,277438208,$2.76,5292750,6419000,-58647068,$211.48,193850000,2.5161290322580645,2.4746543778801846,5.37,2.17,0.0011999999, -164.93 ,54.166
CDAY,Ceridian HCM Holding Inc.,105.9,-14.380666666666666,-0.222,28.60,-0.13579477494491657,7.488965,2.36 , 18.07 Bil ,17440186368,$-92.4,117937504,335200000,-15870554368,"$4,607.2",1178200064,1.354219948849105,1.357161125319693,106.13,78.2,0.0784, 2007.23 ,618.446
CDR,"Cedar Realty Trust, Inc.",22.72,-22.267142857142858,-0.654,11.00,-0.9800679074446681,0.8969118,0.05 , 985.51 Mil ,1094699648,$8.2,18764124,3138000,-298860688,$576.9,642902016,4.764888809474075,4.546777701998149,21.68,4.768212,0.0152, 8.05 ,15.713
CDR$C,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CDR$B,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CE,Celanese Corporation Celanese C,146,1148.2884634920636,17.842,28.36,7.864989475973038,4.6322384,4.25 , 19.77 Bil ,20706015232,$889,429624992,1083000064,-15324248832,"$7,063",3936000000,1.4133591481122942,1.4080832526621492,145.455,103.3,0.0124, 5.9 ,12.18
CEA,China Eastern Airlines Corporat,18.821,-637.0746031746032,-5.5,57.84,-33.84913677140445,0.11811024,0.00 , 38.11 Bil ,193716699136,"$-1,763",1726749952,15811999744,6494371840,"$37,141",198795001856,1.0835348301669545,1.0362694300518134,18,17.37,None, -38.18 ,-29.421
CEE,The Central and Eastern Europe ,28.29,undefined,-8.334,N/A,undefined,1.3091884,, 184.79 Mil ,182043376,$0.00,None,1884873,-184317031,$3.86,2351,1.5475929978118161,1.5689277899343543,28.68,18.28,0.0001,Not Found!,None
CEF,,,,Key Error,N/A,,,, 3.79 Bil ,,$-21.3,,,,$2.0,,,,,,,Not Found!,
CEFD,,31.961,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,32.3694,24.46,,Not Found!,
CEFS,,21.1004,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,21.15,17.97,,Not Found!,
CEI,"Camber Energy, Inc.",1.6,undefined,-1.501,N/A,undefined,8.742516,-3.89 , 210.55 Mil ,14217037,$-2.09,933323,1112965,-84231779,$7.61,0,4.848484848484849,4.333333333333333,1.43,0.33,0.0557, -40.45 ,-3.403
CELP,"Cypress Environmental Partners,",1.406,undefined,-0.611,N/A,undefined,0.85646784,1.05 , 71.29 Mil ,90881320,$9.2,34704376,5291000,-12589386,$66.9,44087000,1.0732824427480916,1.0992366412213739,1.44,1.31,0.0028, 16.53 ,14.355
CEM,,25.43,,Unexpected error:<class 'TypeError'>,N/A,,None,, 372.14 Mil ,,$132.94,None,None,,$567.81,None,,,25.4625,10.61,,Not Found!,
CEIX,CONSOL Energy Inc.,23.61,undefined,0.505,N/A,undefined,1.4442348,0.98 , 1.43 Bil ,1200582656,$158,90644872,91174000,-752581520,"$1,965",687352000,6.450819672131147,6.592896174863387,24.13,3.66,0.082100004, 4.38 ,6.046
CEN,,12.84,,Unexpected error:<class 'TypeError'>,N/A,,None,, 86.15 Mil ,,$5.45,None,None,,$19.62,None,,,12.95,7.27,,Not Found!,
CEMB,,52.27,,Key Error,,,None,Not Found!,,,Not Found!,,,,Not Found!,,,,52.2,51.11,,,
CEQP,Crestwood Equity Partners LP,26.57,-49.335,-2.093,5.00,-1.8567933759879565,2.593196,0.94 , 4.35 Bil ,5353156608,$472,434300000,16600000,-1686364224,"$3,525",2660499968,2.3245844269466316,2.335958005249344,26.7,11.43,0.041199997, 13.07 ,11.275
CEPU,Central Puerto S.A.,2.9,33.635555555555555,0.43,36.30,11.598467432950192,0.0049886266,1.03 , 1.31 Bil ,38971674624,$97.5,1159252224,12142544896,11270321728,$844.3,50588532736,1.5263157894736843,1.5263157894736843,2.9,1.9,None, 11.81 ,1.674
CET,11017,42.15,undefined,2.809,,undefined,1.0765965,, 1.13 Bil ,1113261440,$29.8,13254430,266557,-1115451587,$1.2,392806,1.5037459864430966,1.511594719942918,42.37,28.03,0.0004,Not Found!,53.553
CEQP$,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CEV,10525,14.26,undefined,0.911,,undefined,0.96528256,, 157.68 Mil ,159963248,$6.26,3468493,983345,-100170823,$60.50,59578488,1.1062839410395655,1.0907680372381692,14.06,12.89,None,Not Found!,None
CEW,,17.92,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,17.93,17.17,,Not Found!,
CF,"CF Industries Holdings, Inc.",48.99,10.696155555555556,1.862,-5.21,0.2183334467351614,3.5705686,2.14 , 14.97 Bil ,15768217600,$848,1128875008,804000000,-10011846400,"$6,049",3967000064,1.9363636363636363,1.9648221343873518,49.71,25.3,0.0195, 8.48 ,9.911
CFCV,,34.7362,,Key Error,,,None,Not Found!,,,Not Found!,,,,Not Found!,,,,35.0636,26.3,,,
CFG,"Citizens Financial Group, Inc.",41.8,35.699155555555556,3.562,-2.76,0.854046783625731,0.87871367,, 15.30 Bil ,13214875648,"$1,382",None,14696999936,-3481691136,"$161,905",7162999808,1.7068191098407512,1.7260106165781954,42.27,24.49,0.0147,Not Found!,None
CFG$D,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CFG$E,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CFR,"Cullen/Frost Bankers, Inc.",108.68,198.67550476190476,6.144,10.02,1.8280778870252554,1.7114105,," -7,276,134,000.00 ",-4939174912,$594,None,15255926784,8199221248,"$42,324",2984594944,1.757438551099612,1.769404915912031,109.42,61.84,0.0372,Not Found!,None
CFX,Colfax Corporation,44.41,23.681428571428572,0.411,24.50,0.5332454080483804,1.4400663,2.05 , 8.59 Bil ,7494637056,$262,177365120,763652992,-5351771264,"$3,208",2384485888,1.6790170132325142,1.6880907372400755,44.65,26.45,0.1342, 17.4 ,16.091
CFR$B,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CFXA,Colfax Corporation 5.75% Tangib,180.37,undefined,0.411,,undefined,5.8400917,N/A , - ,26788782080,$262.47,177365120,763652992,-3943863424,"$3,207.54",2384485888,1.5723999651294571,1.5814663063377212,181.41,114.71,None, 17.4 ,57.515
CGA,"China Green Agriculture, Inc.",8.6961,-795.9966666666667,-21.709,12.50,-91.53490261918178,0.2877856,0.56 , 78.84 Mil ,86601752,$-38.6,-4594116,5075588,-72755980,$88.0,5188400,4.913050847457627,4.9774011299435035,8.81,1.77,0.0378, -0.61 ,-0.662
CGAU,Centerra Gold Inc.,7.4,undefined,None,,undefined,None,4.48 , 1.16 Bil ,1344113920,$538,842896256,882875008,-1276387456,$567,13048000,1.1028315946348735,1.0804769001490313,7.25,6.71,None, 1.5 ,1.37
CHAA,,9.71,,Unexpected error:<class 'TypeError'>,,,None,, 363.00 Mil ,,$,None,None,,$0.07,None,,,9.68,9.59,,Not Found!,
CGW,,57.7,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,57.8,40.98,,Not Found!,
CHAD,,17.66,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,17.1939,15.051,,Not Found!,
CHCT,Community Healthcare Trust Inco,48.4,undefined,0.829,N/A,undefined,2.496527,2.56 , 1.44 Bil ,1362870528,$45.75,40456500,6143000,-1178574696,$288.41,269889984,1.1353506920009382,1.1306591602158105,48.2,42.63,0.016900001, 24.26 ,24.36
CHAU,,36.12,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,37.265,29.49,,Not Found!,
CHD,"Church & Dwight Company, Inc.",84.12,85.02266666666667,3.08,7.31,1.010730702171501,6.3528786,5.16 , 22.17 Bil ,22523944960,$625,522412512,149800000,-20257119168,"$3,991",2131600000,1.0837413037876835,1.0696985313063643,83.03,77.62,0.0249, 17.32 ,20.109
CHE,Chemed Corp,473.08,564.0352142857143,20.127,7.55,1.1922618041044102,8.086074,12.93 , 7.41 Bil ,7510563840,$283,177759120,92120000,-7454014528,$513,135532992,1.1333700677990464,1.1308066409525406,472.01,417.41,0.0147, 16.6 ,19.263
CHH,"Choice Hotels International, In",120.98,101.85214285714288,1.35,34.71,0.8418924025222588,None,4.64 , 7.85 Bil ,7480623104,$171.6,184556624,307975008,-6542637216,"$1,623.9",1067424000,1.46482625015135,1.4664002905920812,121.11,82.59,0.0388, 32.75 ,26.013
CHGG,"Chegg, Inc.",74.47,-34.41777777777778,-0.512,30.00,-0.4621697029377975,8.363264,4.34 , 10.17 Bil ,10950466560,$149.0,142763744,2061721984,-8381856384,"$1,813.1",1691150976,1.1492283950617284,1.1268518518518518,73.02,64.8,0.0888, 126.41 ,69.153
CHGX,,33.09,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,33.06,24.834,,Not Found!,
CHIC,,19.62,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,19.99,18.68,,Not Found!,
CHIE,,12.6,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,12.9,7.86,,Not Found!,
CHIH,,26.48,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,26.57,23.095,,Not Found!,
CHII,,16.3603,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,16.8399,13.2,,Not Found!,
CHIK,,28.5,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,28.862,26.07,,Not Found!,
CHIL,,31.87,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,32.26,31.33,,Not Found!,
CHIQ,,28.05,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,28.21,26.5,,Not Found!,
CHIM,,28.135,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,28.77,17.72,,Not Found!,
CHIR,,11.32,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,11.5,10.5,,Not Found!,
CHIS,,26.5746,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,26.625,26.07,,Not Found!,
CHIU,,19.5042,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,20.2431,13.405,,Not Found!,
CHIX,,14.13,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,14.25,13.75,,Not Found!,
CHLD,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
CHMI,Cherry Hill Mortgage Investment,9.22,3.831666666666667,0.385,-2.80,0.4155820679681851,0.83950174,, 359.92 Mil ,1261890304,$-4.28,None,76184000,-82782768,"$1,047.71",1059004032,1.1095066185318894,1.1131167268351383,9.25,8.31,0.0172,Not Found!,None
CHN,"China Fund, Inc. (The)",25.75,undefined,10.102,N/A,undefined,0.8289185,, 266.97 Mil ,327374496,$0.0,None,97463,-272785961,$9.5,13606435,1.0729166666666667,1.087975,26.1114,24,0.0004,Not Found!,None
CHRA,"Charah Solutions, Inc.",4.54,-374.4155555555556,-2.023,97.50,-82.47038668624573,6.8277946,-0.29 , 329.21 Mil ,358128160,$8.01,1504125,24429000,-113106456,$287.96,170576992,1.7734375,1.7265625,4.42,2.56,0.0186, -10.25 ,22.05
CHPT,"ChargePoint Holdings, Inc.",20.31,undefined,None,-80.50,undefined,None,15.96 , 5.83 Bil ,5926668288,$,None,609809024,-5613414272,$235.58,25360000,1.592941176470588,1.5796078431372549,20.14,12.75,0.1597, 1287.18 ,-46.494
CHRB,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CHS,"Chico's FAS, Inc.",4.71,-53.03920634920635,-1.642,10.00,-11.26097799346207,3.7412858,1.59 , 1.23 Bil ,1440927616,$18,8465125,102385000,-489782680,"$1,026",813833024,5.175824175824175,5.153846153846154,4.69,0.91,0.0642, -22.96 ,-11.642
CHT,"Chunghwa Telecom Co., Ltd.",39.5,26.62,1.54,1.40,0.6739240506329114,0.08190331,4.57 , 30.72 Bil ,31691878400,"$1,623",40953335808,48822992896,17936596992,"$5,223",37970874368,1.0905577029265598,1.0944229707344009,39.64,36.22,None, 10.38 ,0.42
CHWY,"Chewy, Inc.",75.15,-11.861666666666666,-0.647,2.00,-0.15783987580394765,None,11.63 , 28.82 Bil ,32868143104,$200,76028376,637524992,-29402801152,"$1,943",392764992,1.3776351970669112,1.3484876260311642,73.56,54.55,0.19469999, 508.53 ,1218.241
CI,Cigna Corporation,202.39,904.3107333333334,23.267,13.76,4.46815916464911,1.4443747,, 98.66 Bil ,98979414016,"$4,915",8708124672,5073999872,-64127772672,"$105,491",33735999488,1.2620190808754754,1.2566564818856394,201.53,160.37,0.0296, 6.69 ,9.895
CIA,"Citizens, Inc.",5.98,undefined,-0.218,N/A,undefined,1.2597103,, 280.25 Mil ,249788752,$28.3,15689500,30125000,-272396792,"$1,544.9",0,1.2432432432432434,1.2370062370062371,5.95,4.81,0.0975,Not Found!,61.013
CIB,,31.73,,Unexpected error:<class 'TypeError'>,9.00,,None,, 11.07 Bil ,,$0,None,None,,"$63,936",None,,,31.84,24.18,,Not Found!,
CIEN,Ciena Corporation,50.84,66.56868253968254,2.339,7.80,1.309376131779751,2.928654,3.23 , 7.40 Bil ,8198466560,$385,393017696,1354790016,-6522850688,"$1,732",844508992,1.336839337365238,1.3372048382855641,50.8539,38.03,0.024, 12.71 ,12.813
CIF,MFS Intermediate High Income Fu,2.99,undefined,0.126,N/A,undefined,1.2145749,, 78.58 Mil ,77384240,$4.76,1949053,149,-57799951,$19.52,18500000,1.3056768558951966,1.2925764192139737,2.96,2.29,None,Not Found!,None
CIG,Comp En De Mn Cemig,2.61,undefined,0.392,N/A,undefined,0.24782445,1.12 , 6.54 Bil ,11545170944,$0,4643201536,6130016256,1306989568,"$6,231",13523951616,1.4662921348314606,1.4606741573033708,2.6,1.78,None, 11.73 ,1.916
CIG-C,Comp En De Mn Cemig,3.3,undefined,0.392,,undefined,0.31498298,Not Found!,,12729836544,Not Found!,4643201536,6130016256,493059072,Not Found!,13523951616,2.0441081370370093,1.9449998637261243,3.14,1.614396,None,,2.113
CII,Blackrock Capital and Income Fu,20.64,undefined,2.207,N/A,undefined,1.0846146,, 920.03 Mil ,939440576,$46.5,728259,345228,-914732596,$13.5,0,1.4040816326530614,1.4054421768707483,20.66,14.7,0.0019,Not Found!,None
CIK,106937,3.47,undefined,0.205,,undefined,1.0131772,, 221.52 Mil ,223056672,$34.40,10364129,11964478,-169010482,$62.46,53000000,1.196551724137931,1.1896551724137931,3.45,2.9,None,Not Found!,None
CIM,Chimera Investment Corporation,15.18,23.924476190476195,2.228,-2.35,1.5760524499654938,0.98913884,, 15.34 Bil ,15972272128,$499,None,317488992,-3210002592,"$12,233",12939422720,1.8857142857142855,1.8844720496894407,15.17,8.05,0.038,Not Found!,None
CIM$A,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CIM$B,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CIM$D,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CINR,Ciner Resources LP,12.8553,undefined,0.366,N/A,undefined,1.4928855,2.14 , 389.45 Mil ,562370688,$2.9,-13087500,2700000,-250476320,$202.4,150300000,1.2325311601150528,1.2176414189837008,12.7,10.43,0.00059999997, 5.67 ,10.188
CIM$C,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CIO,"City Office REIT, Inc.",17.2,30.98333333333334,1.014,9.00,1.8013565891472874,2.2718737,0.84 , 1.49 Bil ,1288486272,$64.3,59144752,13394000,-774263344,$674.7,623200000,2.810457516339869,2.8398692810457513,17.38,6.12,0.0081, 10.72 ,14.005
CIO$A,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CIR,"CIRCOR International, Inc.",31.01,-144.49739682539683,-5.68,6.07,-4.65970321913566,3.2740176,1.32 , 1.12 Bil ,1111972352,$7.8,22810750,78050000,-566408816,$919.0,538073024,1.1684250188394876,1.1778447626224569,31.26,26.54,0.028499998, 13.11 ,12.231
CIT,CIT Group Inc (DEL),49.88,92.47944444444445,2.863,10.00,1.8540385814844516,0.9500806,, 5.01 Bil ,6272157184,$458,None,5660100096,633475584,"$48,668",6142700032,2.9761336515513124,3.007756563245823,50.41,16.76,0.0548,Not Found!,None
CIT$B,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
CIX,CompX International Inc.,21.49,undefined,0.863,N/A,undefined,1.5613084,12.35 , 202.05 Mil ,205403760,$11.6,8016875,70374000,-193647552,$16.6,0,1.7191999999999998,1.588,19.85,12.5,0.0128, 10.2 ,10.365
CIXX,CI Financial Corp.,20.33,undefined,None,,undefined,None,1.12 , 6.11 Bil ,6499450880,$407,892896640,937683968,-3211655936,"$4,929",3454536960,1.7405821917808217,1.726027397260274,20.16,11.68,None, 9.85 ,6.813
CKX,"CKX Lands, Inc.",11.24,undefined,0.175,N/A,undefined,1.353513,29.08 , 14.28 Mil ,14613625,$-0.03,49042,7632993,-13734507,$0.49,0,1.33969010727056,1.3110846245530392,11,8.39,0.0001, 125.25 ,128.986
CLAS,CLASS ACCELERATION CORP,9.68,undefined,None,,undefined,None,, 314.07 Mil ,314679680,$,None,50100,-313684748,$0.15,25100,1.0232558139534882,1.0232558139534882,9.68,9.46,0.0004,Not Found!,None
CLAA,,9.71,,Unexpected error:<class 'TypeError'>,,,None,, 400.54 Mil ,,$,None,None,,$24.09,None,,,9.71,9.61,, -438.23 ,
CL,Colgate-Palmolive Company,76.39,85.1991904761905,3.11,7.19,1.1153186343263581,246.54839,6.57 , 71.67 Bil ,76135505920,"$2,662",2715000064,1057000000,-63600412096,"$15,137",7832999936,1.0303479902886432,1.0285945508497438,76.26,74.14,0.010199999, 16 ,17.371
CLBR,,,,Key Error,,,,, 184.70 Mil ,,$,,,,$15.91,,,,,,, -2225.3 ,
CLDL,,29.4146,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,29.56,18.53,,Not Found!,
CLB,Core Laboratories N.V.,27.09,30.872285714285717,0.423,33.30,1.1396192585561358,8.549543,3.15 , 1.50 Bil ,2061526272,$14.8,57542876,27806000,-1186805584,$444.1,281544000,2.017125837676843,1.9523454951600894,26.22,13.43,0.1082, 19.06 ,30.626
CLDR,"Cloudera, Inc.",15.91,-72.98220634920636,-0.481,78.40,-4.587190845330381,4.1941442,1.45 , 4.95 Bil ,4805938176,$197.5,382058240,517812992,-4128405760,"$1,278.6",671694976,1.7034261241970021,1.702355460385439,15.9,9.34,0.076, -108.01 ,-402.71
CLF,Cleveland-Cliffs Inc.,19.82,-4.2659746031746035,-0.068,27.43,-0.21523585283423832,4.1746764,1.50 , 15.54 Bil ,18529533952,$-371,-957649984,73000000,-9905051584,"$14,205",5368000000,3.2175324675324677,3.2418831168831166,19.97,6.16,0.1024, 7.57 ,7.651
CLDT,Chatham Lodging Trust (REIT),12.54,-34.68404761904762,-0.969,12.00,-2.765873015873016,0.86054844,0.54 , 1.10 Bil ,1059334912,$-6.4,463375,131420000,-475817568,$647.7,622008000,1.8279883381924196,1.8192419825072885,12.48,6.86,0.022, 21.25 ,97.142
