TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE)
AADR,,66.5104,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,65.595,52.85,,Not Found!,
AACIU,,9.91,,Unexpected error:<class 'TypeError'>,,,1980,, - ,,$,None,1937,,$0.11,7000,,,9.88,9.76,,Not Found!,
AACG,ATA Creativity Global,2.36,-16.553253968253966,-0.283,25.00,-7.014090664514392,0.34985423,-0.26 , 68.13 Mil ,28282896,$0.00,None,91364512,15281632,$50.87,39872320,2.2264150943396226,2.2075471698113205,2.34,1.06,None, -5.16 ,-0.562
AADI,"Aadi Bioscience, Inc.",32.33,undefined,-0.825,N/A,undefined,None,, 662.69 Mil ,251932784,$,None,15018601,-647669399,$0.00,11592685,33.888888888888886,33.0188679245283,31.5,0.954,None,Not Found!,-73.586
AAME,Atlantic American Corporation,3.91,undefined,0.746,N/A,undefined,0.570773,, 105.50 Mil ,110431840,$-5.6,25857000,9532000,-71702984,$262.1,38470000,2.0797872340425534,2.0179787234042554,3.7938,1.88,0.067, 4.58 ,4.79
AAOI,"Applied Optoelectronics, Inc.",7.16,-70.61214285714286,-1.881,13.00,-9.862031125299282,0.7028444,0.79 , 307.24 Mil ,307241504,$-49.5,-36835500,44013000,-152490728,$195.9,154751008,1.1205007824726136,1.107981220657277,7.08,6.39,0.19860001, -22.44 ,-13.853
AAL,"American Airlines Group, Inc.",20.9,1988.8462698412702,-9.845,-124.20,95.16010860484548,None,-0.04 , 44.20 Bil ,44196122624,"$-2,548",-2783249920,17949999104,4100873216,"$80,131",48297000960,1.9661335841956724,1.9576669802445905,20.81,10.63,0.1778, -7.5 ,-5.77
AAON,"AAON, Inc.",68.08,51.18492063492063,1.43,12.00,0.7518349094436051,9.135364,20.56 , 3.39 Bil ,3393334784,$61.5,40959500,111427000,-3393332296,$120.5,0,1.2098809312244534,1.1881997511995734,66.86,56.27,0.0431, 28.77 ,28.787
AAPL,Apple Inc.,146.83,250.7055047619047,5.108,19.61,1.7074542311646441,37.84647,7.64 , 2.49 Til ,2502406963200,"$94,768",80625876992,61696000000,-2366920835072,"$265,560",135491002368,1.3681513231457325,1.3564107342527023,145.57,107.32,0.0058999998, 21.74 ,22.557
AATC,Autoscope Technologies Corporat,7.7,26.871428571428574,0.54,20.00,3.489795918367347,2.0296257,26.63 , 33.52 Mil ,33519722,$2.09,1379500,8427000,-33490752,$1.00,29000,2.2318840579710146,2.205797101449275,7.61,3.45,0.0068, 12.11 ,16.652
AAWW,Atlas Air Worldwide Holdings,77.56,514.1443650793651,15.917,10.00,6.628988719434826,0.9124512,1.72 , 4.23 Bil ,4233263616,$346,152069504,750161024,-1528293504,"$3,642",2704971008,1.544404619673437,1.5193150139386697,76.3,50.22,0.1696, 3.99 ,4.856
AAXJ,,86.7,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,85.46,75.69,,Not Found!,
ABCB,Ameris Bancorp,49.54,175.45000000000002,6.09,8.00,3.5415825595478405,1.2412103,, 3.83 Bil ,752638400,$706,None,3324837888,-209527808,"$19,050",556177984,2.2446760308110556,2.236067059356593,49.35,22.07,0.0352,Not Found!,None
ABCM,Abcam plc,21.14,undefined,0.099,N/A,undefined,7.3984323,38.16 , 4.56 Bil ,4586511872,$17.8,15400000,219900000,-4488073632,$266.2,110500000,1.2333722287047841,1.1966161026837807,20.51,17.14,None, 71.19 ,75.189
ABCL,AbCellera Biologics Inc.,21.15,-100.62590476190476,0.74,-86.38,-4.757725993470674,6.053234,21.98 , 5.14 Bil ,5136912896,$,174090608,792571008,-5102018432,$175.0,34897000,1.4576154376292212,1.430737422467264,20.76,14.51,0.0771, 30.28 ,15.949
ABGI,ABG Acquisition Corp. I,9.74,undefined,-0.099,,undefined,37.644787,N/A , 188.34 Mil ,187595520,$,None,703509,-187789339,$0.00,0,1.0135275754422477,1.0145681581685744,9.75,9.61,0.0004,Not Found!,None
ABIO,"ARCA biopharma, Inc.",3.02,undefined,-1.52,N/A,undefined,0.70150656,N/A ," -19,820,000.00 ",-19732774,$-13.98,-8454625,63197000,20254900,$4.13,522000,1.1102941176470587,1.088235294117647,2.96,2.72,0.027999999, 1.24 ,1.23
ABEO,Abeona Therapeutics Inc.,1.22,undefined,-0.577,N/A,undefined,1.4216868,-5.72 , 50.09 Mil ,50088876,$-38.19,-15419375,77559000,-41888856,$46.59,8200000,1.2323232323232323,1.1818181818181817,1.17,0.99,0.0431, -1.13 ,-1.096
ABMD,"ABIOMED, Inc.",350.61,109.42112063492065,3.382,10.03,0.31208784870631373,12.159367,65.64 , 15.38 Bil ,15382045696,$247.7,180856000,523031008,-15376375328,$150.9,5658000,1.4444444444444446,1.4223828945742183,345.255,242.73,0.0212, 53.54 ,53.07
ABNB,"Airbnb, Inc.",175.13,-2044.818285714286,-10.764,100.30,-11.676002316646413,32.083183,4.55 , 105.58 Bil ,103498825728,"$1,451",None,7427938816,-103137797632,"$12,092",2443749120,1.4413991769547325,1.428888888888889,173.61,121.5,0.0418, -25.02 ,-36.508
ABOS,"Acumen Pharmaceuticals, Inc.",16.12,-15367.718666666668,-216.786,32.10,-953.332423490488,None,-3.02 , 584.34 Mil ,758846912,$0.00,None,68812000,-584343136,$179.02,0,1.1555555555555557,1.0960573476702509,15.29,13.95,0.00029999999, -80.78 ,None
ABSI,Absci Corporation,11.46,-185.40168253968255,-4.406,15.60,-16.178157289675614,None,1.72 , 1.28 Bil ,1279369344,$0.00,None,99450000,-947371952,$219.96,170620000,1.1262899262899262,1.0889434889434888,11.08,10.175,0.024, -23.64 ,-39.271
ABTX,"Allegiance Bancshares, Inc.",36.84,undefined,3.579,N/A,undefined,0.95510083,, 291.06 Mil ,301951072,$75.6,None,711284992,-42524928,"$5,719.5",259428000,1.6557303370786518,1.6548314606741572,36.82,22.25,0.0153,Not Found!,None
ABST,Absolute Software Corporation,11.57,undefined,0.07,N/A,undefined,21.722849,1.46 , 439.37 Mil ,445691488,$44.0,53798376,140526000,-433823632,$206.2,11868000,1.2361111111111112,1.2104700854700856,11.33,9.36,None, 40.19 ,51.964
ABVC,"ABVC Biopharma, Inc.",2.485,undefined,-0.447,N/A,undefined,41.333336,-3.62 , 71.46 Mil ,64652012,$-5.66,-3867207,924841,-65245527,$8.43,6497289,1.2743589743589743,1.2717948717948717,2.48,1.95,0.013200001, -6.99 ,-6.873
ABUS,Arbutus Biopharma Corporation,4.53,undefined,-0.945,N/A,undefined,None,-4.24 , 538.46 Mil ,538463872,$-59.81,-34567752,78379000,-379745736,$34.55,2832000,1.8641975308641976,1.830864197530864,4.449,2.43,0.049099997, -8.12 ,-8.559
ACAH,Atlantic Coastal Acquisition Co,9.73,undefined,None,,undefined,83.62069,, 419.32 Mil ,418030080,$,None,282415,-418030065,$28.60,0,1.012486992715921,1.012486992715921,9.73,9.61,None, -217.15 ,None
ACAHU,,9.95,,Unexpected error:<class 'TypeError'>,,,85.77586,N/A , - ,,$,None,282415,,$28.60,0,,,9.9,9.8,, -217.15 ,
ACAHW,,,,Key Error,,,,N/A , - ,,$,,,,$28.60,,,,,,, -217.15 ,
ACAD,ACADIA Pharmaceuticals Inc.,17.37,-95.9854761904762,-1.641,25.00,-5.525934150286482,4.816605,6.54 , 2.23 Bil ,2231034112,$-140.6,-63019752,556918016,-2164374528,$159.6,66655000,1.107780612244898,1.080357142857143,16.94,15.68,0.0734, -8.58 ,-10.759
ACB,Aurora Cannabis Inc.,6.15,undefined,-12.994,N/A,undefined,0.54081076,-3.01 , 1.17 Bil ,1182410240,$-274.5,-266688624,476932000,-701048928,$522.9,480918016,1.6576819407008088,1.5956873315363882,5.92,3.71,None, -0.64 ,-3.192
ACBA,Ace Global Business Acquisition,10.05,undefined,-0.095,,undefined,12.191283,, 60.15 Mil ,60479248,$,None,812369,-60151411,$3.43,327839,1.0360824742268042,1.0381443298969073,10.07,9.7,None, -173.85 ,None
ACBAU,,10.39,,Unexpected error:<class 'TypeError'>,,,12.578693,N/A , - ,,$,None,812369,,$3.43,327839,,,10.39,10.02,, -173.85 ,
ACBAW,,,,Key Error,,,,N/A , - ,,$,,,,$3.43,,,,,,, -173.85 ,
ACBI,"Atlantic Capital Bancshares, In",24.28,97.30547619047621,2.103,18.00,4.007639052326038,1.4250374,," -51,868,000.00 ",-45510732,$115.6,None,644316032,141410720,"$3,427.3",95901000,2.254410399257196,2.244196843082637,24.17,10.77,0.0311,Not Found!,None
ACCD,"Accolade, Inc.",44.33,-153.1954285714286,-2.031,34.70,-3.4557958170861407,5.793085,3.39 , 2.70 Bil ,2699063296,$-47.1,71904376,425505984,-2419627584,$454.4,279433984,1.3486461819288105,1.2987526620018255,42.69,32.87,0.0458, -40.06 ,-50.82
ACER,Acer Therapeutics Inc.,2.6,undefined,-1.289,N/A,undefined,4.714549,-4.25 , 31.24 Mil ,14747525,$0.90,11509127,22128332,-14505780,$32.21,241632,1.1403508771929827,1.118421052631579,2.55,2.28,0.0212, -1.8 ,-0.858
ACEVU,,10.17,,Unexpected error:<class 'TypeError'>,,,58.390804,N/A , - ,,$0.00,None,2093,,$46.12,90000,,,10.16,9.92,, -87.45 ,
ACEV,ACE Convergence Acquisition Cor,9.91,undefined,None,,undefined,56.954025,N/A , 285.00 Mil ,285000416,$0.00,None,2093,-284910387,$46.12,90000,1.0322916666666668,1.0302083333333334,9.89,9.6,0.0221, -87.45 ,None
ACET,"Adicet Bio, Inc.",7.28,-177.1258412698413,-2.698,29.10,-24.330472701901275,1.0598242,3.09 , 53.82 Mil ,53816200,$-52.49,-20192250,208726000,-33275472,$40.44,20541000,1.1648,1.16,7.25,6.25,0.0339, -0.99 ,-1.18
ACEVW,,,,Key Error,,,,N/A , - ,,$-1.49,,,,$46.12,,,,,,, -87.45 ,
ACGLO,Arch Capital Group Ltd. - Depos,26.06,undefined,4.971,,undefined,0.80638146,Not Found!,,11080019968,Not Found!,1417049088,4592785920,-10526712320,Not Found!,3189523968,1.0243710691823897,1.0172955974842766,25.88,25.44,None,,4.134
ACGL,Arch Capital Group Ltd.,39,494.55926666666664,4.971,48.48,12.681006837606837,1.2184352,, 19.03 Bil ,16305991680,"$3,132",1417049088,4592785920,-10924022272,"$31,577",3189523968,1.3679410733076114,1.3611013679410733,38.805,28.51,0.0134000005, 7.46 ,6.083
ACGLP,Arch Capital Group Ltd. - Depos,24.98,undefined,4.971,,undefined,0.77683794,Not Found!,,10705336320,Not Found!,1417049088,4592785920,-10566501888,Not Found!,3189523968,1.0003604180849786,1.0003604180849786,24.98,24.971,None,,3.994
ACGLN,,26.5,,Unexpected error:<class 'TypeError'>,,,0.82348555,Not Found!,,,Not Found!,1417049088,4592785920,,Not Found!,3189523968,,,26.34,24.98,,,
ACHL,Achilles Therapeutics plc,5.95,-104.28785714285715,-5.105,3.20,-17.527370948379353,0.8710364,N/A ," -2,219,000.00 ",-2218751,$0.00,-46949000,299316992,17122688,$29.52,14904000,1.091743119266055,1.0825688073394495,5.9,5.45,None, 0.08 ,0.045
ACIU,AC Immune SA,7,undefined,-1.116,N/A,undefined,2.6546292,11.37 , 290.02 Mil ,306028064,$-77.93,-42910752,199135008,-302895168,$24.02,2697000,1.583710407239819,1.5565610859728507,6.88,4.42,0.0327, -3.67 ,-4.221
ACHC,"Acadia Healthcare Company, Inc.",65.15,-205.79068888888892,-7.847,6.52,-3.158721241579262,2.4582124,2.15 , 7.27 Bil ,7365067264,$345,45544376,185546000,-5669054704,"$2,207",1637619968,2.333452722063037,2.316618911174785,64.68,27.92,0.045100003, 17.71 ,14.965
ACHV,"Achieve Life Sciences, Inc.",8.85,-216.0731746031746,-5.266,15.00,-24.415047977759844,2.1679778,N/A , 46.68 Mil ,46642328,$-22.35,-12166625,42001000,-46566304,$4.71,76000,1.334841628959276,1.3212820512820513,8.7601,6.63,0.0543, -1.7 ,-1.696
ACKIT,,10.02,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$-0.30,None,677130,,$0.69,0,,,10.01,9.84,,Not Found!,
ACKIU,,10.26,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$-0.30,None,363621,,$0.69,0,,,10.25,10.08,,Not Found!,
ACIW,"ACI Worldwide, Inc.",30.8,28.77809523809524,0.804,12.00,0.9343537414965987,3.0565145,2.21 , 4.71 Bil ,4777502720,$274,308867360,146212992,-3514790528,"$1,997",1179486976,1.206896551724138,1.2088557993730409,30.85,25.52,0.0223, 14.65 ,19.71
ACKIW,,,,Key Error,,,,N/A , - ,,$-0.30,,,,$0.69,,,,,,,Not Found!,
ACNB,ACNB Corporation,27.37,undefined,3.115,N/A,undefined,0.9340325,," -292,675,000.00 ",-264835504,$33.39,None,592865984,352244272,"$2,442.15",88019000,1.3650872817955113,1.3615960099750624,27.3,20.05,0.0038,Not Found!,None
ACMR,"ACM Research, Inc.",99.89,52.69785714285715,1.059,20.00,0.5275588862033953,13.106895,7.39 , 1.87 Bil ,1949443328,$-43.9,-14555000,105799000,-1835382184,$189.4,47881000,1.6418474687705455,1.6279799474030243,99.0463,60.84,0.0709, 67.46 ,77.627
ACLS,"Axcelis Technologies, Inc.",47.85,80.16642857142858,1.611,20.00,1.675369458128079,3.3473759,7.68 , 1.48 Bil ,1354926080,$52.2,12416000,219731008,-1408856128,$166.5,55400000,2.212205270457698,2.219140083217753,48,21.63,0.0325, 17.52 ,17.472
ACOR,"Acorda Therapeutics, Inc.",4.28,-979.4583333333334,-14.959,29.00,-228.84540498442368,0.20017447,-2.53 , 194.09 Mil ,182632128,$-37.4,-743250,116773000,68270616,$301.0,252911008,1.4861111111111112,1.4861111111111112,4.28,2.88,0.1538, -2.83 ,-4.311
ACQR,Independence Holdings Corp.,9.74,undefined,None,,undefined,None,, 603.89 Mil ,614484480,$,None,1676347,-602712517,$38.63,0,1.011422637590862,1.0124610591900312,9.75,9.63,None, -1528.84 ,None
ACQRU,,9.85,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,1676347,,$38.63,0,,,9.85,9.825,, -1528.84 ,
ACQRW,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
ACRS,"Aclaris Therapeutics, Inc.",16.95,-214.80311111111112,-1.484,74.40,-12.672749918059655,4.7303667,9.71 , 885.87 Mil ,884757888,$-45.77,-28782376,231674000,-793388592,$54.23,13937000,6.975308641975308,6.847736625514403,16.64,2.43,0.052399997, -18.38 ,-18.426
ACT,,,,Key Error,,,,, 3.84 Bil ,,$,,,,"$1,770.90",,,,,,,Not Found!,
ACST,"Acasti Pharma, Inc.",2.11,undefined,0.027,N/A,undefined,12.848484,5.34 , 42.78 Mil ,52349780,$-13.59,-12237361,27918000,-389777104,$7.00,105000,1.551470588235294,1.551470588235294,2.11,1.36,0.0149, -2.41 ,-4.317
ACRX,"AcelRx Pharmaceuticals, Inc.",1.01,undefined,-0.357,N/A,undefined,None,-8.09 , 93.76 Mil ,117386136,$-35.81,-19224876,67345000,-55331088,$115.58,20369000,1.3466666666666667,1.3333333333333333,1,0.75,0.1338, -2.94 ,-3.618
ACTD,ArcLight Clean Transition Corp.,9.75,undefined,None,,undefined,None,, 376.40 Mil ,375731680,$,None,1164577,-334945439,$37.22,0,1.0145681581685744,1.0129032258064516,9.734,9.61,None, -955.34 ,None
ACTDU,,9.89,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,1164577,,$37.22,0,,,9.86,9.73,, -955.34 ,
ACTDW,,,,Key Error,,,,, - ,,$,,,,$37.22,,,,,,, -955.34 ,
ACTG,Acacia Research Corporation,6.7,-36.92333333333333,-0.742,20.00,-5.51094527363184,2.8159456,0.10 ," -15,369,000.00 ",26265240,$-29.77,-17891250,475737984,148522112,$467.93,117056000,2.189542483660131,2.111111111111111,6.46,3.06,0.0517, 1.58 ,-1.642
ACVA,ACV Auctions Inc.,18.74,undefined,None,0.80,undefined,None,5.04 , 2.34 Bil ,3083766016,$0.0,None,659688000,-2174392256,$397.0,8470000,1.0498599439775909,1.0,17.85,17.85,0.0718, -103.39 ,-116.747
ACWI,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
ACXP,,4.36,,Unexpected error:<class 'TypeError'>,,,None,N/A , 41.81 Mil ,,$0.00,None,17095596,,$1.92,0,,,4.49,3.71,, -7.54 ,
ACWX,,56.14,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,56.5,44.73,,Not Found!,
ADAP,Adaptimmune Therapeutics plc,5.5,-15.409603174603175,-0.929,1.00,-2.8017460317460317,2.8909,2.11 , 636.34 Mil ,305018048,$-128.64,-79465248,317944000,-576163712,$111.85,22742000,1.632047477744807,1.6320771513353114,5.5001,3.37,None, -4.43 ,-2.273
ADAG,Adagene Inc.,14.34,undefined,None,N/A,undefined,None,-0.36 , 418.41 Mil ,707409536,$,-12611279,75151000,-549330856,$173.65,7980965,1.2907290729072909,1.2883438343834384,14.3135,11.11,None, -10.12 ,-16.726
ADER,26 Capital Acquisition Corp.,9.69,undefined,None,,undefined,None,, 334.05 Mil ,332206848,$,None,886918,-333238106,$0.28,0,1.012539184952978,1.0146290491118077,9.71,9.57,None,Not Found!,None
ADBE,Adobe Inc.,645.89,543.3299142857144,11.538,18.47,0.8412112190709167,21.60461,17.78 , 295.18 Bil ,301443776512,"$6,605",5496374784,5768000000,-293498244608,"$11,730",4693000192,1.5349826512666953,1.4617139597889632,615.06,420.78,0.0101, 46.71 ,52.617
ADERW,,,,Key Error,,,,N/A , - ,,$,,,,$0.28,,,,,,,Not Found!,
ADERU,,10.065,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,886918,,$0.28,0,,,10.01,9.86,,Not Found!,
ADES,"Advanced Emissions Solutions, I",6.27,-26.352857142857143,-0.258,50.00,-4.203007518796992,1.1325967,4.22 , 83.02 Mil ,98799408,$41.47,19081500,41335000,-74626944,$42.21,13083000,1.5833333333333333,1.4419191919191918,5.71,3.96,0.0323, 1.32 ,12.76
ADGI,,,,Key Error,,,,, 4.47 Bil ,,$,,,,$542.62,,,,,,, -53.61 ,
ADI,"Analog Devices, Inc.",170.57,178.5073015873016,4.19,15.90,1.0465339836272594,5.269939,7.28 , 99.61 Bil ,67948748800,"$2,224",2059701120,1480701056,-62639876992,"$9,377",5330696192,1.4962280701754385,1.502017543859649,171.23,114,0.0233, 34.6 ,23.206
ADILW,,,,Key Error,,,,N/A , - ,,$-10.93,,,,$3.23,,,,,,, -5.6 ,
ADIL,"Adial Pharmaceuticals, Inc",4.24,undefined,-0.973,N/A,undefined,13.507692,N/A , 89.74 Mil ,62859284,$-10.93,-4758694,5209845,-74703515,$3.23,273287,3.5333333333333337,3.5166666666666666,4.22,1.2,0.084300004, -5.6 ,-3.928
ADMA,ADMA Biologics Inc,1.25,undefined,-0.775,N/A,undefined,1.356674,-1.28 , 224.89 Mil ,258670608,$-135.09,-90639216,61965708,-96989892,$121.22,100150160,1.0869565217391306,1.065217391304348,1.225,1.15,0.1169, -4.01 ,-5.03
ADMP,Adamis Pharmaceuticals Corporat,1.04,undefined,-0.637,N/A,undefined,28.108107,-12.05 , 154.85 Mil ,157822432,$-21.85,-8622978,6855355,-147986085,$27.37,6858474,2.736842105263158,2.6842105263157894,1.02,0.38,0.074, -3.39 ,-4.687
ADN,"Advent Technologies Holdings, I",8.26,undefined,None,N/A,undefined,None,12.07 , 441.98 Mil ,242954720,$0.00,-11100541,116109056,-282904192,$23.71,182140,1.2591463414634148,1.2579268292682928,8.252,6.56,0.097799994, -11945.51 ,-24.107
ADOC,Edoc Acquisition Corp.,10.12,undefined,None,,undefined,None,N/A , 119.62 Mil ,117902424,$,None,727773,-118964795,$0.07,0,1.0274111675126902,1.0274111675126902,10.12,9.85,0.00029999999,Not Found!,None
ADMS,"Adamas Pharmaceuticals, Inc.",4.88,253.0866031746032,-1.772,-90.30,51.86200884725476,36.488552,-3.68 , 266.41 Mil ,276247904,$-51.42,-28954876,91370000,-125680720,$154.68,137359008,1.6486486486486487,1.6081081081081081,4.76,2.96,0.060399998, -6.48 ,-7.546
ADNWW,,,,Key Error,,,,N/A , - ,,$0.00,,,,$23.71,,,,,,, -11945.51 ,
ADOCR,,0.3601,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,None,727773,,Not Found!,0,,,0.369899,0.369899,,,
ADOCW,,,,Key Error,,,,N/A , - ,,$,,,,$0.08,,,,,,,Not Found!,
ADRE,,48.6,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,49.06,45.67,,Not Found!,
ADP,"Automatic Data Processing, Inc.",197.05,190.71887301587304,5.755,10.48,0.9678704542799951,14.889256,2.35 , 86.26 Bil ,88952340480,"$2,587",3625112576,2575200000,-81809273088,"$43,102",3446400000,1.4584412700762341,1.456516912145659,196.79,135.11,0.01, 21.94 ,23.008
ADPT,Adaptive Biotechnologies Corpor,38.58,-25.835682539682537,-1.156,4.30,-0.6696651772857061,7.4821677,8.45 , 4.65 Bil ,3806496768,$-233.9,-110202128,598412992,-4847057216,$340.1,108607000,1.2974609046578107,1.2752648394148312,37.92,29.735,0.0436, -28.64 ,-23.459
ADSK,"Autodesk, Inc.",283.19,357.3577333333334,5.836,26.57,1.261900961662959,55.843246,6.71 , 65.94 Bil ,63579176960,"$1,469",1336724992,923200000,-62092924416,"$6,093",2091200000,1.2670126616258781,1.2691141335958123,283.6597,223.51,0.0098, 84.78 ,84.2
ADUS,Addus HomeCare Corporation,83.69,85.7563492063492,2.09,15.00,1.0246905150716836,2.4917526,3.91 , 1.42 Bil ,1437337472,$51.4,75994376,125547000,-1207794056,$345.1,239932000,1.041957171314741,1.039479581673307,83.491,80.32,0.020399999, 21.19 ,21.627
ADV,Advantage Solutions Inc.,8.4,undefined,None,14.46,undefined,None,0.92 , 4.58 Bil ,5670949376,$315,None,163651008,-2546358336,"$3,259",2042893952,1.064638783269962,1.067173637515843,8.42,7.89,0.059899997, 15.68 ,14.015
ADTN,"ADTRAN, Inc.",18.67,5.185714285714287,0.275,2.30,0.27775652306986,2.4849753,6.76 , 866.48 Mil ,930542016,$-5.5,-669250,72745000,-847741208,$175.9,0,1.8540218470705065,1.8582423038728895,18.7125,10.07,0.0374, 28.57 ,36.709
ADTX,"Aditxt, Inc.",1.6,undefined,None,N/A,undefined,None,N/A , 34.87 Mil ,28565762,$-16.59,-7826623,14045036,-13427884,$9.94,5663328,1.0561056105610562,1.0594059405940595,1.605,1.515,0.0435, -1.83 ,None
ADVM,"Adverum Biotechnologies, Inc.",2.25,undefined,-1.35,N/A,undefined,0.5311615,-0.65 ," -15,476,000.00 ",1205078,$-114.56,-83843128,363843008,143489712,$147.01,129546000,1.089588377723971,1.0750605326876514,2.22,2.065,0.1342, 0.12 ,-0.009
ADVWW,,,,Key Error,,,,N/A , - ,,$314.78,,,,"$3,258.70",,,,,,, 15.68 ,
ADXN,Addex Therapeutics Ltd,9.69,undefined,None,,undefined,None,-15.79 , 36.11 Mil ,38855264,$-12.15,-6300243,18146520,-55178200,$5.63,420161,1.091216216216216,1.0566103603603603,9.3827,8.88,None, -2.71 ,-3.033
ADXS,"Advaxis, Inc.",0.5049,undefined,-0.327,N/A,undefined,1.574074,-5.27 , 25.39 Mil ,13698962,$-15.57,-5608875,48110000,-22250104,$6.75,0,1.9124999999999999,1.8939393939393938,0.5,0.264,0.0308, -1.31 ,-0.712
AEAC,Authentic Equity Acquisition Co,9.69,undefined,None,,undefined,None,, 291.10 Mil ,290140480,$,None,859527,-222010457,$0.42,0,1.0186061179438664,1.0186061179438664,9.69,9.513,0.0007,Not Found!,None
AEACU,,10,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,859527,,$0.05,0,,,9.98,9.7,,Not Found!,
AEACW,,,,Key Error,,,,N/A , - ,,$,,,,$0.42,,,,,,,Not Found!,
AEHAU,,,,Key Error,,,,, - ,,$,,,,$0.07,,,,,,,Not Found!,
AEHL,Antelope Enterprise Holdings Li,2.75,undefined,None,N/A,undefined,None,-4.07 , 24.34 Mil ,95972360,$-0.06,-23868624,13482000,572859,$19.58,101156000,1.544943820224719,1.5280898876404496,2.72,1.78,0.1148, -0.9 ,1.727
AEI,Alset EHome International Inc.,2.45,undefined,None,N/A,undefined,None,2.00 , 9.96 Mil ,-6734032,$-9.32,-7010131,72658872,8499252,$12.27,16463782,1.484848484848485,1.4424242424242424,2.38,1.65,0.031600002, -0.11 ,4.093
AEIS,"Advanced Energy Industries, Inc",84.76,130.04619047619047,4.026,10.00,1.534287287354772,3.9777575,4.59 , 3.39 Bil ,4245181184,$185,159677376,512764000,-2853586080,$900,427496000,1.402614595399636,1.4123779579678966,85.35,60.43,0.0373, 13.13 ,16.221
AEHR,Aehr Test Systems,11.15,-11.69404761904762,-0.235,20.00,-1.0487935084347642,26.8018,18.81 , 387.56 Mil ,125633696,$-2.93,None,4582000,-276230608,$10.22,4823000,9.695652173913045,9.660869565217391,11.11,1.15,0.058000002, -100.09 ,-32.52
AEP,American Electric Power Company,82.99,115.94017460317463,4.57,6.03,1.3970378913504595,1.9691019,0.82 , 77.57 Bil ,81211023360,"$-2,751",-2157274880,534400000,-40804922368,"$62,728",37056901120,1.1094919786096256,1.1022727272727273,82.45,74.8,0.0146, 11.93 ,13.825
AEMD,"Aethlon Medical, Inc.",3.8,undefined,-0.706,N/A,undefined,5.303983,27.75 , 39.47 Mil ,27636210,$-7.81,-4594824,25171680,-46463752,$1.13,16835,2.945736434108527,3.627906976744186,4.68,1.29,0.021300001, -4.62 ,-3.238
AEPPL,,,,Key Error,,,,N/A , - ,,"$-2,750.60",,,,"$62,728.30",,,,,,, 11.93 ,
AEPPZ,,50.31,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,"$-2,750.60",-2157274880,534400000,,"$62,728.30",37056901120,,,50.36,44.71,, 11.93 ,
AESE,"Allied Esports Entertainment, I",1.78,undefined,-0.758,N/A,undefined,0.8054004,-3.50 , 64.75 Mil ,75861632,$-4.27,-29515484,7689991,-60021345,$42.35,4328225,2.0697674418604652,2.011627906976744,1.73,0.86,0.046, -2.35 ,-5.536
AERI,"Aerie Pharmaceuticals, Inc.",12.27,390.23250793650794,-3.827,-66.90,31.803790377873508,None,-4.08 , 604.54 Mil ,724985472,$-52.98,-36428000,188287008,-370681120,$395.14,235942000,1.3618201997780244,1.3052164261931187,11.76,9.01,0.113000005, -6.18 ,-7.309
AEYE,"AudioEye, Inc.",10.935,undefined,-0.856,N/A,undefined,5.24281,5.59 , 101.88 Mil ,164753680,$-2.87,1215625,25836000,-95415368,$9.87,1952000,1.2136514983351832,1.2008879023307437,10.82,9.01,0.0615, -14.11 ,-22.647
AEY,"ADDvantage Technologies Group, ",2.44,undefined,-1.513,N/A,undefined,2.1204188,2.61 , 37.47 Mil ,36597612,$-8.51,-4275220,3598000,-26452838,$19.38,10919000,1.3555555555555554,1.3333333333333333,2.4,1.8,0.0149, -5.81 ,-5.327
