TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA
AACIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,
AACI,Armada Acquisition Corp. I,9.815,undefined,-0.085,,undefined,222.5,,202088416,None,657590,-202088410,0.032,0,1.0508565310492506,1.0481798715203425,9.79,9.34,None,undefined,20709500,USD,United States,none,None
AACIU,,9.9982,,-0.085,,,227.95454,N/A ,,None,657590,,,0,,,10.03,9.76,,,,,,,
AACG,ATA Creativity Global,1.04,-17.024428044280445,-0.313,25.00,-16.369642350269658,0.17560695,-0.95 ,7232720,None,75232600,41643628,2.412,45096760,1.04,1.0588,1.0588,1,None,undefined,31376900,USD,China,strong_buy,-0.137
AAL,"American Airlines Group, Inc.",18.07,813.065446494465,-5.184,-105.10,44.99532077999253,None,0.18 ,43747696640,-1145750016,14535999488,2906648576,22.45,46655000576,1.2284160435078177,1.2188987083616587,17.93,14.71,0.1776,-1.7694598793406136,647513984,USD,United States,hold,-9.2
AAME,Atlantic American Corporation,2.78,undefined,0.614,N/A,undefined,0.3567788,,74154512,31535250,14327000,-35600572,0.703,38295000,1.349514563106796,1.1601941747572815,2.39,2.06,0.0242,1.5474689134680497,20378600,USD,United States,none,3.845
AADI,"Aadi Bioscience, Inc.",24.87,undefined,-8.896,N/A,undefined,3.3416355,,343828800,None,161375008,-343215072,7.723,613000,26.069182389937108,25.157232704402517,24,0.954,None,undefined,20894000,USD,United States,buy,-27.121
AADR,,64.092,,None,,,None,Not Found!,,,,,,,,,64.15,58.48,,,,,,,
AAOI,"Applied Optoelectronics, Inc.",5.35,-71.24671586715867,-2.041,13.00,-13.31714315273994,0.5291332,0.43 ,250794912,-15275375,43534000,-96775664,1.595,154019008,1.044921875,1.0,5.12,5.12,0.1519,-0.559586740226247,27297600,USD,United States,hold,-8.161
AATC,Autoscope Technologies Corporat,6.27,24.848634686346866,0.537,20.00,3.9630996309963105,1.6393015,29.61 ,25400252,1562000,8502000,-25289264,1.583,111000,1.5443349753694582,1.541871921182266,6.26,4.06,0.0036000002,0.29075503237023054,5372220,USD,United States,none,12.36
AAON,"AAON, Inc.",79.17,44.26789667896679,1.33,12.00,0.5591498885811139,10.402042,24.60 ,4062545408,30429124,101813000,-4062543096,1.942,0,1.3368794326241136,1.3297872340425532,78.75,59.22,0.0299,0.5803983367666132,52428000,USD,United States,hold,36.004
AAPL,Apple Inc.,178.2,220.24321771217714,5.61,15.68,1.2359327593275935,46.23015,8.22 ,2987166793728,73295003648,62639001600,-2850645651456,3.818,136521998336,1.53343085792961,1.5253420531795887,177.26,116.21,0.0069,4.467464138872635,16406400000,USD,United States,buy,24.845
AAWW,Atlas Air Worldwide Holdings,93.25,508.1943173431735,16.919,10.00,5.44980501172304,1.0409893,1.83 ,4579403776,196027008,773910976,-1958232640,26.661,2621171968,1.8568299482277977,1.8418956590999602,92.5,50.22,0.1934,6.7529620404915205,29028300,USD,United States,buy,4.848
AAXJ,,83.15,,None,,,None,Not Found!,,,,,,,,,82.68,79.8,,,,,,,
ABCB,Ameris Bancorp,49.71,149.48634686346867,5.58,8.00,3.0071685146543685,1.1881757,,224825440,None,3777502976,318026240,54.449,555707008,1.3581967213114754,1.3394808743169397,49.025,36.6,0.0414,undefined,69635200,USD,United States,buy,None
ABGI,ABG Acquisition Corp. I,9.8,undefined,-0.099,,undefined,None,N/A ,188454688,None,617654,-188455162,0.032,0,1.0197710718002082,1.0176899063475546,9.78,9.61,0.0002,undefined,15566300,USD,United States,none,None
ABIO,"ARCA biopharma, Inc.",2.21,undefined,-1.485,N/A,undefined,0.5473524,N/A ,-26824192,-10266125,58313000,27331284,4.047,507000,1.0327102803738317,1.0,2.14,2.14,0.0256,-0.712425659780293,14410100,USD,United States,none,1.429
ABMD,"ABIOMED, Inc.",362.06,100.36848118081183,3.257,10.48,0.2772150504911115,11.80238,69.87 ,15698628608,170232128,650558976,-15690779136,14.299,7854000,1.3857695104680983,1.372641328893482,358.63,261.27,0.0295,3.7415710313753503,45497500,USD,United States,buy,54.476
