TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL)
IT,182.55,79.04368421,2.96,9.95,0.432997448,28.37, 18.75 Bil ,$819 ,"$6,226 "
MKTX,497.92,215.5341447,7.85,10.47,0.432869025,46.47, 19.40 Bil ,$358.90 ,$376.40 
SPSC,99.31,42.85657895,1.26,15,0.431543439,50.73, 3.49 Bil ,$72.10 ,$105.70 
BAB,32.03,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
STBA,33.5,14.37888158,0.537,10,0.429220346,Not Found!, 1.25 Bil ,$48.00 ,"$7,813.20 "
CMRE,9.62,4.119355263,-0.179,-24.4,0.428207408,14.65, 2.65 Bil ,$172.40 ,"$1,661.70 "
LAMR,93.92,40.11381579,2.41,3,0.427106216,21.33, 13.59 Bil ,$508 ,"$4,589 "
DSGX,60.91,25.86881579,0.61,20.8,0.424705562,36.07, 5.12 Bil ,$127.50 ,$152.20 
BAL,45.765,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BALY,64.98,undefined,None,N/A,undefined,112.79, 3.06 Bil ,$3.70 ,"$1,603.30 "
ZTO,29.15,12.33181053,0.824,1.84,0.423046673,30.48, 22.61 Bil ,$732 ,"$1,545 "
JHX,30.58,12.925,0.38,15,0.422661871,33.76, 14.69 Bil ,$23 ,"$3,173 "
CWCO,13.45,5.683815789,0.238,8,0.422588535,36.34, 172.34 Mil ,$12.77 ,$11.09 
BAPR,30.05,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BAR,16.98,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BATL,10.88,undefined,None,N/A,undefined,-1.1, 358.01 Mil ,($51.70),$256.50 
BATT,15.32,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BAUG,30.8559,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
HLIO,72.78,30.73168421,1.966,2.3,0.422254523,36.17, 2.79 Bil ,$93.10 ,$689.20 
DEO,164.21,69.26584211,2.644,9.6,0.42181257,20.61, 117.31 Bil ,"$2,028 ","$32,831 "
BBAR,2.73,undefined,None,31.93,undefined,Not Found!,"-759,892,000.00",$543 ,"$6,508 "
BBAX,28.39,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BBC,51.3732,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BBCA,29.55,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
VERU,10.775,4.530697368,0.023,127.6,0.420482354,150.35, 861.53 Mil ,$1.15 ,$24.04 
COLL,23.7,9.955,0.76,0.55,0.420042194,7.67, 905.07 Mil ,($279.80),$457.80 
BBEU,27.38,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BBF,13.9,undefined,0.619,N/A,undefined,Not Found!, 143.05 Mil ,$6.36 ,$90.70 
BBIN,57.41,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BBJP,28.48,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GSHD,107.18,44.88,0.51,52.3,0.418734839,175.46, 4.14 Bil ,$14.30 ,$224.20 
BBMC,85.7,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BBN,24.65,undefined,None,,undefined,Not Found!, 1.42 Bil ,$155.80 ,$728.90 
BBP,52.3535,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BBRE,85.92,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BBSA,25.876,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BBSC,64.52,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CFG,44.15,18.44352632,2.22,-2.76,0.417746915,Not Found!, 16.39 Bil ,$58 ,"$160,676 "
BBUS,72.81,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BGSF,14,5.775,0.14,20,0.4125,22.19, 188.55 Mil ,$20.10 ,$64.80 
PPBI,43.44,17.91118421,0.75,8,0.412320079,Not Found!, 3.75 Bil ,$200.90 ,"$16,989.90 "
SCS,14.29,5.890789474,0.22,10,0.412231594,13.75, 1.90 Bil ,$24 ,"$1,394 "
ROIC,15.87,6.519671053,0.273,8,0.410817332,17.65, 3.39 Bil ,$106.70 ,"$1,570.70 "
CGNX,82.99,34.01315789,1,15,0.409846462,61.77, 14.54 Bil ,$229.10 ,$538.50 
BCD,26.93,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
SHI,23.64,9.639473684,0.9,-1.1,0.407761154,35.72, 1.51 Bil ,$517 ,"$2,139 "
HAIN,43.6,17.76210526,0.295,33.1,0.407387735,42.62, 4.75 Bil ,$183 ,$811 
EVR,131.74,53.53815789,8.22,-4,0.406392575,Not Found!, 5.86 Bil ,$925 ,"$1,882 "
BCI,23.28,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BCM,32.2618,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DLR,140.84,57.14210526,1,30.98,0.405723553,27.11, 57.38 Bil ,"$1,707 ","$17,630 "
WBK,18.56,7.526605263,0.486,2.2,0.405528301,Not Found!, 181.16 Bil ,"$41,457 ","$609,734 "
BRKR,64.28,26.02744737,1.02,9.13,0.404907395,31.31, 10.03 Bil ,$235 ,"$2,075 "
BCV,29.49,undefined,4.759,N/A,undefined,Not Found!, 194.89 Mil ,$0.00 ,$1.08 
BCX,8.87,undefined,None,,undefined,Not Found!, 789.41 Mil ,$64.38 ,$18.31 
HBAN,15.72,6.341644737,0.69,-2.15,0.403412515,Not Found!, 20.28 Bil ,"$1,204 ","$110,045 "
BDCX,36.232,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BDCZ,18.5834,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BDEC,31.85,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BDJ,9.46,undefined,-0.101,N/A,undefined,Not Found!, 1.76 Bil ,$125.21 ,$40.04 
BDL,23.745,undefined,0.751,N/A,undefined,7.76, 72.78 Mil ,$6.00 ,$67.70 
DRE,41.93,16.89440789,0.805,6,0.402919339,26.17, 19.47 Bil ,$566.40 ,"$3,876.90 "
BDR,1.47,undefined,-0.755,N/A,undefined,-7.17, 25.03 Mil ,($3.92),$10.92 
BDRY,16.92,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
AVID,21.11,8.503289474,0.25,15,0.402808597,27.44, 1.13 Bil ,$33.90 ,$438.10 
GNRC,327.45,130.8710526,5.48,8,0.399667285,37.89, 20.76 Bil ,$424 ,"$1,845 "
ALLE,125.62,50.04710526,3.39,1.7,0.398400774,25.21, 12.54 Bil ,$443 ,"$2,237 "
BEKE,56.98,undefined,None,4.52,undefined,102.45, 64.89 Bil ,"$1,306 ","$5,735 "
WB,50.46,20.09352632,1.38,1.56,0.398207022,20.56, 10.57 Bil ,$56 ,"$3,306 "
INFO,96.78,38.51925,1.334,11.45,0.398008369,33.87, 47.47 Bil ,$994 ,"$7,978 "
BEPC,46.8,undefined,None,N/A,undefined,-24.43, 32.01 Bil ,$430 ,"$27,748 "
NTES,103.26,40.95165395,2.739,1.83,0.396587778,23.66, 61.89 Bil ,"$3,170 ","$9,004 "
MANH,117.38,46.25789474,1.36,15,0.394086682,61.27, 7.54 Bil ,$138.20 ,$246.50 
BETZ,30.78,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
SNP,52.73,20.76973684,4.1,-5,0.393888429,5.86, 111.28 Bil ,"$2,896 ","$136,678 "
BFEB,29.0458,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BFK,15,undefined,0.268,N/A,undefined,Not Found!, 677.65 Mil ,$12.61 ,$421.03 
BFOR,56.3926,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
TECH,381.93,149.5558553,4.397,15,0.39157923,49.49, 15.10 Bil ,$200.50 ,$537.00 
BFTR,48.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BFY,15.1752,undefined,0.087,N/A,undefined,Not Found!, 76.80 Mil ,($1.63),$57.68 
BFZ,14.36,undefined,1.053,,undefined,Not Found!, 455.03 Mil ,$32.05 ,$316.79 
SCHN,41.79,16.36032895,0.611,10,0.391489087,15.2, 1.46 Bil ,$16 ,$589 
BGB,13.33,undefined,None,,undefined,Not Found!, 871.46 Mil ,$114.33 ,$421.51 
BGH,16.08,undefined,None,8,undefined,Not Found!, 456.93 Mil ,$39.20 ,$138.02 
BGI,3.34,undefined,-0.708,N/A,undefined,140.69, 178.11 Mil ,($7.70),$155.20 
BGIO,9.17,undefined,None,,undefined,Not Found!, 236.79 Mil ,$35.72 ,$37.24 
BGLD,18.94,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BGR,8.88,undefined,-3.871,N/A,undefined,Not Found!, 260.23 Mil ,$24.19 ,$5.64 
EIX,58.6,22.92631579,1.98,-0.5,0.391234058,13.75, 48.07 Bil ,"($4,221)","$53,423 "
DAVA,84.69,33.10143158,0.864,17.97,0.390854075,68, 4.60 Bil ,$64.10 ,$175.80 
BGT,12.51,undefined,0.12,N/A,undefined,Not Found!, 409.10 Mil ,$28.30 ,$148.62 
BGX,14.14,undefined,None,,undefined,Not Found!, 262.86 Mil ,$34.32 ,$136.46 
BGY,6.07,undefined,0.42,N/A,undefined,Not Found!, 633.77 Mil ,$52.32 ,$9.04 
BH,132.76,undefined,-110.052,N/A,undefined,-239.46, 585.01 Mil ,$96.90 ,$453.10 
BHB,29.42,undefined,2.18,N/A,undefined,Not Found!, 554.74 Mil ,$31.40 ,"$3,314.40 "
AM,9.03,3.526078947,-0.26,-17.87,0.390484933,50.19, 7.44 Bil ,$556.70 ,"$3,192.60 "
FITB,37.45,14.62073684,1.83,-2.98,0.390406858,Not Found!, 40.99 Bil ,$13 ,"$181,569 "
BHK,15.7,undefined,None,N/A,undefined,Not Found!, 1.15 Bil ,$21.40 ,$316.30 
TTD,651.66,254.3388158,4.95,27,0.390293736,180.26, 30.88 Bil ,$325.00 ,"$1,740.50 "
PSO,10.69,4.170592105,0.565,-3.4,0.39013958,8.5, 8.87 Bil ,$343 ,"$4,458 "
ENPH,162.16,63.19065789,0.945,37.7,0.389680919,137, 21.72 Bil ,$195.80 ,$716.10 
BHV,16.36,undefined,0.285,N/A,undefined,Not Found!, 26.59 Mil ,$1.31 ,$16.57 
BHVN,68.35,undefined,-13.056,N/A,undefined,-6.47, 4.32 Bil ,($748.35),"$1,079.16 "
BIBL,39.033,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BIF,12.58,undefined,-0.04,N/A,undefined,Not Found!, 1.46 Bil ,($140.09),$263.77 
FIXX,9.41,3.651276316,-2.803,-9.4,0.388020862,-2.32, 283.70 Mil ,($98.07),$67.74 
BIL,91.5,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
TDG,587.92,228.0308684,6.57,15.48,0.387860369,26.45, 48.14 Bil ,$945 ,"$22,278 "
BILS,100.085,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
AIN,83.47,32.22565789,3.05,-1.2,0.386074732,12.8, 2.92 Bil ,$97.90 ,$730.10 
BIOX,10.18,undefined,-0.195,N/A,undefined,22.31, 576.62 Mil ,($3.89),$233.41 
BRKS,81.65,31.03592105,1.046,12,0.38010926,39.64, 6.50 Bil ,$10.30 ,$362.60 
BIPC,76.37,undefined,None,,undefined,19.24, 9.19 Bil ,$334 ,"$9,916 "
BIT,18.02,undefined,None,,undefined,Not Found!, 681.58 Mil ,$83.60 ,$394.53 
BIV,88.2694,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BIZD,15.8292,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
NICE,217.97,82.81263158,2.98,10.7,0.37992674,30.1, 13.48 Bil ,$417 ,"$1,644 "
BJAN,34.14,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BJUL,30.97,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BJUN,31.9791,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ST,57.95,21.97684211,1.04,6.1,0.379238,17.71, 11.38 Bil ,$453 ,"$5,139 "
BKAG,48.7962,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
TCX,77.5,29.30921053,0.54,29,0.378183362,25.19, 967.69 Mil ,($8.40),$347.20 
SXI,95.57,36.06769737,1.347,10,0.377395599,14.1, 1.29 Bil ,$38.10 ,$460.50 
BKEM,74.6133,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BKF,52.7065,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
TCBI,70.92,26.74736842,1.12,8,0.377148455,Not Found!,"-2,112,371,000.00","$2,637.10 ","$34,854.90 "
BKHY,55.974,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
SEDG,287.44,108.185,2.66,19.6,0.3763742,69.84, 14.25 Bil ,$96 ,"$1,351 "
BKIE,69.0081,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BKLC,74.6409,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BKLN,22.13,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BKMC,83.7111,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BKN,17.61,undefined,0.482,N/A,undefined,Not Found!, 303.92 Mil ,$7.08 ,$186.09 
BKR,21.61,undefined,None,3.25,undefined,-2.31, 31.47 Bil ,$330 ,"$19,765 "
BKSB,51.212,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BKSE,93.8421,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BKT,6.11,undefined,0.295,N/A,undefined,Not Found!, 390.30 Mil ,$46.13 ,$254.72 
TAK,18.26,6.86675,0.5225,0.58,0.376054217,11.86, 95.81 Bil ,"$5,746 ","$73,671 "
NSA,39.93,14.95855263,0.53,11,0.3746194,21.02, 5.48 Bil ,$203.90 ,"$2,083.10 "
KTOS,27.28,10.21263158,0.672,2,0.374363328,53.73, 3.46 Bil ,$10.70 ,$637.50 
BLDG,30.0629,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BLE,15.26,undefined,0.336,N/A,undefined,Not Found!, 361.19 Mil ,$1.32 ,$227.28 
BLES,36.266,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BLHY,24.38,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BHE,30.92,11.561,0.38,12.52,0.373900388,12.9, 960.37 Mil ,$81 ,$755 
OPRT,20.71,7.741394737,1.138,-3.8,0.373799842,Not Found!, 1.91 Bil ,$126.30 ,"$1,542.70 "
BLOK,55.84,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BLV,97.5824,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BLW,16.75,undefined,1.046,N/A,undefined,Not Found!, 873.17 Mil ,($13.17),$302.72 
EL,290.85,108.262,2.527,21.1,0.372226233,54.45, 108.62 Bil ,"$2,421 ","$14,139 "
ROL,34.42,12.81065789,0.53,8.2,0.372186458,38.75, 17.46 Bil ,$413 ,$905 
BMAR,31.13,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BMAY,30.305,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BME,46.25,undefined,6.655,,undefined,Not Found!, 558.72 Mil ,($19.35),$8.62 
BMED,28.1447,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BMEZ,26.3,undefined,None,,undefined,Not Found!, 2.90 Bil ,$107 ,$64 
CLH,84.06,31.17342105,2.42,0.4,0.370847264,10.79, 5.86 Bil ,$232 ,"$2,790 "
ALSK,3.25,1.183947368,-0.02,-49.4,0.364291498,7.33, 410.81 Mil ,$8.30 ,$403.50 
TECK,19.18,6.979934211,-1.286,-12.25,0.363917321,43.96, 16.86 Bil ,"($1,533)","$16,059 "
BNDC,25.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BNE,28.4435,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
VER,38.62,14.04888158,0.719,5,0.36377218,15.82, 14.87 Bil ,$671 ,"$6,513 "
BNKD,18.87,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BNKU,43.72,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BNO,15.88,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BNOV,30.9237,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
STFC,19.71,7.164473684,0.3,8,0.363494352,30.31, 900.34 Mil ,$49 ,"$2,093 "
BNY,15.47,undefined,0.561,N/A,undefined,Not Found!, 204.24 Mil ,$0.05 ,$138.06 
BOB,24.7293,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BOCT,31.2199,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
RAVN,38.33,13.92368421,0.52,10,0.363258132,36.61, 1.36 Bil ,$39.30 ,$78.00 
BOIL,21.2,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BOND,109.23,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
O,63.5,23.0175,1.14,5.45,0.362480315,23.54, 32.46 Bil ,"$1,116 ","$9,723 "
BORR,0.9642,undefined,-3.264,N/A,undefined,-13.81, 2.22 Bil ,($49.40),"$2,134.40 "
BOSS,31.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BOUT,33.09,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
AMK,23.34,8.436247368,0.143,32.26,0.361450187,42.51, 1.74 Bil ,$47.90 ,$318.50 
TTGT,69.45,25.08,0.608,20,0.36112311,70.74, 2.11 Bil ,$45.80 ,$254.10 
OMAB,50.52,17.97631579,1.08,3,0.355825728,22.17, 2.64 Bil ,($5.10),$366.20 
BPT,3.74,undefined,0.38,N/A,undefined,10.78, 81.70 Mil ,$0.00 ,$0.21 
BQ,5.57,undefined,None,N/A,undefined,-27.59, 563.60 Mil ,($7.80),$110.90 
TW,74,26.136,0.88,12.02,0.353189189,40.98, 17.56 Bil ,$400.70 ,$660.70 
GLT,17.15,6.044210526,0.48,0.2,0.352432101,10.21, 979.73 Mil ,$80.90 ,$708.90 
BRBS,21.94,undefined,3.11,,undefined,Not Found!, 681.27 Mil ,($110.60),"$1,423.37 "
FTAI,28.19,9.928947368,-1.225,-14.1,0.352215231,22.57, 4.29 Bil ,($531.70),"$2,288.70 "
BRF,19.5628,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FRT,101.45,35.64,1.62,6.7,0.351306062,22.69, 11.96 Bil ,($132.00),"$5,058.90 "
PLMR,67.04,23.51684211,0.24,59.2,0.350788218,276.17, 1.72 Bil ,$46.40 ,$365.40 
BRMK,10.46,undefined,None,N/A,undefined,12.71, 1.17 Bil ,$61.30 ,$12.90 
BRN,2.57,undefined,-0.454,N/A,undefined,-10.18, 17.55 Mil ,$0.16 ,$15.70 
ANSS,339.56,118.6914474,4.97,8,0.349544844,49.95, 30.53 Bil ,$512 ,"$1,843 "
BRT,16.84,undefined,-1.16,N/A,undefined,-79.61, 449.14 Mil ,($1.76),$188.05 
NEOG,88.89,31.03375,1.159,10,0.349125323,49.75, 4.39 Bil ,$70.60 ,$68.20 
BRZU,91.17,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
HEI,125.8,43.89984211,1.91,7.38,0.348965359,38.07, 16.64 Bil ,$404 ,"$1,485 "
DUK,96.53,33.563475,1.719,4.99,0.347699938,16.62, 141.06 Bil ,"($1,051)","$113,204 "
BSD,14.6,undefined,0.255,N/A,undefined,Not Found!, 107.77 Mil ,$5.66 ,$74.69 
BSE,14.3799,undefined,0.146,N/A,undefined,Not Found!, 94.88 Mil ,($0.42),$66.56 
BSEP,30.4761,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LMNX,31.9,11.05427632,0.325,15,0.346529038,20.45, 1.47 Bil ,$32.00 ,$307.80 
BSL,15.56,undefined,-1.153,N/A,undefined,Not Found!, 300.98 Mil ,$62.66 ,$117.12 
PUMP,10.66,3.685578947,-1.061,-10.9,0.345739113,50.43, 1.07 Bil ,$38.50 ,$180.00 
PPD,37.84,13.02921053,0.35,17.22,0.344323745,25.08, 17.11 Bil ,$88 ,"$7,040 "
BSN,9.79,undefined,None,,undefined,Not Found!, 372.31 Mil ,$,$0.28 
BST,54.1,undefined,None,,undefined,Not Found!, 1.38 Bil ,($32.20),$24.50 
BSTZ,35.69,undefined,None,,undefined,Not Found!, 2.90 Bil ,$107 ,$64 
BSV,82.101,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BTA,12.66,undefined,0.164,,undefined,Not Found!, 170.74 Mil ,$6.02 ,$116.37 
BTAL,17.1284,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BTEK,33.801,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ESE,108.89,37.38046053,1.099,15,0.343286441,32.7, 2.90 Bil ,$70.30 ,$404.00 
MAA,144.36,49.24309211,2.195,7,0.341113135,22.78, 21.53 Bil ,$397 ,"$5,106 "
KRTX,120.23,40.72142105,-1.901,-23.3,0.338696008,-43.91, 3.00 Bil ,($70.28),$8.69 
BTO,38.44,undefined,-5.648,N/A,undefined,Not Found!, 723.62 Mil ,$39.92 ,$125.98 
BTT,25.41,undefined,1.46,N/A,undefined,Not Found!, 1.80 Bil ,$52.80 ,"$1,017.60 "
EGRX,41.74,14.10315789,0.87,2.7,0.337881119,16.23, 487.35 Mil ,$48.80 ,$67.20 
BTZ,14.68,undefined,1.74,N/A,undefined,Not Found!, 1.38 Bil ,$212.20 ,$641.20 
MTRN,66.24,22.25328947,0.75,12,0.335949418,26.97, 1.47 Bil ,$34 ,$402 
BUFD,20.4,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BUFF,34.11,undefined,None,,undefined,Not Found!, 6.75 Bil ,$23 ,$549 
BUFR,22.1,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BUI,25.155,undefined,None,,undefined,Not Found!, 473.37 Mil ,($2.28),$6.92 
BUL,35.6285,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BUR,9,undefined,None,,undefined,Not Found!, 2.55 Bil ,$180.30 ,"$1,028.50 "
FORR,42.48,14.19144737,0.53,10,0.33407362,19.4, 927.87 Mil ,$38.80 ,$458.50 
BUYZ,49.28,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BUZZ,24.15,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
EQIX,679.59,226.5725,4.18,28.95,0.333395871,31.05, 72.85 Bil ,$27 ,"$16,373 "
BVH,18.54,undefined,None,10,undefined,-37.56, 982.28 Mil ,$17.30 ,$987.40 
OPK,4.29,1.424210526,0.048,12,0.331983806,20.24, 3.16 Bil ,$6 ,$802 
HFC,35.78,11.858,-3.724,-10.7,0.331414198,-89.22, 8.89 Bil ,$128 ,"$5,785 "
RGEN,194.41,64.26315789,1.11,31.5,0.330554796,104.28, 10.26 Bil ,$36.30 ,$373.70 
BWG,12.06,undefined,None,,undefined,Not Found!, 264.77 Mil ,$103.34 ,$128.27 
BWX,29.1176,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GLRE,8.7,2.865065789,0.107,10,0.329317907,36.9, 390.76 Mil ,($91.30),$892.80 
BWZ,31.495,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BBDC,9.98,3.282631579,0.168,5,0.328921,Not Found!, 1.55 Bil ,($218.13),$959.23 
HASI,55.75,18.32585526,1.101,3,0.328714893,Not Found!, 6.16 Bil ,$73.30 ,"$2,248.90 "
GLUU,12.48,4.081578947,0.12,15,0.327049595,68.7, 1.87 Bil ,$69.00 ,$236.80 
PTVCB,22.87,7.403289474,0.31,8,0.323711827,Not Found!, 287.31 Mil ,$73.40 ,"$1,359.70 "
BXMX,13.48,undefined,0.953,N/A,undefined,Not Found!, 1.42 Bil ,$0.00 ,$58.90 
PAGS,46.3,14.91359737,0.677,6.72,0.322107935,34.99, 15.41 Bil ,$36 ,"$2,526 "
IIIV,31.125,10.00160526,-0.198,-43.4,0.321336715,70.99, 1.24 Bil ,$21.70 ,$256.30 
HCKT,16.39,5.253947368,0.165,13.5,0.320558107,35.46, 465.25 Mil ,$42.20 ,$51.70 
QADB,43.25,13.84335526,0.517,10,0.320077578,59.95, 1.27 Bil ,$29.70 ,$221.30 
BYLD,24.9206,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BYM,15.11,undefined,0.425,N/A,undefined,Not Found!, 403.29 Mil ,$12.01 ,$261.05 
MNRO,65.8,21.05703947,0.549,18,0.320015797,23.34, 2.96 Bil ,$102 ,"$1,095 "
BZM,14.9,undefined,-0.007,N/A,undefined,Not Found!, 31.32 Mil ,$0.89 ,$19.22 
BZQ,9.51,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FNV,125.29,40.02075,1.71,7.67,0.319424934,40.3, 24.42 Bil ,$491 ,$149 
CCOI,68.76,21.94861842,0.13,108.15,0.319206202,26.2, 4.09 Bil ,$84.40 ,"$1,293.60 "
VLO,71.6,22.82210526,-3.504,-13,0.318744487,48.84, 44.15 Bil ,($840),"$32,132 "
UNVR,21.54,6.851407895,0.31,6.77,0.318078361,15.41, 6.11 Bil ,$116 ,"$4,563 "
CADE,20.73,undefined,-1.63,N/A,undefined,Not Found!, 961.56 Mil ,$498.70 ,"$16,591.50 "
TRIP,53.79,17.05940789,-2.143,-14,0.317148316,-36.85, 7.67 Bil ,($249.00),"$1,083.00 "
CAF,22.55,undefined,None,N/A,undefined,Not Found!, 501.09 Mil ,$0.00 ,$1.10 
MOFG,30.97,9.791447368,0.41,8,0.316159101,Not Found!, 678.44 Mil ,$7.00 ,"$5,041.40 "
ENDP,7.41,2.338078947,0.788,-6.45,0.315530222,8.59, 8.84 Bil ,($324),"$9,913 "
R,75.65,23.73472895,-2.346,-15.49,0.313743938,4.78, 10.86 Bil ,"$1,035 ","$10,676 "
PTC,137.65,42.96353947,1.01,20.89,0.312121609,45.33, 17.60 Bil ,$310 ,"$1,954 "
AME,127.73,39.83302632,3.77,-1.2,0.311853334,21.73, 30.94 Bil ,"$1,207 ","$4,408 "
CALF,41.01,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
AROC,9.49,2.955280263,-0.463,-12.91,0.311409933,14.79, 3.20 Bil ,$195.00 ,"$1,844.20 "
CANE,7.03,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CANF,2.47,undefined,-1.2,N/A,undefined,-2.91, 32.71 Mil ,$0.00 ,$3.45 
CFX,43.81,13.60103684,0.308,22.01,0.310455075,20.39, 8.33 Bil ,$187 ,"$3,764 "
CAPE,191.82,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
MC,54.88,16.951,3.082,-4.7,0.308873907,11.9, 3.22 Bil ,$388.60 ,$752.00 
CARR,42.22,undefined,None,5.53,undefined,12.83, 44.77 Bil ,"$1,380 ","$18,515 "
