TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER
BRK-B,Berkshire Hathaway Inc. New,478.08,306.6987080291971,31.03,3.81,0.6415217286420623,0.0009620726,18.06748302473052,N/A,-234968416256,36799623168,373311012864,-661447835648,259563.16,135370997760,1.0502866934686614,1.0494081592302116,477.6801,455.19,0.0095,26.46079696577607,1390722404,USD,United States,1034758848512,buy,-2.125,-0.27997364953886694,261.5369720537035,0.5470569194563745,Financial Services,Insurance - Diversified,N/A,0.0027599998,60.6781796713968,65.26039537736122,0.39689988216967925
XRX,Xerox Holdings Corporation,1.27,undefined,-8.25,N/A,undefined,0.3662053,0.435150469793663,1.04,4462344704,375375008,512000000,348655392,3.981,4582000128,1.0495867768595042,1.0330578512396695,1.25,1.21,0.324,2.9185306880220097,128617804,USD,United States,163344608,none,15.282,1.8323741007194245,undefined,undefined,Industrials,Business Equipment & Supplies,32.48,0.08044,3.1438646688454943,4.794975419149778,-9.929075881956422
GME,GameStop Corporation,23.43,undefined,0.77,N/A,undefined,1.8863729,-65.78227882598623,2.83,5853530112,-159700000,9013799936,-1258475520,20.103,4361900032,1.1756146512794783,1.1485699949824384,22.891,19.93,0.15689999,-0.35617495194989135,448375157,USD,United States,10272275456,none,19.551,1.2964854111405835,undefined,undefined,Consumer Cyclical,Specialty Retail,51.83,0.08878,-18.155063833703764,18.245632534475547,1.5164648069797049
WEX,WEX Inc.,157.78,127.44567883211681,8.47,10.24,0.8077429257961517,4.3988776,4.925364386410807,0.85,5096729088,1099112448,5238700032,-193356800,152.685,4921900032,1.428519692168402,1.3867813490267087,153.17,110.45,0.0614,32.03417810777993,34310618,USD,United States,5432056832,buy,5.829,0.2949898785425101,482.0091587691793,3.054944598613128,Technology,Software - Infrastructure,53.21,0.01269,8.315467138610181,9.459713824878326,4.269093552143471
CNC,Centene Corporation,36.31,-518.9495693430657,-13.53,39.27,-14.292194143295667,0.9187923,3.533793497395933,2.69,16278222848,5053000192,20320000000,1986721792,41.32,18161999872,1.4477671451355665,1.4565390749601277,36.53,25.08,0.0273,10.275076918545746,491772493,USD,United States,18333278208,hold,6.356,0.4579250720461095,394.1054502473163,10.85390939816349,Healthcare,Healthcare Plans,50.47,0.0031299999,17.35783474997809,20.07544321515203,10.937978942357985
HOG,"Harley-Davidson, Inc.",21.18,14.999824817518249,2.78,-1.78,0.7082070263228635,0.758346,-5.147659896045991,2.13,4123955968,-460208128,1314916992,-1205048960,11.756,3053696000,1.2393212404915155,1.2311293153891163,21.04,17.09,0.21700001,-4.114490939129202,111850563,USD,United States,2519965952,hold,6.645,0.6340648854961831,-22.200231402951136,-1.048169565767287,Consumer Cyclical,Recreational Vehicles,69.91,0.010319999,21.627225551897236,51.50858114365751,14.672446060602054
GDRX,"GoodRx Holdings, Inc.",2.05,1.2082335766423358,0.09,8.22,0.5893822325084566,1.1842834,2.7170884298972555,0.29,983263744,81944752,261820000,-471289440,0.764,542806016,1.15819209039548,1.1836158192090396,2.095,1.77,0.0946,0.7544840931355035,108610311,USD,United States,733109440,hold,8.039,0.6202932098765431,10.128811270765095,4.940883546714681,Healthcare,Health Information Services,46.19,0.12397,3.9015964412379023,5.657738711605176,-0.48543412899557425
LULU,lululemon athletica inc.,153.67,119.24321167883211,13.26,2.70,0.7759693608305598,3.7298086,20.602253441626427,6.43,17755281408,824078400,1807202048,-16828842240,15.633,1798440960,1.0674492914698526,1.0987774381772715,158.18,143.96,0.056399997,7.458892806818546,110482671,USD,Canada,18636044288,hold,6.559,0.6022956841138659,67.07559078832443,0.43649112245932475,Consumer Cyclical,Apparel Retail,40.35,0.04723,110.79044138416867,187.511513315927,-3.181704373654217
MOH,Molina Healthcare Inc,141.53,103.70639416058394,8.92,5.98,0.7327520254404292,1.8493685,-73.7244956169,4.20,3078795008,-100000000,8256000000,569961984,160.311,4046000128,1.1690897075830167,1.1657442590451015,141.125,121.06,0.0725,-1.9197147273199766,52091073,USD,United States,7686038016,hold,3.413,0.24589337175792506,-22.319135895439846,-0.15769897474344552,Healthcare,Healthcare Plans,48.63,0.014579999,23.37723466264126,21.60722068852347,1.2085266778939823
TSLA,"Tesla, Inc.",346.65,33.33401459854014,1.07,30.30,0.09616043443975233,15.675664,348.4894902371674,15.61,1272168579072,3732624896,44059000832,-1243963260928,11.741,14718999552,1.5915977961432506,1.5595500459136822,339.67,217.8,0.0182,0.994721533105875,3752431984,USD,United States,1288022261760,buy,121.124,undefined,30.988843089750908,0.08939519137386676,Consumer Cyclical,Auto Manufacturers,34.70,0.111499995,4.893689216642099,4.715664371495514,-10.182668989255003
GOOGL,Alphabet Inc.,305.46,185.39544525547447,10.81,12.86,0.6069385361601338,9.237039,46.69109822531809,15.30,3635302629376,38088376320,126843002880,-3711777202176,10.485,66995998720,2.1356358805844926,2.202475005243655,315.02,143.03,0.0137,6.542146396427345,5822000000,USD,United States,3838620205056,strong_buy,24.207,1.4942592592592594,112.20019834339918,0.36731551870424667,Communication Services,Internet Content & Information,54.87,0.0058,61.91273193152845,73.83956418766977,4.994331175889207
PLTR,Palantir Technologies Inc.,150.07,30.60834306569343,0.63,52.01,0.20396043889980295,45.568142,272.722656440393,144.54,352071811072,1260918400,7177042944,-329475195904,3.001,229338000,1.995081095453337,1.850174155809625,139.1701,75.22,0.024,0.5502659806806323,2291470751,USD,United States,336652238848,buy,244.467,12.371811740890688,26.734491927068294,0.1781468110019877,Technology,Software - Infrastructure,51.16,0.03588,-27.856683144154992,41.8642289577961,-3.1556572676823413
