TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER
BRK-B,Berkshire Hathaway Inc. New,471.51,275.50636065573775,33.57,1.74,0.5843065060247667,0.0009353203,10.768175378405328,N/A,-265550020608,61228249088,397383008256,-622506835968,276362.1,128885997568,1.0358531602188097,1.0335024934642676,470.44,455.19,0.0095999995,43.78736261535764,1398308677,USD,United States,1019889844224,none,-2.25,-0.23100616016427103,359.35945537296067,0.762145989211174,Financial Services,Insurance - Diversified,N/A,0.00262,60.348981087634996,64.90633680391178,-1.8627964064131524
WEX,WEX Inc.,148.35,137.79661930783243,8.89,10.84,0.9288616063891637,4.005064,4.095290401638288,N/A,4971218944,1255837440,5408900096,309562880,156.019,5237100032,1.1208915753683415,1.1027200604457876,145.945,132.35,0.073699996,36.22453732234807,34668143,USD,United States,5099337216,buy,5.679,0.2434204886412345,561.4869267727744,3.7848798569111857,Technology,Software - Infrastructure,50.71,0.013200001,8.229711539046292,9.362157858721163,5.15310325672609
COLL,"Collegium Pharmaceutical, Inc.",30.48,7.412998178506377,2.06,-4.01,0.24320860165703337,3.215434,2.9721139205610285,N/A,1496518528,332619008,421752992,-583694176,13.004,929689984,1.048143053645117,1.0422971114167814,30.31,29.08,0.2199,10.25532695403764,32433779,USD,United States,1005447168,none,3.521,0.25644573925710124,36.904233024402124,1.210768800013193,Healthcare,Drug Manufacturers - Specialty & Generic,30.20,0.01155,105.268243981084,155.9750492303702,-9.339675882341659
BMBL,Bumble Inc.,3.04,undefined,-5.74,N/A,undefined,0.60638076,1.6896777234019806,N/A,866338752,234666496,245588992,-189731488,1.883,597268992,1.1647509578544062,1.0957854406130267,2.86,2.61,0.1336,1.7991596609791918,130431168,USD,United States,435320480,hold,3.04,0.2210909090909091,undefined,undefined,Communication Services,Internet Content & Information,N/A,0.02609,13.252375561620822,35.15868016290014,-3.7974709674459795
TASK,"TaskUs, Inc.",6.47,9.445894353369763,1.13,1.93,1.4599527594080004,0.9411764,2.9018301683082552,N/A,988211008,81482872,152264992,-419183008,1.663,547964992,1.2003710575139146,1.1576994434137293,6.24,5.39,0.1276,2.2296273815955123,36545511,USD,United States,571448000,none,4.516,0.3223411848679515,18.63789795923156,2.8806642904531006,Technology,Information Technology Services,N/A,0.23014,5.042166859996281,5.599298640475111,12.521739130434778
GDRX,"GoodRx Holdings, Inc.",2.95,0.7391038251366121,0.06,6.87,0.2505436695378346,1.5716656,3.6505699405041883,N/A,1304733312,84616376,235710000,-726128016,0.696,541350976,1.6666666666666667,1.6045197740112993,2.84,1.77,0.1166,0.8080929959097206,104711186,USD,United States,961838016,none,11.925,0.8853006681514477,9.954410405716319,3.3743764087173957,Healthcare,Health Information Services,N/A,0.13057,4.046879985480652,5.868415634449774,17.06349294952736
CNC,Centene Corporation,59.99,-536.2337704918034,-13.05,42.77,-8.938719294745848,1.365019,4.326087331003076,N/A,22352881664,6847499776,23740999680,-5509064704,48.078,16371000320,2.391945773524721,2.356858054226475,59.11,25.08,0.035099998,13.867033975500053,493797000,USD,United States,29250064384,buy,7.695,0.3938075742067554,569.8062769517497,9.498354341586094,Healthcare,Healthcare Plans,N/A,0.00392,17.286669761215148,19.993136365743922,1.4201157268839382
HOG,"Harley-Davidson, Inc.",24.64,12.544648451730419,1.93,-0.39,0.5091172261254229,0.8468462,15.400974664654665,N/A,3724700160,168418624,1084227968,-1510635648,10.3,2200221952,1.4417788180222353,1.430953774136922,24.455,17.09,0.1872,1.5998987425483504,105268302,USD,United States,2594863616,hold,7.699,0.6326211996713229,10.399050406028294,0.4220393833615379,Consumer Cyclical,Recreational Vehicles,N/A,0.01121,22.979541876791096,54.729331534665185,5.479449298820778
RPAY,Repay Holdings Corporation,3.93,-46.64985792349727,-3.03,10.71,-11.870192855851723,0.61110544,7.128259827695615,-0.87,679173760,45650376,43770000,-275174800,0.529,400272992,1.7086956521739132,1.573913043478261,3.62,2.3,0.0789,0.5513267045528655,82800952,USD,United States,318944800,none,9.533,0.4086155165023575,8.488221926343607,2.1598529074665667,Technology,Software - Infrastructure,N/A,0.107700005,15.031280145002153,23.766459492883417,14.577257245231165
CABO,"Cable One, Inc.",50.72,undefined,-57.55,N/A,undefined,0.19078597,1.1013161335262545,0.59,3230312192,261257504,177886000,-104281712,31.357,3120471040,1.117919329953714,1.085519065461759,49.25,45.37,0.1732,46.05398800215694,5672853,USD,United States,282167712,none,4.52,0.3450381679389313,undefined,undefined,Communication Services,Telecom Services,N/A,0.10444,165.4776805716937,176.05350467041436,6.801428105650641
DXC,DXC Technology Company,10.0,0.576247723132969,0.1,-1.31,0.0576247723132969,0.53089136,2.020764622991347,1.03,4412798464,809000000,1736999936,194567424,10.625,4247000064,1.2658227848101264,1.1943037974683544,9.435,7.9,0.2682,4.948621866309671,163479858,USD,United States,1542432512,none,3.037,0.216773733047823,28.516320831069724,2.8516320831069724,Technology,Information Technology Services,N/A,0.01604,15.191978699939648,31.06134105443297,11.982079039841159
XRX,Xerox Holdings Corporation,3.29,undefined,-8.34,N/A,undefined,0.98183393,0.8036701634567148,N/A,4521265152,535375008,585000000,139695424,4.473,4446000128,2.764705882352941,2.726890756302521,3.245,1.19,0.258,4.093719226615531,130779611,USD,United States,445304576,none,12.992,1.340763673890609,undefined,undefined,Industrials,Business Equipment & Supplies,N/A,0.14359,3.0918961043560134,4.715713741074093,28.015567527611335
GME,GameStop Corporation,20.93,undefined,1.34,N/A,undefined,1.8468505,-7.428204469022164,N/A,5351527936,-1264249984,8368099840,-1696044544,18.662,4339100160,1.0501756146512795,1.119919719016558,22.32,19.93,0.1415,-2.817639186870039,448691227,USD,United States,10064144384,none,12.98,0.9722846441947566,undefined,undefined,Consumer Cyclical,Specialty Retail,N/A,0.08826999,-18.142274925250423,18.232779827027418,-5.294119281784003
MOH,Molina Healthcare Inc,179.86,41.38212021857924,3.72,5.38,0.23007961869553673,2.3353982,12.37056845431262,N/A,4066705920,757500032,9251000320,-295803904,177.562,3947000064,1.4857095655047086,1.4977680489013712,181.3198,121.06,0.065,14.53934802303263,52100000,USD,United States,9546804224,hold,6.394,0.3272262026612078,161.73899134110178,0.8992493680701755,Healthcare,Healthcare Plans,N/A,0.014199999,23.37322912379608,21.17344823286498,-2.4514615267991196
LULU,lululemon athletica inc.,126.47,111.29034608378873,13.25,1.98,0.8799742712405213,2.9310668,16.77701042337719,N/A,14610998272,824078400,1807202048,-13117532416,15.633,1798440960,1.084369373231587,1.0584755208779904,123.45,116.63,0.0581,7.53829179385714,109318984,USD,Canada,14924734464,hold,5.398,0.48282647584973165,63.31615868822231,0.5006417228451199,Consumer Cyclical,Apparel Retail,N/A,0.04622,111.96979186517027,189.50755007378848,6.081193344290854
