TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP
AAME,Atlantic American Corporation,2.8,undefined,0.14,N/A,undefined,0.5850734,2.4126252569671482,,73640472,23678124,23921000,-33817508,1.172,39768000,1.8791946308724832,1.8926845637583893,2.8201,1.49,0.012200001,1.1605615053204785,20402300,USD,United States,57738508,none,9.567,undefined,undefined,Financial Services,Insurance - Life,64.83,0.79867
AAON,"AAON, Inc.",81.12,38.97079107505071,2.13,12.00,0.4804091601953983,9.063192,479.8192626079391,22.70,6706443264,13792500,2859000,-6666444808,0.035,40000000,1.552833078101072,1.5587672281776417,81.43,52.24,0.0359,0.1690636585932217,81581696,USD,United States,6669303808,buy,23.724,3.0932133884601622,0.03813132875320713,Industrials,Building Products & Equipment,54.54,0.17317
AAPB,GraniteShares 2x Long AAPL Dail,17.3,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0085699294584038,1.0063545735439865,17.262,17.153,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
AAPL,Apple Inc.,169.0,112.07951318458421,6.44,11.00,0.6631923857075989,35.620693,30.147721095568492,7.95,2671332294656,86563127296,73100001280,-2563295313920,4.734,108040003584,1.1442112389979688,1.1438050101557211,168.94,147.7,0.0063,5.605730511578928,15441899520,USD,United States,2636395315200,buy,20.531,97.56017807169819,0.5772791601875632,Technology,Consumer Electronics,27.80,0.059359998
AAPD,Direxion Daily AAPL Bear 1X Sha,23.14,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1776081424936389,1.1450381679389314,22.5,19.65,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
AAPU,Direxion Daily AAPL Bull 1.5X S,22.23,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1142857142857143,1.1132882205513785,22.2101,19.95,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ABAT,American Battery Technology Com,2.25,undefined,-7.5,N/A,undefined,1.527057,-6.556144228066004,N/A,115548904,-17806354,7726038,-99156850,0.149,16391981,1.3235294117647058,1.2058823529411764,2.05,1.7,0.0867,-0.34318952142145404,51884900,USD,United States,106882888,buy,-4.234,undefined,undefined,Basic Materials,Other Industrial Metals & Mining,40.66,0.038259998
ABCB,Ameris Bancorp,47.57,57.28478701825559,3.89,8.00,1.2042208748844985,0.95360464,undefined,"Bancorp)  Altman Z-Score as of today (March 09, 2024) is ",2800296448,N/A,1176877056,-2102057472,17.113,710480000,1.6791387222026122,1.6745499470525944,47.44,28.33,0.0275,undefined,69030200,USD,United States,3278934528,buy,N/A,undefined,undefined,Financial Services,Banks - Regional,"Bancorp)  14-Day RSI as of today (March 09, 2024) is 50.82",0.05558
AAXJ,iShares MSCI All Country Asia e,67.52,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.108338804990151,1.1080105055810898,67.5,60.92,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ABCL,AbCellera Biologics Inc.,4.91,-8.420689655172415,-0.51,10.00,-1.7150080764098605,1.2039374,-13.962397155165354,3.01,713365888,-102959376,760585024,-635985216,2.598,77380000,1.268733850129199,1.2299741602067182,4.76,3.87,0.108100004,-0.3516588122680322,292782016,USD,Canada,1396570240,buy,-3.352,-5.80629357375615,-1.182544516039949,Healthcare,Biotechnology,40.76,0.28089002
ABIO,"ARCA biopharma, Inc.",1.64,undefined,-0.37,N/A,undefined,0.6423815,-5.742143240877675,N/A,-13369125,-4141625,37431000,13649196,2.581,280000,1.051282051282051,1.0128205128205128,1.58,1.56,0.0179,-0.2856076435580749,14501100,USD,United States,23781804,none,1.877,undefined,undefined,Healthcare,Biotechnology,47.89,0.0128999995
ABCS,Alpha Blue Capital US Small-Mid,26.3177,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.07992203528929,1.0776405416495691,26.2621,24.37,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ABL,"Abacus Life, Inc.",11.23,undefined,-0.09,,undefined,4.2109284,-43.62246880895689,2.93,780747968,-16308528,36649192,-661465624,0.579,118992864,2.0530164533820843,2.0146252285191957,11.02,5.47,N/A,-0.2574361402877357,63349800,USD,United States,698114816,none,22.383,undefined,undefined,Financial Services,Insurance - Life,39.29,0.88814
ABEO,Abeona Therapeutics Inc.,8.25,undefined,-1.37,N/A,undefined,8.934978,-9.036153727119993,-14.11,149381344,-22618000,53754000,-143689200,2.17,5692000,3.683035714285714,3.4999999999999996,7.84,2.24,0.0695,-0.9129990756177013,24773300,USD,United States,197443200,buy,-3.361,undefined,undefined,Healthcare,Biotechnology,63.72,0.05668
ABLLW,None,0.454,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.9869565217391304,1.0,0.46,0.46,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ABLLL,"Abacus Life, Inc. - 9.875% Fixe",25.2,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0387469084913437,1.0387469084913437,25.2,24.26,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ABLV,Able View Global Inc.,3.02,undefined,0.18,,undefined,1.2562605,-4.292855154207953,5.18,2720000,-11964331,N/A,N/A,N/A,N/A,1.8875,1.83125,2.93,1.6,N/A,-0.7034945022637737,17007000,USD,China,126053984,none,0.265,undefined,undefined,Communication Services,Advertising Agencies,59.43,N/A
ABLVW,Able View Global Inc. Warrant,0.0328,undefined,N/A,,undefined,0.009223706,undefined,N/A,N/A,-11964331,N/A,N/A,N/A,N/A,1.4841628959276019,1.0,0.0221,0.0221,N/A,undefined,N/A,USD,Hong Kong,N/A,none,N/A,undefined,undefined,Communication Services,Advertising Agencies,N/A,N/A
ABSI,Absci Corporation,5.13,-32.92235294117647,-1.16,23.30,-6.417612659098728,2.3757691,-15.325173544273435,5.28,370820160,-37539124,113479000,-449478888,1.221,17748000,4.617461746174618,4.455445544554456,4.95,1.111,0.174,-0.3347433544670644,112143000,USD,United States,562957888,buy,-4.9,-9.50046453489486,-1.8519424044629358,Healthcare,Biotechnology,54.02,0.2193
ABOS,"Acumen Pharmaceuticals, Inc.",4.37,-31.09711156186613,-1.11,22.89,-7.116043835667306,0.90289253,-8.112872393287063,N/A,37636716,-31193500,215434000,-37634880,3.72,2000,2.414364640883978,2.3480662983425415,4.25,1.81,0.014199999,-0.5386501584341354,57910500,USD,United States,253068880,buy,-0.662,-15.09050817084971,-3.45320553108689,Healthcare,Biotechnology,66.03,0.094680004
ABNB,"Airbnb, Inc.",163.54,209.35789046653147,7.24,23.90,1.2801632045159073,12.28014,25.299403210509983,6.04,97423261696,2831875072,10071000064,-95119326208,15.789,2304000000,1.579333655239015,1.5787542250120714,163.48,103.55,0.0444,6.464184101072452,438087008,USD,United States,105190326272,hold,62.894,186.9237495839531,1.1429848941173604,Consumer Cyclical,Travel Services,65.95,0.02891
ABTS,Abits Group Inc,0.901,undefined,N/A,,undefined,N/A,-0.8395955420807014,22.23,27727718,-38155020,1538831,-27722687,0.043,0,1.1405063291139241,1.0255696202531646,0.8102,0.79,0.0081,-1.0731357598292208,35554700,USD,Hong Kong,29261518,none,N/A,undefined,undefined,Financial Services,Capital Markets,35.72,0.21888
ABUS,Arbutus Biopharma Corporation,2.7,undefined,-0.44,N/A,undefined,4.375,-9.395278100607102,-5.34,365778688,-51582124,126003000,-364010152,0.702,1768000,1.5976331360946747,1.6035502958579881,2.71,1.69,0.028800001,-0.28737840126579456,179492000,USD,United States,490013152,buy,-4.773,undefined,undefined,Healthcare,Biotechnology,51.63,0.23433
ABVX,Abivax SA,14.31,undefined,-2.66,N/A,undefined,7.4524317,-25.083736718301278,N/A,526846752,-35893752,114381000,-772755768,2.689,41469000,1.7898686679174485,1.7510944340212633,14.0,7.995,N/A,-0.5704891643819288,62917500,EUR,France,887136768,buy,-7.183,undefined,undefined,Healthcare,Biotechnology,58.59,0.0
ABVC,"ABVC Biopharma, Inc.",1.25,undefined,-3.57,N/A,undefined,0.658588,-6.508512149648759,-6.45,12285174,-1642887,568590,-10124160,0.079,3886517,1.8545994065281899,1.8397626112759642,1.24,0.674,0.0177,-0.19205618292768464,8554200,USD,United States,10692750,hold,-1.312,undefined,undefined,Healthcare,Biotechnology,49.33,0.19996001
ACAB,Atlantic Coastal Acquisition Co,10.89,undefined,0.17,,undefined,N/A,27.369851886316933,N/A,116282464,3249666,948153,-86606271,0.087,0,1.1123595505617978,1.0949948927477018,10.72,9.79,0.00029999999,0.3978830446446172,8167390,USD,United States,87554424,none,N/A,undefined,undefined,Financial Services,Shell Companies,50.50,0.68126
ACABU,Atlantic Coastal Acquisition Co,11.0,undefined,N/A,,undefined,N/A,undefined,N/A,119344456,3249666,948153,N/A,0.087,0,1.1111111111111112,1.1111111111111112,11.0,9.9,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,93.57,0.0
ACABW,Atlantic Coastal Acquisition Co,0.0501,undefined,N/A,,undefined,16.699999,undefined,N/A,N/A,3249666,948153,N/A,0.087,0,1.0,1.0,0.0501,0.0501,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,N/A,N/A
ACAC,Acri Capital Acquisition Corpor,11.15,undefined,0.15,,undefined,N/A,undefined,N/A,61419080,N/A,52840,-60283152,0.01,1135924,1.1285425101214575,1.1285425101214575,11.15,9.88,0.0004,undefined,3255050,USD,United States,60335992,none,N/A,undefined,undefined,Financial Services,Shell Companies,54.01,0.113129996
ACACU,Acri Capital Acquisition Corpor,11.77,undefined,N/A,,undefined,N/A,undefined,N/A,61148512,N/A,52840,N/A,0.01,1135924,1.1273946360153257,1.0632183908045978,11.1,10.44,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,38.91,0.055219997
ACACW,None,0.09,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0,1.0,0.09,0.09,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ACAD,ACADIA Pharmaceuticals Inc.,23.52,115.08275862068967,-0.37,-357.00,4.892974431151772,8.939741,136.2713366276683,4.09,3480584448,28439124,438864992,-3423390880,2.663,57205000,1.3280632411067192,1.3111236589497457,23.22,17.71,0.0764,0.17259682470322626,164772000,USD,United States,3862255872,buy,-51.316,-53.68356409734832,-2.2824644599212722,Healthcare,Biotechnology,38.40,0.00459
ACB,Aurora Cannabis Inc.,3.06,undefined,-58.86,N/A,undefined,0.29303354,undefined,-10.07,169964208,N/A,148551008,-25484672,2.724,103340000,1.0718038528896672,1.0893169877408055,3.11,2.855,N/A,undefined,54539400,CAD,Canada,174035680,hold,-5.1,undefined,undefined,Healthcare,Drug Manufacturers - Specialty & Generic,38.51,0.00011
ACBA,Ace Global Business Acquisition,12.2,undefined,-0.35,,undefined,N/A,undefined,N/A,46395924,N/A,58653,-41801743,0.017,4594192,1.1306765523632993,1.1306765523632993,12.2,10.79,0.0027,undefined,3431180,USD,Hong Kong,41860396,none,N/A,undefined,undefined,Financial Services,Shell Companies,85.59,0.37887
ACBAW,Ace Global Business Acquisition Limited Warrant,0.0237,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,58653,N/A,0.017,4594192,1.0,1.0,0.0237,0.0237,N/A,undefined,N/A,USD,Hong Kong,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,N/A,N/A
ACBAU,Ace Global Business Acquisition,11.96,undefined,-0.208,,undefined,N/A,undefined,N/A,45572440,N/A,58653,N/A,0.017,4594192,1.1865079365079365,1.1865079365079365,11.96,10.08,N/A,undefined,N/A,USD,Hong Kong,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,93.97,0.0
ACCD,"Accolade, Inc.",9.53,-10.988397565922922,-1.62,-0.90,-1.1530322734441683,1.6820114,49.21448879623066,-0.39,747053248,14989375,230016992,-505355232,2.972,241698000,1.5055292259083728,1.4865718799368088,9.41,6.33,0.0346,0.19364216175155927,77407600,USD,United States,735372224,buy,-8.428,1.3134673202783251,0.1378244827154591,Healthcare,Health Information Services,34.54,0.0298
ACDC,ProFrac Holding Corp.,7.9,-2.3115618661257606,0.7,-12.20,-0.29260276786402034,0.99451745,3.0961038141511104,1.63,2485732864,406696000,25100000,-1218134176,0.157,1155900032,1.2229102167182664,1.1981424148606812,7.74,6.46,0.198,2.551594027271344,159388992,USD,United States,1243234176,buy,3.121,-8.42595350182099,-1.0665763926355682,Energy,Oil & Gas Equipment & Services,50.86,0.84800005
ACET,"Adicet Bio, Inc.",2.39,-112.4186612576065,-3.35,29.10,-47.03709676050481,0.53808683,-2.9586595004894978,N/A,-56570212,-66280248,183256992,-16125712,4.246,21797000,2.172727272727273,2.190909090909091,2.41,1.1,0.0671,-0.8077982612073423,82050496,USD,United States,199382704,buy,0.445,-27.10794002720948,-11.34223432100815,Healthcare,Biotechnology,44.35,0.01666
ACGL,Arch Capital Group Ltd.,87.69,292.45630831643007,11.62,19.70,3.3351158434990316,1.859256,4.123390516266857,,33358817280,7956874752,3000999936,-29778370560,8.054,2881999872,1.4120772946859903,1.4010466988727857,87.005,62.1,0.0107,21.266479527966418,374151008,USD,Bermuda,32779370496,buy,9.067,535.2423488499135,6.103801446572168,Financial Services,Insurance—Diversified,61.14,0.03226
ACGLN,Arch Capital Group Ltd. - Depos,20.8,undefined,4.691,,undefined,0.4456612,undefined,N/A,8538158592,7956874752,3000999936,N/A,8.054,2881999872,1.2613705275924805,1.263796240145543,20.84,16.49,N/A,undefined,N/A,USD,Bermuda,N/A,none,2.321,undefined,undefined,Financial Services,Insurance—Diversified,N/A,N/A
ACHL,Achilles Therapeutics plc,1.22,-23.2316430020284,-1.9,5.20,-19.042330329531474,0.32686687,-1.4360020221438372,N/A,-82623976,-34648376,140138000,89975032,3.436,7351000,1.6486486486486487,1.636756756756757,1.2112,0.74,0.0013,-0.8495809763405742,40782900,USD,United Kingdom,50162968,buy,1.234,-10.387979970346818,-8.514737680612146,Healthcare,Biotechnology,52.58,0.0575
ACGLO,Arch Capital Group Ltd. - Depos,24.36,undefined,4.691,,undefined,0.51993805,1.2335991882256034,N/A,9842352128,7956874752,3000999936,-11284680704,8.054,2881999872,1.26875,1.2682291666666667,24.35,19.2,N/A,19.747094706700622,402939008,USD,Bermuda,14285680640,none,2.675,undefined,undefined,Financial Services,Insurance—Diversified,N/A,0.0
ACHC,"Acadia Healthcare Company, Inc.",83.66,-4.154563894523327,-0.25,10.12,-0.04966009914562906,2.683791,18.769614474205216,2.38,9066510336,411351360,100073000,-7450098136,1.084,1510728960,1.258234320950519,1.2281546097157467,81.66,66.49,0.0366,4.457203962019178,92289104,USD,United States,7550171136,buy,14.19,74.0709546045248,0.8853807626646522,Healthcare,Medical Care Facilities,44.43,0.02757
ACHV,"Achieve Life Sciences, Inc.",4.38,-42.36673427991887,-2.02,15.00,-9.672770383543122,22.984293,-7.370749531931903,N/A,89276688,-20353876,19919000,-130446840,0.941,16278000,1.4455445544554455,1.4422442244224423,4.37,3.03,0.0379,-0.5942407866424928,34251900,USD,Canada,150365840,buy,-2.666,-12.463386884144779,-2.845522119667758,Healthcare,Biotechnology,50.44,0.092819996
ACIC,American Coastal Insurance Corp,10.58,-215.6981744421907,-8.48,20.00,-20.387351081492504,1.3538296,undefined,,424962208,N/A,188275008,-247526240,4.357,159190000,7.148648648648649,6.756756756756757,10.0,1.48,0.0464,undefined,43406500,USD,United States,435801248,buy,4.035,undefined,undefined,Financial Services,Insurance—Property & Casualty,32.59,0.51652
ACIU,AC Immune SA,3.88,undefined,-0.93,,undefined,2.5488873,-10.074456533050993,7.86,242690640,-38051624,79927000,-293542280,0.943,2393000,2.1797752808988764,2.0224719101123596,3.6,1.78,0.011,-0.38513243739461184,98801400,CHF,Switzerland,373469280,strong_buy,-3.619,undefined,undefined,Healthcare,Biotechnology,57.17,0.42023998
ACIW,"ACI Worldwide, Inc.",31.51,20.49168356997972,1.12,12.00,0.6503231853373443,2.6189504,21.88029722566273,2.30,4343272960,153246256,164239008,-3250554208,1.543,1092728064,1.6109406952965237,1.6283231083844583,31.85,19.56,0.034,1.4401084078073167,106413000,USD,United States,3414793216,buy,14.185,26.34843374933468,0.836192756246737,Technology,Software—Infrastructure,58.25,0.01296
ACLS,"Axcelis Technologies, Inc.",118.63,188.9902636916836,7.43,20.00,1.5931068337830532,4.2292433,47.0839961801416,"Technologies)  Altman Z-Score as of today (March 09, 2024) is 7.96",3220887808,82202000,506148000,-3145005408,15.514,75887000,1.1268047112462005,1.062689969604863,111.88,105.28,0.058000002,2.519539750749407,32625800,USD,United States,3651153408,buy,11.787,64.0872788527334,0.5402282631099503,Technology,Semiconductor Equipment & Materials,"Technologies)  14-Day RSI as of today (March 09, 2024) is 42.83",0.01041
ACLX,"Arcellx, Inc.",70.77,-102.07107505070995,-1.47,69.30,-1.4422929920970744,7.792977,305.5435250536645,6.83,3215443200,12228750,702017024,-3117816832,13.297,97625000,2.6555347091932457,2.6510318949343343,70.65,26.65,0.076799996,0.23162002856244532,52796600,USD,United States,3819833856,buy,-36.606,16.082792733772067,0.22725438369043474,Healthcare,Biotechnology,66.31,0.13005
ACNB,ACNB Corporation,35.1,undefined,3.71,N/A,undefined,1.0874567,undefined,,490562016,N/A,65958000,-235772912,7.749,254788992,1.3,1.3103703703703704,35.38,27.0,0.0087,undefined,8511450,USD,United States,301730912,hold,N/A,undefined,undefined,Financial Services,Banks—Regional,38.39,0.03583
ACMR,"ACM Research, Inc.",30.4,53.048470588235304,1.16,42.74,1.7450154798761615,2.3997455,-14.894939717195024,3.29,1816567680,-114443248,283926016,-1558699136,4.647,99096000,3.474285714285714,3.429862857142857,30.0113,8.75,0.081199996,-2.040961600194032,56073200,USD,United States,1842625152,buy,17.479,-93.3361132927679,-3.070266884630523,Technology,Semiconductor Equipment & Materials,67.00,0.22176
ACNT,Ascent Industries Co.,10.37,-37.30628803245437,-2.0,12.40,-3.597520543148927,1.0855402,2.946416224710273,2.62,190360752,35637000,730000,-103866416,0.072,86494000,1.4402777777777775,1.3902916666666665,10.0101,7.2,0.0016,3.5195298997580364,10125500,USD,United States,104596416,strong_buy,-51.983,65.65029808960428,6.330790558303209,Basic Materials,Steel,53.49,0.12893
ACON,"Aclarion, Inc.",0.3367,undefined,-8.82,N/A,undefined,N/A,-2.193675267580789,-31.42,773388,-1097519,1021069,-1398687,0.517,1125724,1.2610486891385766,1.243445692883895,0.332,0.267,0.027,-0.1534867101689653,7150580,USD,United States,2419756,buy,-0.164,undefined,undefined,Healthcare,Health Information Services,20.02,0.02317
ACONW,None,0.05,undefined,-6.576,,undefined,N/A,undefined,N/A,N/A,-1097519,1021069,N/A,0.517,1125724,1.0,1.0,0.05,0.05,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Healthcare,Health Information Services,N/A,N/A
ACOR,"Acorda Therapeutics, Inc.",13.83,126.9529411764706,2.61,46.00,9.179532984560419,0.26945603,0.5259638707306992,-3.17,169507440,32660500,32468000,16581541,26.14,186088992,1.5366666666666666,1.4166666666666667,12.75,9.0,0.0083,26.29458175670236,1242100,USD,United States,15886459,buy,14.733,1278.9940578615065,92.47968603481608,Healthcare,Drug Manufacturers—Specialty & Generic,39.26,0.0068900003
ACRS,"Aclaris Therapeutics, Inc.",1.35,-93.9645436105477,-1.27,74.40,-69.60336563744274,0.63599455,-2.3984857404090634,"Therapeutics)  Altman Z-Score as of today (March 09, 2024) is -4.71",-15601691,-39920500,119106000,19101752,1.679,3500000,2.288135593220339,2.2711864406779663,1.34,0.59,0.094799995,-0.562855128657032,70925000,USD,United States,100004248,hold,0.133,-41.644429356782766,-30.84772544946871,Healthcare,Diagnostics & Research,"Therapeutics)  14-Day RSI as of today (March 09, 2024) is 63.63",0.02773
ACRV,"Acrivon Therapeutics, Inc.",5.13,undefined,-2.27,N/A,undefined,0.792,-5.089280800590885,N/A,-27808180,-22371876,142090000,32228216,6.402,4420000,1.6081504702194358,1.5329153605015673,4.89,3.19,0.026300002,-1.0080009732228545,22194300,USD,United States,109861784,buy,0.501,undefined,undefined,Healthcare,Biotechnology,55.44,0.24434
ACST,"Acasti Pharma, Inc.",3.4,undefined,-5.68,N/A,undefined,0.49411425,-4.076725399837354,N/A,6867973,-7839125,25114000,-6843960,2.672,24000,1.9767441860465116,1.9186627906976745,3.3001,1.72,0.0013,-0.8340027023001468,9399400,USD,Canada,31957960,buy,-0.562,undefined,undefined,Healthcare,Biotechnology,65.14,0.16021
ACT,"Enact Holdings, Inc.",28.63,25.677079107505076,4.11,-1.50,0.8968592073875332,0.98723817,4.532558607987346,,4689435136,1005015232,635902016,-3930526144,3.997,758915968,1.3738003838771593,1.376679462571977,28.69,20.84,0.0342,6.3165206401408165,159108992,USD,United States,4566428160,buy,N/A,39.46223848201566,1.3783527237867852,Financial Services,Insurance—Specialty,64.96,0.8115
ACTG,Acacia Research Corporation,4.01,-18.568356997971605,-0.73,20.00,-4.630512967075213,0.8152504,-12.199250126852148,9.59,-30683986,-32833500,445993984,44451040,4.465,2725000,1.1690962099125364,1.163265306122449,3.99,3.43,0.0082,-0.32870872867615564,99886304,USD,United States,401542944,none,0.801,-8.361069893709923,-2.085054836336639,Industrials,Business Equipment & Supplies,49.87,0.02084
ACVA,ACV Auctions Inc.,18.0,-3.901095334685599,-0.47,0.80,-0.2167275185936444,6.352357,-37.48535313044273,3.88,2657285632,-67714128,411332000,-2525612640,2.51,131681000,1.5544041450777202,1.539810017271157,17.831,11.58,0.0787,-0.48018755318545414,141016000,USD,United States,2936944640,buy,-33.528,-3.9856540925656776,-0.22142522736475986,Consumer Cyclical,Auto & Truck Dealerships,68.30,0.01741
ACWI,iShares MSCI ACWI ETF,108.6,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2783990582695701,1.2701589170100058,107.9,84.95,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
