TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
GTIM,Good Times Restaurants Inc.,2.95,-37.79809523809524,-0.984,30.00,-12.812913640032285,2.54987,1.48,88168040,5118000,7066000,-29800720,0.566,53494000,1.209016393442623,1.1885245901639345,2.9,2.44,0.0058999998,0.4081437354960645,12539700,USD,United States,buy,9.823,15.677902220642478,5.314543125641518,Consumer Cyclical,Restaurants
GTLB,GitLab Inc.,50.53,-139.35288888888888,-4.072,25.80,-2.7578248345317413,8.901788,15.19,7579307008,None,934780992,-6060507072,6.329,0,1.6437865972674042,1.547495120364346,47.57,30.74,0.0813,undefined,12600000,USD,United States,buy,-52.988,undefined,undefined,Technology,Software—Application
GTPA,"Gores Technology Partners, Inc.",9.82,undefined,None,,undefined,None,N/A,338742912,None,119587,-337786653,0.003,1300000,1.015511892450879,1.015511892450879,9.82,9.67,0.0004,undefined,27500000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GTPAU,,9.83,,None,,,None,N/A,,None,119587,,,1300000,,,9.83,9.8,,,,,,,,,,,
GTPAW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GTPB,"Gores Technology Partners II, I",9.8,undefined,None,,undefined,None,N/A,565998912,None,126069,-564523915,0.002,1475000,1.0103092783505156,1.0123711340206187,9.82,9.7,0.0004,undefined,46000000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GTPBU,,9.82,,None,,,None,N/A,,None,126069,,,1475000,,,9.82,9.8,,,,,,,,,,,
GTPBW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GTR,,22.01,,None,,,None,Not Found!,,,,,,,,,21.865,21.45,,,,,,,,,,,
GTX,Garrett Motion Inc.,6.87,-17.232834467120178,-1.016,8.50,-2.508418408605557,None,1.25,1435355520,355750016,187000000,-247619488,2.886,1194000000,1.2245989304812834,1.1871657754010694,6.66,5.61,0.22549999,5.467794438603933,65062800,USD,Switzerland,buy,2.596,92.74172879990346,13.499523842780707,Consumer Cyclical,Auto Parts
GURE,"Gulf Resources, Inc.",4.38,-23.92562358276644,-0.872,19.00,-5.462471137617909,0.15482335,2.73,-52542784,13462767,105662000,60747844,10.09,11231517,1.3272727272727274,1.2757575757575759,4.21,3.3,0.0018000001,1.2859035292993934,10469500,USD,China,none,-2.028,35.28216032771578,8.055287746053832,Basic Materials,Specialty Chemicals
GTXAP,,7.79,,2.229,,,None,Not Found!,,355750016,187000000,,,1194000000,,,7.62,6.75,,,,,,,,,,,
GVCI,Green Visor Financial Technolog,10.1,undefined,None,,undefined,None,N/A,251110704,None,515050,-252111206,0.021,0,1.032719836400818,1.0316973415132924,10.09,9.78,None,undefined,20010000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GVCIU,,10.12,,None,,,None,N/A,,None,515050,,,0,,,10.12,9.91,,,,,,,,,,,
GVCIW,,0.07,,None,,,None,N/A,,None,22068,,,150000,,,0.06,0.06,,,,,,,,,,,
GVP,"GSE Systems, Inc.",1.12,-43.321541950113385,-0.52,75.00,-38.67994816974409,2.1666667,0.57,23600790,-572375,5448000,-17646722,0.259,5514000,1.0666666666666667,1.0476190476190477,1.1,1.05,0.0037,-0.027386101568406044,20900200,USD,United States,buy,-4.761,-2.281554130664939,-2.0371019023794097,Technology,Software—Application
GWAV,,3.05,,None,N/A,,None,-11.07,,-72308144,1790264,,,28982912,,,2.93,2.82,,,,,,,,,,,
GWII,Good Works II Acquisition Corp.,9.99,undefined,None,,undefined,124.875,N/A,227359344,None,1030654,-292675330,0.045,0,1.033092037228542,1.033092037228542,9.99,9.67,0.0002,undefined,29400000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GWIIW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GWRS,"Global Water Resources, Inc.",13.71,1.1488888888888888,0.049,15.00,0.08379933544047329,9.614036,0.95,401510112,-8241750,11135000,-299159048,0.492,112992336,1.0933014354066988,1.0873205741626795,13.635,12.54,0.0121,-0.3638870247072744,22649200,USD,United States,none,23.75,-8.531954275449474,-0.6223161397118507,Utilities,Utilities—Regulated Water
GXII,GX Acquisition Corp. II,9.82,undefined,None,,undefined,None,N/A,367188320,None,311679,-367750817,0.008,0,1.0176165803108808,1.0165803108808291,9.81,9.65,0.00029999999,undefined,30000000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
GXIIU,,9.8,,None,,,None,N/A,,None,311679,,,0,,,9.8,9.78,,,,,,,,,,,
GXIIW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
GXTG,,29.3452,,None,,,None,Not Found!,,,,,,,,,29,27.88,,,,,,,,,,,
GYRO,"Gyrodyne , LLC",10.44,undefined,-2.531,N/A,undefined,0.30112633,0.97,42790840,None,8012484,-7407387,5.404,17936960,1.042957042957043,1.00000999000999,10.0101,10.01,0,undefined,1482680,USD,United States,none,-13.889,undefined,undefined,Real Estate,Real Estate Services
HA,"Hawaiian Holdings, Inc.",14.88,1009.1816054421769,-9.096,-119.70,67.82134445175919,1.2409185,0.69,1446397056,-348319008,1542369024,781346816,30.015,2220033024,1.1661442006269593,1.1583072100313478,14.78,12.76,0.1527,-6.8014052736815795,51212800,USD,United States,hold,-3.702,754.6012635616606,50.71245050817611,Industrials,Airlines
HAAC,Health Assurance Acquisition Co,9.96,undefined,None,,undefined,None,N/A,546953280,None,437951,-548331393,0.008,0,1.0257466529351185,1.0247167868177136,9.95,9.71,0.0037,undefined,52500000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
HAACU,,9.96,,None,,,None,N/A,,None,437951,,,0,,,9.945,8.58,,,,,,,,,,,
HAACW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HAFC,Hanmi Financial Corporation,24.35,30.34054421768708,1.843,8.00,1.2460182430261633,1.2676572,,821022656,None,217236992,-519546432,7.184,274112992,1.3788221970554928,1.363533408833522,24.08,17.66,0.0269,undefined,30407900,USD,United States,buy,None,undefined,undefined,Financial Services,Banks—Regional
HAIA,,10.02,,None,,,None,N/A,,None,1054411,,,246766,,,10.02,9.82,,,,,,,,,,,
HAIAU,,10.11,,None,,,10090,N/A,,None,1054411,,,246766,,,10.09,9.9,,,,,,,,,,,
HAIAW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HAIN,"The Hain Celestial Group, Inc.",19.82,4.444399092970521,0.295,6.60,0.2242380975262624,1.3719972,2.30,2912422400,92629624,60491000,-1796210184,0.674,930020992,1.0158892875448486,1.0046130189646336,19.6,19.51,0.048899997,0.9972881576077838,92881504,USD,United States,buy,14.046,15.024903671533142,0.7580677937201383,Consumer Defensive,Packaged Foods
HALL,"Hallmark Financial Services, In",1.2,-63.523428571428575,-5.053,4.10,-52.93619047619048,0.12737502,,-14149626,-43917876,183376992,161569992,10.081,122478000,1.0526315789473684,1.0526315789473684,1.2,1.14,0.0070999996,-2.4167217498968223,18172500,USD,United States,hold,-3.17,-30.38164485584577,-25.318037379871477,Financial Services,Insurance—Property & Casualty
HALO,"Halozyme Therapeutics, Inc.",40.58,35.86349206349207,0.91,31.00,0.8837725989032053,34.781055,3.16,6839448576,187879120,786140032,-4693290112,5.699,879849024,1.2940051020408163,1.2389987244897958,38.855,31.36,0.0759,1.334491887205956,140787008,USD,United States,buy,22.627,52.59290022593994,1.296030069638737,Healthcare,Biotechnology
HAPP,Happiness Development Group Lim,0.1949,undefined,0.03,N/A,undefined,0.06435006,0.09,-36345452,-10829853,45710044,39319444,1.431,2004502,1.4765151515151513,1.4015151515151514,0.185,0.132,0.0061000003,-0.3389307107313867,31953000,USD,China,buy,3.109,undefined,undefined,Consumer Defensive,Packaged Foods
HAS,"Hasbro, Inc.",79.24,77.53298866213153,2.966,17.70,0.9784577064882829,3.7087123,2.73,14460844032,1344662528,586300032,-10271508864,4.246,4124400128,1.0298934234468418,1.017936054068105,78.32,76.94,0.041199997,9.747674469315058,137947008,USD,United States,buy,12.494,254.8099575561542,3.2156733664330415,Consumer Cyclical,Leisure
HARP,"Harpoon Therapeutics, Inc.",1.59,undefined,-1.994,N/A,undefined,0.80683434,-5.43,-36149928,-73517624,112465000,56792380,3.399,11801000,1.0127388535031847,1.0318471337579618,1.62,1.57,0.0326,-2.244908912136702,32748600,USD,United States,strong_buy,0.495,undefined,undefined,Healthcare,Biotechnology
HAYN,"Haynes International, Inc.",39.1,-58.32095238095239,-2.051,20.00,-1.4915844598709052,1.6552399,2.93,522301216,-67651752,9438000,-478994640,0.765,54708000,1.3482758620689657,1.3145172413793105,38.121,29,0.0355,-5.383799837654586,12565800,USD,United States,strong_buy,8.232,-153.09036273058618,-3.915354545539288,Industrials,Metal Fabrication
HBAN,Huntington Bancshares Incorpora,13.37,7.235256235827663,1.142,-2.15,0.541156038580977,1.2413794,,28393762816,None,4572000256,-15068872704,3.17,11603000320,1.1456726649528706,1.1336760925449871,13.23,11.67,0.0335,undefined,1446460032,USD,United States,hold,None,undefined,undefined,Financial Services,Banks—Regional
HBANM,,23.69,,0.892,,,1.9917641,Not Found!,,None,4572000256,,,11603000320,,,23.4397,22.61,,,,,,,,,,,
HBANP,,18.38,,0.892,,,1.5488696,Not Found!,,None,4572000256,,,11603000320,,,18.31,17.76,,,,,,,,,,,
HBCP,"Home Bancorp, Inc.",38.58,undefined,3.996,N/A,undefined,1.0053275,,-44331940,None,444500000,121202880,53.271,85846000,1.1634499396863691,1.143848009650181,37.93,33.16,0.0107,undefined,8523520,USD,United States,buy,None,undefined,undefined,Financial Services,Banks—Regional
HBIO,"Harvard Bioscience, Inc.",3.22,-3.728526077097506,-0.202,10.00,-1.1579273531358714,1.6546763,0.82,206908848,4778375,5433000,-125976808,0.132,57274000,1.038709677419355,1.038709677419355,3.22,3.1,0.0093,0.11708690165521128,40810500,USD,United States,buy,26.719,2.161195871821814,0.6711788421806876,Healthcare,Medical Instruments & Supplies
HBNC,"Horizon Bancorp, Inc.",18.88,undefined,1.753,N/A,undefined,1.2112712,,1793238272,None,112647000,-714246312,2.585,1074951936,1.1477203647416414,1.145288753799392,18.84,16.45,0.0127,undefined,43520700,USD,United States,buy,None,undefined,undefined,Financial Services,Banks—Regional
HBT,"HBT Financial, Inc.",18.2,undefined,2.015,N/A,undefined,1.3009597,,505576512,None,160031008,-363828864,5.551,128194000,1.2825933756166314,1.2706131078224103,18.03,14.19,0.0109,undefined,29054900,USD,United States,hold,None,undefined,undefined,Financial Services,Banks—Regional
HCAR,Healthcare Services Acquisition,9.895,undefined,None,,undefined,None,N/A,408894720,None,323290,-409536710,0.008,600000,1.024327122153209,1.024327122153209,9.895,9.66,0.0116,undefined,33120000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
HCARU,,9.89,,None,,,None,N/A,,None,323290,,,600000,,,9.89,9.79,,,,,,,,,,,
HCARW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HCAT,"Health Catalyst, Inc",11.78,undefined,-3.264,N/A,undefined,1.0841439,-0.18,730118720,25763250,425419008,-172175808,7.851,248480000,1.075799086757991,1.0264840182648403,11.24,10.95,0.0747,0.49492078616394486,52055300,USD,United States,strong_buy,-8.808,undefined,undefined,Healthcare,Health Information Services
HCCI,"Heritage-Crystal Clean, Inc.",31.49,11.9578231292517,0.51,15.00,0.379733983145497,2.6377325,4.43,830374976,51011624,73760000,-684791360,3.052,92967000,1.3120833333333333,1.2945833333333334,31.07,24,0.0234,2.108920520081857,24188500,USD,United States,none,6.707,49.447252103506585,1.5702525278979544,Industrials,Waste Management
HCDI,"Harbor Custom Development, Inc.",1.125,undefined,0.043,N/A,undefined,0.47658864,0.34,131812936,5667100,22274900,5263706,1.528,68185696,1.0227272727272727,1.0,1.1,1.1,0.1107,0.37977898553152706,14922100,USD,United States,buy,8.456,undefined,undefined,Real Estate,Real Estate—Development
HCDIP,,11.87,,0.043,,,5.1003346,Not Found!,,5667100,22274900,,,68185696,,,11.925,11.52,,,,,,,,,,,
HCDIW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HCDIZ,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HCIC,Hennessy Capital Investment Cor,9.87,undefined,None,,undefined,None,N/A,425197760,None,446000,-424766480,0.01,0,1.0175257731958762,1.0164948453608247,9.86,9.7,0.0008,undefined,34500000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
HCICU,,9.8866,,None,,,None,N/A,,None,446000,,,0,,,9.78,9.69,,,,,,,,,,,
HCICW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HCIIU,,9.86,,None,,,None,N/A,,None,281975,,,0,,,9.87,9.76,,,,,,,,,,,
HCII,Hudson Executive Investment Cor,9.86,undefined,None,,undefined,None,N/A,307530528,None,281975,-308155529,0.009,0,1.0196483971044468,1.0196483971044468,9.86,9.67,0.0037,undefined,25000000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
HCIIW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HCKT,"The Hackett Group, Inc.",20.35,3.951020408163265,0.165,15.50,0.19415333701047985,4.295445,8.91,619221760,30193876,47752000,-553454592,1.509,3253000,1.2027186761229314,1.1879432624113475,20.1,16.92,0.0188,1.0134825894025954,29792200,USD,United States,buy,11.179,24.268426630592764,1.1925516771790055,Technology,Information Technology Services
HCMA,,10.05,,None,,,None,N/A,,None,1189809,,,0,,,10.09,9.87,,,,,,,,,,,
HCM,HUTCHMED (China) Limited,13.03,32.506122448979596,-0.9,-44.70,2.4947139254780963,3.8622754,3.44,1315750784,-154433120,1014460992,-1296677056,5.923,38983000,1.5502676977989291,1.5264723378941107,12.83,8.405,None,-0.8931622962765896,172906000,USD,Hong Kong,buy,-4.097,32.25915885508735,2.475760464703557,Healthcare,Drug Manufacturers—Specialty & Generic
HCMAU,,10.03,,None,,,None,N/A,,None,1189809,,,0,,,10.03,9.9,,,,,,,,,,,
HCMAW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HCNE,Jaws Hurricane Acquisition Corp,9.8,undefined,None,,undefined,None,N/A,386289440,None,121018,-385308166,0.003,190137,1.0187110187110189,1.0135135135135136,9.75,9.62,0.0001,undefined,31625000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
HCNEU,,9.8,,None,,,None,N/A,,None,121018,,,190137,,,9.88,9.5,,,,,,,,,,,
HCNEW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HCP,"HashiCorp, Inc.",30.26,27.342857142857145,-1.05,-34.60,0.9035973940137854,None,9.68,5344357888,None,1340899968,-4045417856,7.272,3186000,1.1862014896119168,1.1497451979615836,29.33,25.51,0.3057,undefined,15300000,USD,United States,buy,-15.78,undefined,undefined,Technology,Software—Infrastructure
HCSG,"Healthcare Services Group, Inc.",13.95,24.07777777777778,1.379,9.00,1.7260055754679413,2.088195,5.35,958461376,-9482125,129169000,-897978392,1.744,25696000,1.021229868228404,1.0014641288433381,13.68,13.66,0.16620001,-0.1272102523511182,74539000,USD,United States,hold,17.86,-2.2211313902576197,-0.1592208881905104,Healthcare,Medical Care Facilities
HCVI,,9.69,,None,,,4829.9995,N/A,,None,1606000,,,0,,,9.66,9.563,,,,,,,,,,,
HCTI,"Healthcare Triangle, Inc.",0.5198,undefined,-0.021,N/A,undefined,5.774444,1.99,24862616,-6747041,1562000,-16686382,0.044,2910000,1.1036093418259025,1.0127388535031847,0.477,0.471,0.0026,-0.19215058111883532,35113300,USD,United States,buy,-5.295,undefined,undefined,Healthcare,Health Information Services
HCVIU,,9.7,,None,,,4860,N/A,,None,1606000,,,0,,,9.7,9.34,,,,,,,,,,,
HCVIW,,0.2001,,None,,,100.049995,N/A,,None,26000,,,195000,,,0.2001,0.2001,,,,,,,,,,,
HDSN,"Hudson Technologies, Inc.",8.14,-4.686349206349207,-0.122,30.00,-0.5757185757185758,8.612594,4.56,498010464,-19176624,5152000,-349683456,0.115,103017000,2.6173633440514474,2.559485530546624,7.96,3.11,0.0422,-0.43613270047328045,43969700,USD,United States,buy,5.846,-16.753033891195855,-2.0581122716456823,Basic Materials,Specialty Chemicals
HCWB,HCW Biologics Inc.,2.58,undefined,-0.731,N/A,undefined,1.6798942,42.91,50634072,-6439307,35086372,-55663004,0.98,166912,1.465909090909091,1.3977272727272727,2.46,1.76,0.0005,-0.18023088269457374,35728100,USD,United States,buy,-4.477,undefined,undefined,Healthcare,Biotechnology
HEAR,Turtle Beach Corporation,8.25,57.933333333333344,2.37,16.00,7.022222222222224,0.9985375,1.97,199033744,-41405124,23700000,-96805464,1.438,8505000,1.1013215859030838,1.0,7.491,7.491,0.14050001,-2.580401595413187,16046000,USD,United States,strong_buy,34.814,-63.07648344343346,-7.645634356779813,Technology,Consumer Electronics
HEES,"H&E Equipment Services, Inc.",31.02,5.9792108843537415,0.227,17.90,0.19275341342210645,4.714765,1.47,2424472064,40469624,278831008,-838349152,7.802,1425662976,1.1875957120980092,1.1772588055130169,30.75,26.12,0.02,1.1197084912707855,36143000,USD,United States,strong_buy,12.427,29.49327400136382,0.9507825274456422,Industrials,Rental & Leasing Services
HELE,Helen of Troy Limited,125.44,165.94285714285712,10.08,8.00,1.322886297376093,2.432406,2.63,4310264832,-15269750,49317000,-2930924152,2.058,1152840960,1.0363516192994051,1.0116903502974224,122.455,121.04,0.087,-0.6328747989853943,24127600,USD,United States,buy,15.208,-10.418755194181323,-0.08305767852504244,Consumer Defensive,Household & Personal Products
HEPA,"Hepion Pharmaceuticals, Inc.",0.6552,undefined,-0.504,N/A,undefined,0.48481873,N/A,-36115364,-19199146,79222824,30293808,1.039,247340,1.3371428571428572,1.2616326530612245,0.6182,0.49,0.0119,-0.2518736824583797,76225296,USD,United States,buy,1.145,undefined,undefined,Healthcare,Biotechnology
HEPS,,1.01,,None,-13.40,,None,1.58,,None,None,,,None,,,0.98,0.592,,,,,,,,,,,
HERA,FTAC Hera Acquisition Corp.,9.87,undefined,None,,undefined,None,N/A,1070389696,None,543730,-1074746126,0.005,0,1.0196280991735536,1.0196280991735536,9.87,9.68,0.0002,undefined,87067800,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
HERAU,,9.87,,None,,,None,N/A,,None,543730,,,0,,,9.88,9.78,,,,,,,,,,,
HERAW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HERD,,31.0889,,None,,,None,Not Found!,,,,,,,,,30.9532,29.533,,,,,,,,,,,
HERO,,20.43,,None,,,None,Not Found!,,,,,,,,,20,20,,,,,,,,,,,
HEWG,,24.9,,None,,,None,Not Found!,,,,,,,,,24.62,24.34,,,,,,,,,,,
HFBL,"Home Federal Bancorp, Inc. of L",20.7,undefined,1.357,N/A,undefined,1.2134732,,6860780,None,64078000,-737172,18.914,3182000,1.1436464088397789,1.0950276243093922,19.82,18.1,0.0001,undefined,3356560,USD,United States,none,None,undefined,undefined,Financial Services,Banks—Regional
HEXO,HEXO Corp.,0.2034,undefined,-1.645,N/A,undefined,0.04595206,-6.52,443477792,-332244864,14221000,-58566664,0.028,366060000,1.1491525423728814,1.1124293785310735,0.1969,0.177,None,-0.933904290625861,355759008,USD,Canada,hold,-2.946,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic
HFFG,HF Foods Group Inc.,5.11,undefined,-6.584,,undefined,0.9986048,1.41,409684832,14122766,15543177,-244542967,0.299,148586272,1.094218415417559,1.0706638115631693,5,4.67,0.0226,0.2720447129257571,51913400,USD,United States,none,9.95,undefined,undefined,Consumer Defensive,Food Distribution
HFWA,Heritage Financial Corporation,26.09,25.517006802721088,1.65,7.00,0.9780378230249555,1.1390314,,-17497768,None,994054976,72690048,28.317,63153000,1.245346062052506,1.2362768496420047,25.9,20.95,0.032899998,undefined,35166600,USD,United States,buy,None,undefined,undefined,Financial Services,Banks—Regional
HGEN,"Humanigen, Inc.",0.2135,-50.74666666666667,-2.422,12.50,-237.68930523028885,0.25498867,-29.13,-17832430,-92021504,68948000,54595286,0.976,25193000,1.0343992248062015,1.0,0.2064,0.2064,0.1407,-1.4419319880535646,63818200,USD,United States,hold,None,-30.211908321122305,-141.50776731204826,Healthcare,Biotechnology
HGBL,Heritage Global Inc.,1.7,undefined,0.3,N/A,undefined,1.9905772,-3.34,50898652,2764500,15097000,-46714244,0.412,5844000,1.6666666666666665,1.619705882352941,1.6521,1.02,0.0026,0.07558503555736616,36574700,USD,United States,buy,15.23,undefined,undefined,Financial Services,Capital Markets
HHGC,HHG Capital Corporation,10.05,undefined,-0.098,,undefined,6.945404,N/A,74403248,None,576741,-74567107,0.077,60450,1.0213414634146343,1.0213414634146343,10.05,9.84,0.0008,undefined,7477000,USD,Singapore,none,None,undefined,undefined,Financial Services,Shell Companies
HHGCR,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
HHGCW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HHGCU,,10.09,,-0.098,,,6.9730477,N/A,,None,576741,,,60450,,,10.09,10.06,,,,,,,,,,,
HHR,HeadHunter Group PLC,15.03,4.162290249433107,0.451,0.75,0.27693215232422536,0.21987185,3.32,3931706624,6798518784,4768956928,4007902400,94.84,7898217984,1.1051470588235295,1.0727941176470588,14.59,13.6,None,134.26335142992,50635700,USD,Russia,buy,0.466,1239.1198193192163,82.4431017511122,Industrials,Staffing & Employment Services
HHS,"Harte-Hanks, Inc.",14.54,-16.954666666666668,1.734,-18.30,-1.166070609812013,None,15.41,119789456,138750,9652000,-90455608,1.376,28520000,2.823300970873786,2.763106796116505,14.23,5.15,0.0066000004,0.019889222406660415,6976140,USD,United States,none,6.501,-0.19447239686512408,-0.013374992906817337,Communication Services,Advertising Agencies
HIBB,"Hibbett, Inc.",59.03,48.28625850340136,4.36,2.60,0.8179952312959743,2.4504848,3.24,890969280,-39927624,23255000,-772742952,1.798,307315008,1.4914098029307732,1.4555330975240022,57.61,39.58,0.20969999,-2.9168309627649083,13688700,USD,United States,buy,4.542,-32.30340685293381,-0.5472371142289313,Consumer Cyclical,Apparel Retail
HIFS,Hingham Institution for Savings,297.44,undefined,29.703,N/A,undefined,2.0551605,,1754517504,None,7670000,-626908880,3.575,1140000000,1.1016296296296295,1.097037037037037,296.2,270,0.0136,undefined,2142400,USD,United States,none,None,undefined,undefined,Financial Services,Banks—Regional
HIHO,Highway Holdings Limited,2.39,undefined,0.164,N/A,undefined,0.9294254,2.86,1823600,None,6403000,-3325737,1.586,754000,1.3976608187134505,1.3742690058479532,2.35,1.71,0.0007,undefined,4036820,USD,Hong Kong,none,2.333,undefined,undefined,Industrials,Metal Fabrication
HIII,Hudson Executive Investment Cor,9.84,undefined,None,,undefined,None,N/A,738427968,None,322022,-736177946,0.004,0,1.0239334027055151,1.0228928199791885,9.83,9.61,None,undefined,60000000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
HIIIU,,9.83,,None,,,None,N/A,,None,322022,,,0,,,9.83,9.77,,,,,,,,,,,
HIIIW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HILS,,0.9301,,None,N/A,,None,N/A,,-3150997,11121854,,,0,,,0.9111,0.65,,,,,,,,,,,
HIMX,"Himax Technologies, Inc.",6.02,undefined,0.273,N/A,undefined,2.1353602,3.48,1007926016,246228624,447062016,-580063040,2.559,202400000,1.032590051457976,1.0060034305317325,5.865,5.83,None,1.4143836504033522,174088992,USD,Taiwan,none,1.628,undefined,undefined,Technology,Semiconductors
HISF,,45.145,,None,,,None,Not Found!,,,,,,,,,45.205,44.64,,,,,,,,,,,
HITI,High Tide Inc.,1.46,undefined,-0.774,N/A,undefined,0.50732404,0.84,151250208,-9640000,15414000,-65999712,0.247,69476000,1.0814814814814815,1.0518518518518518,1.42,1.35,None,-0.16813875284301003,57333600,USD,Canada,buy,-23.421,undefined,undefined,Healthcare,Pharmaceutical Retailers
HIVE,Hive Blockchain Technologies Lt,4.85,undefined,0.27,N/A,undefined,6.902017,3.66,391939040,-196013840,22319664,-1818683344,0.271,43315784,1.7198581560283688,1.6851063829787234,4.752,2.82,None,-0.5099971533760802,384343008,USD,Canada,strong_buy,2.724,undefined,undefined,Financial Services,Capital Markets
HLAH,Hamilton Lane Alliance Holdings,9.85,undefined,None,,undefined,None,N/A,303012352,None,35981,-320448851,0.001,675000,1.0186142709410548,1.0186142709410548,9.85,9.67,0.0001,undefined,27600000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
HLAHU,,9.8,,None,,,None,N/A,,None,35981,,,675000,,,9.86,9.7,,,,,,,,,,,
HLAHW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HLBZ,"Helbiz, Inc.",0.7,undefined,-7.288,N/A,undefined,None,-13.35,59518360,-36095500,1115000,-18700184,0.033,44031000,1.5555555555555554,1.4,0.63,0.45,0.0346,-2.2200319822867334,16259000,USD,United States,strong_buy,-0.97,undefined,undefined,Consumer Cyclical,Recreational Vehicles
HLAL,,36.93,,None,,,None,Not Found!,,,,,,,,,36.43,33.91,,,,,,,,,,,
HLBZW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
HLG,Hailiang Education Group Inc.,14.01,undefined,2.618,N/A,undefined,0.16110486,2.92,-321510368,731145600,756723008,395571808,29.355,81297000,1.509698275862069,1.509698275862069,14.01,9.28,None,28.363052358397244,25778100,USD,China,buy,-0.429,undefined,undefined,Consumer Defensive,Education & Training Services
HLIT,Harmonic Inc.,10.97,-3.8136326530612252,-0.137,19.40,-0.34764199207486096,4.2768273,-1.17,1243823872,12440500,100739000,-1027509064,0.964,203539008,1.3296969696969698,1.3175757575757574,10.87,8.25,0.1583,0.12129026596989315,102568000,USD,United States,buy,31.395,3.37632495475376,0.3077780268690756,Technology,Communication Equipment
HLMN,Hillman Solutions Corp.,8.175,undefined,-2.802,N/A,undefined,1.426825,1.36,3019848192,-47988752,19375000,-1565065832,0.1,1030305984,1.029596977329975,1.0207808564231737,8.105,7.94,0.0962,-0.24744888467210494,193934000,USD,United States,strong_buy,16.986,undefined,undefined,Industrials,Tools & Accessories
HLNE,Hamilton Lane Incorporated,68.32,58.05405895691611,2.476,15.00,0.8497373969103647,10.828087,4.08,3403685888,87481752,72138000,-2422506992,1.935,267388000,1.1130661453242097,1.0804822417725641,66.32,61.38,0.0366,2.352349263628321,37189100,USD,United States,hold,19.443,55.154855750378324,0.807301752786568,Financial Services,Asset Management
HLTH,Cue Health Inc.,3.5,undefined,-0.513,N/A,undefined,0.73585325,2.08,132394000,-51581124,426464992,-55069312,2.892,60467000,1.2727272727272727,1.1745454545454546,3.23,2.75,0.044699997,-0.3524191303857324,146363008,USD,United States,buy,0.618,undefined,undefined,Healthcare,Health Information Services
HLVX,,13.25,,None,N/A,,None,N/A,,None,111252000,,,175524992,,,13.37,7.9,,,,,,,,,,,
HMACU,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
