TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER
BRK-B,Berkshire Hathaway Inc. New,494.95,275.33312,33.61,1.74,0.5562847156278412,0.0009717552,11.303489647179735,N/A,-265516302336,61228249088,397383008256,-662236135424,276362.1,128885997568,1.087348140337002,1.0718601023748324,487.9,455.19,0.0095999995,43.78736261535764,1398308677,USD,United States,1059619143680,buy,-2.25,-0.2284263959390863,358.7060745450098,0.7247319417012018,Financial Services,Insurance - Diversified,N/A,0.00262,60.348981087634996,62.246971553697314,3.015861633148417
WEX,WEX Inc.,131.27,137.23664,8.87,10.84,1.0454531880856248,3.4542284,3.623786794897595,0.77,4379087360,1255837440,5408900096,1010899456,156.019,5237100032,1.0448937355727137,1.0,125.63,125.63,0.0837,36.22453732234807,34668143,USD,United States,4398000640,buy,5.003,0.22834322227293474,560.4660414513694,4.269566858013022,Technology,Software - Infrastructure,28.62,0.013200001,8.229711539046292,9.362157858721163,-6.953502767034476
BMBL,Bumble Inc.,3.06,undefined,-5.74,N/A,undefined,0.6253962,1.7007940242138357,-2.04,868947392,234666496,245588992,-203382688,1.883,597268992,1.1724137931034484,1.1302681992337167,2.95,2.61,0.1183,1.7991596609791918,130431168,USD,United States,448971680,hold,3.05,0.22426470588235292,undefined,undefined,Communication Services,Internet Content & Information,N/A,0.02913,13.252375561620822,23.65127392450298,-3.164559592231808
COLL,"Collegium Pharmaceutical, Inc.",34.65,7.399520000000002,2.06,-4.01,0.2135503607503608,3.4934137,3.3787318683543184,1.49,1631767424,332619008,421752992,-670616672,13.004,929689984,1.1870503597122302,1.0856937307297019,31.6914,29.19,0.20879999,10.25532695403764,32433779,USD,United States,1092369664,none,3.839,0.2935015290519878,36.83713441890321,1.0631207624503092,Healthcare,Drug Manufacturers - Specialty & Generic,48.54,0.01155,105.268243981084,155.9750492303702,3.063655862101749
CNC,Centene Corporation,61.39,-535.2588000000001,-13.05,42.77,-8.718990063528263,1.397396,4.427046195203848,N/A,23044198400,6847499776,23740999680,-6202849280,48.078,16371000320,2.4477671451355665,2.3883572567783093,59.9,25.08,0.034,13.867033975500053,493797000,USD,United States,29943848960,buy,7.933,0.44318435754189944,568.7702655391103,9.264868309807953,Healthcare,Healthcare Plans,N/A,0.00392,17.286669761215148,19.993136365743922,3.786979571151939
GDRX,"GoodRx Holdings, Inc.",2.73,0.73344,0.06,6.78,0.26865934065934066,1.4161692,3.378324046636079,N/A,1230224768,84616376,235710000,-648232656,0.696,541350976,1.542372881355932,1.4745762711864405,2.61,1.77,0.0773,0.8080929959097206,104711186,USD,United States,883942656,hold,11.244,0.8403587443946188,9.878128782000426,3.618362191208947,Healthcare,Health Information Services,N/A,0.13219,4.046879985480652,5.868415634449774,8.333334153291414
TASK,"TaskUs, Inc.",5.36,9.42872,1.13,1.93,1.759089552238806,1.7010653,2.403989134796329,N/A,886559168,81482872,152264992,-315699648,1.663,547964992,1.0499510284035258,1.000979431929481,5.11,5.105,0.1534,2.2296273815955123,36545511,USD,United States,467964640,hold,4.052,0.30907704042715484,18.60401087203296,3.4708975507524173,Technology,Information Technology Services,N/A,0.23014,5.042166859996281,5.599298640475111,-6.7826086956521685
HOG,"Harley-Davidson, Inc.",25.62,12.52184,1.93,-0.39,0.4887525370804059,0.8729559,16.013513429726157,N/A,3828915968,168418624,1084227968,-1590639744,10.3,2200221952,1.4991222937390287,1.4698654183733177,25.12,17.09,0.2035,1.5998987425483504,105268302,USD,United States,2674867712,hold,7.915,0.6645675902602854,10.380143041653698,0.4051578080270764,Consumer Cyclical,Recreational Vehicles,N/A,0.0112,22.979541876791096,54.729331534665185,9.674654668660242
RPAY,Repay Holdings Corporation,3.28,-55.07328,-3.03,14.22,-16.790634146341464,0.48108968,5.949285555939342,N/A,625353152,45650376,43770000,-248678288,0.529,400272992,1.4260869565217391,1.4107391304347827,3.2447,2.3,0.0806,0.5513267045528655,82800952,USD,United States,292448288,buy,8.778,0.40063897763578277,10.020914181952882,3.055156762790513,Technology,Software - Infrastructure,N/A,0.119219996,15.031280145002153,23.766459492883417,-4.373179703725654
CABO,"Cable One, Inc.",47.33,undefined,-57.55,N/A,undefined,0.16520208,1.0277068730244012,N/A,3211081216,261257504,177886000,-66443776,31.357,3120471040,1.1574957202249938,1.053313768647591,43.07,40.89,0.1597,46.05398800215694,5672853,USD,United States,244329776,none,4.493,0.394468832309043,undefined,undefined,Communication Services,Telecom Services,N/A,0.10441,165.4776805716937,176.05350467041436,-0.336916556773565
