TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP
AAPD,Direxion Daily AAPL Bear 1X Sha,16.95,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0456508328192473,1.0384022208513262,16.8325,16.21,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ABCL,AbCellera Biologics Inc.,2.69,-9.044444444444446,-0.53,10.00,-3.3622470053696825,0.69230765,-5.942427726001198,1.93,170775040,-133388496,670355968,-98722240,2.275,72054000,1.1208333333333333,1.0708333333333333,2.57,2.4,0.076799996,-0.45267694013843146,294665984,USD,Canada,769078208,buy,-0.796,-7.724927238421034,-2.871720162981797,Healthcare,Biotechnology,45.72,0.27957
AAXJ,iShares MSCI All Country Asia e,72.96,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1976362442547601,1.1951739986868024,72.81,60.92,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
AAPU,Direxion Daily AAPL Bull 2X Sha,36.96,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.8046875,1.767578125,36.2,20.48,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ABAT,American Battery Technology Com,1.08,undefined,-0.75,--,undefined,0.8641006,-3.546309394258971,N/A,68065224,-17845580,6055299,-58402613,0.103,10834536,1.4400000000000002,1.4400000000000002,1.08,0.75,0.0896,-0.3045419561385096,58598100,USD,United States,64457912,buy,-2.096,undefined,undefined,Basic Materials,Other Industrial Metals & Mining,53.32,0.03865
ABEO,Abeona Therapeutics Inc.,5.74,undefined,-1.77,--,undefined,3.185438,-12.128401176699233,N/A,149081632,-20499376,122708000,-119852640,2.833,23165000,1.8819672131147542,1.7868852459016396,5.45,3.05,0.075,-0.47326930535803335,43314400,USD,United States,242560640,buy,-2.723,undefined,undefined,Healthcare,Biotechnology,68.54,0.04893
ABCS,Alpha Blue Capital US Small-Mid,27.8865,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1442962659006977,1.1395157981124333,27.77,24.37,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ABL,"Abacus Life, Inc.",10.3,undefined,-0.14,--,undefined,2.9942029,18.34619188347897,2.35,872975936,41911060,95332056,-675815848,1.277,199319904,1.791304347826087,1.7426086956521738,10.02,5.75,0.0113,0.5614244125112041,74651296,USD,United States,771147904,buy,33.84,undefined,undefined,Financial Services,Insurance - Life,51.78,0.8196
ABIO,"ARCA biopharma, Inc.",3.81,undefined,-0.49,--,undefined,1.7282852,-11.102706975342741,N/A,22013214,-4978250,33283000,-23004548,2.294,24000,2.442307692307692,2.374871794871795,3.7048,1.56,0.48080003,-0.34315955635516404,14507100,USD,United States,56287548,none,-2.563,undefined,undefined,Healthcare,Biotechnology,62.91,0.0128999995
ABLLW,N/A,1.425,undefined,N/A,--,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0555555555555556,1.0,1.35,1.35,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ABLLL,"Abacus Life, Inc. - 9.875% Fixe",25.6,undefined,N/A,--,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.055234954657873,1.0480915086562241,25.4267,24.26,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ABLVW,Able View Global Inc. Warrant,0.0404,undefined,N/A,--,undefined,0.14907749,undefined,N/A,N/A,16094051,13328156,N/A,0.316,15858496,1.0,1.0,0.0404,0.0404,N/A,undefined,N/A,USD,China,N/A,none,N/A,undefined,undefined,Communication Services,Advertising Agencies,N/A,N/A
ABLV,Able View Global Inc.,1.6,undefined,0.24,--,undefined,5.9413285,1.690761387546243,5.36,70341632,16094051,13328156,-54100260,0.316,15858496,2.388059701492537,2.4031343283582087,1.6101,0.67,0.0038,0.9463192214970306,17007000,USD,China,67428416,none,5.194,undefined,undefined,Communication Services,Advertising Agencies,63.59,0.39493
ABOS,"Acumen Pharmaceuticals, Inc.",2.94,-10.341383647798743,-1.11,1.60,-3.517477431224062,0.6921182,-4.8703111072288605,N/A,-54113452,-36267624,260472000,91647760,4.335,29724000,1.6243093922651932,1.5193370165745856,2.75,1.81,0.0418,-0.6036575354778145,60079800,USD,United States,168824240,strong_buy,0.706,-5.624012762397082,-1.9129295110194156,Healthcare,Biotechnology,53.60,0.11236
ABNB,"Airbnb, Inc.",115.71,173.56477987421385,7.35,17.10,1.4999980976079323,9.249663,16.122433747851417,3.19,64200720384,3157874944,11251000320,-62578056192,17.79,2273999872,1.0482877332850153,1.0436673310382316,115.2,110.38,0.0254,7.176956147543189,440001984,USD,United States,73829056512,hold,39.219,169.47847808370338,1.4646830704667133,Consumer Cyclical,Travel Services,34.40,0.01071
ABTS,Abits Group Inc,0.4891,undefined,-0.26,--,undefined,1.5694007,-4.78269140401217,-1.47,16998260,-3635987,396583,-17291881,0.011,0,1.2227499999999998,1.2105,0.4842,0.4,0.0070999996,-0.10226459511682,35554700,USD,Hong Kong,17688464,none,12.44,undefined,undefined,Financial Services,Capital Markets,45.96,0.21888
ABSI,Absci Corporation,4.49,-27.28000000000001,-0.93,23.30,-6.075723830734968,2.3002048,-17.677302638421803,5.99,377953952,-28843000,145246000,-364620400,1.279,13332000,4.041404140414041,3.8343834383438344,4.26,1.111,0.1428,-0.2539980274049808,113556000,USD,United States,509866400,buy,-4.501,-7.450608803879438,-1.6593783527571129,Healthcare,Biotechnology,60.25,0.20326
ABVE,Above Food Ingredients Inc.,1.08,undefined,-1.53,--,undefined,N/A,1.9708878478372134,-0.68,147390784,15617327,952280,-28972718,0.033,117527728,1.0485436893203883,1.0,1.03,1.03,0.0058999998,0.5479763859649123,28500000,CAD,Canada,29924998,none,-4.008,undefined,undefined,Consumer Defensive,Packaged Foods,28.58,0.19123
ABUS,Arbutus Biopharma Corporation,3.87,undefined,-0.45,--,undefined,5.96302,-17.06200072396922,-0.42,596056448,-42819500,141986000,-588600304,0.752,7456000,2.289940828402367,2.2514792899408285,3.805,1.69,0.0458,-0.22681982392389105,188782000,USD,United States,730586304,buy,-7.36,undefined,undefined,Healthcare,Biotechnology,60.93,0.22304001
ABVC,"ABVC Biopharma, Inc.",0.7198,undefined,-1.66,--,undefined,0.99453783,-2.798955961860471,-8.25,10577803,-3194481,199979,-8620741,0.017,2732942,1.1996666666666667,1.1648333333333334,0.6989,0.6,0.0196,-0.25716731874607546,12421800,USD,United States,8820720,hold,-1.243,undefined,undefined,Healthcare,Biotechnology,47.01,0.22928
ABVEW,Above Food Ingredients Inc. War,0.0299,undefined,N/A,--,undefined,N/A,undefined,N/A,N/A,15617327,952280,N/A,0.033,117527728,1.1818181818181819,1.0,0.0253,0.0253,N/A,undefined,N/A,CAD,Canada,N/A,none,N/A,undefined,undefined,Consumer Defensive,Packaged Foods,N/A,N/A
ABVX,Abivax SA,11.63,undefined,-3.84,--,undefined,3.8394864,-12.745100088697875,N/A,545205440,-57412876,260992000,-491503680,4.148,74465000,1.4546591619762352,1.4446529080675423,11.55,7.995,N/A,-0.912507545571437,62917700,EUR,France,752495680,buy,-4.284,undefined,undefined,Healthcare,Biotechnology,48.83,0.0
ACAB,Atlantic Coastal Acquisition Co,11.06,undefined,-0.13,--,undefined,N/A,-33.56995100784551,N/A,92397944,-2690839,236779,-90176229,0.029,2385051,1.0533333333333335,1.0542857142857143,11.07,10.5,0.0,-0.3294613089371268,8167390,USD,United States,90413008,none,N/A,undefined,undefined,Financial Services,Shell Companies,46.13,0.91216004
ACABU,Atlantic Coastal Acquisition Co,10.85,undefined,N/A,--,undefined,N/A,undefined,N/A,93623048,-2690839,236779,N/A,0.029,2385051,1.042267050912584,1.0557156580211335,10.99,10.41,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,65.87,0.0
ACABW,Atlantic Coastal Acquisition Co,0.0517,undefined,N/A,--,undefined,N/A,undefined,N/A,N/A,-2690839,236779,N/A,0.029,2385051,1.6677419354838712,1.0,0.031,0.031,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,N/A,N/A
ACAC,Acri Capital Acquisition Corpor,11.56,undefined,-0.62,--,undefined,N/A,-47.664326807984864,N/A,48966780,-440283,4665,-45430779,0.001,2503327,1.1700404858299596,1.1032388663967612,10.9,9.88,0.0005,-0.24252938778657912,1815380,USD,United States,45435444,none,N/A,undefined,undefined,Financial Services,Shell Companies,78.13,0.0
ACACU,Acri Capital Acquisition Corpor,12.73,undefined,N/A,--,undefined,N/A,undefined,N/A,58061820,-440283,4665,N/A,0.001,2503327,1.1732718894009218,1.0811059907834102,11.73,10.85,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,90.48,0.0
ACACW,N/A,0.13,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.7692307692307692,1.0,0.169,0.169,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ACAD,ACADIA Pharmaceuticals Inc.,16.09,11.602348008385748,0.19,57.70,0.721090615810177,5.0561795,20.461346743538112,1.95,2225659648,130438376,500942016,-2111605056,3.02,57656000,1.1058419243986253,1.0642611683848797,15.485,14.55,0.0938,0.7863607514046638,165876000,USD,United States,2612547072,buy,64.937,48.01911104175063,2.984407149891276,Healthcare,Biotechnology,46.22,0.00537
ACCD,"Accolade, Inc.",4.41,-22.898448637316562,-1.16,12.90,-5.192391981250921,0.7842782,17.287987834610917,-0.88,362791936,20409376,230640000,-115796352,2.883,240595008,1.3164179104477611,1.2746268656716417,4.27,3.35,0.0431,0.25509041550637185,80008400,USD,United States,346436352,buy,-5.755,5.035495497710687,1.1418357137665955,Healthcare,Health Information Services,57.55,0.031570002
ACB,Aurora Cannabis Inc.,6.48,undefined,-0.47,N/A,undefined,0.60036975,-3.334889832503225,-8.74,381543840,-106211000,115487000,-221770152,2.113,102104000,2.2816901408450705,2.084507042253521,5.92,2.84,N/A,-1.943092673360068,54660800,CAD,Canada,337257152,hold,102.981,undefined,undefined,Healthcare,Drug Manufacturers - Specialty & Generic,52.90,0.0
ACDC,ProFrac Holding Corp.,6.75,undefined,-1.43,N/A,undefined,0.9581006,6.238143426660471,0.94,2489889536,173287504,24000000,-1074608512,0.15,1307800064,1.2075134168157424,1.1681574239713775,6.53,5.59,0.2054,1.0820527099700794,160147008,USD,United States,1098608512,buy,4.605,undefined,undefined,Energy,Oil & Gas Equipment & Services,47.43,0.88483
ACET,"Adicet Bio, Inc.",1.53,undefined,-2.52,N/A,undefined,0.49421662,-2.28141962686162,N/A,-78863528,-55261000,224068992,107883584,2.719,19132000,1.457142857142857,1.337904761904762,1.4048,1.05,0.066599995,-0.6706350651084332,82401000,USD,United States,116185408,buy,0.649,undefined,undefined,Healthcare,Biotechnology,56.95,0.01591
ACGL,Arch Capital Group Ltd.,109.49,191.64259958071284,14.23,6.10,1.750320573392208,2.089603,8.971964533966487,,41210642432,4589250048,3353999872,-38268098048,8.955,2727000064,1.5029512697323268,1.5052848318462595,109.66,72.85,0.014099999,12.203570308987244,376057984,USD,Bermuda,41622097920,buy,8.8,164.35164709629782,1.501065367579668,Financial Services,Insurance - Diversified,77.61,0.02991
ACGLN,Arch Capital Group Ltd. - Depos,20.32,undefined,4.691,N/A,undefined,0.38514546,undefined,N/A,7809769984,4589250048,3353999872,N/A,8.955,2727000064,1.2322619769557308,1.2258944815039419,20.215,16.49,N/A,undefined,N/A,USD,Bermuda,N/A,none,1.668,undefined,undefined,Financial Services,Insurance - Diversified,N/A,N/A
ACHC,"Acadia Healthcare Company, Inc.",78.35,-1.3578197064989521,-0.08,9.90,-0.01733018132098216,2.4261806,-50.71036811480398,2.35,9265190912,-143484368,77167000,-7179476072,0.831,1973836032,1.2628949065119277,1.239119922630561,76.875,62.04,0.0394,-1.5450489300851107,92867200,USD,United States,7256643072,buy,13.784,-26.22372355968356,-0.3346997263520557,Healthcare,Medical Care Facilities,66.46,0.029679999
ACGLO,Arch Capital Group Ltd. - Depos,23.54,undefined,4.691,N/A,undefined,0.44499406,2.066826638146172,N/A,9019512832,4589250048,3353999872,-10389408256,8.955,2727000064,1.2260416666666667,1.2229166666666667,23.48,19.2,N/A,11.38944097464994,402939008,USD,Bermuda,13743408128,none,1.926,undefined,undefined,Financial Services,Insurance - Diversified,N/A,0.0
ACHL,Achilles Therapeutics plc,0.7516,-99.00000000000003,-1.59,59.00,-131.71899946780206,0.267758,-1.0247093486412053,N/A,-59733464,-30137000,95111000,62980286,2.315,4463000,1.043888888888889,1.0279166666666666,0.7401,0.72,0.0007,-0.733476278904495,41087900,USD,United Kingdom,32130714,buy,0.906,-45.66927774311007,-60.76274313878402,Healthcare,Biotechnology,41.91,0.06515
ACHV,"Achieve Life Sciences, Inc.",4.58,undefined,-1.07,N/A,undefined,3.7043056,-12.937129673041333,N/A,113615168,-12157500,61313000,-95283320,1.785,17645000,1.5115511551155116,1.4884488448844884,4.51,3.03,0.1034,-0.35401979540669687,34341300,USD,Canada,156596320,buy,-4.519,undefined,undefined,Healthcare,Biotechnology,50.03,0.09712
ACIU,AC Immune SA,3.16,undefined,-0.75,N/A,undefined,2.467742,5.288307862513322,-1.04,142682720,59121248,175124000,-127633312,1.759,3229000,1.4363636363636363,1.3636363636363635,3.0,2.2,0.0177,0.5975446366123961,98940304,CHF,Switzerland,302757312,strong_buy,-2.442,undefined,undefined,Healthcare,Biotechnology,39.56,0.41981
ACIC,American Coastal Insurance Corp,11.24,undefined,1.51,N/A,undefined,1.5142934,1.8499758841133465,,476811072,292520864,188275008,-352400064,4.357,159190000,1.7004538577912254,1.6898638426626322,11.17,6.61,0.0498,6.075754876873484,48145600,USD,United States,540675072,buy,4.469,undefined,undefined,Financial Services,Insurance - Property & Casualty,48.85,0.50096
ACIW,"ACI Worldwide, Inc.",49.22,undefined,1.7,N/A,undefined,4.1665254,21.168034716247718,2.92,6045309952,243348880,156983008,-4985861920,1.5,1051062976,2.516359918200409,2.48521472392638,48.6108,19.56,0.0328,2.3252040475075724,104657000,USD,United States,5142844928,buy,16.677,undefined,undefined,Technology,Software - Infrastructure,72.41,0.00894
ACLX,"Arcellx, Inc.",71.9,-34.34398322851154,-1.04,27.30,-0.47766318815732317,7.86768,-118.45624281147184,9.21,3422636288,-32628376,516688000,-3325232000,9.612,74291000,2.3283678756476687,2.242875647668394,69.26,30.88,0.0955,-0.6069751858872641,53755700,USD,United States,3841920000,buy,-44.202,-20.04417846561045,-0.2787785600223984,Healthcare,Biotechnology,72.84,0.12749
ACLS,"Axcelis Technologies, Inc.",109.8,125.90088050314468,7.26,10.30,1.1466382559484944,3.8682668,25.784897195986076,8.93,3106524160,138895744,548308992,-3068330496,16.81,73422000,1.1709501972912446,1.1432761010984325,107.205,93.77,0.1009,4.258306681055626,32617600,USD,United States,3616639488,buy,11.552,73.84635820899821,0.6725533534517142,Technology,Semiconductor Equipment & Materials,43.00,0.01192
ACMR,"ACM Research, Inc.",18.6,undefined,1.25,N/A,undefined,1.3800853,-13.47972650780235,2.43,1099315584,-79271000,370811008,-779901184,5.936,151195008,1.4844373503591382,1.4445331205107743,18.1,12.53,0.09729999,-1.37984995387213,57449000,USD,United States,1150712192,buy,8.576,undefined,undefined,Technology,Semiconductor Equipment & Materials,44.21,0.1691
ACNB,ACNB Corporation,41.1,undefined,3.66,N/A,undefined,1.1994566,undefined,,571515328,N/A,86274000,-260764048,10.096,306564000,1.3591269841269842,1.3186177248677249,39.875,30.24,0.0150999995,undefined,8545630,USD,United States,347038048,buy,N/A,undefined,undefined,Financial Services,Banks - Regional,58.84,0.04239
ACON,"Aclarion, Inc.",0.2465,undefined,-4.13,N/A,undefined,1.1985,-0.5381116175950492,-25.86,1681235,-3944405,1222687,-943163,0.142,777087,1.2142857142857142,1.133990147783251,0.2302,0.203,0.0456,-0.45808340117551827,8610670,USD,United States,2165850,buy,-0.371,undefined,undefined,Healthcare,Health Information Services,44.04,0.01051
ACNT,Ascent Industries Co.,9.93,undefined,-2.61,N/A,undefined,1.0120242,2.1509307353305887,2.21,129610640,46741752,3595000,-98664472,0.355,32667000,1.3791666666666667,1.3916666666666666,10.02,7.2,0.0013,4.616606121662864,10124700,USD,United States,102259472,strong_buy,-13.0,undefined,undefined,Basic Materials,Steel,45.68,0.13396
ACONW,N/A,0.0303,undefined,-6.576,N/A,undefined,0.1515,undefined,N/A,N/A,-3944405,1222687,N/A,0.142,777087,1.0,1.0,0.0303,0.0303,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Healthcare,Health Information Services,N/A,N/A
ACRS,"Aclaris Therapeutics, Inc.",1.22,undefined,-0.82,N/A,undefined,0.63432837,-2.2026556045830814,-5.32,-21236640,-39516124,111093000,26192920,1.557,2816000,2.067796610169492,2.0,1.18,0.59,0.0311,-0.553876873652666,71344600,USD,United States,84900080,hold,0.259,undefined,undefined,Healthcare,Diagnostics & Research,47.02,0.02633
ACT,"Enact Holdings, Inc.",35.3,42.21048218029352,4.16,2.50,1.1957643677136975,1.1399735,10.34999675196113,,5527170560,531028128,711347968,-4775449856,4.569,742368000,1.350937619594336,1.3413700727133562,35.05,26.13,0.052800003,3.4106290896479083,155698000,USD,United States,5486797824,none,N/A,34.60680250292637,0.9803626771367244,Financial Services,Insurance - Specialty,70.03,0.81666
ACRV,"Acrivon Therapeutics, Inc.",9.46,undefined,-2.72,N/A,undefined,1.3157518,-9.358422551204828,N/A,116680664,-31308376,180536992,-103787808,5.829,4221000,2.9655172413793105,2.830721003134796,9.03,3.19,0.0883,-1.0108541207921944,30972200,USD,United States,284324800,buy,-1.544,undefined,undefined,Healthcare,Biotechnology,65.94,0.22389
ACST,"Acasti Pharma, Inc.",2.38,undefined,-1.43,N/A,undefined,0.4235696,-4.324612951638554,N/A,4573799,-5580375,19409000,-5737952,1.914,0,1.3837209302325582,1.380813953488372,2.375,1.72,0.0004,-0.5503382676357755,10139900,USD,United States,25146952,buy,-0.345,undefined,undefined,Healthcare,Biotechnology,34.83,0.38391
ACTG,Acacia Research Corporation,4.77,undefined,0.75,N/A,undefined,0.84675974,-4.983580340700046,2.53,158354944,-96073248,441912000,-32861760,4.403,85427000,1.39067055393586,1.3760932944606412,4.72,3.43,0.0145000005,-0.9571431930261519,100375000,USD,United States,474773760,none,2.767,undefined,undefined,Industrials,Business Equipment & Supplies,44.82,0.01756
ACTU,"Actuate Therapeutics, Inc.",7.96,undefined,-1.85,N/A,undefined,N/A,undefined,N/A,111589112,N/A,2068307,-151780077,1.223,5000000,1.0859481582537518,1.0954979536152796,8.03,7.33,N/A,undefined,19111600,USD,United States,153848384,none,N/A,undefined,undefined,Healthcare,Biotechnology,N/A,0.19097
ACVA,ACV Auctions Inc.,19.28,undefined,-0.49,N/A,undefined,6.738026,-112.23354742459308,3.25,3080484608,-26141500,272647008,-2820854944,1.637,141344000,1.501557632398754,1.440031152647975,18.49,12.84,0.066300005,-0.17178464409630953,152176000,USD,United States,3093501952,buy,-46.603,undefined,undefined,Consumer Cyclical,Auto & Truck Dealerships,60.73,0.01424
ACWI,iShares MSCI ACWI ETF,116.47,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.318428797826579,1.3146932306995698,116.14,88.34,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ACWX,iShares MSCI ACWI ex U.S. ETF,55.6,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2385832033860549,1.2382490532412564,55.585,44.89,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A,N/A
ACXP,"Acurx Pharmaceuticals, Inc.",2.2,undefined,-1.16,N/A,undefined,9.953272,-5.995491372611649,N/A,29378360,-5961016,6360858,-28241206,0.392,0,1.8803418803418805,1.7863247863247864,2.09,1.17,0.0346,-0.3669424010932527,16245100,USD,United States,34602064,buy,N/A,undefined,undefined,Healthcare,Biotechnology,53.63,0.14802
ADAG,Adagene Inc.,3.0,undefined,-0.73,N/A,undefined,2.3552425,-7.847401204652696,-1.04,91685568,-16924380,95673784,-37581320,1.729,20790530,2.727272727272727,2.545454545454545,2.8,1.1,0.0001,-0.38229216549057166,44270800,USD,China,133255104,buy,-2.538,undefined,undefined,Healthcare,Biotechnology,62.69,0.04178
ADAP,Adaptimmune Therapeutics plc,1.33,undefined,-0.36,N/A,undefined,3.2891247,-42.80587573943274,-3.16,1873407616,-7946125,214788992,-102334816,0.14,47348000,3.166666666666667,2.9047619047619047,1.22,0.42,0.0418,-0.031070500883943017,255744992,USD,United Kingdom,317123808,buy,-25.705,undefined,undefined,Healthcare,Biotechnology,63.40,0.0037599998
ADBE,Adobe Inc.,559.44,219.74171907756818,11.08,13.00,0.3927887156398687,17.17648,37.818412715498994,13.07,246080700416,6559124992,8064999936,-243706387968,18.189,6089999872,1.2891213678364863,1.2773783902113047,554.3439,433.97,0.0115,14.792794298601715,443400000,USD,United States,251771387904,buy,31.372,293.37491418191246,0.5244081835083519,Technology,Software - Infrastructure,58.68,0.00215
ADD,"Color Star Technology Co., Ltd.",0.8971,undefined,76.11,N/A,undefined,1.9244851,25.55444840091501,N/A,47686928,1856593,259328,-45227168,0.005,2004858,5.277058823529411,4.588235294117647,0.78,0.17,0.0251,0.0351054339317251,52886200,USD,United States,45486496,none,-1.458,undefined,undefined,Communication Services,Entertainment,73.25,0.050970003
ADI,"Analog Devices, Inc.",225.61,55.1245283018868,3.32,9.50,0.2443354829213545,3.2710187,39.138021469639256,5.84,117586509824,2862019584,2545699072,-112561231616,5.127,8118322176,1.4556422995031937,1.4472707916639782,224.3125,154.99,0.015700001,5.764471261660829,496492992,USD,United States,115106930688,buy,26.961,95.7119756653119,0.4242364064771592,Technology,Semiconductors,52.65,0.00248
