TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP
AAPL,Apple Inc.,240.36,119.40510638297872,6.3,13.77,0.49677611242710396,53.470028,38.479836961219036,9.98,3607762042880,93833871360,53774999552,-3510969475072,3.58,96798998528,1.4648951730862994,1.4450268161872255,237.1,164.08,0.0085,6.246388212149677,15022100480,USD,United States,3564744474624,buy,26.267,1.1158453695836874,118.38899190176451,0.4925486432924135,Technology,Consumer Electronics,51.48,0.02286
AAPD,Direxion Daily AAPL Bear 1X Sha,15.88,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0802721088435374,1.0714285714285714,15.75,14.7,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
AARD,"Aardvark Therapeutics, Inc.",13.11,undefined,-1.25,N/A,undefined,N/A,undefined,N/A,331814656,N/A,82360000,-204190944,3.851,868000,1.1350649350649349,1.0865800865800865,12.55,11.55,0.0332,undefined,21384400,USD,United States,286550944,none,N/A,undefined,undefined,undefined,Healthcare,Biotechnology,N/A,0.30311
AAPU,Direxion Daily AAPL Bull 2X Sha,33.79,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.64990234375,1.6059814453125,32.8905,20.48,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
AAVM,Alpha Architect Global Factor E,25.35,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1137961335676625,1.0976537785588751,24.9826,22.76,N/A,undefined,N/A,None,N/A,N/A,none,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ABAT,American Battery Technology Com,1.01,undefined,-0.97,N/A,undefined,1.1863799,-4.529562579998121,-2.93,78966032,-18877006,15623762,-68441630,0.185,10524393,1.3835616438356164,1.3273972602739725,0.969,0.73,0.081,-0.22297958846181104,84658000,USD,United States,84065392,none,-1.965,-0.2503184713375796,undefined,undefined,Basic Materials,Other Industrial Metals & Mining,36.51,0.051999997
ABCL,AbCellera Biologics Inc.,2.92,-18.07676595744681,-0.61,26.32,-6.190673273098223,0.799343,-8.16917449723422,1.91,290729536,-105576000,643139008,-219329792,2.177,71399000,1.2505353319057815,1.2291220556745182,2.87,2.335,0.0883,-0.35744125688447514,295366016,USD,Canada,862468800,none,-1.308,-0.07748815165876778,-10.592429416780789,-3.6275443208153386,Healthcare,Biotechnology,43.61,0.23072
AAXJ,iShares MSCI All Country Asia e,76.2,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1669218989280246,1.1426493108728943,74.615,65.3,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ABEO,Abeona Therapeutics Inc.,5.26,-95.48638297872341,-2.05,46.23,-18.153304748806733,4.872038,-8.78033730014073,N/A,142065616,-26115376,109701000,-114369592,2.524,23109000,1.7245901639344263,1.681967213114754,5.13,3.05,0.0598,-0.5990658240333995,43593500,USD,United States,224070592,strong_buy,-2.416,-0.14312796208530806,-27.90372131859401,-5.304889984523576,Healthcare,Biotechnology,36.88,0.05183
ABL,"Abacus Life, Inc.",7.48,undefined,-0.22,N/A,undefined,2.2264042,22.878554671992354,2.21,734276352,31597312,22428670,-720767490,0.3,182516832,1.108148148148148,1.1051851851851853,7.46,6.75,0.0217,0.32694372993574305,96644496,USD,United States,743196160,strong_buy,26.331,2.8282491944146075,undefined,undefined,Financial Services,Insurance - Life,46.29,0.64216006
ABCS,Alpha Blue Capital US Small-Mid,28.9253,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1437445630684064,1.1338038750494266,28.6739,25.29,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ABLLL,"Abacus Life, Inc. - 9.875% Fixe",26.32,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0570281124497993,1.048995983935743,26.12,24.9,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ABLLW,N/A,1.34,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.9571428571428573,1.0,1.4,1.4,N/A,undefined,N/A,USD,N/A,N/A,none,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ABLV,Able View Global Inc.,0.775,undefined,-0.06,N/A,undefined,6.509434,1.1126031400479661,4.90,38727940,17078720,9054254,-25024778,0.217,19051988,1.4065335753176043,1.2215970961887477,0.6731,0.551,0.0019,0.696564634867549,24518500,USD,China,34079032,none,-15.414,-1.001559454191033,undefined,undefined,Communication Services,Advertising Agencies,29.29,0.39400002
ABLVW,Able View Global Inc. Warrant,0.0202,undefined,N/A,N/A,undefined,0.21226417,undefined,N/A,N/A,17078720,9054254,N/A,0.217,19051988,0.8977777777777778,1.0,0.0225,0.0225,N/A,undefined,N/A,USD,China,N/A,none,N/A,undefined,undefined,undefined,Communication Services,Advertising Agencies,N/A,N/A
ABNB,"Airbnb, Inc.",144.03,76.52170212765958,4.1,13.43,0.5312900237982335,10.328099,19.820312787942772,5.32,81174544384,3145625088,10611000320,-76034866176,17.078,2294000128,1.3048559521652474,1.2597390831672406,139.05,110.38,0.0359,7.266787438774292,432876992,USD,United States,86645866496,hold,31.414,2.6803754266211604,135.62608385729382,0.9416516271422192,Consumer Cyclical,Travel Services,53.64,0.01835
ABOS,"Acumen Pharmaceuticals, Inc.",1.3,11.815148936170212,-1.38,-18.56,9.088576104746316,0.34854773,-1.8734068409224185,N/A,-94654480,-41690752,200343008,124642464,3.335,29988000,1.04,1.0,1.25,1.25,0.039,-0.6939229491443047,60079800,USD,United States,75700544,none,1.02,0.060426540284360196,5.9411615901206,4.570124300092769,Healthcare,Biotechnology,31.46,0.11236
ABP,"Abpro Holdings, Inc",0.6649,undefined,-0.32,N/A,undefined,N/A,-8.510403728689237,-10.04,88873176,-4059979,1000,-30139164,0.0,7273000,1.1747349823321556,1.0,0.566,0.566,N/A,-0.07812790335181985,51965800,USD,United States,30140164,buy,-8.208,-0.48625592417061614,undefined,undefined,Healthcare,Biotechnology,27.39,0.56918
ABSI,Absci Corporation,4.22,-22.24085106382979,-0.93,19.60,-5.270343853988102,2.2915485,-13.368195447603622,4.64,348938272,-36257124,127068000,-336950240,1.106,11989000,1.7224489795918365,1.6489795918367345,4.04,2.45,0.2573,-0.3156746186529219,114856000,USD,United States,464018240,none,-3.889,-0.2303909952606635,-7.549324922678388,-1.788939555137059,Healthcare,Biotechnology,47.24,0.16750999
ABPWW,N/A,0.035,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,-4059979,1000,N/A,0.0,7273000,1.1589403973509935,1.0,0.0302,0.0302,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Healthcare,Biotechnology,N/A,N/A
ABUS,Arbutus Biopharma Corporation,3.44,-3.9633191489361708,-0.43,2.33,-1.1521276595744683,5.975177,-16.373420988804675,-2.66,517553984,-39811624,127794000,-510794032,0.674,6761000,1.4956521739130435,1.4217391304347826,3.27,2.3,0.048299998,-0.21009659510691744,189492000,USD,United States,638588032,buy,-6.709,-0.3974526066350711,-1.9364647872407796,-0.5629258102444127,Healthcare,Biotechnology,54.58,0.22264999
ABTS,Abits Group Inc,0.44,undefined,-0.26,N/A,undefined,1.3280758,-4.302564338101319,-3.09,14576986,-3635987,396583,-14571946,0.011,0,1.1702127659574468,1.1170212765957446,0.42,0.376,0.0101,-0.10226459511682,35554700,USD,Hong Kong,14968529,none,10.668,0.7838354151359295,undefined,undefined,Financial Services,Capital Markets,43.17,0.22875
ABVE,Above Food Ingredients Inc.,0.504,undefined,-1.45,N/A,undefined,N/A,0.9197476623240328,-0.75,129825616,15617327,952280,-12280270,0.033,117527728,1.4823529411764704,1.342941176470588,0.4566,0.34,0.0041,0.5479763859649123,28500000,CAD,Canada,13232550,none,-3.531,-0.2513167259786477,undefined,undefined,Consumer Defensive,Packaged Foods,46.24,0.19123
ABVC,"ABVC Biopharma, Inc.",0.8127,undefined,-0.81,N/A,undefined,1.1432664,-9.285513001477106,-6.85,11929039,-2073649,208153,-18698461,0.017,2745256,2.0317499999999997,1.9277499999999999,0.7711,0.4,0.0124,-0.08752343568639864,23692500,USD,United States,18906614,none,-1.907,-0.11297393364928911,undefined,undefined,Healthcare,Biotechnology,78.52,0.2195
ABVX,Abivax SA,7.6,-71.09727659574469,-3.59,14.77,-9.354904815229565,3.8258708,-5.3944592020636755,N/A,374910464,-89297752,222316992,-265100576,3.533,113362000,1.3830755232029117,1.3630573248407643,7.49,5.495,0.0221,-1.4088529944007333,63383300,EUR,France,487417568,none,-2.207,-0.13074644549763034,-27.90128440825963,-3.671221632665741,Healthcare,Biotechnology,61.96,0.0
ABVEW,Above Food Ingredients Inc. War,0.0326,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,15617327,952280,N/A,0.033,117527728,0.9673590504451037,1.0,0.0337,0.0337,N/A,undefined,N/A,CAD,Canada,N/A,none,N/A,undefined,undefined,undefined,Consumer Defensive,Packaged Foods,N/A,N/A
ACAD,ACADIA Pharmaceuticals Inc.,19.0,8.609872340425532,0.78,4.47,0.45315117581187014,4.3954544,undefined,6.32,2506830848,N/A,755993024,-2462028352,4.54,42037000,1.342756183745583,1.3307420494699644,18.83,14.15,0.123500004,undefined,166392000,USD,United States,3218021376,buy,25.449,1.507642180094787,undefined,undefined,Healthcare,Biotechnology,50.50,0.0056800004
ACB,Aurora Cannabis Inc.,5.535,undefined,0.19,N/A,undefined,0.49233717,-3.762741169142003,-8.36,313849024,-80734624,108711000,-174236744,1.981,100981000,1.9489436619718312,1.8028169014084507,5.12,2.84,N/A,-1.4710020570620634,54884100,CAD,Canada,282947744,buy,5.083,0.26936936936936934,undefined,undefined,Healthcare,Drug Manufacturers - Specialty & Generic,53.99,0.0
ACCD,"Accolade, Inc.",6.96,-60.774127659574475,-2.28,22.82,-8.731914893617022,1.8054475,26.246728210810623,-1.54,580248128,21659250,225479008,-343005472,2.764,237892000,2.25974025974026,2.255844155844156,6.948,3.08,0.0252,0.26517590855889167,81678800,USD,United States,568484480,none,-12.184,-0.4887284396309667,7.068348473246373,1.0155673093744788,Healthcare,Health Information Services,81.30,0.03313
ACDC,ProFrac Holding Corp.,6.86,undefined,-1.46,N/A,undefined,1.0427574,6.837457103969773,0.90,2556751104,160675008,25500000,-1122754080,0.159,1306099968,1.3294573643410852,1.317829457364341,6.8,5.16,0.2206,1.003296970743281,160147008,USD,United States,1148254080,none,4.961,0.606479217603912,undefined,undefined,Energy,Oil & Gas Equipment & Services,38.19,0.89785004
ACET,"Adicet Bio, Inc.",0.9023,-45.56,-1.7,22.99,-50.49318408511582,0.33486563,-1.3882322766969648,N/A,-109515616,-53557624,202064992,131233088,2.452,18199000,1.1139506172839506,1.0493827160493827,0.85,0.81,0.0543,-0.6499632771446948,82401000,USD,United States,70831904,buy,0.898,0.05319905213270142,-17.419015827477825,-19.30512670672484,Healthcare,Biotechnology,45.34,0.027590001
ACGL,Arch Capital Group Ltd.,89.57,104.47174468085106,11.19,2.47,1.1663698189220841,1.7271771,1.3833715881126583,,34251024384,24370999296,3832999936,-30833438720,10.225,2728000000,1.0365698414535354,1.0391158430737184,89.79,86.41,0.015,64.74760705632306,376400000,USD,Bermuda,34666438656,buy,7.053,0.7915824915824916,604.4946803471184,6.748852074881305,Financial Services,Insurance - Diversified,44.31,0.03194
ACHC,"Acadia Healthcare Company, Inc.",41.0,51.39574468085107,3.05,11.30,1.2535547483134406,1.2185968,-8.76444758229386,1.72,5850887680,-434516992,82145000,-3657421080,0.884,2010211968,1.1232876712328768,1.1005479452054796,40.17,36.5,0.0633,-4.6779902115940715,92885400,USD,United States,3739566080,strong_buy,8.488,0.5632382216323821,-78.82911165069159,-1.9226612597729655,Healthcare,Medical Care Facilities,44.45,0.031059999
ACGLN,Arch Capital Group Ltd. - Depos,18.9,undefined,4.691,N/A,undefined,0.3523723,undefined,N/A,6768871424,24370999296,3832999936,N/A,10.225,2728000000,1.089337175792507,1.080115273775216,18.74,17.35,N/A,undefined,N/A,USD,Bermuda,N/A,none,1.394,0.15645342312008978,undefined,undefined,Financial Services,Insurance - Diversified,N/A,N/A
ACHL,Achilles Therapeutics plc,1.38,undefined,-1.66,N/A,undefined,0.55400556,-1.2684724458925538,N/A,-25713944,-44713624,86052000,26676204,2.094,3620000,2.1904761904761902,2.1904761904761902,1.38,0.63,0.031600002,-1.0879227250608272,41100000,USD,United Kingdom,59375796,none,0.382,0.022630331753554504,undefined,undefined,Healthcare,Biotechnology,70.45,0.06513
ACGLO,Arch Capital Group Ltd. - Depos,21.82,undefined,4.691,N/A,undefined,0.41032177,0.36076194692611757,N/A,7927273472,24370999296,3832999936,-8924987392,10.225,2728000000,1.0500481231953802,1.0476419634263714,21.77,20.78,N/A,60.48309747166499,402939008,USD,Bermuda,12757987328,none,1.632,0.18316498316498314,undefined,undefined,Financial Services,Insurance - Diversified,N/A,0.0
ACHV,"Achieve Life Sciences, Inc.",3.03,-32.875574468085105,-1.12,25.99,-10.850024576925778,3.256579,-6.97658469959075,N/A,69072136,-14935875,42911000,-59227000,1.248,9845000,1.0669014084507042,1.0440140845070423,2.965,2.84,0.1225,-0.43430992820566505,34389900,USD,Canada,102138000,none,-2.225,-0.1318127962085308,-12.748382488351817,-4.207386959852085,Healthcare,Biotechnology,39.83,0.103140004
ACIU,AC Immune SA,2.52,-14.15489361702128,-0.45,28.46,-5.617021276595746,1.9555215,5.036874731022316,-0.79,99781768,49502248,157895008,-94409904,1.581,3083000,1.12,1.1111111111111112,2.5,2.25,0.0218,0.5003102389025516,98943104,CHF,Switzerland,252304912,none,-2.79,-0.16528436018957346,15.737418238160261,6.245007237365183,Healthcare,Biotechnology,40.27,0.38175
ACIC,American Coastal Insurance Corp,12.79,undefined,1.74,N/A,undefined,1.7111651,3.713523632858558,,539461760,166026128,188275008,-423446400,4.357,159190000,1.450113378684807,1.4362244897959184,12.6675,8.82,0.0319,3.4441681983196766,48205000,USD,United States,611721408,buy,4.255,0.4167482859941234,undefined,undefined,Financial Services,Insurance - Property & Casualty,54.56,0.50145
ACIW,"ACI Worldwide, Inc.",50.58,undefined,2.11,N/A,undefined,4.29608,18.694300045847726,3.69,6162341376,283791616,177860000,-5535444064,1.696,1034934016,1.6411421155094095,1.6524659312134977,50.929,30.82,0.0318,2.7056375406381985,104889000,USD,United States,5713304064,buy,14.623,0.6528125,undefined,undefined,Technology,Software - Infrastructure,37.90,0.009980001
ACLS,"Axcelis Technologies, Inc.",59.91,undefined,6.15,N/A,undefined,1.7575816,19.004741180173433,5.81,1252406016,102026496,571342976,-1208732032,17.653,43674000,1.0904623225336731,1.0,54.94,54.94,0.2167,3.1523712652556775,32365000,USD,United States,1780075008,none,5.527,0.22134561473768524,undefined,undefined,Technology,Semiconductor Equipment & Materials,36.34,0.01253
ACLX,"Arcellx, Inc.",60.26,-2.3203404255319153,-0.71,-4.66,-0.03850548333109717,6.8622847,86.89791383655346,6.99,2810722048,37498500,574254016,-2745391680,10.62,65332000,1.258563074352548,1.2610693400167083,60.38,47.88,0.1532,0.6934573839521995,54074700,USD,United States,3319645696,strong_buy,-43.044,-2.55,2.266277748405486,0.037608326392391075,Healthcare,Biotechnology,34.52,0.00763
ACMR,"ACM Research, Inc.",27.69,19.53191489361702,1.53,6.50,0.7053779304303727,1.8380282,-16.04930258873575,2.76,1419686784,-99388128,374127008,-1260458592,5.974,176214000,1.9963950973323723,1.8788752703677,26.06,13.87,0.0752,-1.7253086136860745,57606000,USD,United States,1634585600,buy,10.165,0.4070885062074489,-22.025216344928612,-0.7954213197879599,Technology,Semiconductor Equipment & Materials,69.52,0.15207
ACNB,ACNB Corporation,40.61,undefined,3.73,N/A,undefined,1.1504724,undefined,,575569920,N/A,47262000,-384667408,5.525,273923008,1.3429232804232805,1.3425925925925928,40.6,30.24,0.0058,undefined,10589100,USD,United States,431929408,strong_buy,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,48.24,0.03861
ACOG,Alpha Cognition Inc.,6.1,-205.4211063829787,-3.03,71.16,-33.67559121032438,N/A,-27.765055859255135,N/A,91735704,-3519560,3666389,-92452411,0.236,2214337,1.3090128755364805,1.2660944206008584,5.9,4.66,N/A,-0.21970062048215333,16019800,USD,Canada,96118800,none,-7.912,-0.46872037914691944,-14.894767172432628,-2.441765110234857,Healthcare,Biotechnology,51.24,0.082770005
ACON,"Aclarion, Inc.",3.3,-55170.89719148936,-804.49,72.08,-16718.453694390715,0.03142137,-0.8738656476371949,-24.33,-1280205,-3836330,1362098,-1309692,43.744,0,1.3561829614104302,1.0,2.4333,2.4333,0.2433,-3.7763242083296418,1015890,USD,United States,2671790,none,0.275,0.011030886482150021,-258.975493367832,-78.47742223267636,Healthcare,Health Information Services,30.92,0.0
ACNT,Ascent Industries Co.,11.12,undefined,-1.87,N/A,undefined,1.1925822,2.506020526420981,3.08,138292288,44710376,8547000,-104203432,0.847,33899000,1.3627450980392155,1.3566176470588236,11.07,8.16,0.0041,4.43731401349742,10076000,USD,United States,112750432,none,-23.344,-2.6467120181405894,undefined,undefined,Basic Materials,Steel,48.57,0.21653
ACRS,"Aclaris Therapeutics, Inc.",2.1,-14.144000000000002,-0.52,23.46,-6.7352380952380955,1.0702525,-10.190725447205907,-3.57,24527978,-22053376,127722000,-80965056,1.788,2245000,2.2058823529411766,2.03781512605042,1.94,0.952,0.052600004,-0.20606972593651596,107019000,USD,United States,208687056,buy,-0.394,-0.019514611193660228,-5.605096545473234,-2.669093593082492,Healthcare,Diagnostics & Research,35.67,0.02789
ACONW,N/A,0.0627,undefined,-6.576,N/A,undefined,0.0008231682,undefined,N/A,N/A,-3836330,1362098,N/A,43.744,0,0.9920886075949367,1.0,0.0632,0.0632,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Healthcare,Health Information Services,N/A,N/A
ACRV,"Acrivon Therapeutics, Inc.",5.31,-17.95217021276596,-2.66,-0.57,-3.38082301558681,0.8442688,-4.620165074725763,N/A,-17172180,-35785248,187452992,21185152,6.02,4013000,1.2320185614849188,1.222737819025522,5.27,4.31,0.0947,-1.1493095839903906,31136300,USD,United States,166267840,strong_buy,0.203,0.012026066350710901,-7.756617022164934,-1.4607565013493287,Healthcare,Biotechnology,45.08,0.22063999
ACT,"Enact Holdings, Inc.",33.69,39.42297872340426,4.37,2.10,1.1701685581301355,1.0436386,undefined,,5354367488,N/A,602798976,-4613083264,3.926,743049984,1.234065934065934,1.2183150183150182,33.26,27.3,0.059899997,undefined,153588992,USD,United States,5215882240,buy,N/A,undefined,undefined,undefined,Financial Services,Insurance - Specialty,53.84,0.8063
ACVA,ACV Auctions Inc.,16.45,-62.84527659574468,-0.48,145.34,-3.820381555972321,6.1435666,76.35007792911838,3.10,2609416448,36361248,270100992,-2595994624,1.6,164086000,1.1144986449864498,1.0887533875338753,16.07,14.76,0.0545,0.21545492088785806,168764992,USD,United States,2866095616,buy,-41.237,-3.6753119429590018,28.209008535649435,1.7148333456321845,Consumer Cyclical,Auto & Truck Dealerships,20.55,0.017970001
ACTU,"Actuate Therapeutics, Inc.",7.08,undefined,-1.46,N/A,undefined,25.291971,undefined,N/A,121830792,N/A,13523449,-121830535,0.692,0,1.2849364791288567,1.1978221415607986,6.6,5.51,N/A,undefined,19531600,USD,United States,135353984,none,N/A,undefined,undefined,undefined,Healthcare,Biotechnology,34.08,0.18686001
ACTG,Acacia Research Corporation,4.24,undefined,0.58,N/A,undefined,0.76120764,-3.694447934490511,2.56,104905568,-111746376,410900000,5848288,4.22,72366000,1.0816326530612246,1.0612244897959184,4.16,3.92,0.037100002,-1.1476680887599853,97368200,USD,United States,405051712,none,1.569,0.11788129226145755,undefined,undefined,Industrials,Business Equipment & Supplies,44.41,0.01801
ACXP,"Acurx Pharmaceuticals, Inc.",0.7028,8.0428085106383,-1.09,-17.17,11.443950641204184,4.3144655,-2.103817820016045,N/A,5825724,-6525415,5762564,-7637554,0.341,0,1.050523168908819,1.0089686098654709,0.675,0.669,0.0125,-0.3340593435959393,19533700,USD,United States,13400118,none,N/A,undefined,2.4649314970015275,3.507301503986237,Healthcare,Biotechnology,43.17,0.13194999
ACWI,iShares MSCI ACWI ETF,121.52,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.165212388531978,1.1468980726819444,119.61,104.29,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ADAG,Adagene Inc.,2.04,undefined,-0.73,N/A,undefined,1.5884194,-5.3362328191638335,-1.62,34686932,-16924380,95673784,5804064,1.729,20790530,1.2439024390243902,1.2195121951219512,2.0,1.64,0.0011,-0.38229216549057166,44270800,USD,China,89869720,none,-0.96,-0.05687203791469195,undefined,undefined,Healthcare,Biotechnology,55.43,0.081190005
ACWX,iShares MSCI ACWI ex U.S. ETF,56.16,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1268057784911716,1.1107544141252006,55.36,49.84,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ADAP,Adaptimmune Therapeutics plc,0.587,undefined,-0.17,N/A,undefined,1.760703,-10.214960007888875,-3.34,734508416,-14704250,186090000,45072864,0.121,74495000,1.1288461538461538,1.0578846153846153,0.5501,0.52,0.0421,-0.057464737947742116,255883008,USD,United Kingdom,141017136,buy,-27.728,-1.6426540284360192,undefined,undefined,Healthcare,Biotechnology,50.31,0.0032300001
ADBE,Adobe Inc.,441.5,210.80374468085108,12.36,11.54,0.47747167538131613,13.669023,24.16432967983913,10.38,190354948096,7953249792,7886000128,-182422810624,18.116,6056000000,1.0934984520123838,1.081907120743034,436.82,403.75,0.017,18.270732350103376,435300000,USD,United States,190308810752,buy,22.651,0.6847339782345828,311.6131713158057,0.7058055975442937,Technology,Software - Application,44.67,0.00378
