TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACG,,1.87,,-0.24,25.00,,0.42667863,,-0.87,,,,,,,,,1.88,0.88,,,,,,,,,,,,
AACIU,,10.0,,-0.203,,,,,N/A,,,,,,,,,10.0,9.71,,,,,,,,,,,,
AACIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AACI,,10.04,,-0.25,,,,,N/A,,,,,,,,,10.06,8.56,,,,,,,,,,,,
AADR,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AADI,"Aadi Bioscience, Inc.",7.76,undefined,4.47,N/A,undefined,1.084824,-6.378126244503966,3.10,2165279,-29680500,183007008,-444144,7.502,1721000,1.1085714285714285,1.0571428571428572,7.4,7.0,0.066300005,-1.2166582633397691,24395100,USD,United States,183451152,buy,-0.037,undefined,undefined,Healthcare,Biotechnology
AAME,Atlantic American Corporation,2.5,undefined,0.14,N/A,undefined,0.51821023,1.4883081959546358,,67653400,34212000,21876000,-29042012,1.074,38556000,1.1904761904761905,1.1619047619047618,2.44,2.1,0.0139,1.6797596134962096,20367200,USD,United States,50918012,none,10.111,undefined,undefined,Financial Services,Insurance—Life
AAL,,14.12,,0.18,83.57,,,,0.64,,,,,,,,,13.67,11.65,,,,,,,,,,,,
AAOI,"Applied Optoelectronics, Inc.",2.48,-43.48714596949891,-2.11,13.00,-17.535139503830205,0.36577803,9.398919758018492,-0.34,199217744,7665875,24685000,-46760456,0.852,155526000,1.6756756756756757,1.554054054054054,2.3,1.48,0.113800004,0.26386010986892827,29052800,USD,United States,71445456,hold,-5.565,5.438162612984884,2.1928075052358404,Technology,Semiconductors
AAON,"AAON, Inc.",91.77,36.9446623093682,1.88,12.00,0.4025788635650888,8.511672,1192.7067018226,14.02,4850294784,4115000,5451000,-4772042504,0.102,78251000,1.932,1.8677894736842104,88.72,47.5,0.0165,0.07694263800124904,53481400,USD,United States,4777493504,buy,29.758,1.5120317968872907,0.01647631902459726,Industrials,Building Products & Equipment
AAPB,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAPD,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAPU,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAPL,Apple Inc.,155.85,95.17142483660132,5.97,8.13,0.6106604096028317,43.283997,29.1026612684282,7.29,2512156622848,84729126912,51355000832,-2413702995968,3.246,111109996544,1.2551340903599904,1.2424901344930337,154.28,124.17,0.0069999998,5.355180358336256,15821899776,USD,United States,2465057996800,buy,20.051,85.37020853598706,0.5477716300031252,Technology,Consumer Electronics
AAXJ,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AAWW,Atlas Air Worldwide Holdings,102.46,192.23877995642704,10.84,10.00,1.8762324805429147,0.9543944,-17.486731826792713,1.95,4634598400,-167770496,763313984,-2171016384,26.658,2463584000,1.7454855195911412,1.745655877342419,102.47,58.7,0.1391,-5.859299554363466,28633200,USD,United States,2934330368,buy,5.397,-103.91001824078131,-1.0141520421704209,Industrials,Airports & Air Services
ABCB,,38.52,,4.85,8.00,,0.7739884,,"Bancorp)  Altman Z-Score as of today (March 18, 2023) is ",,,,,,,,,35.51,34.28,,,,,,,,,,,,
ABCL,AbCellera Biologics Inc.,7.48,8.867102396514163,0.5,10.00,1.185441496860182,1.7190045,10.388214619141495,6.06,1321773952,207147376,886484992,-1268320768,3.081,82258000,1.3800738007380076,1.3459409594095941,7.295,5.42,0.1433,0.7200467331717646,287686016,USD,Canada,2154805760,buy,5.409,12.769456226619095,1.7071465543608415,Healthcare,Biotechnology
ABCM,,14.25,,0.08,0.39,,4.379516,,26.76,,,,,,,,,13.7,12.54,,,,,,,,,,,,
ABEO,Abeona Therapeutics Inc.,2.54,undefined,-17.12,N/A,undefined,1.1896466,-0.9737141888867323,-30.70,31177160,-44804248,18167000,-22883164,1.058,8294000,1.1598173515981736,1.0730593607305936,2.35,2.19,0.0269,-2.6085683345171695,17175800,USD,United States,41050164,buy,-0.704,undefined,undefined,Healthcare,Biotechnology
ABIO,"ARCA biopharma, Inc.",2.13,undefined,-0.68,N/A,undefined,0.7399724,-4.29662993228228,N/A,-11224294,-7143625,42445000,11607384,2.945,383000,1.2102272727272727,1.164772727272727,2.05,1.76,0.023599999,-0.4957373647649912,14410100,USD,United States,30837616,none,1.143,undefined,undefined,Healthcare,Biotechnology
ABNB,"Airbnb, Inc.",119.99,268.2303267973857,2.85,89.68,2.2354390098957055,13.407853,18.854352144072493,5.20,67310460928,2602437376,9621999616,-66131054592,15.241,2340999936,1.4649005005493834,1.4230252716396046,116.56,81.91,0.0476,6.364047891071289,408928000,USD,United States,75753054208,buy,34.573,598.9581212548297,4.991733654928159,Consumer Cyclical,Travel Services
ABSI,Absci Corporation,1.675,-19.06666666666667,-0.78,17.00,-11.38308457711443,0.5041218,-2.3401634760337817,0.30,-12266095,-66132752,181312000,34404112,1.962,22138000,1.0668789808917198,1.0,1.57,1.57,0.079,-0.7157619615698252,92394896,USD,United States,146907888,hold,0.123,-17.49640350504017,-10.445614032859803,Healthcare,Biotechnology
ABST,,7.56,,-0.55,N/A,,,,0.06,,,,,,,,,7.42,6.79,,,,,,,,,,,,
ABOS,"Acumen Pharmaceuticals, Inc.",4.01,19.365751633986932,1.11,9.70,4.829364497253599,0.79711634,-11.283334112551135,N/A,-41680152,-14544500,200194000,36083552,4.892,133000,1.3278145695364238,1.2748344370860927,3.85,3.02,0.020599999,-0.35539140824868726,40925300,USD,United States,164110448,strong_buy,1.058,-6.200379950447687,-1.5462294140767299,Healthcare,Biotechnology
ABUS,Arbutus Biopharma Corporation,2.94,undefined,-0.46,N/A,undefined,3.4407365,-49.116496142018526,-3.79,341361248,-9731125,146912992,-339174336,0.904,2187000,1.5891891891891892,1.5778918918918916,2.9191,1.85,0.0335,-0.05985769000091332,162571008,USD,United States,486087328,buy,-5.524,undefined,undefined,Healthcare,Biotechnology
ABVC,"ABVC Biopharma, Inc.",0.57,undefined,-0.61,N/A,undefined,3.2786887,-96.31480263668891,-9.89,21105218,-193121,1401126,-18178254,0.043,3317637,1.14,1.1246,0.5623,0.5,0.0146,-0.005918093422774368,32632300,USD,United States,19579380,hold,-1.147,undefined,undefined,Healthcare,Biotechnology
ACAB,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACABU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACABW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACACU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACACW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAH,,10.06,,0.06,,,,,N/A,,,,,,,,,10.04,9.73,,,,,,,,,,,,
ACAHU,,10.1,,-0.005,,,,,N/A,,,,,,,,,10.08,9.1,,,,,,,,,,,,
ACAD,ACADIA Pharmaceuticals Inc.,20.62,-41.74727668845317,-1.3,25.00,-2.024601197306167,8.01295,-95.69558165148113,5.10,2857334528,-34956500,416823008,-2928366880,2.569,62000000,1.684640522875817,1.611111111111111,19.72,12.24,0.067,-0.21547494298218578,162230000,USD,United States,3345189888,hold,-12.896,-6.919609280081523,-0.335577559654778,Healthcare,Biotechnology
ACAHW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAX,,10.29,,0.01,,,,,N/A,,,,,,,,,10.29,9.8,,,,,,,,,,,,
ACAXR,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ACAXU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAXW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACB,Aurora Cannabis Inc.,0.74,,-5.63,N/A,,0.44539353,,-13.18,,-118033872,258896992,9976464,,226079008,1.0724637681159421,1.0447826086956522,0.7209,0.69,,,,,,248920528,,,,,,
ACBA,,10.79,,-0.64,,,,,N/A,,,,,,,,,10.79,10.18,,,,,,,,,,,,
ACBAW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACBAU,,10.63,,-0.208,,,,,N/A,,,,,,,,,10.63,10.08,,,,,,,,,,,,
ACDC,,15.17,,0.2,N/A,,,,1.44,,,,,,,,,13.96,13.18,,,,,,,,,,,,
ACDCW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACCD,"Accolade, Inc.",12.27,-48.4479302832244,-6.65,-0.90,-3.948486575649911,1.7816178,-15.996576946604284,-1.15,863047488,-55830248,325636992,-568203200,4.474,318155008,2.6616052060737525,2.5509761388286334,11.76,4.61,0.0438,-0.7670391009874551,72786704,USD,United States,893840192,buy,-6.966,-5.588189005886819,-0.4554351268041417,Healthcare,Health Information Services
ACER,,1.55,,-0.57,N/A,,,,-17.28,,,,,,,,,0.6501,0.65,,,,,,,,,,,,
ACET,"Adicet Bio, Inc.",7.71,-48.65882352941178,-1.35,29.10,-6.311131456473642,1.0916837,-8.602309236362213,4.27,82522464,-38406376,257656000,-71753792,5.998,21023000,1.13049853372434,1.0689149560117301,7.29,6.82,0.1029,-0.8962709649415537,42851300,USD,United States,329409792,strong_buy,-1.179,-32.30480793898271,-4.189988059530831,Healthcare,Biotechnology
ACGL,Arch Capital Group Ltd.,66.07,89.06980392156864,3.56,17.60,1.3481126671949242,1.924718,3.3226361331487464,,24802682880,7381182976,2219880960,-22308969984,6.015,2877299968,1.6095006090133983,1.5355663824604142,63.035,41.05,0.0156,19.884813549351176,371196992,USD,Bermuda,24528850944,buy,15.262,497.5102370386687,7.530047480530782,Financial Services,Insurance—Diversified
ACGLN,,19.18,,4.691,,,0.58366346,,Not Found!,,7381182976,,,,2877299968,,,18.2121,17.02,,,,,,,,,,,,
ACGLO,Arch Capital Group Ltd. - Depos,21.96,,4.691,,,0.662298,,Not Found!,,7381182976,2219880960,-10450643456,,2877299968,1.1035175879396986,1.0634020100502513,21.1617,19.9,,,,,,12670524416,,,,,,
ACGN,"Aceragen, Inc.",4.28,undefined,-5.58,N/A,undefined,0.5967904,10.75257745611105,-10.48,36499636,3367875,26795000,-3410984,7.305,625000,1.1988795518207285,1.0,3.57,3.57,0.0021,0.39804409849356936,8461060,USD,United States,30205984,buy,-2.105,undefined,undefined,Healthcare,Biotechnology
ACHC,"Acadia Healthcare Company, Inc.",70.23,59.950431372549026,3.03,12.14,0.8536299497728752,2.2203753,316.62220039991115,2.71,7873852416,20254500,97649000,-6315377304,1.069,1540530944,1.11123417721519,1.093512658227848,69.11,63.2,0.0463,0.2218100938951712,91314600,USD,United States,6413026304,buy,13.96,4.388650432937662,0.062489682940875146,Healthcare,Medical Care Facilities
ACHL,Achilles Therapeutics plc,0.91,,-1.65,3.20,,0.1952638,,N/A,,-46924376,173338000,136375228,,8576000,1.2133333333333334,1.2133333333333334,0.91,0.75,,,,,,36962772,,,,,,
ACHV,"Achieve Life Sciences, Inc.",4.44,-86.7298474945534,-3.85,15.00,-19.533749435710224,9.375,-3.444852827271719,N/A,69424072,-23110124,24771000,-53226240,1.382,16198000,2.22,2.145,4.29,2.0,0.0321,-1.2888794449649756,17930400,USD,Canada,77997240,buy,-1.711,-29.034887714461544,-6.539389124878725,Healthcare,Biotechnology
ACIU,AC Immune SA,2.31,undefined,-0.9,N/A,undefined,1.0818714,-3.644982829079866,3.68,63014964,-52994248,122586000,-70099136,1.489,2801000,1.375,1.3095238095238098,2.2,1.68,0.0073,-0.6337478414358219,83620400,CHF,Switzerland,192685136,strong_buy,-0.913,undefined,undefined,Healthcare,Biotechnology
ACIW,"ACI Worldwide, Inc.",25.78,27.90501089324619,1.42,12.00,1.0824286614913183,2.4399962,20.81199978064393,2.23,3945368576,133919248,124981000,-2787556344,1.156,1157825024,1.309959349593496,1.3030995934959348,25.645,19.68,0.026500002,1.2387084504957822,108112000,USD,United States,2912537344,buy,15.032,24.342375214535853,0.9442348803155878,Technology,Software—Infrastructure
ACLS,"Axcelis Technologies, Inc.",129.96,148.62222222222226,5.44,20.00,1.1435997400909683,6.297952,35.56462731964693,"Technologies)  Altman Z-Score as of today (March 18, 2023) is 9.77",3821143040,119543624,432166016,-3819352704,13.21,58712000,2.8002585649644476,2.747037276449041,127.49,46.41,0.07,3.6541926569888825,32714100,USD,United States,4251518720,buy,17.467,99.83349873342178,0.7681863552894873,Technology,Semiconductor Equipment & Materials
ACLX,"Arcellx, Inc.",29.39,-312.4881917211329,-4.19,69.30,-10.632466543760902,5.529783,-14.073820601929793,N/A,1112934016,-98842624,280780992,-1129718592,6.403,86869000,4.869925434962718,4.8425849212924605,29.225,6.035,0.1066,-2.0882744516417997,47332200,USD,United States,1410499584,strong_buy,-6.519,-155.74250768758625,-5.299166644695007,Healthcare,Biotechnology
ACNB,,33.49,,4.08,N/A,,1.1429266,,,,,,,,,,,32.155,28.4,,,,,,,,,,,,
ACMR,"ACM Research, Inc.",12.28,28.980183006535952,0.59,42.74,2.3599497562325698,1.0523523,-4.12090091216199,2.16,588631552,-162946496,338652000,-395118624,5.672,79502000,2.249084249084249,2.17032967032967,11.85,5.46,0.0493,-2.9799309087384533,54681300,USD,United States,733770624,hold,9.14,-146.3710899696159,-11.919469867232566,Technology,Semiconductor Equipment & Materials
ACON,"Aclarion, Inc.",0.6945,undefined,-1.61,N/A,undefined,3.524229,-0.6825879310099099,-20.81,4816406,-7998714,1472806,-4816410,0.187,0,1.8276315789473685,1.9473684210526316,0.74,0.38,0.0094,-1.01745133256673,7861520,USD,United States,6289216,buy,-0.816,undefined,undefined,Healthcare,Health Information Services
ACNT,Ascent Industries Co.,8.79,62.308409586056655,3.11,12.40,7.088556266900644,0.701354,-14.707676172123248,3.13,200848224,-6097375,532000,-93533208,0.052,106998000,1.082512315270936,1.1096059113300494,9.01,8.12,0.0011999999,-0.5976470991835174,10202300,USD,United States,94065208,none,3.96,-11.973774998020973,-1.3622042091036375,Basic Materials,Steel
ACONW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACRS,"Aclaris Therapeutics, Inc.",8.12,-102.51424836601309,-1.29,74.40,-12.624907434238066,2.6628416,-13.777635555548319,"Therapeutics)  Altman Z-Score as of today (March 18, 2023) is 1.76",310890496,-39306248,217571008,-324662912,3.262,2254000,1.4072790294627382,1.3379549393414212,7.72,5.77,0.0514,-0.5893609224356379,66693000,USD,United States,542233920,strong_buy,-3.685,-46.835575178131435,-5.767927977602394,Healthcare,Diagnostics & Research
ACRV,,20.38,,-1.35,N/A,,,,N/A,,,,,,,,,19.59,10.901,,,,,,,,,,,,
ACOR,"Acorda Therapeutics, Inc.",0.6252,-178.67450980392158,-3.42,46.00,-285.78776360192194,0.16763712,1.7669570817668492,-2.89,151076384,8611375,37536000,21840617,1.542,172916992,2.4046153846153846,2.3323076923076926,0.6064,0.26,0.0114,0.3538286280133291,24337700,USD,United States,15695383,buy,-16.646,18.48542592540225,29.56721997025312,Healthcare,Drug Manufacturers—Specialty & Generic
ACST,"Acasti Pharma, Inc.",0.432,undefined,-0.33,N/A,undefined,0.20364392,-3.0250120033746,N/A,-11056435,-6371125,31256000,11559448,0.701,503000,1.2705882352941176,1.265,0.4301,0.34,0.0087,-0.14280935067962558,44612800,USD,Canada,19696552,strong_buy,0.742,undefined,undefined,Healthcare,Biotechnology
ACT,"Enact Holdings, Inc.",22.34,,4.24,0.20,,0.86135036,,,3768952832,1066557888,516822016,-3114217216,,758764992,1.102665350444225,1.0612043435340572,21.5,20.26,0.0396,,,,,3631039232,,,,,,
ACRX,"AcelRx Pharmaceuticals, Inc.",0.7,undefined,3.78,N/A,undefined,0.17954299,-0.25159567723863485,-8.40,1779581,-22809124,15926000,10515247,2.138,12474000,1.1475409836065573,1.0655737704918034,0.65,0.61,0.090500005,-2.782241760600919,8198110,USD,United States,5410753,buy,-0.059,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic
ACTG,Acacia Research Corporation,4.42,12.294117647058826,0.45,20.00,2.78147458078254,0.70707065,-8.977756474976147,-0.05,-28470650,-28822500,386144000,140153792,6.593,63882000,1.2886297376093294,1.19533527696793,4.1,3.43,0.0097,-0.49232790088703576,58543300,USD,United States,245990208,none,1.071,-13.450526965410521,-3.0431056482829235,Industrials,Specialty Business Services
ACWI,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ACVA,ACV Auctions Inc.,12.68,-6.062222222222223,-0.68,0.80,-0.4780932351910271,4.1957583,-16.720634444034005,2.95,1625557888,-95810752,496678016,-1516902016,3.128,80078000,2.078688524590164,2.0459016393442626,12.48,6.1,0.0754,-0.7583444301974007,126342000,USD,United States,2013580032,buy,-16.34,-6.760665377707548,-0.5331755029737815,Consumer Cyclical,Auto & Truck Dealerships
ACWX,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ACXP,"Acurx Pharmaceuticals, Inc.",3.36,,-0.98,N/A,,4.992051,,N/A,27424646,-3007499,9111751,-29984389,,0,1.4420600858369097,1.2875536480686696,3.0,2.33,0.0027,,,,,39096140,,,,,,
ADAL,,,,,,,,,"Digital Acquisitions I)  Altman Z-Score as of today (March 18, 2023) is N/A",,,,,,,,,,,,,,,,,,,,,,
ADAG,,1.6,,-2.1,N/A,,0.6122158,,-0.59,,,,,,,,,1.4301,0.9,,,,,,,,,,,,
ADALU,,,,,,,,,"Digital Acquisitions I)  Altman Z-Score as of today (March 18, 2023) is N/A",,,,,,,,,,,,,,,,,,,,,,
ADALW,,,,,,,,,"Digital Acquisitions I)  Altman Z-Score as of today (March 18, 2023) is N/A",,,,,,,,,,,,,,,,,,,,,,
