TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER
BRK-B,Berkshire Hathaway Inc. New,473.01,254.66077959927142,31.03,1.74,0.5383835005587015,0.0009395523,10.743825180605498,N/A,-265554313216,61228249088,397383008256,-613154127872,276362.1,128885997568,1.0391484874448031,1.0232869790636878,465.79,455.19,0.0097,44.0262189721652,1390722404,USD,United States,1010537136128,buy,-2.25,-0.23560209424083767,361.3197307850411,0.7638733447179575,Financial Services,Insurance - Diversified,N/A,0.0026800002,60.6781796713968,65.26039537736122,0.19700335836880478
WEX,WEX Inc.,151.14,137.79661930783243,8.89,10.84,0.9117150940044492,4.2838483,4.172310018898624,N/A,5173334528,1255837440,5408900096,63766016,156.019,5237100032,1.2591852036990752,1.256185953511622,150.78,120.03,0.065799996,36.22453732234807,34668143,USD,United States,5345134080,buy,5.91,0.2764265668849392,561.4869267727744,3.7150120866267993,Technology,Software - Infrastructure,42.40,0.012920001,8.229711539046294,9.362157858721165,-14.67284150983186
XRX,Xerox Holdings Corporation,2.7,undefined,-8.34,N/A,undefined,0.74971163,0.6595300076091711,N/A,4431017472,535375008,585000000,244981760,4.473,4446000128,2.2689075630252105,2.1596638655462184,2.57,1.19,0.28059998,4.093824342864449,130776253,USD,United States,340018240,hold,12.624,1.5010701545778835,undefined,undefined,Industrials,Business Equipment & Supplies,N/A,0.09031,3.0919754963471435,4.715834828552734,45.94594406506895
GME,GameStop Corporation,26.53,undefined,0.77,N/A,undefined,1.9629476,-74.48586672016282,N/A,6037363712,-159700000,9013799936,-1675463680,20.103,4361900032,1.3311590566984446,1.1876567987957853,23.67,19.93,0.1512,-0.35617495194989135,448375157,USD,United States,10689263616,none,20.165,1.3897312198483804,undefined,undefined,Consumer Cyclical,Specialty Retail,N/A,0.08877,-18.155063833703764,18.245632534475547,6.460673831368189
CNC,Centene Corporation,53.34,-526.7211147540984,-13.11,41.63,-9.87478655332018,1.2342436,3.8465327260494098,N/A,19177766912,6847499776,23740999680,-2706767872,48.078,16371000320,2.1267942583732062,2.111244019138756,52.95,25.08,0.0319,13.867033975500053,493797000,USD,United States,26447767552,buy,6.602,0.4055282555282555,557.1365060189432,10.445003862372388,Healthcare,Healthcare Plans,N/A,0.00312,17.286669761215148,19.993136365743922,39.23257135977972
GDRX,"GoodRx Holdings, Inc.",2.55,1.2060327868852458,0.09,8.22,0.47295403407264547,1.3835086,3.258457897340393,N/A,1137422208,81944752,261820000,-584868384,0.764,542806016,1.4406779661016949,1.403954802259887,2.485,1.77,0.0855,0.7825787781641591,104711186,USD,United States,846688384,hold,9.299,0.771701244813278,10.486840719850793,4.112486556804233,Healthcare,Health Information Services,N/A,0.13034001,4.046879985480651,5.868415634449766,7.594941904330761
LULU,lululemon athletica inc.,133.58,119.02601092896175,13.26,2.70,0.8910466456727185,3.028268,17.90882419946937,N/A,14901150720,824078400,1807202048,-13323585792,15.633,1798440960,1.0360660823702785,1.0,128.93,128.93,0.0543,7.458892806818546,110482671,USD,Canada,15130787840,hold,5.505,0.5439723320158103,66.95341302732567,0.5012233345360507,Consumer Cyclical,Apparel Retail,N/A,0.047220003,110.79044138416867,187.511513315927,-19.920866881447772
HOG,"Harley-Davidson, Inc.",24.48,13.368306010928963,2.78,-2.50,0.5460909318189936,0.8251857,-5.949703222625395,N/A,4351012352,-460208128,1314916992,-1281134464,11.756,3053696000,1.4324166179052078,1.350497366881217,23.08,17.09,0.1902,-4.114490939129202,111850563,USD,United States,2596051456,hold,7.011,0.6583098591549296,-19.785530199091248,-0.8082324427733353,Consumer Cyclical,Recreational Vehicles,N/A,0.01048,21.627225551897236,51.50858114365751,2.212940376522556
MOH,Molina Healthcare Inc,192.7,41.57463023679418,3.74,5.37,0.21574795141045242,2.4920344,13.253689209085074,N/A,4883112960,757500032,9251000320,-936112128,177.562,3947000064,1.5917726747067569,1.5847513629605154,191.85,121.06,0.0689,14.53934802303263,52100000,USD,United States,10187112448,hold,7.678,0.4716216216216216,161.62246469027968,0.8387258157253746,Healthcare,Healthcare Plans,N/A,0.014570001,23.37322912379609,21.17344823286498,28.36397966145246
TSLA,"Tesla, Inc.",390.82,28.968189435336974,1.09,24.66,0.07412156346997845,17.925287,279.4767849981487,N/A,1446198771712,5251999744,44743000064,-1429416181760,11.913,15889999872,1.442140221402214,1.419927675276753,384.8004,271.0,0.021300001,1.3983987972474667,3755723871,USD,United States,1474159181824,buy,130.359,undefined,37.16429473835963,0.09509312404267854,Consumer Cyclical,Auto Manufacturers,N/A,0.11121,4.889399904523418,4.711531097917882,-0.4280254777070081
GOOGL,Alphabet Inc.,385.69,255.4354681238616,13.03,15.96,0.6622818017679006,11.156231,81.75844606135061,N/A,4612492886016,27472750592,126839996416,-4516403953664,10.469,95875997696,2.6088338744588744,2.5689935064935066,379.8,147.84,0.0134000005,4.7174331042273305,5823665113,USD,United States,4643243950080,strong_buy,28.593,1.6809523809523808,92.47887439150496,0.2397751416720811,Communication Services,Internet Content & Information,N/A,0.00564,61.89502972976988,73.8184518441786,14.305608633556547
PLTR,Palantir Technologies Inc.,144.07,30.75455737704918,0.63,52.41,0.21346954520059125,47.2742,262.3267171036762,N/A,342505095168,1260918400,7177042944,-342879798272,3.001,229338000,1.3679263197873148,1.378892897835169,145.225,105.32,0.0248,0.5492006364836296,2295915766,USD,United States,350056841216,buy,237.824,11.123666978484566,26.810194422615417,0.18609144459370736,Technology,Software - Infrastructure,N/A,0.03504,-27.80275112440945,41.78317758455472,-1.2475148380716092
